Jun 18 19:58:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 18 19:58:07 ubuntu dstat.sh[65339]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 18 19:58:07 ubuntu dstat.sh[65339]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 18 19:58:20 ubuntu dstat.sh[65339]: 18-06 19:58:20| 40   6  53   1   0|1224M 1004M  169M 5335M|  11k 4574B|   0  1892k|   0  77.0 |2927  1814 |1.57 1.00 0.53|2.0   0  19|   0     0 |           | 11    4    1   20    0
Jun 18 19:58:21 ubuntu dstat.sh[65339]: 18-06 19:58:21| 42  12  45   0   0|1174M 1052M  169M 5336M|4991B 1618B|   0   635k|   0  20.0 |  11k   18k|1.68 1.04 0.55|2.0   0 123|   0     0 |           | 11    4    1   20    0
Jun 18 19:58:22 ubuntu dstat.sh[65339]: 18-06 19:58:22| 30  26  43   0   0|1151M 1075M  169M 5336M|4696B 1538B|   0   225k|   0  13.0 |  13k   20k|1.68 1.04 0.55|2.0   0 509|   0     0 |           | 11    4    1   20    0
Jun 18 19:58:23 ubuntu dstat.sh[65339]: 18-06 19:58:23| 40  20  40   0   0|1105M 1129M  169M 5329M|4479B 1612B|   0  2210k|   0  53.7 |6233  6544 |1.68 1.04 0.55|4.0   0 254|   0     0 |           | 11    4    1   20    0
Jun 18 19:58:24 ubuntu dstat.sh[65339]: 18-06 19:58:24| 59  12  30   0   0|1196M 1038M  169M 5329M|4347B 1461B|   0  4104B|   0  1.00 |3827  2097 |1.68 1.04 0.55|2.0   0 158|   0     0 |           | 11    5    1   20    0
Jun 18 19:58:25 ubuntu dstat.sh[65339]: 18-06 19:58:25| 44   6  48   0   0|1233M 1000M  169M 5330M|4098B 1458B|   0  7692k|   0  60.0 |2800  1449 |1.68 1.04 0.55|3.0   0   0|   0     0 |           | 11    5    1   20    0
Jun 18 19:58:26 ubuntu dstat.sh[65339]: 18-06 19:58:26| 38  10  51   0   0|1249M  981M  169M 5332M|4710B 1625B|   0  2848k|   0   125 |4278  4592 |1.71 1.05 0.55|1.0   0  98|   0     0 |           | 11    4    1   21    0
Jun 18 19:58:27 ubuntu dstat.sh[65339]: 18-06 19:58:27| 16   7  76   0   0|1315M  916M  169M 5332M|4542B 1613B|   0   470k|   0  24.9 |2324  2011 |1.71 1.05 0.55|2.0   0  43|   0     0 |           | 11    4    1   21    0
Jun 18 19:58:28 ubuntu dstat.sh[65339]: 18-06 19:58:28| 23   2  73   0   0|1351M  880M  169M 5332M|4564B 1618B|   0     0 |   0     0 |1723  1146 |1.71 1.05 0.55|1.0   0   0|   0     0 |           | 11    4    1   21    0
Jun 18 19:58:29 ubuntu dstat.sh[65339]: 18-06 19:58:29| 24   3  71   1   0|1372M  858M  169M 5332M|4327B 1623B|   0  3810k|   0   247 |3514  4528 |1.71 1.05 0.55|1.0   0 1.0|   0     0 |           | 11   10    1   21    0
Jun 18 19:58:30 ubuntu dstat.sh[65339]: 18-06 19:58:30| 21   7  72   1   0|1328M  903M  169M 5332M|4626B 1622B|   0    11M|   0   211 |2572  2254 |1.71 1.05 0.55|1.0   0  42|   0     0 |           | 11    4    1   23    0
Jun 18 19:58:31 ubuntu dstat.sh[65339]: 18-06 19:58:31| 20   2  77   0   0|1354M  876M  169M 5333M|7419B 4006B|   0  1296k|   0  16.0 |1835  1432 |1.65 1.05 0.56|1.0   0 1.0|   0     0 |           | 11   11    1   23    0
Jun 18 19:58:32 ubuntu dstat.sh[65339]: 18-06 19:58:32| 21   3  75   0   0|1355M  874M  169M 5333M|  10k 7663B| 268k 1568k|66.0  46.0 |2888  3002 |1.65 1.05 0.56|2.0   0 3.0|   0     0 |           | 11   28    1   24    0
Jun 18 19:58:33 ubuntu dstat.sh[65339]: 18-06 19:58:33| 20   6  73   0   0|1336M  894M  169M 5333M|4797B 1619B|   0     0 |   0     0 |2249  1600 |1.65 1.05 0.56|1.0   0  43|   0     0 |           | 11   28    1   24    0
Jun 18 19:58:34 ubuntu dstat.sh[65339]: 18-06 19:58:34| 17   2  79   0   0|1360M  870M  169M 5333M|  10k 8112B|   0     0 |   0     0 |1956  1666 |1.65 1.05 0.56|  0   0   0|   0     0 |           | 11   29    1   24    0
Jun 18 19:58:35 ubuntu dstat.sh[65339]: 18-06 19:58:35| 31  13  56   0   0|1388M  842M  169M 5333M|6063B 1821B|   0    22M|   0  94.1 |3835  2694 |1.65 1.05 0.56|2.0   0 156|   0     0 |           | 11   28    1   19    0
Jun 18 19:58:36 ubuntu dstat.sh[65339]: 18-06 19:58:36| 36   5  58   0   0|1449M  781M  169M 5333M|  12k 9333B|   0  3088k|   0  31.0 |3192  2349 |1.68 1.07 0.56|2.0   0   0|   0     0 |           | 11   30    1   19    0
Jun 18 19:58:37 ubuntu dstat.sh[65339]: 18-06 19:58:37| 35   8  56   1   0|1414M  815M  169M 5333M|  16k   12k|   0   361k|   0  28.1 |6601  8226 |1.68 1.07 0.56|3.0   0  92|   0     0 |           | 11   28    1   20    0
Jun 18 19:58:38 ubuntu dstat.sh[65339]: 18-06 19:58:38| 70  27   3   0   0|1546M  683M  169M 5333M|4508B 1528B|   0   523k|   0  81.8 |5661  4471 |1.68 1.07 0.56|7.0   0 485|   0     0 |           | 11   28    1   20    0
Jun 18 19:58:39 ubuntu dstat.sh[65339]: 18-06 19:58:39| 84  13   3   0   0|1765M  464M  169M 5333M|  16k   13k|   0   168k|   0  15.0 |5290  3567 |1.68 1.07 0.56|7.0   0   0|   0     0 |           | 11   31    1   20    0
Jun 18 19:58:40 ubuntu dstat.sh[65339]: 18-06 19:58:40| 81   9   9   0   0|1790M  440M  169M 5334M|  36k   33k|   0    27M|   0   596 |8584    13k|1.68 1.07 0.56|4.0   0  12|   0     0 |           | 11   30    1   24    0
Jun 18 19:58:41 ubuntu dstat.sh[65339]: 18-06 19:58:41| 39  15  45   0   0|1475M  755M  169M 5334M|6967B 2733B|   0   665k|   0  30.0 |4532  4583 |1.63 1.07 0.57|1.0   0 299|   0     0 |           | 11   28    1   26    0
Jun 18 19:58:42 ubuntu dstat.sh[65339]: 18-06 19:58:42| 19   2  78   0   0|1474M  755M  169M 5334M|8100B 5354B|   0   148k|   0  8.98 |1923  1617 |1.63 1.07 0.57|1.0   0   0|   0     0 |           | 11   29    1   26    0
Jun 18 19:58:43 ubuntu dstat.sh[65339]: 18-06 19:58:43| 16   7  76   0   0|1442M  787M  169M 5334M|6951B 4433B|   0   864k|   0  55.0 |3430  3557 |1.63 1.07 0.57|1.0   0  68|   0     0 |           | 11   28    1   25    0
Jun 18 19:58:44 ubuntu dstat.sh[65339]: 18-06 19:58:44| 22   3  73   0   0|1503M  726M  169M 5334M|3602B 1186B|   0   543k|   0  5.99 |1732  1131 |1.63 1.07 0.57|1.0   0   0|   0     0 |           | 11   28    1   25    0
Jun 18 19:58:45 ubuntu dstat.sh[65339]: 18-06 19:58:45| 15   3  80   0   0|1478M  751M  169M 5334M|  11k 8540B|   0    32M|   0   287 |3212  3656 |1.63 1.07 0.57|1.0   0   0|   0     0 |           | 11   28    1   26    0
Jun 18 19:58:46 ubuntu dstat.sh[65339]: 18-06 19:58:46| 10  20  68   1   0|1441M  788M  169M 5334M|5317B 1626B|   0  3461k|   0   187 |5520  4449 |1.50 1.05 0.56|1.0   0 350|   0     0 |           | 11   28    1   26    0
Jun 18 19:58:47 ubuntu dstat.sh[65339]: 18-06 19:58:47| 35  31  33   0   0|1438M  791M  169M 5334M|6057B 1619B|   0   276k|   0  20.0 |6155  5036 |1.50 1.05 0.56|5.0   0 689|   0     0 |           | 11   28    1   26    0
Jun 18 19:58:48 ubuntu dstat.sh[65339]: 18-06 19:58:48| 86  13   1   0   0|1671M  558M  169M 5334M|7899B 4947B|   0   826k|   0  46.9 |5030  2423 |1.50 1.05 0.56|2.0   0   0|   0     0 |           | 11   31    1   26    0
Jun 18 19:58:49 ubuntu dstat.sh[65339]: 18-06 19:58:49| 67   9  24   0   0|1710M  519M  169M 5334M|  40k   36k|   0    92k|   0  7.02 |8147    12k|1.50 1.05 0.56|2.0   0   0|   0     0 |           | 11   33    1   26    0
Jun 18 19:58:50 ubuntu dstat.sh[65339]: 18-06 19:58:50| 71  19   9   0   0|1556M  673M  169M 5334M|  16k   12k|   0    64M|   0   514 |8625    11k|1.50 1.05 0.56|6.0   0 310|   0     0 |           | 11   28    1   27    0
Jun 18 19:58:51 ubuntu dstat.sh[65339]: 18-06 19:58:51| 84  16   0   0   0|1674M  555M  169M 5334M|6264B 3838B|   0  1182k|   0  10.0 |4882  2503 |1.94 1.15 0.60|5.0   0 1.0|   0     0 |           | 11   29    1   27    0
Jun 18 19:58:52 ubuntu dstat.sh[65339]: 18-06 19:58:52| 81  12   6   0   0|1816M  412M  169M 5334M|  32k   29k|   0   720k|   0  43.0 |7568    16k|1.94 1.15 0.60|5.0   0  36|   0     0 |           | 11   34    1   28    0
Jun 18 19:58:53 ubuntu dstat.sh[65339]: 18-06 19:58:53| 79  12   8   0   0|1675M  554M  169M 5335M|  37k   33k|   0   300k|   0  26.0 |9615    16k|1.94 1.15 0.60|5.0   0 168|   0     0 |           | 11   29    1   32    0
Jun 18 19:58:54 ubuntu dstat.sh[65339]: 18-06 19:58:54| 51  13  36   0   0|1553M  675M  169M 5335M|5716B 2698B|   0   175k|   0  9.96 |3738  2526 |1.94 1.15 0.60|2.0   0 129|   0     0 |           | 11   28    1   33    0
Jun 18 19:58:55 ubuntu dstat.sh[65339]: 18-06 19:58:55| 33   5  62   0   0|1566M  661M  169M 5335M|  19k   15k|   0   357k|   0  27.1 |4025  4756 |1.94 1.15 0.60|2.0   0   0|   0     0 |           | 11   29    1   33    0
Jun 18 19:58:56 ubuntu dstat.sh[65339]: 18-06 19:58:56| 44  22  33   0   0|1474M  754M  169M 5335M|  10k 6210B|   0   256k|   0  20.0 |5504  5307 |1.94 1.16 0.61|3.0   0 378|   0     0 |           | 11   28    1   34    0
Jun 18 19:58:57 ubuntu dstat.sh[65339]: 18-06 19:58:57| 57   7  35   0   0|1568M  660M  169M 5335M|  13k 9711B|   0   191k|   0  9.97 |3688  2040 |1.94 1.16 0.61|2.0   0   0|   0     0 |           | 11   31    1   34    0
Jun 18 19:58:58 ubuntu dstat.sh[65339]: 18-06 19:58:58| 53   5  40   1   0|1536M  692M  169M 5335M|  25k   21k|   0   686k|   0  53.2 |7395    10k|1.94 1.16 0.61|5.0   0  19|   0     0 |           | 11   28    1   35    0
Jun 18 19:58:59 ubuntu dstat.sh[65339]: 18-06 19:58:59| 77  19   4   0   0|1540M  688M  169M 5335M|4296B 1296B|   0   200k|   0  11.0 |5219  3020 |1.94 1.16 0.61|5.0   0 239|   0     0 |           | 11   28    1   30    0
Jun 18 19:59:00 ubuntu dstat.sh[65339]: 18-06 19:59:00| 66   7  25   0   0|1629M  599M  169M 5335M|  25k   23k|   0   468k|   0  22.0 |5685  6598 |1.94 1.16 0.61|4.0   0   0|   0     0 |           | 11   32    1   30    0
Jun 18 19:59:01 ubuntu dstat.sh[65339]: 18-06 19:59:01| 57  19  23   0   0|1503M  725M  169M 5335M|  24k   19k|   0  2405k|   0   138 |8568    11k|2.19 1.22 0.63|3.0   0 324|   0     0 |           | 11   28    1   33    0
Jun 18 19:59:02 ubuntu dstat.sh[65339]: 18-06 19:59:02| 59   8  33   0   0|1596M  631M  169M 5335M|9704B 7834B|   0   220k|   0  9.00 |3502  1546 |2.19 1.22 0.63|  0   0   0|   0     0 |           | 11   31    1   33    0
Jun 18 19:59:03 ubuntu dstat.sh[65339]: 18-06 19:59:03| 51   6  42   0   0|1591M  636M  169M 5335M|  29k   23k|   0   838k|   0  58.1 |7840    10k|2.19 1.22 0.63|3.0   0 6.0|   0     0 |           | 11   29    1   35    0
Jun 18 19:59:04 ubuntu dstat.sh[65339]: 18-06 19:59:04| 57  19  23   0   0|1534M  694M  169M 5335M|5881B 2160B|   0   300k|   0  26.0 |4978  3475 |2.19 1.22 0.63|3.0   0 299|   0     0 |           | 11   28    1   31    0
Jun 18 19:59:05 ubuntu dstat.sh[65339]: 18-06 19:59:05| 55   6  39   0   0|1609M  618M  169M 5335M|  20k   15k|   0   140k|   0  6.99 |4237  3277 |2.19 1.22 0.63|2.0   0   0|   0     0 |           | 11   31    1   31    0
Jun 18 19:59:06 ubuntu dstat.sh[65339]: 18-06 19:59:06| 49  18  33   0   0|1471M  756M  169M 5336M|  21k   15k|   0   954k|   0  47.9 |7018  8959 |2.33 1.27 0.65|3.0   0 286|   0     0 |           | 11   28    1   34    0
Jun 18 19:59:07 ubuntu dstat.sh[65339]: 18-06 19:59:07| 60   9  32   0   0|1609M  618M  169M 5336M|  10k 7595B|   0   100k|   0  8.00 |3618  1742 |2.33 1.27 0.65|  0   0   0|   0     0 |           | 11   31    1   34    0
Jun 18 19:59:08 ubuntu dstat.sh[65339]: 18-06 19:59:08| 50   5  44   0   0|1579M  648M  169M 5336M|  26k   21k|   0   325k|   0  37.1 |7538  9818 |2.33 1.27 0.65|3.0   0 4.0|   0     0 |           | 11   28    1   36    0
Jun 18 19:59:09 ubuntu dstat.sh[65339]: 18-06 19:59:09| 61  14  24   0   0|1534M  693M  169M 5336M|4479B 1605B|   0   156k|   0  7.99 |4255  2320 |2.33 1.27 0.65|3.0   0 108|   0     0 |           | 11   28    1   36    0
Jun 18 19:59:10 ubuntu dstat.sh[65339]: 18-06 19:59:10| 50   7  41   0   0|1588M  638M  169M 5336M|  19k   17k|   0   148k|   0  9.99 |4565  4099 |2.33 1.27 0.65|  0   0   0|   0     0 |           | 11   31    1   36    0
Jun 18 19:59:11 ubuntu dstat.sh[65339]: 18-06 19:59:11| 59  21  20   0   0|1452M  775M  169M 5336M|  16k   11k|   0  2813k|   0   108 |7758  9410 |2.39 1.30 0.66|7.0   0 458|   0     0 |           | 11   28    1   38    0
Jun 18 19:59:12 ubuntu dstat.sh[65339]: 18-06 19:59:12| 81  19   0   0   0|1634M  593M  169M 5336M|4102B 1242B|   0   976k|   0  14.0 |5504  4545 |2.39 1.30 0.66|8.0   0 410|   0     0 |           | 11   28    1   38    0
Jun 18 19:59:13 ubuntu dstat.sh[65339]: 18-06 19:59:13| 81  17   1   0   0|1771M  455M  169M 5336M|  26k   24k|   0   824k|   0  52.0 |6599  6585 |2.39 1.30 0.66|7.0   0 413|   0     0 |           | 11   31    1   38    0
Jun 18 19:59:14 ubuntu dstat.sh[65339]: 18-06 19:59:14| 79  17   4   0   0|1809M  417M  169M 5336M|  40k   37k|   0   492k|   0  45.0 |8921    11k|2.39 1.30 0.66|7.0   0 322|   0     0 |           | 11   29    1   39    0
Jun 18 19:59:15 ubuntu dstat.sh[65339]: 18-06 19:59:15| 83  17   0   0   0|1669M  557M  169M 5337M|  11k 7948B|   0   248k|   0  19.0 |5657  4273 |2.39 1.30 0.66|5.0   0 254|   0     0 |           | 11   29    1   39    0
Jun 18 19:59:16 ubuntu dstat.sh[65339]: 18-06 19:59:16| 79   9  11   0   0|1726M  500M  169M 5337M|  29k   26k|   0  2419k|   0   115 |6447  7000 |2.60 1.36 0.68|3.0   0   0|   0     0 |           | 11   33    1   37    0
Jun 18 19:59:17 ubuntu dstat.sh[65339]: 18-06 19:59:17| 65  11  22   0   0|1638M  588M  169M 5337M|  34k   29k|   0   176k|   0  11.0 |9733    14k|2.60 1.36 0.68|4.0   0 193|   0     0 |           | 11   29    1   41    0
Jun 18 19:59:18 ubuntu dstat.sh[65339]: 18-06 19:59:18| 23  32  44   0   0|1448M  777M  169M 5337M|6282B 2649B|   0   244k|   0  21.0 |7486  7086 |2.60 1.36 0.68|4.0   0 975|   0     0 |           | 11   28    1   42    0
Jun 18 19:59:19 ubuntu dstat.sh[65339]: 18-06 19:59:19| 75  21   3   0   0|1574M  652M  169M 5337M|6935B 3532B|   0    20k|   0  5.00 |5142  3616 |2.60 1.36 0.68|3.0   0 435|   0     0 |           | 11   29    1   42    0
Jun 18 19:59:20 ubuntu dstat.sh[65339]: 18-06 19:59:20| 65   7  27   0   0|1635M  590M  169M 5337M|  29k   24k|   0   152k|   0  13.0 |6489  8068 |2.60 1.36 0.68|6.0   0   0|   0     0 |           | 11   31    1   43    0
Jun 18 19:59:21 ubuntu dstat.sh[65339]: 18-06 19:59:21| 71  18  10   0   0|1511M  715M  170M 5337M|  13k 9207B|   0   684k|   0  64.0 |7015  7255 |2.71 1.41 0.70|4.0   0 269|   0     0 |           | 11   28    1   46    0
Jun 18 19:59:22 ubuntu dstat.sh[65339]: 18-06 19:59:22| 74   8  17   0   0|1620M  606M  170M 5337M|  19k   16k|   0   180k|   0  6.99 |4774  3366 |2.71 1.41 0.70|1.0   0   0|   0     0 |           | 11   32    1   46    0
Jun 18 19:59:23 ubuntu dstat.sh[65339]: 18-06 19:59:23| 55   6  38   0   0|1621M  604M  170M 5337M|  41k   35k|   0   847k|   0  54.0 |  11k   18k|2.71 1.41 0.70|2.0   0   0|   0     0 |           | 11   32    1   46    0
Jun 18 19:59:24 ubuntu dstat.sh[65339]: 18-06 19:59:24| 64  10  25   0   0|1507M  718M  170M 5338M|  30k   25k|   0   416k|   0  47.0 |  11k   15k|2.71 1.41 0.70|6.0   0  74|   0     0 |           | 11   29    1   46    0
Jun 18 19:59:25 ubuntu dstat.sh[65339]: 18-06 19:59:25| 78  12  10   0   0|1580M  645M  170M 5338M|  11k 8182B|   0   240k|   0  23.0 |5004  2884 |2.71 1.41 0.70|5.0   0  46|   0     0 |           | 11   30    1   46    0
Jun 18 19:59:26 ubuntu dstat.sh[65339]: 18-06 19:59:26| 65   8  27   0   0|1622M  602M  170M 5338M|  35k   31k|   0   160k|   0  11.0 |8333    12k|2.73 1.43 0.72|2.0   0   0|   0     0 |           | 11   32    1   46    0
Jun 18 19:59:27 ubuntu dstat.sh[65339]: 18-06 19:59:27| 54   8  36   0   0|1570M  655M  170M 5338M|  41k   35k|   0   112k|   0  7.00 |  12k   19k|2.73 1.43 0.72|6.0   0 134|   0     0 |           | 11   30    1   48    0
Jun 18 19:59:28 ubuntu dstat.sh[65339]: 18-06 19:59:28| 81  15   4   0   0|1543M  681M  170M 5338M|  10k 6739B|   0   128k|   0  8.00 |5334  4334 |2.73 1.43 0.72|4.0   0 126|   0     0 |           | 11   28    1   49    0
Jun 18 19:59:29 ubuntu dstat.sh[65339]: 18-06 19:59:29| 67   8  25   0   0|1629M  596M  170M 5338M|  27k   24k|   0   112k|   0  7.00 |6096  6713 |2.73 1.43 0.72|4.0   0   0|   0     0 |           | 11   32    1   49    0
Jun 18 19:59:30 ubuntu dstat.sh[65339]: 18-06 19:59:30| 64  10  26   0   0|1573M  651M  170M 5338M|  35k   29k|   0   228k|   0  22.0 |  11k   16k|2.73 1.43 0.72|4.0   0  68|   0     0 |           | 11   29    1   51    0
Jun 18 19:59:31 ubuntu dstat.sh[65339]: 18-06 19:59:31| 83  14   3   0   0|1581M  642M  170M 5338M|7061B 3946B|   0   272k|   0  24.0 |5119  2849 |2.83 1.48 0.73|3.0   0  61|   0     0 |           | 11   29    1   51    0
Jun 18 19:59:32 ubuntu dstat.sh[65339]: 18-06 19:59:32| 68   9  22   0   0|1614M  610M  170M 5339M|  23k   20k|   0  3376k|   0   169 |5932  5983 |2.83 1.48 0.73|5.0   0  62|   0     0 |           | 11   34    1   51    0
Jun 18 19:59:33 ubuntu dstat.sh[65339]: 18-06 19:59:33| 71  11  18   0   0|1715M  508M  170M 5339M|  28k   24k|   0   200k|   0  16.0 |7345    12k|2.83 1.48 0.73|3.0   0  60|   0     0 |           | 11   34    1   51    0
Jun 18 19:59:34 ubuntu dstat.sh[65339]: 18-06 19:59:34| 69  14  18   0   0|1592M  632M  170M 5339M|  26k   21k|   0   188k|   0  13.0 |6279  7942 |2.83 1.48 0.73|4.0   0 141|   0     0 |           | 11   34    1   53    0
Jun 18 19:59:35 ubuntu dstat.sh[65339]: 18-06 19:59:35| 72  11  16   0   0|1592M  631M  170M 5339M|  20k   16k|   0  1645k|   0   104 |6556  7219 |2.83 1.48 0.73|4.0   0  88|   0     0 |           | 11   34    1   55    0
Jun 18 19:59:36 ubuntu dstat.sh[65339]: 18-06 19:59:36| 75  11  14   0   0|1580M  643M  170M 5339M|  19k   15k|   0   108k|   0  9.01 |5571  5547 |2.85 1.50 0.75|4.0   0  68|   0     0 |           | 11   34    1   55    0
Jun 18 19:59:37 ubuntu dstat.sh[65339]: 18-06 19:59:37| 77   8  14   0   0|1635M  589M  170M 5339M|  21k   17k|   0   308k|   0  32.0 |6309  8008 |2.85 1.50 0.75|4.0   0 5.0|   0     0 |           | 11   32    2   57    0
Jun 18 19:59:38 ubuntu dstat.sh[65339]: 18-06 19:59:38| 56  10  34   0   0|1532M  691M  170M 5339M|  16k   13k|   0   364k|   0  33.0 |5144  4909 |2.85 1.50 0.75|3.0   0 143|   0     0 |           | 11   32    1   59    0
Jun 18 19:59:39 ubuntu dstat.sh[65339]: 18-06 19:59:39| 55  12  32   0   0|1559M  664M  170M 5339M|  11k 8358B|   0   207k|   0  15.0 |4180  3875 |2.85 1.50 0.75|3.0   0 110|   0     0 |           | 11   33    1   59    0
Jun 18 19:59:40 ubuntu dstat.sh[65339]: 18-06 19:59:40| 52   9  38   0   0|1574M  648M  170M 5339M|  24k   20k|   0   176k|   0  9.02 |4778  6699 |2.85 1.50 0.75|3.0   0  96|   0     0 |           | 11   34    1   56    0
Jun 18 19:59:41 ubuntu dstat.sh[65339]: 18-06 19:59:41| 58  10  32   0   0|1548M  674M  170M 5339M|  15k   12k|   0   420k|   0  42.0 |4562  4792 |2.86 1.53 0.76|3.0   0  87|   0     0 |           | 11   33    1   58    0
Jun 18 19:59:42 ubuntu dstat.sh[65339]: 18-06 19:59:42| 52   8  39   0   0|1509M  714M  170M 5340M|  19k   15k|   0   299k|   0  23.9 |4979  5575 |2.86 1.53 0.76|2.0   0  86|   0     0 |           | 11   34    1   59    0
Jun 18 19:59:43 ubuntu dstat.sh[65339]: 18-06 19:59:43| 34   6  59   0   0|1476M  746M  170M 5340M|  19k   15k|   0  1883k|   0  38.1 |6669  9013 |2.86 1.53 0.76|2.0   0  68|   0     0 |           | 11   32    1   61    0
Jun 18 19:59:44 ubuntu dstat.sh[65339]: 18-06 19:59:44| 43   9  48   0   0|1531M  692M  170M 5340M|4378B 1570B|   0   168k|   0  10.0 |3312  1881 |2.86 1.53 0.76|2.0   0  67|   0     0 |           | 11   32    1   57    0
Jun 18 19:59:45 ubuntu dstat.sh[65339]: 18-06 19:59:45| 33   4  62   0   0|1554M  668M  170M 5340M|  20k   16k|   0   180k|   0  13.0 |4536  5069 |2.86 1.53 0.76|2.0   0   0|   0     0 |           | 11   34    1   57    0
Jun 18 19:59:46 ubuntu dstat.sh[65339]: 18-06 19:59:46| 40  10  49   0   0|1513M  710M  170M 5340M|8273B 4335B|   0   188k|   0  11.0 |4572  4001 |2.87 1.55 0.77|2.0   0 138|   0     0 |           | 11   32    1   59    0
Jun 18 19:59:47 ubuntu dstat.sh[65339]: 18-06 19:59:47| 36   4  58   0   0|1571M  652M  170M 5340M|  15k   11k|   0   244k|   0  19.0 |3150  2706 |2.87 1.55 0.77|1.0   0 1.0|   0     0 |           | 11   34    1   59    0
Jun 18 19:59:48 ubuntu dstat.sh[65339]: 18-06 19:59:48| 37   7  56   0   0|1504M  718M  170M 5340M|  13k 8386B|   0  1076k|   0  81.3 |5047  5977 |2.87 1.55 0.77|2.0   0  65|   0     0 |           | 11   32    1   61    0
