Jul 08 16:15:14 jammy-provider-cloud-0000007310 systemd[1]: Started Devstack devstack@dstat.service.
Jul 08 16:15:14 jammy-provider-cloud-0000007310 dstat.sh[57438]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 08 16:15:14 jammy-provider-cloud-0000007310 dstat.sh[57438]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 08 16:15:56 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:15:56| 64  15  19   0   0|1461M 1381M  160M 4750M|6859B 1310B|   0  1349k|   0  40.8 |3140  5406 |2.20 1.14 0.55|3.0   0 281|   0     0 |   0     0 | 10   28    4   23    0
Jul 08 16:15:57 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:15:57| 57  12  31   0   0|1346M 1495M  160M 4751M|6511B 1647B|   0   663k|   0  91.4 |4580    12k|2.18 1.16 0.56|6.0   0 263|   0     0 |   0     0 | 10   28    4   23    0
Jul 08 16:15:58 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:15:58| 65   9  26   0   0|1477M 1365M  160M 4751M|5657B 1584B|   0   228k|   0  13.0 |2981  5286 |2.18 1.16 0.56|5.0   0  25|   0     0 |   0     0 | 10   30    4   26    0
Jul 08 16:15:59 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:15:59| 65   9  26   0   0|1432M 1409M  160M 4751M|8429B 1460B|   0   577k|   0  46.1 |3547  6209 |2.18 1.16 0.56|4.0   0 112|   0     0 |   0     0 | 10   28    4   27    0
Jul 08 16:16:00 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:00| 56  10  33   0   0|1312M 1528M  160M 4751M|3998B 1532B|   0   472k|   0  42.0 |5084    10k|2.18 1.16 0.56|4.0   0 111|   0     0 |   0     0 | 10   28    4   31    0
Jul 08 16:16:01 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:01| 76  17   7   0   0|1522M 1319M  160M 4751M|5456B 1662B|   0   264k|   0  24.0 |2839  5115 |2.18 1.16 0.56|8.0   0 378|   0     0 |   0     0 | 10   29    4   31    0
Jul 08 16:16:02 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:02| 84  14   2   0   0|1435M 1405M  160M 4752M|6048B 1458B|   0   612k|   0  51.0 |4186  8880 |2.57 1.26 0.59|7.0   0 334|   0     0 |   0     0 | 10   28    4   31    0
Jul 08 16:16:03 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:03| 86  12   1   0   0|1533M 1307M  160M 4752M|  42k 1500B|   0   736k|   0  37.0 |3763  7281 |2.57 1.26 0.59|7.0   0 192|   0     0 |   0     0 | 10   30    4   30    0
Jul 08 16:16:04 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:04| 79  18   3   0   0|1460M 1379M  160M 4752M|  11k 1532B|   0  5584k|   0   366 |6568    15k|2.57 1.26 0.59|6.0   0 329|   0     0 |   0     0 | 10   29    4   30    0
Jul 08 16:16:05 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:05| 53  22  23   0   0|1361M 1478M  160M 4752M|  14k 1458B|   0   208k|   0  11.0 |6231    16k|2.57 1.26 0.59|3.0   0 777|   0     0 |   0     0 | 10   28    4   27    0
Jul 08 16:16:06 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:06| 16  26  58   0   0|1317M 1522M  160M 4752M|4463B 1458B|   0   232k|   0  18.0 |3972  6658 |2.57 1.26 0.59|4.0   0 857|   0     0 |   0     0 | 10   28    4   27    0
Jul 08 16:16:07 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:07| 79  17   4   0   0|1504M 1336M  160M 4752M|6096B 1621B|   0   284k|   0  26.0 |3274  7337 |2.84 1.34 0.62|6.0   0 484|   0     0 |   0     0 | 10   28    4   27    0
Jul 08 16:16:08 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:08| 79  14   7   0   0|1404M 1435M  160M 4753M|5832B 1619B|   0   659k|   0  67.9 |4913    11k|2.84 1.34 0.62|4.0   0 268|   0     0 |   0     0 | 10   28    4   27    0
Jul 08 16:16:09 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:09| 75   8  16   0   0|1526M 1313M  160M 4753M|5548B 1616B|   0   231k|   0  11.0 |4381    11k|2.84 1.34 0.62|5.0   0   0|   0     0 |   0     0 | 10   31    4   29    0
Jul 08 16:16:10 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:10| 58   7  35   0   0|1494M 1344M  160M 4754M|6076B 1499B|   0   252k|   0  20.0 |6899    21k|2.84 1.34 0.62|6.0   0  30|   0     0 |   0     0 | 10   31    4   35    0
Jul 08 16:16:11 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:11| 86  10   4   0   0|1495M 1343M  160M 4754M|6403B 1626B|   0  2621k|   0   183 |3561  8576 |2.84 1.34 0.62|4.0   0  90|   0     0 |   0     0 | 10   29    4   32    0
Jul 08 16:16:12 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:12| 65   7  29   0   0|1531M 1307M  160M 4754M|8089B 1532B|   0   132k|   0  7.00 |6870    16k|2.86 1.36 0.63|3.0   0 2.0|   0     0 |   0     0 | 10   31    4   39    0
Jul 08 16:16:13 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:13| 71  12  16   0   0|1450M 1386M  160M 4756M|5187B 1532B|   0   124k|   0  8.00 |6604    16k|2.86 1.36 0.63|5.0   0 224|   0     0 |   0     0 | 10   29    4   45    0
Jul 08 16:16:14 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:14| 81  12   7   0   0|1516M 1320M  160M 4756M|5697B 1621B|   0   252k|   0  13.0 |5829    16k|2.86 1.36 0.63|4.0   0  77|   0     0 |   0     0 | 10   29    4   48    0
Jul 08 16:16:15 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:15| 82  11   7   0   0|1441M 1394M  160M 4756M|4689B 1457B|   0   116k|   0  7.00 |4494  9512 |2.86 1.36 0.63|4.0   0 132|   0     0 |   0     0 | 10   28    4   47    0
Jul 08 16:16:16 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:16| 78  12  10   0   0|1438M 1397M  160M 4757M|5099B 1457B|   0   364k|   0  36.0 |4892    11k|2.86 1.36 0.63|5.0   0  99|   0     0 |   0     0 | 10   30    4   48    0
Jul 08 16:16:17 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:17| 84  11   4   0   0|1503M 1331M  160M 4758M|5549B 1511B|   0   272k|   0  22.0 |3229  7234 |2.95 1.41 0.65|4.0   0 148|   0     0 |   0     0 | 10   30    4   49    0
Jul 08 16:16:18 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:18| 78  11  11   0   0|1375M 1458M  160M 4759M|5322B 1568B|   0   116k|   0  7.01 |5149    12k|2.95 1.41 0.65|4.0   0 156|   0     0 |   0     0 | 10   28    4   51    0
Jul 08 16:16:19 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:19| 82  12   5   0   0|1480M 1353M  160M 4759M|  11k 1457B|   0   268k|   0  26.0 |4525  8629 |2.95 1.41 0.65|5.0   0  67|   0     0 |   0     0 | 10   29    4   49    0
Jul 08 16:16:20 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:20| 71  13  16   0   0|1447M 1386M  160M 4759M|6055B 1621B|   0   524k|   0  50.0 |3850  7702 |2.95 1.41 0.65|3.0   0 201|   0     0 |   0     0 | 10   28    4   49    0
Jul 08 16:16:21 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:21| 62  12  26   0   0|1359M 1473M  160M 4759M|6452B 1620B|   0   260k|   0  17.0 |4640  9783 |2.95 1.41 0.65|3.0   0 181|   0     0 |   0     0 | 10   28    4   52    0
Jul 08 16:16:22 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:22| 67   7  26   0   0|1442M 1390M  160M 4759M|5758B 1512B|   0  8641k|   0   185 |2457  4781 |2.95 1.43 0.67|3.0   0  62|   0     0 |   0     0 | 10   29    4   52    0
Jul 08 16:16:23 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:23| 66   8  25   0   0|1441M 1391M  160M 4760M|5771B 1566B|   0   388k|   0  34.0 |3124  7979 |2.95 1.43 0.67|3.0   0  72|   0     0 |   0     0 | 10   29    4   53    0
Jul 08 16:16:24 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:24| 64  11  24   0   0|1386M 1446M  160M 4760M|3766B 1616B|   0   323k|   0  25.9 |2861  7106 |2.95 1.43 0.67|3.0   0  82|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:25 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:25| 66   8  27   0   0|1442M 1390M  160M 4760M|5183B 1698B|   0   301k|   0  26.1 |4785  9681 |2.95 1.43 0.67|3.0   0  72|   0     0 |   0     0 | 10   29    4   54    0
Jul 08 16:16:26 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:26| 66   9  25   0   0|1460M 1372M  160M 4760M|6487B 1694B|   0   424k|   0  41.0 |3116  6069 |2.95 1.43 0.67|3.0   0  65|   0     0 |   0     0 | 10   29    4   54    0
Jul 08 16:16:27 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:27| 57  17  27   0   0|1355M 1476M  160M 4760M|5964B 1620B|   0  2736k|   0  34.0 |4823    11k|2.96 1.46 0.68|3.0   0 414|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:28 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:28| 63   9  28   0   0|1418M 1413M  160M 4761M|5015B 1603B|   0   291k|   0  19.0 |3059  6155 |2.96 1.46 0.68|3.0   0  95|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:29 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:29| 38  11  51   0   0|1334M 1496M  160M 4761M|5646B 1623B|   0   353k|   0  25.0 |4497  9906 |2.96 1.46 0.68|1.0   0 324|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:30 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:30| 23   3  74   0   0|1367M 1464M  160M 4761M|5655B 1458B|   0   232k|   0  11.0 |1284  2186 |2.96 1.46 0.68|1.0   0   0|   0     0 |   0     0 | 10   29    4   54    0
Jul 08 16:16:31 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:31| 18  11  71   0   0|1309M 1521M  160M 4761M|5247B 1554B|   0   864k|   0  68.0 |3811  7805 |2.96 1.46 0.68|1.0   0 194|   0     0 |   0     0 | 10   28    4   56    0
Jul 08 16:16:32 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:32| 26  16  57   0   0|1376M 1455M  160M 4761M|8690B 1637B|   0   427k|   0  26.0 |2937  4547 |2.80 1.45 0.68|2.0   0 402|   0     0 |   0     0 | 10   28    4   58    0
Jul 08 16:16:33 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:33| 43   5  50   1   0|1482M 1345M  160M 4764M|  42k 1460B| 316k 6371k|18.0   503 |3616  6478 |2.80 1.45 0.68|3.0   0  38|   0     0 |   0     0 | 10   32    4   56    0
Jul 08 16:16:34 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:34| 39   8  50   4   0|1422M 1399M  161M 4769M|5014B 1618B|   0    37M|   0  3321 |  12k   26k|2.80 1.45 0.68|2.0   0 103|   0     0 |   0     0 | 10   32    4   56    0
Jul 08 16:16:35 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:35| 43   7  48   2   0|1445M 1375M  162M 4769M|4907B 1461B|   0    21M|   0  1816 |5848    13k|2.80 1.45 0.68|4.0   0  13|   0     0 |   0     0 | 10   28    4   55    0
Jul 08 16:16:36 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:36| 45   4  48   2   0|1439M 1381M  162M 4769M|7079B 1553B|   0  3518k|   0   654 |4574  8653 |2.80 1.45 0.68|1.0 1.0 2.0|   0     0 |   0     0 | 10   30    4   55    0
Jul 08 16:16:37 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:37| 39   8  47   6   0|1422M 1397M  162M 4770M|6148B 1735B|   0    14M|   0  2112 |  11k   22k|2.66 1.45 0.68|2.0   0  71|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:38 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:38| 23   3  72   0   0|1375M 1444M  162M 4770M|7933B 1455B|   0  6057k|   0   331 |1576  2914 |2.66 1.45 0.68|2.0   0  30|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:39 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:39| 23   3  73   0   0|1319M 1499M  162M 4770M|4080B 1694B|   0  1352k|   0  83.0 |1078  1481 |2.66 1.45 0.68|1.0   0 3.0|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:40 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:40| 23   3  74   0   0|1401M 1418M  162M 4770M|4840B 1694B|   0   108k|   0  1.00 | 946  1151 |2.66 1.45 0.68|1.0   0 2.0|   0     0 |   0     0 | 10   28    4   54    0
Jul 08 16:16:41 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:41| 24   4  73   0   0|1341M 1478M  162M 4770M|5113B 1586B|   0   144k|   0  15.0 |1050  1367 |2.66 1.45 0.68|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   54    0
Jul 08 16:16:42 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:42| 22   4  74   0   0|1411M 1408M  162M 4770M|4966B 1566B|   0     0 |   0     0 | 988  1277 |2.52 1.44 0.68|1.0   0 4.0|   0     0 |   0     0 | 10   32    4   52    0
Jul 08 16:16:43 jammy-provider-cloud-0000007310 dstat.sh[57438]: 08-07 16:16:43| 23   2  74   0   0|1373M 1446M  162M 4770M|6654B 1620B|   0  4095B|   0  1.00 | 909  1093 |2.52 1.44 0.68|2.0   0 1.0|   0     0 |   0     0 | 10   32    4   52    0
