Mar 30 14:19:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 30 14:19:02 ubuntu dstat.sh[65172]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 30 14:19:02 ubuntu dstat.sh[65172]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 30 14:19:14 ubuntu dstat.sh[65172]: 30-03 14:19:14| 43   6  50   0   0|1265M  973M  169M 5326M|9050B 3123B|   0   822k|   0  44.9 |3036  1629 |1.38 0.93 0.53|2.0   0  19|   0     0 |           | 11    5    0   19    0
Mar 30 14:19:15 ubuntu dstat.sh[65172]: 30-03 14:19:15| 33  18  47   1   0|1255M  977M  170M 5332M|7757B 3246B|   0  1164k|   0  59.2 |  13k   21k|1.38 0.93 0.53|2.0   0 405|   0     0 |           | 11    4    0   19    0
Mar 30 14:19:16 ubuntu dstat.sh[65172]: 30-03 14:19:16| 35  24  40   0   0|1218M 1012M  170M 5333M|5472B 1660B|   0   180k|   0  11.0 |  14k   22k|1.51 0.97 0.54| 12   0 455|   0     0 |           | 11    4    0   19    0
Mar 30 14:19:17 ubuntu dstat.sh[65172]: 30-03 14:19:17| 56  16  27   0   0|1189M 1054M  170M 5322M|5273B 1565B|   0  2575k|   0   123 |4541  3052 |1.51 0.97 0.54|4.0   0 155|   0     0 |           | 11    5    0   19    0
Mar 30 14:19:18 ubuntu dstat.sh[65172]: 30-03 14:19:18| 63   6  30   0   0|1241M 1002M  170M 5322M|4883B 1551B|   0   439k|   0  41.9 |3794  1695 |1.51 0.97 0.54|3.0   0  66|   0     0 |           | 11    5    0   19    0
Mar 30 14:19:19 ubuntu dstat.sh[65172]: 30-03 14:19:19| 44   9  48   0   0|1269M  972M  170M 5324M|5580B 1620B|   0  1228k|   0   111 |3163  3196 |1.51 0.97 0.54|5.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 30 14:19:20 ubuntu dstat.sh[65172]: 30-03 14:19:20| 13   9  77   0   0|1266M  974M  170M 5324M|5218B 1619B|   0  2971k|   0   197 |3322  3462 |1.51 0.97 0.54|3.0   0 140|   0     0 |           | 11    4    0   20    0
Mar 30 14:19:21 ubuntu dstat.sh[65172]: 30-03 14:19:21| 22   4  73   0   0|1331M  909M  170M 5324M|5248B 1456B|   0    14M|   0   121 |1938  1668 |1.47 0.97 0.54|2.0   0   0|   0     0 |           | 11    4    0   20    0
Mar 30 14:19:22 ubuntu dstat.sh[65172]: 30-03 14:19:22| 24   2  73   0   0|1351M  888M  170M 5325M|5272B 1624B|   0  1183k|   0  96.2 |2188  1977 |1.47 0.97 0.54|6.0   0 2.0|   0     0 |           | 11   10    0   20    0
Mar 30 14:19:23 ubuntu dstat.sh[65172]: 30-03 14:19:23| 21   5  72   1   0|1328M  912M  170M 5325M|5222B 1621B|   0  4365k|   0   479 |3805  4771 |1.47 0.97 0.54|1.0   0  42|   0     0 |           | 11    4    0   22    0
Mar 30 14:19:24 ubuntu dstat.sh[65172]: 30-03 14:19:24| 19   3  78   0   0|1359M  881M  170M 5325M|7575B 4072B| 144k  816k|7.00  23.0 |1753  1343 |1.47 0.97 0.54|2.0   0   0|   0     0 |           | 11   11    0   22    0
Mar 30 14:19:25 ubuntu dstat.sh[65172]: 30-03 14:19:25| 21   2  75   1   0|1363M  876M  170M 5325M|9561B 6560B| 268k 1654k|65.9   102 |2835  2943 |1.47 0.97 0.54|1.0   0 3.0|   0     0 |           | 11   29    0   22    0
Mar 30 14:19:26 ubuntu dstat.sh[65172]: 30-03 14:19:26| 21   7  72   0   0|1353M  886M  170M 5325M|6107B 2529B|   0  7710k|   0  38.1 |2529  1912 |1.43 0.97 0.54|2.0   0  49|   0     0 |           | 11   28    0   17    0
Mar 30 14:19:27 ubuntu dstat.sh[65172]: 30-03 14:19:27| 17   2  80   0   0|1366M  873M  170M 5325M|  11k 8104B|   0    11M|   0   621 |2202  1658 |1.43 0.97 0.54|2.0   0   0|   0     0 |           | 11   28    0   18    0
Mar 30 14:19:28 ubuntu dstat.sh[65172]: 30-03 14:19:28| 33  12  55   0   0|1430M  809M  170M 5325M|4087B 1454B|   0    12k|   0  2.99 |3660  2367 |1.43 0.97 0.54|2.0   0 156|   0     0 |           | 11   28    0   18    0
Mar 30 14:19:29 ubuntu dstat.sh[65172]: 30-03 14:19:29| 31   4  63   0   0|1454M  785M  170M 5325M|  15k   12k|   0     0 |   0     0 |3310  2957 |1.43 0.97 0.54|2.0   0   0|   0     0 |           | 11   30    0   18    0
Mar 30 14:19:30 ubuntu dstat.sh[65172]: 30-03 14:19:30| 43  18  38   0   0|1457M  782M  170M 5326M|  14k 9624B|   0  1288k|   0  44.1 |7498  9157 |1.43 0.97 0.54|5.0   0 440|   0     0 |           | 11   28    0   19    0
Mar 30 14:19:31 ubuntu dstat.sh[65172]: 30-03 14:19:31| 84  15   0   0   0|1609M  629M  170M 5326M|7727B 3577B|   0  2430k|   0  24.9 |5210  3117 |1.71 1.04 0.57|5.0   0 139|   0     0 |           | 11   29    0   19    0
Mar 30 14:19:32 ubuntu dstat.sh[65172]: 30-03 14:19:32| 79  10  11   0   0|1692M  547M  170M 5326M|  38k   33k|   0    30M|   0   177 |9590    12k|1.71 1.04 0.57|5.0   0 1.0|   0     0 |           | 11   33    0   20    0
Mar 30 14:19:33 ubuntu dstat.sh[65172]: 30-03 14:19:33| 56  13  30   0   0|1536M  703M  170M 5326M|  17k   12k|   0   698k|   0  59.8 |6519  8843 |1.71 1.04 0.57|1.0   0 309|   0     0 |           | 11   28    0   25    0
Mar 30 14:19:34 ubuntu dstat.sh[65172]: 30-03 14:19:34| 19   2  78   0   0|1516M  722M  170M 5326M|9200B 5433B|   0   188k|   0  10.0 |1970  1775 |1.71 1.04 0.57|2.0   0   0|   0     0 |           | 11   29    0   25    0
Mar 30 14:19:35 ubuntu dstat.sh[65172]: 30-03 14:19:35| 16   6  77   0   0|1458M  780M  170M 5326M|8824B 4791B|   0   232k|   0  18.0 |3392  3314 |1.71 1.04 0.57|2.0   0  68|   0     0 |           | 11   28    0   26    0
Mar 30 14:19:36 ubuntu dstat.sh[65172]: 30-03 14:19:36| 19   3  76   0   0|1475M  763M  170M 5326M|7262B 3579B|   0   148k|   0  7.98 |1763  1282 |1.66 1.04 0.57|1.0   0   0|   0     0 |           | 11   29    0   26    0
Mar 30 14:19:37 ubuntu dstat.sh[65172]: 30-03 14:19:37| 16   3  80   0   0|1398M  841M  170M 5326M|  10k 6675B|   0   489k|   0  28.1 |3143  3676 |1.66 1.04 0.57|1.0   0  22|   0     0 |           | 11   28    0   27    0
Mar 30 14:19:38 ubuntu dstat.sh[65172]: 30-03 14:19:38| 12  26  61   0   0|1399M  840M  170M 5326M|4713B 1512B|   0   252k|   0  18.0 |6722  5683 |1.66 1.04 0.57|3.0   0 746|   0     0 |           | 11   28    0   25    0
Mar 30 14:19:39 ubuntu dstat.sh[65172]: 30-03 14:19:39| 79  20   1   0   0|1538M  701M  170M 5326M|3544B  702B|   0   260k|   0  18.0 |4917  3013 |1.66 1.04 0.57|6.0   0 270|   0     0 |           | 11   28    0   25    0
Mar 30 14:19:40 ubuntu dstat.sh[65172]: 30-03 14:19:40| 74   7  18   0   0|1625M  613M  170M 5326M|  32k   29k|   0   891k|   0  50.0 |6719  7958 |1.66 1.04 0.57|4.0   0   0|   0     0 |           | 11   33    0   25    0
Mar 30 14:19:41 ubuntu dstat.sh[65172]: 30-03 14:19:41| 70  15  14   0   0|1553M  684M  170M 5326M|  27k   22k|   0   624k|   0  74.1 |9305    14k|2.00 1.12 0.60|7.0   0 273|   0     0 |           | 11   28    0   26    0
Mar 30 14:19:42 ubuntu dstat.sh[65172]: 30-03 14:19:42| 84  16   0   0   0|1627M  611M  170M 5326M|4768B 2752B|   0    86M|   0   511 |5635  4297 |2.00 1.12 0.60|6.0   0  38|   0     0 |           | 11   29    0   26    0
Mar 30 14:19:43 ubuntu dstat.sh[65172]: 30-03 14:19:43| 82  11   7   0   0|1728M  510M  170M 5327M|  37k   34k|   0  2250k|   0  88.1 |7089  9944 |2.00 1.12 0.60|5.0   0  34|   0     0 |           | 11   34    0   26    0
Mar 30 14:19:44 ubuntu dstat.sh[65172]: 30-03 14:19:44| 70  15  14   0   0|1502M  735M  170M 5327M|  34k   28k|   0   440k|   0  36.0 |  10k   21k|2.00 1.12 0.60|6.0   0 230|   0     0 |           | 11   28    0   32    0
Mar 30 14:19:45 ubuntu dstat.sh[65172]: 30-03 14:19:45| 40   8  51   0   0|1527M  710M  170M 5327M|8972B 4768B|   0   203k|   0  9.97 |2867  1865 |2.00 1.12 0.60|1.0   0  70|   0     0 |           | 11   30    0   32    0
Mar 30 14:19:46 ubuntu dstat.sh[65172]: 30-03 14:19:46| 32   4  63   1   0|1497M  740M  170M 5327M|  20k   14k|   0   273k|   0  28.1 |5612  7037 |2.00 1.13 0.61|3.0   0  19|   0     0 |           | 11   29    0   32    0
Mar 30 14:19:47 ubuntu dstat.sh[65172]: 30-03 14:19:47| 53  21  26   0   0|1469M  768M  170M 5327M|6962B 2752B|   0   272k|   0  17.0 |4843  3243 |2.00 1.13 0.61|5.0   0 361|   0     0 |           | 11   28    0   33    0
Mar 30 14:19:48 ubuntu dstat.sh[65172]: 30-03 14:19:48| 48   5  46   0   0|1519M  718M  170M 5327M|  21k   19k|   0  1550k|   0   121 |5210  5200 |2.00 1.13 0.61|4.0   0   0|   0     0 |           | 11   31    0   33    0
Mar 30 14:19:49 ubuntu dstat.sh[65172]: 30-03 14:19:49| 56  18  26   0   0|1446M  791M  170M 5327M|  17k   12k|   0   429k|   0  51.1 |7226  8478 |2.00 1.13 0.61|4.0   0 258|   0     0 |           | 11   28    0   34    0
Mar 30 14:19:50 ubuntu dstat.sh[65172]: 30-03 14:19:50| 69   9  21   0   0|1564M  673M  170M 5327M|  17k   14k|   0   196k|   0  12.0 |4805  3173 |2.00 1.13 0.61|5.0   0   0|   0     0 |           | 11   32    0   34    0
Mar 30 14:19:51 ubuntu dstat.sh[65172]: 30-03 14:19:51| 63   9  28   1   0|1520M  717M  170M 5327M|  33k   29k|   0  1506k|   0   105 |8694    13k|2.16 1.18 0.63|4.0   0 113|   0     0 |           | 11   28    0   37    0
Mar 30 14:19:52 ubuntu dstat.sh[65172]: 30-03 14:19:52| 61  18  21   0   0|1518M  719M  170M 5327M|4455B 1524B|   0  1088k|   0  16.0 |4089  2482 |2.16 1.18 0.63|4.0   0 212|   0     0 |           | 11   28    0   37    0
Mar 30 14:19:53 ubuntu dstat.sh[65172]: 30-03 14:19:53| 42   5  52   0   0|1529M  707M  170M 5327M|  24k   21k|   0   136k|   0  6.00 |5490  6349 |2.16 1.18 0.63|3.0   0   0|   0     0 |           | 11   31    0   37    0
Mar 30 14:19:54 ubuntu dstat.sh[65172]: 30-03 14:19:54| 56  19  23   0   0|1461M  776M  171M 5327M|  14k   10k|   0  3568k|   0   216 |6570  7704 |2.16 1.18 0.63|4.0   0 298|   0     0 |           | 11   28    0   39    0
Mar 30 14:19:55 ubuntu dstat.sh[65172]: 30-03 14:19:55| 52   7  41   0   0|1505M  731M  171M 5328M|  17k   13k|   0   145k|   0  7.03 |4154  2851 |2.16 1.18 0.63|4.0   0   0|   0     0 |           | 11   31    0   34    0
Mar 30 14:19:56 ubuntu dstat.sh[65172]: 30-03 14:19:56| 47  17  35   0   0|1445M  791M  171M 5328M|  22k   17k|   0   888k|   0  53.0 |7856  9994 |2.23 1.21 0.64|4.0   0 287|   0     0 |           | 11   28    0   37    0
Mar 30 14:19:57 ubuntu dstat.sh[65172]: 30-03 14:19:57| 57   8  34   0   0|1513M  723M  171M 5328M|9927B 7335B|   0   363k|   0  2.99 |3419  1474 |2.23 1.21 0.64|1.0   0   0|   0     0 |           | 11   31    0   37    0
Mar 30 14:19:58 ubuntu dstat.sh[65172]: 30-03 14:19:58| 50   7  42   0   0|1506M  730M  171M 5328M|  26k   21k|   0   353k|   0  37.1 |7431  9861 |2.23 1.21 0.64|3.0   0  41|   0     0 |           | 11   28    0   39    0
Mar 30 14:19:59 ubuntu dstat.sh[65172]: 30-03 14:19:59| 62  13  25   0   0|1472M  764M  171M 5328M|5212B 1351B|   0   160k|   0  10.0 |4153  2006 |2.23 1.21 0.64|4.0   0  71|   0     0 |           | 11   28    0   36    0
Mar 30 14:20:00 ubuntu dstat.sh[65172]: 30-03 14:20:00| 42   5  51   0   0|1492M  744M  171M 5328M|  28k   25k|   0   303k|   0  26.9 |6783  8274 |2.23 1.21 0.64|1.0   0   0|   0     0 |           | 11   30    0   37    0
Mar 30 14:20:01 ubuntu dstat.sh[65172]: 30-03 14:20:01| 67  26   7   0   0|1480M  755M  171M 5328M|7646B 3007B|   0   345k|   0  36.1 |5859  5702 |2.53 1.29 0.67|8.0   0 548|   0     0 |           | 11   28    0   38    0
Mar 30 14:20:02 ubuntu dstat.sh[65172]: 30-03 14:20:02| 81  18   0   0   0|1657M  578M  171M 5328M|  13k 9579B|   0  3175k|   0   128 |5700  4965 |2.53 1.29 0.67|6.0   0 342|   0     0 |           | 11   30    1   38    0
Mar 30 14:20:03 ubuntu dstat.sh[65172]: 30-03 14:20:03| 75  20   5   1   0|1709M  526M  171M 5329M|  46k   42k|   0  3496k|   0   171 |8297    10k|2.53 1.29 0.67|8.0   0 422|   0     0 |           | 11   32    0   39    0
Mar 30 14:20:04 ubuntu dstat.sh[65172]: 30-03 14:20:04| 72  26   2   0   0|1597M  639M  171M 5329M|  20k   15k|   0   464k|   0  33.0 |7152  7572 |2.53 1.29 0.67|5.0   0 524|   0     0 |           | 11   28    0   39    0
Mar 30 14:20:05 ubuntu dstat.sh[65172]: 30-03 14:20:05| 82  11   7   0   0|1625M  610M  171M 5329M|  17k   14k|   0   152k|   0  7.98 |5237  3307 |2.53 1.29 0.67|6.0   0  21|   0     0 |           | 11   32    0   39    0
Mar 30 14:20:06 ubuntu dstat.sh[65172]: 30-03 14:20:06| 71  10  18   0   0|1620M  615M  171M 5329M|  43k   39k|   0   228k|   0  45.1 |9698    15k|3.05 1.42 0.71|3.0   0  75|   0     0 |           | 11   30    0   42    0
Mar 30 14:20:07 ubuntu dstat.sh[65172]: 30-03 14:20:07| 28  25  47   0   0|1448M  787M  171M 5329M|  12k 7728B|   0   128k|   0  5.00 |6678  6567 |3.05 1.42 0.71|2.0   0 534|   0     0 |           | 11   28    0   44    0
Mar 30 14:20:08 ubuntu dstat.sh[65172]: 30-03 14:20:08| 21  33  45   0   0|1441M  794M  171M 5329M|4156B 1457B|   0    40k|   0  10.0 |6004  4749 |3.05 1.42 0.71|6.0   0 640|   0     0 |           | 11   28    0   44    0
Mar 30 14:20:09 ubuntu dstat.sh[65172]: 30-03 14:20:09| 70  22   8   0   0|1537M  698M  171M 5329M|9993B 7409B|   0   344k|   0  23.0 |5012  3639 |3.05 1.42 0.71|4.0   0 355|   0     0 |           | 11   30    0   44    0
Mar 30 14:20:10 ubuntu dstat.sh[65172]: 30-03 14:20:10| 59   8  32   0   0|1549M  686M  171M 5329M|  27k   23k|   0   296k|   0  33.0 |6561  8854 |3.05 1.42 0.71|5.0 1.0  67|   0     0 |           | 11   30    0   46    0
Mar 30 14:20:11 ubuntu dstat.sh[65172]: 30-03 14:20:11| 71  18  10   0   0|1522M  712M  171M 5329M|  12k 8016B|   0   415k|   0  38.9 |6601  6091 |3.05 1.45 0.73|3.0   0 201|   0     0 |           | 11   29    0   46    0
Mar 30 14:20:12 ubuntu dstat.sh[65172]: 30-03 14:20:12| 65   7  28   0   0|1562M  672M  171M 5329M|  26k   22k|   0   188k|   0  7.99 |6231  7193 |3.05 1.45 0.73|5.0   0 1.0|   0     0 |           | 11   32    0   46    0
Mar 30 14:20:13 ubuntu dstat.sh[65172]: 30-03 14:20:13| 50   5  43   0   0|1562M  672M  171M 5330M|  42k   38k|   0   299k|   0  21.9 |  13k   20k|3.05 1.45 0.73|2.0   0   0|   0     0 |           | 11   31    0   46    0
Mar 30 14:20:14 ubuntu dstat.sh[65172]: 30-03 14:20:14| 73  15  11   0   0|1466M  768M  171M 5330M|  19k   14k|   0   499k|   0  54.3 |7499  9449 |3.05 1.45 0.73|4.0   0 121|   0     0 |           | 11   28    0   46    0
Mar 30 14:20:15 ubuntu dstat.sh[65172]: 30-03 14:20:15| 66   9  24   0   0|1581M  653M  171M 5330M|  23k   18k|   0   180k|   0  11.0 |5092  4550 |3.05 1.45 0.73|4.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 30 14:20:16 ubuntu dstat.sh[65172]: 30-03 14:20:16| 52   7  41   0   0|1580M  653M  171M 5330M|  47k   40k|   0   140k|   0  8.01 |  13k   21k|3.20 1.51 0.75|3.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 30 14:20:17 ubuntu dstat.sh[65172]: 30-03 14:20:17| 64  17  17   0   0|1477M  756M  171M 5330M|  29k   21k|   0   144k|   0  10.0 |8382    11k|3.20 1.51 0.75|4.0   0 260|   0     0 |           | 11   28    0   50    0
Mar 30 14:20:18 ubuntu dstat.sh[65172]: 30-03 14:20:18| 72  10  18   0   0|1559M  675M  171M 5330M|  18k   13k|   0   172k|   0  9.98 |4509  2911 |3.20 1.51 0.75|3.0   0   0|   0     0 |           | 11   32    0   50    0
Mar 30 14:20:19 ubuntu dstat.sh[65172]: 30-03 14:20:19| 60   8  31   0   0|1551M  682M  171M 5331M|  37k   31k|   0   108k|   0  7.99 |9459    15k|3.20 1.51 0.75|5.0   0  34|   0     0 |           | 11   30    0   52    0
Mar 30 14:20:20 ubuntu dstat.sh[65172]: 30-03 14:20:20| 74  13  13   0   0|1489M  744M  171M 5331M|  16k   13k|   0   328k|   0  37.0 |6812  7307 |3.20 1.51 0.75|4.0   0  94|   0     0 |           | 11   29    0   52    0
Mar 30 14:20:21 ubuntu dstat.sh[65172]: 30-03 14:20:21| 65  10  24   0   0|1577M  656M  171M 5331M|  20k   16k|   0   276k|   0  25.0 |5582  5242 |3.19 1.53 0.76|3.0 1.0  60|   0     0 |           | 11   31    0   53    0
Mar 30 14:20:22 ubuntu dstat.sh[65172]: 30-03 14:20:22| 71  12  17   0   0|1560M  673M  171M 5331M|  23k   21k|   0  1498k|   0  21.0 |6834  9060 |3.19 1.53 0.76|2.0   0  61|   0     0 |           | 11   31    0   54    0
Mar 30 14:20:23 ubuntu dstat.sh[65172]: 30-03 14:20:23| 59   9  30   0   0|1466M  767M  171M 5331M|  33k   28k|   0   244k|   0  12.0 |8568    12k|3.19 1.53 0.76|2.0   0  98|   0     0 |           | 11   30    0   53    0
Mar 30 14:20:24 ubuntu dstat.sh[65172]: 30-03 14:20:24| 75  15   9   0   0|1497M  736M  171M 5331M|  14k 9828B|   0   156k|   0  10.0 |5328  4868 |3.19 1.53 0.76|3.0   0 129|   0     0 |           | 11   29    0   55    0
Mar 30 14:20:25 ubuntu dstat.sh[65172]: 30-03 14:20:25| 64   8  27   0   0|1562M  671M  171M 5331M|  28k   24k|   0   256k|   0  26.0 |5422  7021 |3.19 1.53 0.76|6.0   0  35|   0     0 |           | 11   35    0   56    0
Mar 30 14:20:26 ubuntu dstat.sh[65172]: 30-03 14:20:26| 69  14  17   0   0|1605M  627M  171M 5331M|  19k   15k|   0   356k|   0  38.0 |6197  7611 |3.17 1.55 0.77|5.0   0 113|   0     0 |           | 11   32    0   59    0
Mar 30 14:20:27 ubuntu dstat.sh[65172]: 30-03 14:20:27| 53  10  36   0   0|1527M  705M  171M 5331M|  17k   14k|   0   316k|   0  24.0 |4640  4108 |3.17 1.55 0.77|4.0   0  71|   0     0 |           | 11   34    0   59    0
Mar 30 14:20:28 ubuntu dstat.sh[65172]: 30-03 14:20:28| 54  13  32   0   0|1463M  769M  171M 5331M|  13k 9507B|   0   331k|   0  28.9 |5558  5788 |3.17 1.55 0.77|4.0   0 117|   0     0 |           | 11   32    0   61    0
Mar 30 14:20:29 ubuntu dstat.sh[65172]: 30-03 14:20:29| 52  10  38   0   0|1533M  699M  171M 5332M|  17k   15k|   0   197k|   0  11.1 |5123  5085 |3.17 1.55 0.77|2.0   0  96|   0     0 |           | 11   34    0   61    0
Mar 30 14:20:30 ubuntu dstat.sh[65172]: 30-03 14:20:30| 48  11  41   0   0|1490M  742M  171M 5332M|  20k   15k|   0   212k|   0  12.0 |5795  6815 |3.17 1.55 0.77|3.0   0  86|   0     0 |           | 11   33    0   63    0
Mar 30 14:20:31 ubuntu dstat.sh[65172]: 30-03 14:20:31| 43   8  47   0   0|1527M  705M  171M 5332M|  17k   13k|   0   222k|   0  13.9 |4544  4172 |3.08 1.56 0.78|3.0   0  85|   0     0 |           | 11   34    0   62    0
Mar 30 14:20:32 ubuntu dstat.sh[65172]: 30-03 14:20:32| 31   6  62   0   0|1481M  751M  171M 5332M|  19k   15k|   0   246k|   0  25.2 |5163  7378 |3.08 1.56 0.78|3.0   0  45|   0     0 |           | 11   32    0   64    0
Mar 30 14:20:33 ubuntu dstat.sh[65172]: 30-03 14:20:33| 40  11  49   0   0|1462M  770M  171M 5332M|5102B 1621B|   0   444k|   0  52.0 |3380  2050 |3.08 1.56 0.78|2.0   0  91|   0     0 |           | 11   32    0   64    0
Mar 30 14:20:34 ubuntu dstat.sh[65172]: 30-03 14:20:34| 30   3  66   0   0|1470M  762M  171M 5332M|  19k   15k|   0  4475k|   0   193 |3327  4069 |3.08 1.56 0.78|5.0   0   0|   0     0 |           | 11   33    0   65    0
Mar 30 14:20:35 ubuntu dstat.sh[65172]: 30-03 14:20:35| 36  14  50   0   0|1448M  783M  171M 5332M|9319B 4905B|   0   228k|   0  18.0 |4336  4382 |3.08 1.56 0.78|2.0   0 138|   0     0 |           | 11   32    0   66    0
Mar 30 14:20:36 ubuntu dstat.sh[65172]: 30-03 14:20:36| 33   4  62   0   0|1484M  748M  171M 5332M|  14k   12k|   0   311k|   0  28.9 |3315  3416 |2.99 1.57 0.79|2.0   0   0|   0     0 |           | 11   33    0   60    0
Mar 30 14:20:37 ubuntu dstat.sh[65172]: 30-03 14:20:37| 36   8  55   0   0|1431M  801M  171M 5332M|  13k 7287B|   0   256k|   0  20.0 |4715  4608 |2.99 1.57 0.79|4.0   0  62|   0     0 |           | 11   32    0   61    0
Mar 30 14:20:38 ubuntu dstat.sh[65172]: 30-03 14:20:38| 37   6  56   0   0|1481M  750M  171M 5332M|  13k 9850B|   0   220k|   0  14.0 |3560  3188 |2.99 1.57 0.79|2.0   0 3.0|   0     0 |           | 11   33    1   61    0
Mar 30 14:20:39 ubuntu dstat.sh[65172]: 30-03 14:20:39| 31   6  61   0   0|1444M  788M  171M 5332M|  18k   14k|   0   160k|   0  7.98 |4958  5561 |2.99 1.57 0.79|2.0   0  43|   0     0 |           | 11   33    0   62    0
Mar 30 14:20:40 ubuntu dstat.sh[65172]: 30-03 14:20:40| 40   6  54   0   0|1468M  763M  171M 5332M|  12k 7488B|   0   252k|   0  23.0 |3567  3080 |2.99 1.57 0.79|3.0   0 5.0|   0     0 |           | 11   33    0   62    0
Mar 30 14:20:41 ubuntu dstat.sh[65172]: 30-03 14:20:41| 33   5  62   0   0|1446M  785M  171M 5332M|  18k   16k|   0   233k|   0  21.1 |4587  6066 |2.83 1.56 0.79|1.0   0  12|   0     0 |           | 11   33    0   63    0
Mar 30 14:20:42 ubuntu dstat.sh[65172]: 30-03 14:20:42| 21  15  62   0   0|1373M  858M  171M 5332M|9004B 4705B|   0   326k|   0  20.9 |5039  4687 |2.83 1.56 0.79|2.0   0 269|   0     0 |           | 11   32    0   64    0
Mar 30 14:20:43 ubuntu dstat.sh[65172]: 30-03 14:20:43| 18   3  78   0   0|1414M  818M  171M 5332M|  10k 6501B|   0   898k|   0  12.0 |1913  1613 |2.83 1.56 0.79|3.0   0   0|   0     0 |           | 11   33    0   64    0
