Sep 20 18:26:08 jammy-provider-cloud-0000007676 systemd[1]: Started Devstack devstack@dstat.service.
Sep 20 18:26:08 jammy-provider-cloud-0000007676 dstat.sh[58918]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 20 18:26:08 jammy-provider-cloud-0000007676 dstat.sh[58918]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 20 18:26:30 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:30| 22   8  70   0   0|1280M 1505M  164M 4798M|5598B 1623B|   0    12k|   0  3.01 |1841  2849 |1.52 1.00 0.52|2.0   0 156|   0     0 |   0     0 | 10   28    3   15    0
Sep 20 18:26:31 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:31| 44   6  49   0   0|1387M 1399M  164M 4798M|6347B 1510B|   0     0 |   0     0 |1956  3529 |1.52 1.00 0.52|3.0   0   0|   0     0 |   0     0 | 10   30    3   16    0
Sep 20 18:26:32 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:32| 59  18  23   0   0|1415M 1371M  164M 4798M|7019B 1717B|   0    39M|   0   155 |4911  9386 |1.56 1.02 0.53|5.0   0 471|   0     0 |   0     0 | 10   28    3   17    0
Sep 20 18:26:33 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:33| 85  14   1   0   0|1579M 1206M  164M 4798M|6968B 1620B|   0   212k|   0  24.0 |4250  9799 |1.56 1.02 0.53|6.0   0 110|   0     0 |   0     0 | 10   28    3   17    0
Sep 20 18:26:34 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:34| 58  11  30   0   0|1351M 1434M  164M 4798M|8303B 1620B|   0   400k|   0  43.0 |3386  6731 |1.56 1.02 0.53|2.0   0 249|   0     0 |   0     0 | 10   28    3   18    0
Sep 20 18:26:35 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:35| 22   5  73   0   0|1349M 1436M  164M 4798M|5625B 1617B|   0  4088B|   0  1.00 |1373  1924 |1.56 1.02 0.53|1.0   0  61|   0     0 |   0     0 | 10   29    3   18    0
Sep 20 18:26:36 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:36| 21   5  72   0   0|1324M 1461M  164M 4798M|6382B 1566B|   0   152k|   0  12.0 |2195  3990 |1.56 1.02 0.53|1.0   0  68|   0     0 |   0     0 | 10   28    3   18    0
Sep 20 18:26:37 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:37| 22   5  72   0   0|1291M 1494M  164M 4798M|7182B 1696B|   0  6205k|   0  43.1 |2090  3957 |1.51 1.02 0.54|1.0   0  56|   0     0 |   0     0 | 10   28    3   18    0
Sep 20 18:26:38 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:38| 15  21  62   0   0|1310M 1475M  164M 4798M|6950B 1513B|   0   308k|   0  25.0 |3632  5770 |1.51 1.02 0.54|4.0   0 727|   0     0 |   0     0 | 10   28    3   18    0
Sep 20 18:26:39 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:39| 82  15   2   0   0|1545M 1241M  164M 4798M|8353B 1620B|   0   236k|   0  15.0 |2360  3991 |1.51 1.02 0.54|5.0   0 256|   0     0 |   0     0 | 10   29    3   18    0
Sep 20 18:26:40 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:40| 77   8  13   0   0|1439M 1345M  164M 4799M|6234B 1620B|   0  4032k|   0   151 |7166    18k|1.51 1.02 0.54|6.0   0  65|   0     0 |   0     0 | 10   29    3   22    0
Sep 20 18:26:41 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:41| 84  15   2   0   0|1532M 1252M  164M 4799M|6355B 1620B|   0   296k|   0  22.0 |3459  6870 |1.51 1.02 0.54|7.0   0 245|   0     0 |   0     0 | 10   30    3   22    0
Sep 20 18:26:42 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:42| 85  11   4   0   0|1526M 1259M  164M 4799M|6288B 1618B|   0    15M|   0   694 |5278    13k|1.87 1.10 0.57|4.0   0 102|   0     0 |   0     0 | 10   31    3   21    0
Sep 20 18:26:43 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:43| 52  10  37   0   0|1357M 1427M  164M 4799M|5306B 1618B|   0   423k|   0  33.0 |3979  9989 |1.87 1.10 0.57|2.0   0 198|   0     0 |   0     0 | 10   28    3   22    0
Sep 20 18:26:44 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:44| 45   8  47   0   0|1352M 1431M  164M 4800M|5828B 1516B|   0   261k|   0  24.1 |4420  9328 |1.87 1.10 0.57|3.0   0 178|   0     0 |   0     0 | 10   28    3   22    0
Sep 20 18:26:45 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:45| 65  13  22   0   0|1464M 1320M  164M 4800M|5544B 1566B|   0   200k|   0  13.0 |2657  4214 |1.87 1.10 0.57|3.0   0 200|   0     0 |   0     0 | 10   30    3   22    0
Sep 20 18:26:46 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:46| 67  13  20   0   0|1426M 1358M  164M 4800M|5619B 1620B|   0   508k|   0  46.0 |4289    10k|1.87 1.10 0.57|4.0   0 258|   0     0 |   0     0 | 10   28    3   23    0
Sep 20 18:26:47 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:47| 76   9  15   0   0|1529M 1254M  164M 4800M|5820B 1736B|   0    38M|   0   124 |4544    11k|2.04 1.15 0.58|4.0   0   0|   0     0 |   0     0 | 10   30    3   28    0
Sep 20 18:26:48 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:48| 70  15  14   0   0|1464M 1320M  164M 4800M|5548B 1694B|   0   368k|   0  26.0 |3253  7326 |2.04 1.15 0.58|3.0   0 324|   0     0 |   0     0 | 10   28    3   28    0
Sep 20 18:26:49 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:49| 65  13  23   0   0|1374M 1409M  164M 4800M|5936B 1617B|   0   343k|   0  30.9 |5946    14k|2.04 1.15 0.58|3.0   0 298|   0     0 |   0     0 | 10   28    3   34    0
Sep 20 18:26:50 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:50| 65   8  26   0   0|1419M 1364M  164M 4800M|6031B 1697B|   0   409k|   0  35.1 |2500  7301 |2.04 1.15 0.58|3.0   0  18|   0     0 |   0     0 | 10   29    3   38    0
Sep 20 18:26:51 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:51| 70  12  18   0   0|1468M 1314M  164M 4801M|7195B 1458B|   0   232k|   0  13.0 |2605  5837 |2.04 1.15 0.58|3.0   0 269|   0     0 |   0     0 | 10   28    3   38    0
Sep 20 18:26:52 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:52| 61   9  29   0   0|1393M 1389M  164M 4801M|7187B 1703B|   0    29M|   0  99.9 |3802  8810 |2.12 1.18 0.60|3.0   0 114|   0     0 |   0     0 | 10   28    3   40    0
Sep 20 18:26:53 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:53| 66  11  22   1   0|1366M 1416M  164M 4801M|6205B 1620B|   0   452k|   0  44.0 |4288    13k|2.12 1.18 0.60|5.0   0 177|   0     0 |   0     0 | 10   28    3   43    0
Sep 20 18:26:54 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:54| 82  16   3   0   0|1530M 1252M  164M 4802M|5649B 1695B|   0   308k|   0  24.0 |2482  4167 |2.12 1.18 0.60|6.0   0 338|   0     0 |   0     0 | 10   28    3   43    0
Sep 20 18:26:55 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:55| 84  14   1   0   0|1447M 1335M  164M 4802M|7061B 1619B|   0   608k|   0  56.0 |3684  8267 |2.12 1.18 0.60|8.0   0 274|   0     0 |   0     0 | 10   28    3   42    0
Sep 20 18:26:56 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:56| 84  14   1   0   0|1478M 1303M  164M 4802M|6018B 1620B|   0   560k|   0  43.0 |4310  9048 |2.12 1.18 0.60|9.0   0 250|   0     0 |   0     0 | 10   30    3   42    0
Sep 20 18:26:57 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:57| 74  19   6   0   0|1466M 1315M  164M 4802M|  10k 1620B|   0  2491k|   0  20.0 |6124    13k|2.35 1.25 0.62|4.0   0 417|   0     0 |   0     0 | 10   28    3   41    0
Sep 20 18:26:58 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:58| 44  24  31   0   0|1302M 1478M  164M 4802M|7101B 1620B|   0  4117k|   0   126 |7803    16k|2.35 1.25 0.62|2.0   0 860|   0     0 |   0     0 | 10   28    3   41    0
Sep 20 18:26:59 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:26:59| 24  28  47   0   0|1352M 1429M  164M 4802M|5783B 1552B|   0   248k|   0  20.0 |3755  6941 |2.35 1.25 0.62|6.0   0 929|   0     0 |   0     0 | 10   28    3   38    0
Sep 20 18:27:00 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:00| 79  15   6   0   0|1459M 1322M  164M 4803M|5476B 1620B|   0   284k|   0  23.0 |3890  7519 |2.35 1.25 0.62|5.0   0 258|   0     0 |   0     0 | 10   29    3   38    0
Sep 20 18:27:01 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:01| 83  12   6   0   0|1448M 1333M  164M 4803M|7733B 1694B|   0   572k|   0  57.0 |5237  9884 |2.35 1.25 0.62|4.0   0 259|   0     0 |   0     0 | 10   29    4   39    0
Sep 20 18:27:02 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:02| 68   8  22   0   0|1522M 1258M  164M 4803M|6192B 1764B|   0   575k|   0  14.0 |6335    15k|2.40 1.27 0.63|2.0   0 2.0|   0     0 |   0     0 | 10   32    4   42    0
Sep 20 18:27:03 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:03| 69  12  19   0   0|1431M 1349M  164M 4803M|7864B 1624B|   0   602k|   0  58.2 |6109    16k|2.40 1.27 0.63|4.0   0  90|   0     0 |   0     0 | 10   28    4   44    0
Sep 20 18:27:04 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:04| 81  10   9   0   0|1523M 1257M  164M 4803M|5705B 1692B|   0   180k|   0  8.99 |4726  9854 |2.40 1.27 0.63|7.0   0  30|   0     0 |   0     0 | 10   31    4   46    0
Sep 20 18:27:05 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:05| 63  10  27   0   0|1436M 1344M  164M 4804M|6101B 1617B|   0   196k|   0  9.98 |7122    19k|2.40 1.27 0.63|4.0   0 106|   0     0 |   0     0 | 10   30    4   49    0
Sep 20 18:27:06 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:06| 81  14   6   0   0|1482M 1297M  164M 4804M|8597B 1516B|   0   172k|   0  10.0 |5015    10k|2.40 1.27 0.63|4.0   0 161|   0     0 |   0     0 | 10   29    4   49    0
Sep 20 18:27:07 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:07| 73  11  15   0   0|1403M 1376M  164M 4804M|5681B 1566B|   0   236k|   0  21.0 |6550    14k|2.45 1.30 0.65|4.0   0  98|   0     0 |   0     0 | 10   28    4   50    0
Sep 20 18:27:08 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:08| 83  11   6   0   0|1474M 1304M  164M 4804M|6023B 1619B|   0  2362k|   0   144 |3516  6271 |2.45 1.30 0.65|4.0   0  94|   0     0 |   0     0 | 10   30    4   51    0
Sep 20 18:27:09 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:09| 78  13   7   0   0|1433M 1345M  164M 4805M|6347B 1697B|   0   321k|   0  31.1 |5240    12k|2.45 1.30 0.65|4.0   0 166|   0     0 |   0     0 | 10   29    4   52    0
Sep 20 18:27:10 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:10| 80  12   9   0   0|1451M 1327M  164M 4805M|6429B 1618B|   0   156k|   0  15.0 |6327    13k|2.45 1.30 0.65|4.0   0 101|   0     0 |   0     0 | 10   29    4   52    0
Sep 20 18:27:11 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:11| 83  12   4   0   0|1452M 1326M  164M 4805M|7457B 1694B|   0   212k|   0  25.0 |4872  8989 |2.45 1.30 0.65|4.0   0 151|   0     0 |   0     0 | 10   30    4   52    0
Sep 20 18:27:12 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:12| 74  12  14   0   0|1404M 1374M  164M 4805M|6141B 1620B|   0   428k|   0  42.0 |4916    11k|2.58 1.35 0.67|3.0   0 195|   0     0 |   0     0 | 10   28    4   52    0
Sep 20 18:27:13 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:13| 65   9  27   0   0|1393M 1384M  164M 4805M|9100B 1508B|   0  2538k|   0  45.9 |4203  8083 |2.58 1.35 0.67|3.0   0 138|   0     0 |   0     0 | 10   29    4   51    0
Sep 20 18:27:14 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:14| 66   9  25   0   0|1402M 1375M  164M 4805M|7762B 1850B|   0   898k|   0  47.1 |4884  8531 |2.58 1.35 0.67|3.0   0  48|   0     0 |   0     0 | 10   29    5   51    0
Sep 20 18:27:15 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:15| 64   9  26   0   0|1415M 1362M  164M 4806M|7292B 1694B|   0   312k|   0  33.0 |3223  6788 |2.58 1.35 0.67|3.0   0 127|   0     0 |   0     0 | 10   29    5   51    0
Sep 20 18:27:16 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:16| 67   8  26   1   0|1417M 1361M  164M 4806M|4829B 1566B|   0   320k|   0  29.0 |4002  8567 |2.58 1.35 0.67|3.0   0  48|   0     0 |   0     0 | 10   29    5   53    0
Sep 20 18:27:17 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:17| 65   8  25   0   0|1423M 1354M  164M 4806M|5723B 1767B|   0   276k|   0  25.0 |4449  8903 |2.61 1.38 0.68|4.0   0  39|   0     0 |   0     0 | 10   29    5   54    0
Sep 20 18:27:18 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:18| 65   9  26   0   0|1429M 1348M  164M 4806M|6180B 1695B|   0  5616k|   0   188 |4294  8801 |2.61 1.38 0.68|3.0   0 132|   0     0 |   0     0 | 10   29    5   54    0
Sep 20 18:27:19 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:19| 60  14  25   0   0|1411M 1366M  164M 4806M|5400B 1746B|   0   536k|   0  40.0 |5388    12k|2.61 1.38 0.68|4.0   0 380|   0     0 |   0     0 | 10   28    5   54    0
Sep 20 18:27:20 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:20| 64  10  26   0   0|1419M 1358M  164M 4806M|4678B 1512B|   0   240k|   0  15.0 |3671  7273 |2.61 1.38 0.68|7.0   0  89|   0     0 |   0     0 | 10   29    5   54    0
Sep 20 18:27:21 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:21| 44  13  41   0   0|1366M 1410M  164M 4807M|5662B 1693B|   0   404k|   0  30.0 |3964  8529 |2.61 1.38 0.68|4.0   0 363|   0     0 |   0     0 | 10   29    5   55    0
Sep 20 18:27:22 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:22| 19  10  71   0   0|1308M 1468M  164M 4807M|6989B 1619B|   0   344k|   0  22.0 |3813  7610 |2.40 1.35 0.67|1.0   0 226|   0     0 |   0     0 | 10   28    5   55    0
Sep 20 18:27:23 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:23| 28  15  57   0   0|1390M 1386M  164M 4807M|6593B 1621B|   0   528k|   0  29.0 |2782  4260 |2.40 1.35 0.67|2.0   0 371|   0     0 |   0     0 | 10   28    5   57    0
Sep 20 18:27:24 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:24| 43   6  49   3   0|1492M 1280M  164M 4810M|9227B 1566B|   0  7450k|   0   689 |3640  7390 |2.40 1.35 0.67|2.0   0  38|   0     0 |   0     0 | 10   32    5   57    0
Sep 20 18:27:25 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:25| 42   7  42   8   0|1436M 1330M  165M 4815M|6016B 1662B|   0    42M|   0  4099 |  14k   32k|2.40 1.35 0.67|2.0   0 106|   0     0 |   0     0 | 10   32    5   57    0
Sep 20 18:27:26 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:26| 44   6  47   3   0|1468M 1298M  165M 4815M|7105B 1619B|   0    16M|   0  1324 |4948    10k|2.40 1.35 0.67|2.0   0  10|   0     0 |   0     0 | 10   28    5   57    0
Sep 20 18:27:27 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:27| 43   5  47   3   0|1452M 1314M  166M 4815M|9377B 1510B|   0    10M|   0  1292 |6379    13k|2.37 1.36 0.68|3.0   0 2.0|   0     0 |   0     0 | 10   30    5   57    0
Sep 20 18:27:28 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:28| 33   9  52   4   0|1360M 1404M  166M 4815M|7585B 1620B|   0  9358k|   0  1436 |8607    17k|2.37 1.36 0.68|1.0   0 100|   0     0 |   0     0 | 10   28    4   55    0
Sep 20 18:27:29 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:29| 24   2  74   0   0|1406M 1358M  166M 4815M|6644B 1695B|   0   933k|   0  53.0 |1109  1503 |2.37 1.36 0.68|3.0   0 3.0|   0     0 |   0     0 | 10   28    4   55    0
Sep 20 18:27:30 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:30| 22   3  73   0   0|1343M 1422M  166M 4815M|5675B 1619B|   0  6416k|   0   308 |1284  2411 |2.37 1.36 0.68|1.0   0 1.0|   0     0 |   0     0 | 10   28    4   55    0
Sep 20 18:27:31 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:31| 23   3  74   0   0|1418M 1347M  166M 4815M|6416B 1619B|   0     0 |   0     0 | 887  1206 |2.37 1.36 0.68|1.0   0 2.0|   0     0 |   0     0 | 10   28    4   55    0
Sep 20 18:27:32 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:32| 24   3  73   0   0|1377M 1388M  166M 4815M|6284B 1570B|   0   192k|   0  19.0 |1108  1444 |2.26 1.36 0.68|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   54    0
Sep 20 18:27:33 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:33| 24   2  74   0   0|1423M 1341M  166M 4815M|5717B 1694B|   0   108k|   0  1.00 | 970  1200 |2.26 1.36 0.68|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   54    0
Sep 20 18:27:34 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:34| 23   3  74   0   0|1403M 1362M  166M 4815M|8047B 1509B|   0     0 |   0     0 | 990  1188 |2.26 1.36 0.68|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   52    0
Sep 20 18:27:35 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:35| 23   3  74   0   0|1345M 1420M  166M 4815M|6418B 1622B|   0     0 |   0     0 | 954  1151 |2.26 1.36 0.68|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   52    0
Sep 20 18:27:36 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:36| 24   2  74   0   0|1418M 1347M  166M 4815M|7088B 1661B|   0     0 |   0     0 | 979  1132 |2.26 1.36 0.68|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   51    0
Sep 20 18:27:37 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:37| 23   2  73   0   0|1368M 1396M  166M 4816M|7194B 1620B|   0   272k|   0  13.0 |1107  1500 |2.16 1.35 0.69|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   51    0
Sep 20 18:27:38 jammy-provider-cloud-0000007676 dstat.sh[58918]: 20-09 18:27:38| 23   3  73   0   0|1381M 1383M  166M 4816M|6967B 1623B|   0  2481k|   0   215 |1118  1325 |2.16 1.35 0.69|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   51    0
