Mar 25 20:12:48 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 25 20:12:49 ubuntu dstat.sh[65064]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 25 20:12:49 ubuntu dstat.sh[65064]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 25 20:13:03 ubuntu dstat.sh[65064]: 25-03 20:13:03| 33  20  47   0   0|1150M 1095M  172M 5319M|5018B 1513B|   0    24k|   0  4.00 |5431  4119 |1.81 1.02 0.55|2.0   0 378|   0     0 |           | 11    4    0   19    0
Mar 25 20:13:04 ubuntu dstat.sh[65064]: 25-03 20:13:04| 14  23  62   0   0|1106M 1138M  172M 5319M|4958B 1633B|   0   100k|   0  11.0 |5826  4466 |1.81 1.02 0.55|2.0   0 411|   0     0 |           | 11    4    0   19    0
Mar 25 20:13:05 ubuntu dstat.sh[65064]: 25-03 20:13:05| 24  16  58   0   0|1122M 1122M  172M 5320M|5036B 1611B|   0    12k|   0  2.00 |6086  7972 |1.81 1.02 0.55|4.0   0 196|   0     0 |           | 11    4    0   19    0
Mar 25 20:13:06 ubuntu dstat.sh[65064]: 25-03 20:13:06| 43   9  46   0   0|1203M 1041M  172M 5320M|4993B 1619B|   0     0 |   0     0 |3119  1779 |1.81 1.02 0.55|3.0   0  61|   0     0 |           | 11    5    0   19    0
Mar 25 20:13:07 ubuntu dstat.sh[65064]: 25-03 20:13:07| 43   8  49   0   0|1226M 1018M  172M 5320M|4954B 1513B|   0  1124k|   0  31.0 |2687  1332 |1.82 1.04 0.55|3.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 25 20:13:08 ubuntu dstat.sh[65064]: 25-03 20:13:08| 34  11  54   0   0|1251M  990M  172M 5323M|4619B 1620B|   0  2364k|   0   120 |4446  5034 |1.82 1.04 0.55|  0   0 118|   0     0 |           | 11    4    0   20    0
Mar 25 20:13:09 ubuntu dstat.sh[65064]: 25-03 20:13:09| 10   4  84   0   0|1256M  986M  172M 5323M|4970B 1617B|   0    16M|   0   146 |1713  1697 |1.82 1.04 0.55|1.0   0  23|   0     0 |           | 11    4    0   20    0
Mar 25 20:13:10 ubuntu dstat.sh[65064]: 25-03 20:13:10| 22   4  74   0   0|1311M  930M  172M 5323M|4735B 1569B|   0     0 |   0     0 |1823  1325 |1.82 1.04 0.55|2.0   0   0|   0     0 |           | 11    4    0   20    0
Mar 25 20:13:11 ubuntu dstat.sh[65064]: 25-03 20:13:11| 24   2  73   0   0|1328M  914M  172M 5323M|4907B 1511B|   0  1579k|   0  97.0 |2424  2440 |1.82 1.04 0.55|3.0   0 1.0|   0     0 |           | 11   10    0   20    0
Mar 25 20:13:12 ubuntu dstat.sh[65064]: 25-03 20:13:12| 21   5  72   0   0|1305M  936M  172M 5323M|4252B 1617B|   0   779k|   0   120 |3321  3687 |1.84 1.05 0.56|1.0   0  42|   0     0 |           | 11    4    0   22    0
Mar 25 20:13:13 ubuntu dstat.sh[65064]: 25-03 20:13:13| 18   3  79   0   0|1336M  905M  172M 5323M|5024B 2709B| 144k 8193B|7.00  2.00 |1580  1129 |1.84 1.05 0.56|1.0   0   0|   0     0 |           | 11   11    0   20    0
Mar 25 20:13:14 ubuntu dstat.sh[65064]: 25-03 20:13:14| 19   4  74   1   0|1334M  906M  172M 5323M|8331B 6190B| 268k   25M|66.0   283 |3334  3803 |1.84 1.05 0.56|  0   0 3.0|   0     0 |           | 11   29    0   20    0
Mar 25 20:13:15 ubuntu dstat.sh[65064]: 25-03 20:13:15| 20   7  73   0   0|1332M  908M  172M 5323M|5223B 1472B|   0    64k|   0  7.00 |2433  1785 |1.84 1.05 0.56|1.0   0  43|   0     0 |           | 11   28    0   21    0
Mar 25 20:13:16 ubuntu dstat.sh[65064]: 25-03 20:13:16| 17   3  79   0   0|1328M  912M  172M 5323M|9696B 6937B|   0     0 |   0     0 |2021  1732 |1.84 1.05 0.56|  0   0 1.0|   0     0 |           | 11   29    0   21    0
Mar 25 20:13:17 ubuntu dstat.sh[65064]: 25-03 20:13:17| 29  12  59   0   0|1362M  878M  172M 5323M|6855B 2639B|   0    12k|   0  3.01 |3796  2595 |1.77 1.05 0.56|2.0   0 157|   0     0 |           | 11   28    0   18    0
Mar 25 20:13:18 ubuntu dstat.sh[65064]: 25-03 20:13:18| 35   5  58   0   0|1395M  845M  172M 5323M|  13k 9375B|   0  2255k|   0  14.0 |3179  2277 |1.77 1.05 0.56|2.0   0   0|   0     0 |           | 11   30    0   18    0
Mar 25 20:13:19 ubuntu dstat.sh[65064]: 25-03 20:13:19| 35   8  55   0   0|1334M  906M  172M 5324M|  16k   11k|   0    20M|   0   180 |6630  8369 |1.77 1.05 0.56|2.0   0  77|   0     0 |           | 11   28    0   19    0
Mar 25 20:13:20 ubuntu dstat.sh[65064]: 25-03 20:13:20| 66  29   4   0   0|1484M  756M  172M 5324M|5433B 1143B|   0   371k|   0  76.8 |5787  4488 |1.77 1.05 0.56|6.0   0 500|   0     0 |           | 11   28    0   19    0
Mar 25 20:13:21 ubuntu dstat.sh[65064]: 25-03 20:13:21| 85  14   1   0   0|1685M  555M  172M 5324M|  21k   18k|   0   924k|   0  16.0 |5909  4937 |1.77 1.05 0.56|5.0   0   0|   0     0 |           | 11   32    0   19    0
Mar 25 20:13:22 ubuntu dstat.sh[65064]: 25-03 20:13:22| 75  12  12   0   0|1619M  620M  172M 5324M|  33k   29k|   0   581k|   0  57.1 |8622    12k|2.19 1.15 0.60|3.0   0 123|   0     0 |           | 11   29    0   24    0
Mar 25 20:13:23 ubuntu dstat.sh[65064]: 25-03 20:13:23| 24  13  62   0   0|1522M  717M  172M 5324M|6502B 2868B|   0   344k|   0  24.0 |3951  3566 |2.19 1.15 0.60|1.0   0 187|   0     0 |           | 11   28    0   25    0
Mar 25 20:13:24 ubuntu dstat.sh[65064]: 25-03 20:13:24| 19   4  76   0   0|1507M  733M  172M 5324M|8807B 5520B|   0    38M|   0   581 |2401  1962 |2.19 1.15 0.60|2.0   0   0|   0     0 |           | 11   29    0   25    0
Mar 25 20:13:25 ubuntu dstat.sh[65064]: 25-03 20:13:25| 16   7  76   1   0|1450M  789M  172M 5324M|7734B 4654B|   0  1853k|   0   109 |3475  3459 |2.19 1.15 0.60|2.0   0  68|   0     0 |           | 11   28    0   24    0
Mar 25 20:13:26 ubuntu dstat.sh[65064]: 25-03 20:13:26| 22   4  73   0   0|1463M  777M  172M 5324M|5389B 3122B|   0   180k|   0  11.0 |1868  1275 |2.19 1.15 0.60|  0   0 1.0|   0     0 |           | 11   29    0   24    0
Mar 25 20:13:27 ubuntu dstat.sh[65064]: 25-03 20:13:27| 15   3  80   1   0|1450M  790M  172M 5324M|  10k 7189B|   0  1024k|   0  61.0 |2887  3453 |2.01 1.13 0.60|1.0   0   0|   0     0 |           | 11   28    0   25    0
Mar 25 20:13:28 ubuntu dstat.sh[65064]: 25-03 20:13:28|  9  22  68   0   0|1393M  847M  172M 5324M|4399B 1500B|   0   152k|   0  7.00 |5193  3367 |2.01 1.13 0.60|1.0   0 325|   0     0 |           | 11   28    0   25    0
Mar 25 20:13:29 ubuntu dstat.sh[65064]: 25-03 20:13:29| 30  31  38   0   0|1383M  857M  172M 5324M|4875B 1718B|   0    36M|   0   140 |6308  5405 |2.01 1.13 0.60|7.0   0 715|   0     0 |           | 11   28    0   25    0
Mar 25 20:13:30 ubuntu dstat.sh[65064]: 25-03 20:13:30| 82  12   6   0   0|1616M  624M  172M 5324M|9156B 7396B|   0    20M|   0   163 |4914  2305 |2.01 1.13 0.60|3.0   0   0|   0     0 |           | 11   31    0   25    0
Mar 25 20:13:31 ubuntu dstat.sh[65064]: 25-03 20:13:31| 67   8  24   0   0|1643M  597M  172M 5324M|  46k   41k|   0   232k|   0  29.1 |9475    15k|2.01 1.13 0.60|4.0   0   0|   0     0 |           | 11   31    0   25    0
Mar 25 20:13:32 ubuntu dstat.sh[65064]: 25-03 20:13:32| 79  20   1   0   0|1537M  703M  172M 5324M|8986B 4996B|   0   496k|   0  50.0 |6044  5861 |2.17 1.18 0.61|6.0   0 310|   0     0 |           | 11   28    0   26    0
Mar 25 20:13:33 ubuntu dstat.sh[65064]: 25-03 20:13:33| 89  11   1   0   0|1698M  541M  172M 5324M|  18k   13k|   0   140k|   0  9.00 |5753  3858 |2.17 1.18 0.61|6.0   0   0|   0     0 |           | 11   31    0   26    0
Mar 25 20:13:34 ubuntu dstat.sh[65064]: 25-03 20:13:34| 76  11  11   0   0|1709M  530M  172M 5325M|  50k   45k|   0   303k|   0  23.9 |8890    15k|2.17 1.18 0.61|4.0   0  83|   0     0 |           | 11   30    0   30    0
Mar 25 20:13:35 ubuntu dstat.sh[65064]: 25-03 20:13:35| 48  12  38   0   0|1525M  713M  172M 5325M|  14k 7704B|   0  2207k|   0   127 |5686  5941 |2.17 1.18 0.61|3.0   0 215|   0     0 |           | 11   28    0   31    0
Mar 25 20:13:36 ubuntu dstat.sh[65064]: 25-03 20:13:36| 33   4  62   0   0|1513M  726M  172M 5325M|  15k   11k|   0   140k|   0  6.00 |3017  2679 |2.17 1.18 0.61|2.0   0 1.0|   0     0 |           | 11   30    0   31    0
Mar 25 20:13:37 ubuntu dstat.sh[65064]: 25-03 20:13:37| 51  19  29   0   0|1444M  795M  172M 5325M|  15k 9776B|   0   320k|   0  29.0 |6287  7009 |2.16 1.19 0.62|3.0   0 377|   0     0 |           | 11   28    0   33    0
Mar 25 20:13:38 ubuntu dstat.sh[65064]: 25-03 20:13:38| 57   8  34   0   0|1521M  718M  172M 5325M|  16k   13k|   0   144k|   0  9.01 |4606    10k|2.16 1.19 0.62|3.0   0  36|   0     0 |           | 11   31    0   34    0
Mar 25 20:13:39 ubuntu dstat.sh[65064]: 25-03 20:13:39| 47  15  36   0   0|1412M  826M  172M 5325M|  22k   18k|   0  1222k|   0  53.1 |8248    11k|2.16 1.19 0.62|4.0   0 258|   0     0 |           | 11   28    0   35    0
Mar 25 20:13:40 ubuntu dstat.sh[65064]: 25-03 20:13:40| 80  13   7   0   0|1562M  677M  172M 5325M|9272B 6620B|   0   212k|   0  7.00 |4647  1867 |2.16 1.19 0.62|2.0   0   0|   0     0 |           | 11   31    0   35    0
Mar 25 20:13:41 ubuntu dstat.sh[65064]: 25-03 20:13:41| 59   6  34   0   0|1568M  671M  172M 5325M|  38k   34k|   0   874k|   0  64.9 |7749    12k|2.16 1.19 0.62|5.0   0   0|   0     0 |           | 11   30    0   31    0
Mar 25 20:13:42 ubuntu dstat.sh[65064]: 25-03 20:13:42| 59  22  19   1   0|1456M  782M  172M 5325M|5884B 2802B|   0  3639k|   0   212 |5468  4988 |2.23 1.22 0.64|3.0   0 325|   0     0 |           | 11   28    0   32    0
Mar 25 20:13:43 ubuntu dstat.sh[65064]: 25-03 20:13:43| 52   6  41   0   0|1501M  737M  172M 5325M|  16k   14k|   0   112k|   0  8.01 |3793  2579 |2.23 1.22 0.64|1.0   0   0|   0     0 |           | 11   31    0   32    0
Mar 25 20:13:44 ubuntu dstat.sh[65064]: 25-03 20:13:44| 47  17  34   0   0|1423M  815M  172M 5326M|  22k   17k|   0   407k|   0  37.9 |7723    10k|2.23 1.22 0.64|4.0   0 299|   0     0 |           | 11   28    0   34    0
Mar 25 20:13:45 ubuntu dstat.sh[65064]: 25-03 20:13:45| 59  10  31   0   0|1543M  695M  172M 5326M|9204B 7344B|   0   539k|   0  9.98 |3620  1550 |2.23 1.22 0.64|  0   0   0|   0     0 |           | 11   31    0   31    0
Mar 25 20:13:46 ubuntu dstat.sh[65064]: 25-03 20:13:46| 46   7  47   0   0|1451M  787M  172M 5326M|  27k   22k|   0   790k|   0  54.1 |7201  9423 |2.23 1.22 0.64|3.0   0 7.0|   0     0 |           | 11   29    0   33    0
Mar 25 20:13:47 ubuntu dstat.sh[65064]: 25-03 20:13:47| 63  18  18   0   0|1468M  770M  172M 5326M|5701B 2751B|   0    16k|   0  4.00 |4647  3408 |2.29 1.25 0.65|3.0   0 281|   0     0 |           | 11   28    0   34    0
Mar 25 20:13:48 ubuntu dstat.sh[65064]: 25-03 20:13:48| 45   6  48   0   0|1499M  738M  172M 5326M|  20k   19k|   0     0 |   0     0 |4335  4289 |2.29 1.25 0.65|1.0   0   0|   0     0 |           | 11   31    0   34    0
Mar 25 20:13:49 ubuntu dstat.sh[65064]: 25-03 20:13:49| 56  13  30   0   0|1496M  742M  172M 5326M|  14k 9800B|   0   448k|   0  41.0 |6419  6678 |2.29 1.25 0.65|3.0   0 112|   0     0 |           | 11   28    0   36    0
Mar 25 20:13:50 ubuntu dstat.sh[65064]: 25-03 20:13:50| 53   7  39   0   0|1527M  711M  172M 5326M|  16k   13k|   0   180k|   0  11.0 |3904  2656 |2.29 1.25 0.65|2.0   0   0|   0     0 |           | 11   31    0   36    0
Mar 25 20:13:51 ubuntu dstat.sh[65064]: 25-03 20:13:51| 51  21  27   0   0|1416M  822M  172M 5326M|  19k   14k|   0  2744k|   0   134 |8075  9997 |2.29 1.25 0.65|6.0   0 401|   0     0 |           | 11   28    0   38    0
Mar 25 20:13:52 ubuntu dstat.sh[65064]: 25-03 20:13:52| 78  23   0   0   0|1578M  660M  172M 5326M|4431B 1568B|   0   224k|   0  15.0 |5609  4647 |2.59 1.33 0.68|7.0   0 412|   0     0 |           | 11   28    0   38    0
Mar 25 20:13:53 ubuntu dstat.sh[65064]: 25-03 20:13:53| 79  20   1   0   0|1708M  529M  172M 5327M|  27k   25k|   0   788k|   0  42.0 |6690  6159 |2.59 1.33 0.68|5.0   0 353|   0     0 |           | 11   32    1   38    0
Mar 25 20:13:54 ubuntu dstat.sh[65064]: 25-03 20:13:54| 74  22   3   0   0|1597M  639M  172M 5327M|  43k   39k|   0   595k|   0  44.9 |8624    11k|2.59 1.33 0.68|7.0   0 463|   0     0 |           | 11   30    0   39    0
Mar 25 20:13:55 ubuntu dstat.sh[65064]: 25-03 20:13:55| 79  20   1   0   0|1595M  642M  172M 5327M|7627B 3470B|   0  2040k|   0  61.1 |5661  4263 |2.59 1.33 0.68|5.0   0 223|   0     0 |           | 11   28    0   39    0
Mar 25 20:13:56 ubuntu dstat.sh[65064]: 25-03 20:13:56| 73   9  16   0   0|1677M  560M  172M 5327M|  33k   30k|   0     0 |   0     0 |6925  7890 |2.59 1.33 0.68|4.0   0 1.0|   0     0 |           | 11   33    0   39    0
Mar 25 20:13:57 ubuntu dstat.sh[65064]: 25-03 20:13:57| 59  22  18   0   0|1522M  714M  172M 5327M|  33k   28k|   0    48k|   0  4.00 |9162    14k|2.86 1.41 0.71|2.0   0 431|   0     0 |           | 11   28    0   44    0
Mar 25 20:13:58 ubuntu dstat.sh[65064]: 25-03 20:13:58|  9  26  63   0   0|1456M  781M  172M 5327M|4438B 1661B|   0    20k|   0  5.00 |5746  4105 |2.86 1.41 0.71|2.0   0 456|   0     0 |           | 11   28    0   42    0
Mar 25 20:13:59 ubuntu dstat.sh[65064]: 25-03 20:13:59| 57  33  10   0   0|1495M  741M  172M 5327M|5927B 1906B|   0   352k|   0  23.0 |5856  5033 |2.86 1.41 0.71|3.0 1.0 722|   0     0 |           | 11   28    1   42    0
Mar 25 20:14:00 ubuntu dstat.sh[65064]: 25-03 20:14:00| 63   9  28   0   0|1568M  668M  172M 5327M|  22k   20k|   0   164k|   0  6.00 |4829  4562 |2.86 1.41 0.71|3.0   0   0|   0     0 |           | 11   32    0   42    0
Mar 25 20:14:01 ubuntu dstat.sh[65064]: 25-03 20:14:01| 64  16  20   0   0|1494M  742M  172M 5327M|  19k   15k|   0   820k|   0  80.0 |7872    10k|2.86 1.41 0.71|4.0   0 201|   0     0 |           | 11   28    0   46    0
Mar 25 20:14:02 ubuntu dstat.sh[65064]: 25-03 20:14:02| 73  11  15   0   0|1555M  682M  172M 5327M|  14k   11k|   0   180k|   0  6.99 |4656  3205 |3.03 1.47 0.73|4.0   0  67|   0     0 |           | 11   31    0   46    0
Mar 25 20:14:03 ubuntu dstat.sh[65064]: 25-03 20:14:03| 56   7  37   0   0|1566M  670M  172M 5328M|  40k   35k|   0   180k|   0  9.99 |  10k   16k|3.03 1.47 0.73|3.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 25 20:14:04 ubuntu dstat.sh[65064]: 25-03 20:14:04| 59  11  29   0   0|1489M  747M  172M 5328M|  33k   28k|   0   553k|   0  58.1 |  11k   16k|3.03 1.47 0.73|4.0   0  90|   0     0 |           | 11   29    0   46    0
Mar 25 20:14:05 ubuntu dstat.sh[65064]: 25-03 20:14:05| 77  13   9   0   0|1560M  675M  172M 5328M|  12k   10k|   0   295k|   0  23.9 |4943  3236 |3.03 1.47 0.73|2.0   0  30|   0     0 |           | 11   31    0   46    0
Mar 25 20:14:06 ubuntu dstat.sh[65064]: 25-03 20:14:06| 56   8  36   0   0|1584M  651M  172M 5328M|  36k   31k|   0  2909k|   0   118 |8092    12k|3.03 1.47 0.73|2.0   0 1.0|   0     0 |           | 11   32    0   46    0
Mar 25 20:14:07 ubuntu dstat.sh[65064]: 25-03 20:14:07| 38   7  54   0   0|1568M  667M  172M 5328M|  30k   27k|   0   151k|   0  9.96 |9352    14k|2.87 1.46 0.73|1.0   0  71|   0     0 |           | 11   31    0   47    0
Mar 25 20:14:08 ubuntu dstat.sh[65064]: 25-03 20:14:08| 36   9  54   0   0|1550M  685M  172M 5328M|9120B 5858B|   0   153k|   0  9.04 |3749  3150 |2.87 1.46 0.73|2.0   0  71|   0     0 |           | 11   31    0   48    0
Mar 25 20:14:09 ubuntu dstat.sh[65064]: 25-03 20:14:09| 40   7  53   0   0|1529M  706M  172M 5328M|  16k   13k|   0  1379k|   0  11.0 |3931  4351 |2.87 1.46 0.73|2.0   0  55|   0     0 |           | 11   31    0   49    0
Mar 25 20:14:10 ubuntu dstat.sh[65064]: 25-03 20:14:10| 45   6  48   0   0|1575M  660M  172M 5329M|  25k   22k|   0   188k|   0  11.0 |4794  8299 |2.87 1.46 0.73|2.0   0   0|   0     0 |           | 11   31    0   49    0
Mar 25 20:14:11 ubuntu dstat.sh[65064]: 25-03 20:14:11| 58  11  31   0   0|1512M  723M  172M 5329M|  24k   20k|   0   245k|   0  21.1 |6736    10k|2.87 1.46 0.73|3.0   0  93|   0     0 |           | 11   29    0   50    0
Mar 25 20:14:12 ubuntu dstat.sh[65064]: 25-03 20:14:12| 74  14  11   0   0|1527M  708M  172M 5329M|  15k   12k|   0   224k|   0  21.0 |5641  4831 |2.96 1.50 0.75|2.0   0  64|   0     0 |           | 11   30    0   50    0
Mar 25 20:14:13 ubuntu dstat.sh[65064]: 25-03 20:14:13| 64  10  26   0   0|1591M  644M  172M 5329M|  24k   20k|   0   236k|   0  25.0 |5869  7097 |2.96 1.50 0.75|3.0   0  34|   0     0 |           | 11   30    0   52    0
Mar 25 20:14:14 ubuntu dstat.sh[65064]: 25-03 20:14:14| 67  11  22   0   0|1588M  646M  172M 5329M|  28k   24k|   0   292k|   0  27.0 |7544    10k|2.96 1.50 0.75|3.0   0  62|   0     0 |           | 11   34    0   51    0
Mar 25 20:14:15 ubuntu dstat.sh[65064]: 25-03 20:14:15| 65  17  17   0   0|1517M  717M  172M 5329M|  19k   14k|   0   272k|   0  24.0 |5884  6467 |2.96 1.50 0.75|3.0   0 201|   0     0 |           | 11   33    0   53    0
Mar 25 20:14:16 ubuntu dstat.sh[65064]: 25-03 20:14:16| 70  12  18   0   0|1556M  678M  172M 5329M|  21k   17k|   0   176k|   0  11.0 |5335  4749 |2.96 1.50 0.75|2.0   0  44|   0     0 |           | 11   35    0   54    0
Mar 25 20:14:17 ubuntu dstat.sh[65064]: 25-03 20:14:17| 67  13  18   0   0|1497M  737M  172M 5329M|  25k   19k|   0   128k|   0  7.99 |6589  8126 |3.04 1.55 0.77|6.0   0  77|   0     0 |           | 11   33    0   57    0
Mar 25 20:14:18 ubuntu dstat.sh[65064]: 25-03 20:14:18| 73  13  14   0   0|1607M  627M  172M 5329M|  16k   13k|   0     0 |   0     0 |5547  5151 |3.04 1.55 0.77|3.0   0  36|   0     0 |           | 11   34    0   55    0
Mar 25 20:14:19 ubuntu dstat.sh[65064]: 25-03 20:14:19| 53  11  35   0   0|1588M  646M  172M 5329M|  24k   17k|   0   543k|   0  51.9 |6040  6407 |3.04 1.55 0.77|3.0   0 126|   0     0 |           | 11   33    0   58    0
Mar 25 20:14:20 ubuntu dstat.sh[65064]: 25-03 20:14:20| 55  14  30   0   0|1485M  749M  172M 5329M|  11k 7508B|   0   240k|   0  21.0 |5080  4191 |3.04 1.55 0.77|2.0   0 132|   0     0 |           | 11   33    0   59    0
Mar 25 20:14:21 ubuntu dstat.sh[65064]: 25-03 20:14:21| 51   6  42   0   0|1560M  674M  172M 5330M|  21k   18k|   0   165k|   0  11.0 |4655  5288 |3.04 1.55 0.77|2.0   0   0|   0     0 |           | 11   35    0   59    0
Mar 25 20:14:22 ubuntu dstat.sh[65064]: 25-03 20:14:22| 53  11  36   0   0|1474M  759M  172M 5330M|  19k   14k|   0  2940k|   0   133 |5975  7797 |2.96 1.55 0.77|3.0   0  86|   0     0 |           | 11   32    0   58    0
Mar 25 20:14:23 ubuntu dstat.sh[65064]: 25-03 20:14:23| 55  11  33   0   0|1522M  712M  172M 5330M|  11k 8437B|   0   152k|   0  8.00 |4115  2755 |2.96 1.55 0.77|4.0   0  96|   0     0 |           | 11   34    0   58    0
Mar 25 20:14:24 ubuntu dstat.sh[65064]: 25-03 20:14:24| 46   6  47   0   0|1533M  701M  172M 5330M|  23k   20k|   0   220k|   0  21.0 |6448  8387 |2.96 1.55 0.77|4.0   0  14|   0     0 |           | 11   34    0   59    0
Mar 25 20:14:25 ubuntu dstat.sh[65064]: 25-03 20:14:25| 51  16  32   0   0|1473M  761M  172M 5330M|9948B 5991B|   0   410k|   0  31.9 |5664  5388 |2.96 1.55 0.77|2.0   0 206|   0     0 |           | 11   32    0   61    0
Mar 25 20:14:26 ubuntu dstat.sh[65064]: 25-03 20:14:26| 34   4  60   0   0|1482M  751M  172M 5330M|  18k   14k|   0   391k|   0  44.9 |3669  3846 |2.96 1.55 0.77|3.0   0 1.0|   0     0 |           | 11   33    0   58    0
Mar 25 20:14:27 ubuntu dstat.sh[65064]: 25-03 20:14:27| 35  12  53   0   0|1449M  785M  172M 5330M|9140B 5881B|   0   237k|   0  18.1 |4767  4477 |2.88 1.56 0.78|2.0   0 129|   0     0 |           | 11   32    0   59    0
Mar 25 20:14:28 ubuntu dstat.sh[65064]: 25-03 20:14:28| 35   6  57   0   0|1464M  769M  172M 5330M|  10k 7267B|   0   144k|   0  7.98 |2794  2117 |2.88 1.56 0.78|3.0   0  10|   0     0 |           | 11   33    0   59    0
Mar 25 20:14:29 ubuntu dstat.sh[65064]: 25-03 20:14:29| 34   9  57   0   0|1429M  804M  172M 5330M|  14k   11k|   0   316k|   0  31.0 |4446  4671 |2.88 1.56 0.78|2.0   0  60|   0     0 |           | 11   33    0   60    0
Mar 25 20:14:30 ubuntu dstat.sh[65064]: 25-03 20:14:30| 36   6  58   0   0|1454M  779M  172M 5330M|  12k 8735B|   0   284k|   0  19.0 |3410  3427 |2.88 1.56 0.78|1.0   0 5.0|   0     0 |           | 11   33    0   60    0
