Mar 26 19:28:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 26 19:28:38 ubuntu dstat.sh[65434]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 26 19:28:38 ubuntu dstat.sh[65434]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 19:28:50 ubuntu dstat.sh[65434]: 26-03 19:28:50| 44   9  45   1   0|1187M 1052M  170M 5326M|4675B 1799B|   0  7385k|   0   354 |  11k   19k|1.32 0.88 0.50|2.0   0  24|   0     0 |           | 11    4    0   19    0
Mar 26 19:28:51 ubuntu dstat.sh[65434]: 26-03 19:28:51| 43  10  46   0   0|1225M 1012M  170M 5326M|4479B 1551B|   0  1637k|   0  14.0 |9759    16k|1.32 0.88 0.50|2.0   0  20|   0     0 |           | 11    4    0   19    0
Mar 26 19:28:52 ubuntu dstat.sh[65434]: 26-03 19:28:52| 43   8  49   0   0|1106M 1144M  171M 5315M|4020B  918B|   0   332k|   0  14.0 |3309  1902 |1.37 0.90 0.51|2.0   0  75|   0     0 |           | 11    4    0   19    0
Mar 26 19:28:53 ubuntu dstat.sh[65434]: 26-03 19:28:53| 22  24  54   0   0|1090M 1160M  171M 5315M|2825B    0 |   0    36k|   0  9.02 |6622  5628 |1.37 0.90 0.51|1.0   0 588|   0     0 |           | 11    4    0   19    0
Mar 26 19:28:54 ubuntu dstat.sh[65434]: 26-03 19:28:54| 17  15  66   0   0|1076M 1174M  171M 5315M|3233B    0 |   0    16k|   0  3.99 |6616  8449 |1.37 0.90 0.51|1.0   0 252|   0     0 |           | 11    4    0   19    0
Mar 26 19:28:55 ubuntu dstat.sh[65434]: 26-03 19:28:55| 42  12  45   0   0|1150M 1099M  171M 5316M|2699B    0 |   0  4094B|   0  1.00 |4132  2844 |1.37 0.90 0.51|2.0   0 131|   0     0 |           | 11    5    0   19    0
Mar 26 19:28:56 ubuntu dstat.sh[65434]: 26-03 19:28:56| 47   4  49   0   0|1197M 1052M  171M 5316M|3078B    0 |   0   372k|   0  24.0 |2676  1203 |1.37 0.90 0.51|3.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 26 19:28:57 ubuntu dstat.sh[65434]: 26-03 19:28:57| 41  10  49   0   0|1225M 1022M  171M 5318M|2767B    0 |   0  1632k|   0  31.1 |4502  5559 |1.42 0.92 0.52|3.0   0  50|   0     0 |           | 11    4    0   20    0
Mar 26 19:28:58 ubuntu dstat.sh[65434]: 26-03 19:28:58|  9   6  82   0   0|1247M 1000M  171M 5318M|2518B    0 |   0    15M|   0   121 |2562  2748 |1.42 0.92 0.52|1.0   0  90|   0     0 |           | 11    4    0   18    0
Mar 26 19:28:59 ubuntu dstat.sh[65434]: 26-03 19:28:59| 22   4  74   0   0|1304M  943M  171M 5318M|3054B    0 |   0     0 |   0     0 |1777  1340 |1.42 0.92 0.52|2.0   0 1.0|   0     0 |           | 11    4    0   18    0
Mar 26 19:29:00 ubuntu dstat.sh[65434]: 26-03 19:29:00| 24   2  73   0   0|1326M  921M  171M 5319M|2942B    0 |   0  2546k|   0  70.1 |1968  1639 |1.42 0.92 0.52|1.0   0 1.0|   0     0 |           | 11   10    0   18    0
Mar 26 19:29:01 ubuntu dstat.sh[65434]: 26-03 19:29:01| 21   5  71   1   0|1294M  953M  171M 5319M|2536B    0 |   0  3690k|   0   320 |3943  5044 |1.42 0.92 0.52|1.0   0  42|   0     0 |           | 11    4    0   20    0
Mar 26 19:29:02 ubuntu dstat.sh[65434]: 26-03 19:29:02| 18   3  78   0   0|1327M  919M  171M 5319M|4565B 2383B| 144k 1431k|6.99  31.0 |1661  1318 |1.39 0.92 0.52|1.0   0   0|   0     0 |           | 11    9    0   16    0
Mar 26 19:29:03 ubuntu dstat.sh[65434]: 26-03 19:29:03| 21   4  73   1   0|1335M  911M  171M 5319M|6518B 3611B| 268k   23M|66.0   341 |3347  3645 |1.39 0.92 0.52|1.0   0 3.0|   0     0 |           | 11   29    0   16    0
Mar 26 19:29:04 ubuntu dstat.sh[65434]: 26-03 19:29:04| 19   7  74   0   0|1369M  877M  171M 5319M|5634B 2503B|   0   309k|   0  61.2 |2372  1785 |1.39 0.92 0.52|1.0   0  44|   0     0 |           | 11   28    0   17    0
Mar 26 19:29:05 ubuntu dstat.sh[65434]: 26-03 19:29:05| 17   2  79   0   0|1377M  869M  171M 5319M|8335B 5907B|   0     0 |   0     0 |1795  1516 |1.39 0.92 0.52|2.0   0   0|   0     0 |           | 11   29    0   17    0
Mar 26 19:29:06 ubuntu dstat.sh[65434]: 26-03 19:29:06| 27  14  58   0   0|1381M  865M  171M 5319M|3810B  932B|   0  2277k|   0  17.0 |3754  2479 |1.39 0.92 0.52|2.0   0 156|   0     0 |           | 11   28    0   18    0
Mar 26 19:29:07 ubuntu dstat.sh[65434]: 26-03 19:29:07| 36   5  58   0   0|1424M  822M  171M 5319M|  10k 7868B|   0     0 |   0     0 |3062  2200 |1.44 0.94 0.53|2.0   0   0|   0     0 |           | 11   30    0   18    0
Mar 26 19:29:08 ubuntu dstat.sh[65434]: 26-03 19:29:08| 34  11  53   1   0|1374M  872M  171M 5320M|  13k   11k|   0    20M|   0   191 |7314  9089 |1.44 0.94 0.53|3.0   0 159|   0     0 |           | 11   28    0   19    0
Mar 26 19:29:09 ubuntu dstat.sh[65434]: 26-03 19:29:09| 71  27   2   0   0|1546M  700M  171M 5320M|2700B    0 |   0   220k|   0  24.0 |5382  4269 |1.44 0.94 0.53|6.0   0 420|   0     0 |           | 11   28    0   19    0
Mar 26 19:29:10 ubuntu dstat.sh[65434]: 26-03 19:29:10| 85  11   4   0   0|1713M  533M  171M 5320M|  21k   19k|   0   128k|   0  9.98 |5604  4239 |1.44 0.94 0.53|3.0   0   0|   0     0 |           | 11   33    0   17    0
Mar 26 19:29:11 ubuntu dstat.sh[65434]: 26-03 19:29:11| 70  15  14   0   0|1544M  701M  171M 5320M|  28k   24k|   0   547k|   0  75.9 |9012    13k|1.44 0.94 0.53|  0   0 250|   0     0 |           | 11   29    0   22    0
Mar 26 19:29:12 ubuntu dstat.sh[65434]: 26-03 19:29:12| 17   7  75   0   0|1465M  780M  171M 5320M|4093B 1182B|   0   383k|   0  45.9 |2996  2884 |1.40 0.94 0.53|3.0   0  60|   0     0 |           | 11   28    0   23    0
Mar 26 19:29:13 ubuntu dstat.sh[65434]: 26-03 19:29:13| 19   3  77   0   0|1453M  792M  171M 5320M|6391B 3994B|   0    21M|   0   510 |2348  1951 |1.40 0.94 0.53|1.0   0   0|   0     0 |           | 11   29    0   23    0
Mar 26 19:29:14 ubuntu dstat.sh[65434]: 26-03 19:29:14| 15   6  76   0   0|1424M  822M  171M 5320M|6203B 3018B|   0   677k|   0  41.8 |3265  3356 |1.40 0.94 0.53|1.0   0  68|   0     0 |           | 11   28    0   24    0
Mar 26 19:29:15 ubuntu dstat.sh[65434]: 26-03 19:29:15| 19   2  77   0   0|1465M  780M  171M 5320M|5863B 2392B|   0    44k|   0  4.00 |1909  1651 |1.40 0.94 0.53|1.0   0   0|   0     0 |           | 11   29    0   24    0
Mar 26 19:29:16 ubuntu dstat.sh[65434]: 26-03 19:29:16| 17   5  77   1   0|1362M  883M  171M 5320M|7986B 4625B|   0  2839k|   0   161 |3314  3563 |1.40 0.94 0.53|1.0   0  52|   0     0 |           | 11   28    0   25    0
Mar 26 19:29:17 ubuntu dstat.sh[65434]: 26-03 19:29:17|  8  23  67   0   0|1348M  898M  171M 5320M|3182B    0 |   0   200k|   0  13.0 |5327  3464 |1.45 0.96 0.54|2.0   0 335|   0     0 |           | 11   28    0   25    0
Mar 26 19:29:18 ubuntu dstat.sh[65434]: 26-03 19:29:18| 35  32  32   0   0|1387M  858M  171M 5320M|3237B    0 |   0    72M|   0   393 |6273  5532 |1.45 0.96 0.54|5.0   0 656|   0     0 |           | 11   28    0   25    0
Mar 26 19:29:19 ubuntu dstat.sh[65434]: 26-03 19:29:19| 85  13   2   0   0|1613M  632M  171M 5320M|  11k 8083B|   0  8213B|   0  2.01 |4930  2819 |1.45 0.96 0.54|4.0   0 1.0|   0     0 |           | 11   30    1   25    0
Mar 26 19:29:20 ubuntu dstat.sh[65434]: 26-03 19:29:20| 67   9  24   0   0|1608M  637M  171M 5320M|  40k   36k|   0   372k|   0  38.0 |9136    15k|1.45 0.96 0.54|5.0   0  30|   0     0 |           | 11   31    0   25    0
Mar 26 19:29:21 ubuntu dstat.sh[65434]: 26-03 19:29:21| 76  22   2   0   0|1545M  699M  171M 5320M|8429B 4848B|   0  2920k|   0   172 |6383  6494 |1.45 0.96 0.54|7.0   0 280|   0     0 |           | 11   28    0   26    0
Mar 26 19:29:22 ubuntu dstat.sh[65434]: 26-03 19:29:22| 86  12   2   0   0|1699M  545M  171M 5320M|  15k   13k|   0   172k|   0  9.00 |5561  3836 |1.74 1.02 0.57|4.0   0   0|   0     0 |           | 11   32    0   26    0
Mar 26 19:29:23 ubuntu dstat.sh[65434]: 26-03 19:29:23| 72  10  17   0   0|1701M  543M  171M 5321M|  44k   40k|   0   412k|   0  20.0 |9451    15k|1.74 1.02 0.57|4.0   0  70|   0     0 |           | 11   32    0   28    0
Mar 26 19:29:24 ubuntu dstat.sh[65434]: 26-03 19:29:24| 57  16  28   0   0|1507M  737M  171M 5321M|  13k 8836B|   0   672k|   0  30.0 |5971  6709 |1.74 1.02 0.57|3.0   0 228|   0     0 |           | 11   28    0   31    0
Mar 26 19:29:25 ubuntu dstat.sh[65434]: 26-03 19:29:25| 35   4  60   0   0|1523M  722M  171M 5321M|  12k   11k|   0   144k|   0  9.01 |3517  3313 |1.74 1.02 0.57|  0   0   0|   0     0 |           | 11   30    0   31    0
Mar 26 19:29:26 ubuntu dstat.sh[65434]: 26-03 19:29:26| 39  21  39   0   0|1456M  788M  171M 5321M|  11k 7490B|   0   383k|   0  33.9 |5829  6348 |1.74 1.02 0.57|4.0   0 379|   0     0 |           | 11   28    0   33    0
Mar 26 19:29:27 ubuntu dstat.sh[65434]: 26-03 19:29:27| 54   8  38   0   0|1534M  710M  171M 5321M|  10k   10k|   0   180k|   0  10.0 |3527  2193 |1.92 1.07 0.59|2.0   0   0|   0     0 |           | 11   31    0   33    0
Mar 26 19:29:28 ubuntu dstat.sh[65434]: 26-03 19:29:28| 52   8  40   1   0|1436M  808M  171M 5321M|  23k   18k|   0  1384k|   0  90.0 |6907  9827 |1.92 1.07 0.59|3.0   0  52|   0     0 |           | 11   28    0   34    0
Mar 26 19:29:29 ubuntu dstat.sh[65434]: 26-03 19:29:29| 75  22   3   0   0|1531M  713M  171M 5321M|2623B  679B|   0   156k|   0  11.0 |5066  2731 |1.92 1.07 0.59|3.0   0 207|   0     0 |           | 11   29    0   34    0
Mar 26 19:29:30 ubuntu dstat.sh[65434]: 26-03 19:29:30| 60   9  30   0   0|1595M  649M  171M 5321M|  31k   29k|   0   288k|   0  25.0 |7174    18k|1.92 1.07 0.59|2.0   0  36|   0     0 |           | 11   32    0   35    0
Mar 26 19:29:31 ubuntu dstat.sh[65434]: 26-03 19:29:31| 61  20  19   0   0|1500M  744M  171M 5321M|  14k 9726B|   0  3424k|   0   211 |7099  8442 |1.92 1.07 0.59|3.0   0 324|   0     0 |           | 11   28    0   32    0
Mar 26 19:29:32 ubuntu dstat.sh[65434]: 26-03 19:29:32| 52   7  39   0   0|1534M  710M  171M 5321M|  15k   12k|   0   112k|   0  7.00 |4048  2841 |2.00 1.11 0.60|3.0   0   0|   0     0 |           | 11   31    0   32    0
Mar 26 19:29:33 ubuntu dstat.sh[65434]: 26-03 19:29:33| 48  16  35   0   0|1431M  813M  171M 5322M|  21k   17k|   0  1636k|   0  92.8 |7955    11k|2.00 1.11 0.60|3.0   0 298|   0     0 |           | 11   28    0   34    0
Mar 26 19:29:34 ubuntu dstat.sh[65434]: 26-03 19:29:34| 61  12  28   0   0|1560M  683M  171M 5322M|7451B 5021B|   0   472k|   0  16.0 |3668  1764 |2.00 1.11 0.60|1.0   0   0|   0     0 |           | 11   31    0   34    0
Mar 26 19:29:35 ubuntu dstat.sh[65434]: 26-03 19:29:35| 45   5  48   0   0|1515M  729M  171M 5322M|  27k   22k|   0   212k|   0  22.0 |7434  9866 |2.00 1.11 0.60|2.0   0 4.0|   0     0 |           | 11   29    0   33    0
Mar 26 19:29:36 ubuntu dstat.sh[65434]: 26-03 19:29:36| 61  18  20   0   0|1521M  722M  171M 5322M|6256B  198B|   0   204k|   0  12.0 |4415  2706 |2.00 1.11 0.60|3.0   0 282|   0     0 |           | 11   28    0   34    0
Mar 26 19:29:37 ubuntu dstat.sh[65434]: 26-03 19:29:37| 47   7  46   0   0|1553M  690M  171M 5322M|  22k   18k|   0  2297k|   0  87.2 |5357  5355 |2.08 1.14 0.61|2.0   0   0|   0     0 |           | 11   31    0   34    0
Mar 26 19:29:38 ubuntu dstat.sh[65434]: 26-03 19:29:38| 55  14  31   0   0|1488M  755M  171M 5322M|  13k 7484B|   0   509k|   0  42.1 |6279  6517 |2.08 1.14 0.61|4.0   0 112|   0     0 |           | 11   28    0   36    0
Mar 26 19:29:39 ubuntu dstat.sh[65434]: 26-03 19:29:39| 53   7  39   0   0|1545M  698M  171M 5322M|  14k   12k|   0   344k|   0  12.0 |4033  2868 |2.08 1.14 0.61|2.0   0 1.0|   0     0 |           | 11   31    0   36    0
Mar 26 19:29:40 ubuntu dstat.sh[65434]: 26-03 19:29:40| 47  14  37   0   0|1408M  835M  171M 5322M|  17k   13k|   0   355k|   0  37.9 |7374  9043 |2.08 1.14 0.61|4.0   0 250|   0     0 |           | 11   28    0   38    0
Mar 26 19:29:41 ubuntu dstat.sh[65434]: 26-03 19:29:41| 74  26   0   0   0|1568M  675M  171M 5322M|2841B    0 |   0   228k|   0  18.0 |5404  4427 |2.08 1.14 0.61|7.0   0 429|   0     0 |           | 11   28    0   38    0
Mar 26 19:29:42 ubuntu dstat.sh[65434]: 26-03 19:29:42| 80  20   1   0   0|1706M  536M  171M 5322M|  23k   20k|   0   828k|   0  47.8 |7377  7400 |2.64 1.27 0.66|9.0   0 326|   0     0 |           | 11   32    0   38    0
Mar 26 19:29:43 ubuntu dstat.sh[65434]: 26-03 19:29:43| 73  23   4   0   0|1699M  544M  171M 5323M|  39k   36k|   0   559k|   0  47.2 |8445    10k|2.64 1.27 0.66|6.0   0 517|   0     0 |           | 11   30    0   39    0
Mar 26 19:29:44 ubuntu dstat.sh[65434]: 26-03 19:29:44| 78  22   1   0   0|1555M  687M  171M 5323M|  11k 8120B|   0  2099k|   0  81.1 |6179  5470 |2.64 1.27 0.66|4.0   0 334|   0     0 |           | 11   29    0   39    0
Mar 26 19:29:45 ubuntu dstat.sh[65434]: 26-03 19:29:45| 81   9   9   0   0|1639M  604M  171M 5323M|  28k   26k|   0   335k|   0  8.98 |6938  7808 |2.64 1.27 0.66|3.0   0   0|   0     0 |           | 11   33    0   39    0
Mar 26 19:29:46 ubuntu dstat.sh[65434]: 26-03 19:29:46| 57  20  23   0   0|1513M  729M  171M 5323M|  32k   27k|   0   164k|   0  10.0 |9124    13k|2.64 1.27 0.66|4.0   0 411|   0     0 |           | 11   29    0   43    0
Mar 26 19:29:47 ubuntu dstat.sh[65434]: 26-03 19:29:47| 14  25  60   0   0|1430M  812M  171M 5323M|4159B 1189B|   0   184k|   0  13.0 |5942  4556 |2.51 1.26 0.66|2.0   0 486|   0     0 |           | 11   28    0   42    0
Mar 26 19:29:48 ubuntu dstat.sh[65434]: 26-03 19:29:48| 63  30   6   0   0|1528M  713M  171M 5323M|2736B  242B|   0   192k|   0  16.0 |5708  4923 |2.51 1.26 0.66|3.0   0 705|   0     0 |           | 11   28    1   42    0
Mar 26 19:29:49 ubuntu dstat.sh[65434]: 26-03 19:29:49| 63   8  28   0   0|1584M  657M  171M 5323M|  25k   23k|   0   473k|   0  37.1 |6168  7468 |2.51 1.26 0.66|3.0   0 1.0|   0     0 |           | 11   32    0   42    0
Mar 26 19:29:50 ubuntu dstat.sh[65434]: 26-03 19:29:50| 67  18  14   0   0|1485M  757M  171M 5323M|  14k 9820B|   0   552k|   0  57.0 |6887  7867 |2.51 1.26 0.66|4.0   0 268|   0     0 |           | 11   28    0   46    0
Mar 26 19:29:51 ubuntu dstat.sh[65434]: 26-03 19:29:51| 71   9  19   0   0|1589M  653M  171M 5323M|  18k   15k|   0   183k|   0  7.97 |4878  3475 |2.51 1.26 0.66|3.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 26 19:29:52 ubuntu dstat.sh[65434]: 26-03 19:29:52| 54   7  38   0   0|1588M  653M  171M 5324M|  43k   38k|   0   141k|   0  8.03 |  13k   20k|2.39 1.26 0.66|3.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 26 19:29:53 ubuntu dstat.sh[65434]: 26-03 19:29:53| 66  13  19   0   0|1535M  706M  171M 5324M|  23k   18k|   0   531k|   0  56.9 |9767    13k|2.39 1.26 0.66|6.0   0  90|   0     0 |           | 11   28    0   46    0
Mar 26 19:29:54 ubuntu dstat.sh[65434]: 26-03 19:29:54| 74  12  15   0   0|1573M  668M  171M 5324M|  13k   10k|   0   156k|   0  9.02 |4592  2736 |2.39 1.26 0.66|5.0   0  30|   0     0 |           | 11   31    0   46    0
Mar 26 19:29:55 ubuntu dstat.sh[65434]: 26-03 19:29:55| 56   7  36   0   0|1581M  660M  171M 5324M|  38k   34k|   0   648k|   0  12.0 |  11k   16k|2.39 1.26 0.66|1.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 26 19:29:56 ubuntu dstat.sh[65434]: 26-03 19:29:56| 57  12  29   0   0|1488M  753M  171M 5324M|  34k   29k|   0   152k|   0  9.99 |  12k   17k|2.39 1.26 0.66|5.0   0 173|   0     0 |           | 11   29    0   49    0
Mar 26 19:29:57 ubuntu dstat.sh[65434]: 26-03 19:29:57| 78  16   7   0   0|1549M  692M  171M 5324M|7680B 5276B|   0   124k|   0  7.01 |4876  2770 |2.52 1.31 0.68|3.0   0  87|   0     0 |           | 11   29    1   50    0
Mar 26 19:29:58 ubuntu dstat.sh[65434]: 26-03 19:29:58| 61   6  31   0   0|1579M  662M  171M 5325M|  32k   28k|   0   116k|   0  8.00 |7788    11k|2.52 1.31 0.68|4.0   0   0|   0     0 |           | 11   31    0   51    0
Mar 26 19:29:59 ubuntu dstat.sh[65434]: 26-03 19:29:59| 68  14  17   0   0|1493M  748M  171M 5325M|  23k   19k|   0   495k|   0  35.9 |7772    11k|2.52 1.31 0.68|4.0   0  99|   0     0 |           | 11   28    0   51    0
Mar 26 19:30:00 ubuntu dstat.sh[65434]: 26-03 19:30:00| 73  11  14   0   0|1569M  671M  171M 5325M|  12k   10k|   0   242k|   0  19.9 |4733  3031 |2.52 1.31 0.68|4.0   0  30|   0     0 |           | 11   31    0   51    0
Mar 26 19:30:01 ubuntu dstat.sh[65434]: 26-03 19:30:01| 66  14  20   0   0|1547M  693M  171M 5325M|  21k   17k|   0   443k|   0  39.3 |6507  8461 |2.52 1.31 0.68|4.0   0 121|   0     0 |           | 11   30    0   53    0
Mar 26 19:30:02 ubuntu dstat.sh[65434]: 26-03 19:30:02| 65   8  26   0   0|1568M  672M  171M 5325M|  32k   29k|   0   192k|   0  15.0 |7732    11k|2.79 1.38 0.71|3.0   0 6.0|   0     0 |           | 11   31    0   54    0
Mar 26 19:30:03 ubuntu dstat.sh[65434]: 26-03 19:30:03| 69  16  14   0   0|1544M  696M  171M 5325M|  18k   14k|   0   240k|   0  20.0 |6786  8415 |2.79 1.38 0.71|4.0   0 183|   0     0 |           | 11   30    0   57    0
Mar 26 19:30:04 ubuntu dstat.sh[65434]: 26-03 19:30:04| 71  11  16   0   0|1611M  629M  171M 5325M|  16k   14k|   0   183k|   0  14.9 |5631  4586 |2.79 1.38 0.71|3.0   0  44|   0     0 |           | 11   34    0   56    0
Mar 26 19:30:05 ubuntu dstat.sh[65434]: 26-03 19:30:05| 67  12  21   0   0|1592M  648M  171M 5325M|  24k   20k|   0   257k|   0  24.1 |6548  8685 |2.79 1.38 0.71|3.0   0  68|   0     0 |           | 11   33    0   57    1
Mar 26 19:30:06 ubuntu dstat.sh[65434]: 26-03 19:30:06| 59  12  27   0   0|1532M  707M  171M 5325M|  15k   11k|   0   442k|   0  37.8 |5162  5336 |2.79 1.38 0.71|4.0   0 137|   0     0 |           | 11   33    0   60    0
Mar 26 19:30:07 ubuntu dstat.sh[65434]: 26-03 19:30:07| 55  11  34   0   0|1487M  752M  171M 5325M|  11k 9026B|   0   300k|   0  24.0 |4369  3567 |2.89 1.43 0.73|5.0   0 120|   0     0 |           | 11   33    0   61    0
Mar 26 19:30:08 ubuntu dstat.sh[65434]: 26-03 19:30:08| 50  11  38   0   0|1474M  765M  171M 5326M|  16k   13k|   0  4168k|   0   158 |5261  6074 |2.89 1.43 0.73|5.0   0  96|   0     0 |           | 11   34    0   60    0
Mar 26 19:30:09 ubuntu dstat.sh[65434]: 26-03 19:30:09| 56   8  35   0   0|1503M  736M  171M 5326M|  17k   14k|   0   201k|   0  9.03 |4949  6005 |2.89 1.43 0.73|3.0   0  44|   0     0 |           | 11   33    0   62    0
Mar 26 19:30:10 ubuntu dstat.sh[65434]: 26-03 19:30:10| 54   9  36   0   0|1522M  717M  171M 5326M|  14k   11k|   0  1020k|   0  14.9 |4536  4837 |2.89 1.43 0.73|4.0   0  43|   0     0 |           | 11   33    0   63    0
Mar 26 19:30:11 ubuntu dstat.sh[65434]: 26-03 19:30:11| 36   9  54   0   0|1447M  792M  171M 5326M|  16k   13k|   0   296k|   0  25.0 |5910  6947 |2.89 1.43 0.73|5.0   0 116|   0     0 |           | 11   33    0   64    0
Mar 26 19:30:12 ubuntu dstat.sh[65434]: 26-03 19:30:12| 36  11  53   0   0|1411M  827M  171M 5326M|7364B 5255B|   0   232k|   0  20.0 |4528  4380 |2.82 1.44 0.73|2.0   0 105|   0     0 |           | 11   32    0   58    0
Mar 26 19:30:13 ubuntu dstat.sh[65434]: 26-03 19:30:13| 35   5  59   0   0|1450M  789M  171M 5326M|  12k 9838B|   0   152k|   0  10.0 |3057  3259 |2.82 1.44 0.73|3.0   0   0|   0     0 |           | 11   34    0   58    0
Mar 26 19:30:14 ubuntu dstat.sh[65434]: 26-03 19:30:14| 37   7  55   0   0|1459M  780M  171M 5326M|  11k 7791B|   0   523k|   0  53.9 |4385  4625 |2.82 1.44 0.73|2.0   0  34|   0     0 |           | 11   32    0   60    0
Mar 26 19:30:15 ubuntu dstat.sh[65434]: 26-03 19:30:15| 36  11  52   0   0|1476M  763M  171M 5326M|7236B 5313B|   0   272k|   0  18.0 |3826  2725 |2.82 1.44 0.73|3.0   0 104|   0     0 |           | 11   33    0   60    0
Mar 26 19:30:16 ubuntu dstat.sh[65434]: 26-03 19:30:16| 33   8  57   0   0|1478M  761M  171M 5326M|  11k 7772B|   0   253k|   0  21.0 |4413  4286 |2.82 1.44 0.73|1.0   0  60|   0     0 |           | 11   33    0   60    0
Mar 26 19:30:17 ubuntu dstat.sh[65434]: 26-03 19:30:17| 35   6  58   0   0|1444M  795M  171M 5326M|  12k 8770B|   0   299k|   0  23.0 |4141  4218 |2.75 1.45 0.74|2.0   0 5.0|   0     0 |           | 11   33    0   61    0
Mar 26 19:30:18 ubuntu dstat.sh[65434]: 26-03 19:30:18| 37   6  56   0   0|1458M  780M  171M 5326M|  14k   11k|   0   161k|   0  8.03 |5062  5530 |2.75 1.45 0.74|2.0   0  49|   0     0 |           | 11   33    0   62    0
Mar 26 19:30:19 ubuntu dstat.sh[65434]: 26-03 19:30:19| 36   6  57   0   0|1464M  775M  171M 5326M|  10k 7611B|   0   371k|   0  27.9 |3649  3969 |2.75 1.45 0.74|1.0   0 6.0|   0     0 |           | 11   33    0   63    0
