Jun 05 15:05:15 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 05 15:05:16 ubuntu dstat.sh[64931]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 05 15:05:16 ubuntu dstat.sh[64931]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 05 15:05:55 ubuntu dstat.sh[64931]: 05-06 15:05:55| 17   2  80   1   0|1465M  730M  171M 5368M|  10k 6569B|   0  1281k|   0  92.1 |3038  3665 |1.87 1.16 0.60|1.0   0   0|   0     0 |           | 11   28    0   24    0
Jun 05 15:05:56 ubuntu dstat.sh[64931]: 05-06 15:05:56|  9  21  69   0   0|1436M  759M  171M 5368M|4657B 1514B|   0    44k|   0  7.01 |5412  3882 |1.87 1.16 0.60|1.0   0 388|   0     0 |           | 11   28    0   24    0
Jun 05 15:05:57 ubuntu dstat.sh[64931]: 05-06 15:05:57| 37  30  32   0   0|1454M  741M  171M 5368M|5532B 1568B|   0    36M|   0   149 |6207  5052 |1.87 1.16 0.60|5.0   0 651|   0     0 |           | 11   28    0   24    0
Jun 05 15:05:58 ubuntu dstat.sh[64931]: 05-06 15:05:58| 86  13   2   0   0|1663M  532M  171M 5368M|  11k 7719B|   0    32k|   0  5.00 |4969  2579 |1.87 1.16 0.60|5.0   0   0|   0     0 |           | 11   30    0   24    0
Jun 05 15:05:59 ubuntu dstat.sh[64931]: 05-06 15:05:59| 75   8  16   0   0|1696M  499M  171M 5368M|  42k   37k|   0   312k|   0  34.0 |9140    14k|1.87 1.16 0.60|4.0   0   0|   0     0 |           | 11   31    0   24    0
Jun 05 15:06:00 ubuntu dstat.sh[64931]: 05-06 15:06:00| 78  18   4   0   0|1528M  667M  171M 5368M|  12k 7871B|   0   460k|   0  46.0 |6785  7033 |2.05 1.20 0.62|7.0   0 295|   0     0 |           | 11   28    0   25    0
Jun 05 15:06:01 ubuntu dstat.sh[64931]: 05-06 15:06:01| 86  14   0   0   0|1699M  496M  171M 5368M|  11k 8524B|   0   156k|   0  10.0 |5547  3618 |2.05 1.20 0.62|6.0   0  16|   0     0 |           | 11   30    0   25    0
Jun 05 15:06:02 ubuntu dstat.sh[64931]: 05-06 15:06:02| 81   9   9   0   0|1781M  413M  171M 5368M|  38k   34k|   0   204k|   0  8.98 |8512    11k|2.05 1.20 0.62|6.0   0   0|   0     0 |           | 11   32    0   27    0
Jun 05 15:06:03 ubuntu dstat.sh[64931]: 05-06 15:06:03| 67  15  17   0   0|1510M  684M  171M 5369M|  27k   22k|   0  3973k|   0   238 |9259    14k|2.05 1.20 0.62|2.0   0 269|   0     0 |           | 11   28    0   30    0
Jun 05 15:06:04 ubuntu dstat.sh[64931]: 05-06 15:06:04| 40   9  51   0   0|1541M  653M  171M 5369M|6371B 3530B|   0   180k|   0  8.00 |2884  1737 |2.05 1.20 0.62|1.0   0  30|   0     0 |           | 11   29    0   30    0
Jun 05 15:06:05 ubuntu dstat.sh[64931]: 05-06 15:06:05| 33   3  61   0   0|1546M  648M  171M 5369M|  17k   13k|   0  1517k|   0  84.8 |4267  5093 |1.96 1.20 0.62|2.0   0   0|   0     0 |           | 11   29    0   31    0
Jun 05 15:06:06 ubuntu dstat.sh[64931]: 05-06 15:06:06| 54  23  23   0   0|1488M  706M  171M 5369M|  10k 5869B|   0    96k|   0  14.0 |5804  5465 |1.96 1.20 0.62|3.0   0 379|   0     0 |           | 11   28    0   32    0
Jun 05 15:06:07 ubuntu dstat.sh[64931]: 05-06 15:06:07| 52   6  41   0   0|1578M  616M  171M 5369M|  17k   14k|   0  1953k|   0  94.9 |3873  2642 |1.96 1.20 0.62|3.0   0   0|   0     0 |           | 11   31    0   32    0
Jun 05 15:06:08 ubuntu dstat.sh[64931]: 05-06 15:06:08| 53  15  31   0   0|1450M  744M  171M 5369M|  22k   17k|   0   609k|   0  51.1 |8185    11k|1.96 1.20 0.62|4.0   0 258|   0     0 |           | 11   28    0   28    0
Jun 05 15:06:09 ubuntu dstat.sh[64931]: 05-06 15:06:09| 80  13   6   0   0|1595M  599M  171M 5369M|9224B 5908B|   0   235k|   0  18.9 |4836  2220 |1.96 1.20 0.62|3.0   0   0|   0     0 |           | 11   30    0   28    0
Jun 05 15:06:10 ubuntu dstat.sh[64931]: 05-06 15:06:10| 62   9  28   0   0|1595M  598M  171M 5369M|  36k   32k|   0   378k|   0  31.1 |8510    12k|2.04 1.23 0.64|6.0   0  42|   0     0 |           | 11   30    0   29    0
Jun 05 15:06:11 ubuntu dstat.sh[64931]: 05-06 15:06:11| 69  18  12   0   0|1524M  670M  171M 5369M|9955B 6195B|   0   276k|   0  17.0 |5424  4817 |2.04 1.23 0.64|3.0   0 283|   0     0 |           | 11   28    0   31    0
Jun 05 15:06:12 ubuntu dstat.sh[64931]: 05-06 15:06:12| 53   7  41   0   0|1579M  614M  171M 5369M|  19k   16k|   0   148k|   0  10.0 |5192  4750 |2.04 1.23 0.64|1.0   0   0|   0     0 |           | 11   31    0   28    0
Jun 05 15:06:13 ubuntu dstat.sh[64931]: 05-06 15:06:13| 49  17  32   0   0|1471M  723M  171M 5369M|  19k   15k|   0  5534k|   0   351 |7739  9254 |2.04 1.23 0.64|4.0   0 299|   0     0 |           | 11   28    0   30    0
Jun 05 15:06:14 ubuntu dstat.sh[64931]: 05-06 15:06:14| 60   8  31   0   0|1594M  599M  171M 5369M|9787B 7503B|   0   140k|   0  7.98 |3731  1558 |2.04 1.23 0.64|  0   0   0|   0     0 |           | 11   31    0   30    0
Jun 05 15:06:15 ubuntu dstat.sh[64931]: 05-06 15:06:15| 48   8  42   0   0|1563M  630M  171M 5370M|  27k   22k|   0  1013k|   0  67.1 |8134    11k|1.88 1.21 0.63|3.0   0  71|   0     0 |           | 11   29    0   32    0
Jun 05 15:06:16 ubuntu dstat.sh[64931]: 05-06 15:06:16| 64  18  17   0   0|1535M  658M  171M 5370M|5590B 2103B|   0   112k|   0  11.0 |4539  2966 |1.88 1.21 0.63|3.0   0 216|   0     0 |           | 11   28    0   33    0
Jun 05 15:06:17 ubuntu dstat.sh[64931]: 05-06 15:06:17| 46   6  48   0   0|1572M  621M  171M 5370M|  24k   20k|   0     0 |   0     0 |5113  5464 |1.88 1.21 0.63|2.0   0   0|   0     0 |           | 11   31    0   33    0
Jun 05 15:06:18 ubuntu dstat.sh[64931]: 05-06 15:06:18| 58  12  28   0   0|1521M  672M  171M 5370M|  12k 8019B|   0   600k|   0  42.0 |6234  6358 |1.88 1.21 0.63|3.0   0 112|   0     0 |           | 11   28    0   35    0
Jun 05 15:06:19 ubuntu dstat.sh[64931]: 05-06 15:06:19| 55   6  38   0   0|1575M  618M  171M 5370M|  16k   13k|   0   148k|   0  10.0 |4145  2874 |1.88 1.21 0.63|4.0   0   0|   0     0 |           | 11   31    0   35    0
Jun 05 15:06:20 ubuntu dstat.sh[64931]: 05-06 15:06:20| 52  11  36   0   0|1471M  722M  171M 5370M|  19k   15k|   0   392k|   0  36.0 |7441  9025 |1.97 1.24 0.65|6.0   0 183|   0     0 |           | 11   28    0   37    0
Jun 05 15:06:21 ubuntu dstat.sh[64931]: 05-06 15:06:21| 73  25   0   0   0|1558M  635M  171M 5370M|4161B 1242B|   0   252k|   0  22.0 |5543  4656 |1.97 1.24 0.65|9.0   0 482|   0     0 |           | 11   28    0   37    0
Jun 05 15:06:22 ubuntu dstat.sh[64931]: 05-06 15:06:22| 81  19   1   0   0|1730M  462M  171M 5370M|  15k   12k|   0  3793k|   0   141 |6150  5283 |1.97 1.24 0.65|6.0   0 349|   0     0 |           | 11   32    0   37    0
Jun 05 15:06:23 ubuntu dstat.sh[64931]: 05-06 15:06:23| 79  18   3   0   0|1758M  434M  171M 5371M|  46k   41k|   0   556k|   0  47.0 |8144    11k|1.97 1.24 0.65|8.0   0 365|   0     0 |           | 11   30    0   38    0
Jun 05 15:06:24 ubuntu dstat.sh[64931]: 05-06 15:06:24| 76  23   1   0   0|1554M  638M  171M 5371M|  17k   14k|   0   387k|   0  29.9 |6424  6422 |1.97 1.24 0.65|6.0   0 476|   0     0 |           | 11   28    0   36    0
Jun 05 15:06:25 ubuntu dstat.sh[64931]: 05-06 15:06:25| 85  12   3   0   0|1673M  520M  171M 5371M|  14k   12k|   0     0 |   0     0 |5105  2894 |2.21 1.30 0.67|5.0   0   0|   0     0 |           | 11   31    0   36    0
Jun 05 15:06:26 ubuntu dstat.sh[64931]: 05-06 15:06:26| 69  12  18   0   0|1690M  502M  171M 5371M|  46k   40k|   0  4098B|   0  1.00 |8067    15k|2.21 1.30 0.67|7.0   0  90|   0     0 |           | 11   30    0   39    0
Jun 05 15:06:27 ubuntu dstat.sh[64931]: 05-06 15:06:27| 37  24  38   0   0|1522M  670M  171M 5371M|  12k 8133B|   0    16k|   0  4.00 |6508  6302 |2.21 1.30 0.67|2.0   0 532|   0     0 |           | 11   28    0   41    0
Jun 05 15:06:28 ubuntu dstat.sh[64931]: 05-06 15:06:28| 22  34  43   0   0|1496M  695M  171M 5371M|5184B 1460B|   0  1798k|   0   112 |6114  5000 |2.21 1.30 0.67|6.0   0 676|   0     0 |           | 11   28    0   41    0
Jun 05 15:06:29 ubuntu dstat.sh[64931]: 05-06 15:06:29| 74  20   6   0   0|1575M  616M  171M 5371M|  11k 7526B|   0   308k|   0  17.0 |5051  3583 |2.21 1.30 0.67|3.0   0 305|   0     0 |           | 11   30    0   41    0
Jun 05 15:06:30 ubuntu dstat.sh[64931]: 05-06 15:06:30| 62   9  27   0   0|1605M  587M  171M 5371M|  27k   23k|   0   489k|   0  53.1 |5570  8830 |2.28 1.33 0.68|3.0   0  68|   0     0 |           | 11   30    0   43    0
Jun 05 15:06:31 ubuntu dstat.sh[64931]: 05-06 15:06:31| 75  16   8   0   0|1540M  651M  171M 5371M|  10k 6254B|   0   400k|   0  40.0 |5648  5683 |2.28 1.33 0.68|4.0   0 201|   0     0 |           | 11   28    0   45    0
Jun 05 15:06:32 ubuntu dstat.sh[64931]: 05-06 15:06:32| 68  10  21   0   0|1619M  572M  171M 5371M|  23k   20k|   0   180k|   0  12.0 |5230  5308 |2.28 1.33 0.68|3.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 15:06:33 ubuntu dstat.sh[64931]: 05-06 15:06:33| 55   6  39   0   0|1619M  572M  171M 5371M|  41k   36k|   0   156k|   0  8.01 |  11k   18k|2.28 1.33 0.68|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 15:06:34 ubuntu dstat.sh[64931]: 05-06 15:06:34| 70  12  17   0   0|1532M  659M  171M 5372M|  27k   21k|   0   561k|   0  60.1 |9787    13k|2.28 1.33 0.68|5.0   0  90|   0     0 |           | 11   28    0   45    0
Jun 05 15:06:35 ubuntu dstat.sh[64931]: 05-06 15:06:35| 79  12   8   0   0|1614M  577M  171M 5372M|  12k 8803B|   0   208k|   0  13.0 |4919  2797 |2.41 1.38 0.70|3.0   0  30|   0     0 |           | 11   31    0   45    0
Jun 05 15:06:36 ubuntu dstat.sh[64931]: 05-06 15:06:36| 58   8  34   0   0|1637M  554M  171M 5372M|  39k   33k|   0   148k|   0  8.01 |9837    14k|2.41 1.38 0.70|4.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 05 15:06:37 ubuntu dstat.sh[64931]: 05-06 15:06:37| 56   8  33   0   0|1613M  578M  171M 5372M|  42k   36k|   0   148k|   0  8.97 |  13k   19k|2.41 1.38 0.70|3.0   0  71|   0     0 |           | 11   29    0   48    0
Jun 05 15:06:38 ubuntu dstat.sh[64931]: 05-06 15:06:38| 79  19   2   0   0|1539M  652M  171M 5372M|8091B 4291B|   0   249k|   0  13.0 |5051  2978 |2.41 1.38 0.70|3.0   0 190|   0     0 |           | 11   29    0   49    0
Jun 05 15:06:39 ubuntu dstat.sh[64931]: 05-06 15:06:39| 66   8  26   0   0|1621M  570M  171M 5372M|  29k   24k|   0   108k|   0  8.00 |6089  6513 |2.41 1.38 0.70|4.0   0   0|   0     0 |           | 11   32    0   49    0
Jun 05 15:06:40 ubuntu dstat.sh[64931]: 05-06 15:06:40| 65  12  23   0   0|1560M  630M  171M 5372M|  31k   26k|   0   240k|   0  21.0 |9901    14k|2.46 1.40 0.71|4.0   0  75|   0     0 |           | 11   29    0   51    0
Jun 05 15:06:41 ubuntu dstat.sh[64931]: 05-06 15:06:41| 80  13   7   0   0|1556M  634M  171M 5373M|  13k   10k|   0   300k|   0  32.0 |5352  4341 |2.46 1.40 0.71|3.0   0  61|   0     0 |           | 11   32    0   49    0
Jun 05 15:06:42 ubuntu dstat.sh[64931]: 05-06 15:06:42| 65  11  23   0   0|1592M  598M  171M 5373M|  22k   18k|   0   403k|   0  44.9 |6041  6781 |2.46 1.40 0.71|4.0   0 121|   0     0 |           | 11   34    0   51    0
Jun 05 15:06:43 ubuntu dstat.sh[64931]: 05-06 15:06:43| 73  11  15   0   0|1681M  509M  171M 5373M|  27k   22k|   0  3384k|   0   189 |6625    10k|2.46 1.40 0.71|4.0   0 2.0|   0     0 |           | 11   34    0   52    0
Jun 05 15:06:44 ubuntu dstat.sh[64931]: 05-06 15:06:44| 63  14  23   0   0|1578M  612M  171M 5373M|  30k   26k|   0   152k|   0  9.01 |7163  9744 |2.46 1.40 0.71|4.0   0 141|   0     0 |           | 11   34    0   53    0
Jun 05 15:06:45 ubuntu dstat.sh[64931]: 05-06 15:06:45| 79  13   8   0   0|1616M  574M  171M 5373M|  14k 9884B|   0   120k|   0  8.02 |5403  4107 |2.67 1.46 0.74|5.0   0  86|   0     0 |           | 11   34    0   53    0
Jun 05 15:06:46 ubuntu dstat.sh[64931]: 05-06 15:06:46| 71  10  17   0   0|1642M  548M  171M 5373M|  23k   20k|   0   124k|   0  8.99 |5610  6174 |2.67 1.46 0.74|4.0   0  34|   0     0 |           | 11   34    0   55    0
Jun 05 15:06:47 ubuntu dstat.sh[64931]: 05-06 15:06:47| 64  13  23   0   0|1652M  537M  171M 5373M|  23k   19k|   0   392k|   0  40.0 |7666  9302 |2.67 1.46 0.74|6.0   0 106|   0     0 |           | 11   33    0   57    0
Jun 05 15:06:48 ubuntu dstat.sh[64931]: 05-06 15:06:48| 59  12  29   0   0|1597M  592M  171M 5373M|  13k 9406B|   0   381k|   0  34.1 |4687  4155 |2.67 1.46 0.74|3.0   0 126|   0     0 |           | 11   32    0   59    0
Jun 05 15:06:49 ubuntu dstat.sh[64931]: 05-06 15:06:49| 53   9  37   0   0|1555M  634M  171M 5373M|  14k   11k|   0   467k|   0  19.9 |4919  4433 |2.67 1.46 0.74|2.0   0  60|   0     0 |           | 11   34    0   58    0
Jun 05 15:06:50 ubuntu dstat.sh[64931]: 05-06 15:06:50| 55  11  33   0   0|1545M  644M  171M 5373M|  21k   17k|   0   196k|   0  11.0 |5295  5869 |2.69 1.49 0.75|3.0   0  97|   0     0 |           | 11   33    0   60    0
Jun 05 15:06:51 ubuntu dstat.sh[64931]: 05-06 15:06:51| 55  12  33   0   0|1486M  703M  171M 5373M|  15k   11k|   0   116k|   0  7.01 |4614  4110 |2.69 1.49 0.75|5.0   0  86|   0     0 |           | 11   33    0   61    0
Jun 05 15:06:52 ubuntu dstat.sh[64931]: 05-06 15:06:52| 58  12  30   0   0|1478M  711M  171M 5374M|  16k   12k|   0  2408k|   0   139 |5610    16k|2.69 1.49 0.75|1.0   0 124|   0     0 |           | 11   34    0   63    0
Jun 05 15:06:53 ubuntu dstat.sh[64931]: 05-06 15:06:53| 32   6  61   0   0|1437M  751M  171M 5374M|  19k   16k|   0  1786k|   0  23.0 |6013  7404 |2.69 1.49 0.75|1.0   0  58|   0     0 |           | 11   33    0   56    0
Jun 05 15:06:54 ubuntu dstat.sh[64931]: 05-06 15:06:54| 38  11  51   0   0|1427M  761M  171M 5374M|6079B 2740B|   0   268k|   0  21.0 |3675  2681 |2.69 1.49 0.75|4.0   0  77|   0     0 |           | 11   32    0   57    0
Jun 05 15:06:55 ubuntu dstat.sh[64931]: 05-06 15:06:55| 36   4  59   0   0|1485M  704M  171M 5374M|  18k   15k|   0   144k|   0  10.0 |4079  4136 |2.64 1.50 0.76|2.0   0   0|   0     0 |           | 11   33    0   58    0
Jun 05 15:06:56 ubuntu dstat.sh[64931]: 05-06 15:06:56| 37  10  51   0   0|1461M  728M  171M 5374M|8916B 5658B|   0   199k|   0  15.0 |4023  3611 |2.64 1.50 0.76|2.0   0  90|   0     0 |           | 11   32    0   59    0
Jun 05 15:06:57 ubuntu dstat.sh[64931]: 05-06 15:06:57| 36   7  55   0   0|1494M  695M  171M 5374M|9826B 7098B|   0   272k|   0  23.0 |3218  2377 |2.64 1.50 0.76|1.0   0  48|   0     0 |           | 11   33    0   58    0
