Jul 03 06:43:26 jammy-provider-cloud-0000007287 systemd[1]: Started Devstack devstack@dstat.service.
Jul 03 06:43:27 jammy-provider-cloud-0000007287 dstat.sh[57532]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 03 06:43:27 jammy-provider-cloud-0000007287 dstat.sh[57532]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 03 06:44:22 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:22| 18  24  56   0   0|1279M 1543M  162M 4767M|4518B 1566B|   0   216k|   0  12.0 |3583  6134 |2.22 1.19 0.59|2.0   0 572|   0     0 |   0     0 | 10   28    7   30    0
Jul 03 06:44:23 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:23|  8  22  68   0   0|1282M 1541M  162M 4767M|5352B 1580B|   0   191k|   0  9.96 |2564  3479 |2.22 1.19 0.59|2.0   0 335|   0     0 |   0     0 | 10   28    7   30    0
Jul 03 06:44:24 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:24| 53  29  18   0   0|1414M 1409M  162M 4767M|7233B 1572B|   0  7820k|   0   207 |3138  6070 |2.22 1.19 0.59|6.0   0 825|   0     0 |   0     0 | 10   28    7   27    0
Jul 03 06:44:25 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:25| 78  11   9   0   0|1413M 1409M  162M 4767M|  42k 1512B|   0   748k|   0  55.0 |4638    10k|2.22 1.19 0.59|5.0   0 142|   0     0 |   0     0 | 10   30    7   28    0
Jul 03 06:44:26 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:26| 81  14   5   0   0|1469M 1353M  162M 4767M|4837B 1512B|   0  2757k|   0   156 |3283  6672 |2.22 1.19 0.59|5.0   0 168|   0     0 |   0     0 | 10   29    7   28    0
Jul 03 06:44:27 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:27| 62   9  28   0   0|1514M 1307M  162M 4768M|6141B 1586B|   0     0 |   0     0 |5661    18k|2.28 1.22 0.60|3.0   0   0|   0     0 |   0     0 | 10   32    7   32    0
Jul 03 06:44:28 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:28| 73  11  15   0   0|1365M 1455M  162M 4768M|7460B 1586B|   0   512k|   0  54.0 |6093    15k|2.28 1.22 0.60|4.0   0 120|   0     0 |   0     0 | 10   28    7   36    0
Jul 03 06:44:29 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:29| 82  10   8   0   0|1513M 1307M  162M 4769M|8451B 1455B|   0   615k|   0  22.0 |3923    11k|2.28 1.22 0.60|3.0   0   0|   0     0 |   0     0 | 10   31    7   37    0
Jul 03 06:44:30 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:30| 62  11  26   0   0|1478M 1341M  162M 4770M|5205B 1534B|   0   108k|   0  7.01 |5280    18k|2.28 1.22 0.60|5.0   0  71|   0     0 |   0     0 | 10   30    7   38    0
Jul 03 06:44:31 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:31| 79  15   6   0   0|1450M 1368M  162M 4770M|8040B 1681B|   0   120k|   0  7.01 |4323  9485 |2.28 1.22 0.60|4.0   0 196|   0     0 |   0     0 | 10   29    7   38    0
Jul 03 06:44:32 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:32| 73   9  16   0   0|1401M 1417M  162M 4771M|  12k 1640B|   0   196k|   0  22.0 |6916    16k|2.42 1.27 0.62|5.0   0 8.0|   0     0 |   0     0 | 10   29    7   37    0
Jul 03 06:44:33 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:33| 84  13   2   0   0|1513M 1305M  162M 4771M|5623B 1694B|   0   120k|   0  6.00 |2157  3686 |2.42 1.27 0.62|6.0   0 126|   0     0 |   0     0 | 10   30    7   37    0
Jul 03 06:44:34 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:34| 75  13  13   0   0|1437M 1380M  162M 4772M|7671B 1694B|   0   440k|   0  47.0 |6089    14k|2.42 1.27 0.62|4.0   0 184|   0     0 |   0     0 | 10   29    7   37    0
Jul 03 06:44:35 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:35| 79  12   9   0   0|1513M 1302M  162M 4773M|6118B 1691B|   0   156k|   0  7.98 |4521    10k|2.42 1.27 0.62|3.0   0  63|   0     0 |   0     0 | 10   31    7   39    0
Jul 03 06:44:36 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:36| 80  14   6   0   0|1435M 1381M  162M 4773M|8172B 1461B|   0   124k|   0  8.02 |2927  6418 |2.42 1.27 0.62|4.0   0 163|   0     0 |   0     0 | 10   28    7   40    0
Jul 03 06:44:37 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:37| 77   8  16   0   0|1466M 1349M  162M 4773M|7488B 1620B|   0   460k|   0  52.0 |4493    11k|2.23 1.25 0.62|4.0   0  30|   0     0 |   0     0 | 10   28    7   42    0
Jul 03 06:44:38 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:38| 62  13  23   0   0|1446M 1369M  162M 4773M|6816B 1454B|   0   259k|   0  17.0 |2165  2933 |2.23 1.25 0.62|3.0   0 230|   0     0 |   0     0 | 10   28    7   42    0
Jul 03 06:44:39 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:39| 57  14  29   0   0|1313M 1502M  162M 4774M|4771B 1643B|   0   253k|   0  18.0 |5157    10k|2.23 1.25 0.62|3.0   0 181|   0     0 |   0     0 | 10   28    7   49    0
Jul 03 06:44:40 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:40| 68   7  25   0   0|1462M 1353M  162M 4774M|7563B 1586B|   0   244k|   0  17.0 |1931  3279 |2.23 1.25 0.62|3.0   0   0|   0     0 |   0     0 | 10   30    7   50    0
Jul 03 06:44:41 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:41| 61  13  25   0   0|1393M 1421M  162M 4774M|4983B 1532B|   0   344k|   0  32.0 |3912  7207 |2.23 1.25 0.62|3.0   0 132|   0     0 |   0     0 | 10   28    7   50    0
Jul 03 06:44:42 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:42| 63  10  25   0   0|1410M 1404M  162M 4774M|4187B 1531B|   0   220k|   0  21.0 |3383  8549 |2.29 1.28 0.63|3.0   0  43|   0     0 |   0     0 | 10   28    7   51    0
Jul 03 06:44:43 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:43| 67   9  24   0   0|1460M 1354M  162M 4774M|5891B 1533B|   0   200k|   0  13.0 |1886  2560 |2.29 1.28 0.63|4.0   0  41|   0     0 |   0     0 | 10   30    7   51    0
Jul 03 06:44:44 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:44| 63  11  26   0   0|1386M 1428M  162M 4774M|7597B 1561B|   0  7588k|   0   260 |3691  7560 |2.29 1.28 0.63|3.0   0 137|   0     0 |   0     0 | 10   28    7   52    0
Jul 03 06:44:45 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:45| 57   9  34   0   0|1464M 1349M  162M 4775M|9646B 1514B|   0   316k|   0  28.0 |5415    10k|2.29 1.28 0.63|4.0   0   0|   0     0 |   0     0 | 10   30    7   54    0
Jul 03 06:44:46 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:46| 55  19  23   0   0|1423M 1391M  162M 4775M|4572B 1457B|   0   356k|   0  30.0 |2910  4762 |2.29 1.28 0.63|4.0   0 423|   0     0 |   0     0 | 10   28    7   55    0
Jul 03 06:44:47 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:47| 56  15  29   0   0|1348M 1465M  162M 4775M|5349B 1624B|   0   357k|   0  34.1 |4810    11k|2.35 1.31 0.64|3.0   0 238|   0     0 |   0     0 | 10   28    7   58    0
Jul 03 06:44:48 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:48| 24   8  67   0   0|1350M 1463M  162M 4775M|  12k 1763B|   0   235k|   0  11.0 |1588  2257 |2.35 1.31 0.64|2.0   0 172|   0     0 |   0     0 | 10   29    7   58    0
Jul 03 06:44:49 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:49| 24   4  71   0   0|1293M 1519M  162M 4776M|5190B 1461B|   0   385k|   0  37.1 |3691  7873 |2.35 1.31 0.64|1.0   0  21|   0     0 |   0     0 | 10   32    7   58    0
Jul 03 06:44:50 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:50|  8  22  68   0   0|1295M 1518M  162M 4776M|5059B 1619B|   0   192k|   0  11.0 |2430  3286 |2.35 1.31 0.64|2.0   0 315|   0     0 |   0     0 | 10   32    7   58    0
Jul 03 06:44:51 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:51| 29  16  55   0   0|1383M 1429M  162M 4776M|4523B 1460B|   0   445k|   0  28.0 |2355  3532 |2.35 1.31 0.64|3.0   0 261|   0     0 |   0     0 | 10   32    7   59    0
Jul 03 06:44:52 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:52| 41   7  47   4   0|1480M 1328M  162M 4779M|4485B 1617B| 315k 8366k|18.0   755 |4662  8693 |2.32 1.32 0.65|1.0 2.0  47|   0     0 |   0     0 | 10   36    7   59    0
Jul 03 06:44:53 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:53| 38   7  41  11   0|1424M 1379M  163M 4783M|2797B   42B|   0    37M|   0  3368 |  12k   27k|2.32 1.32 0.65|2.0 1.0  96|   0     0 |   0     0 | 10   36    7   58    0
Jul 03 06:44:54 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:54| 42   8  44   6   0|1439M 1363M  163M 4784M|5959B 1460B|   0    21M|   0  1990 |6568    15k|2.32 1.32 0.65|2.0   0  13|   0     0 |   0     0 | 10   32    7   58    0
Jul 03 06:44:55 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:55| 45   5  49   1   0|1432M 1370M  163M 4784M|  42k 1619B|   0  1970k|   0   311 |2769  4810 |2.32 1.32 0.65|2.0   0 2.0|   0     0 |   0     0 | 10   34    7   58    0
Jul 03 06:44:56 jammy-provider-cloud-0000007287 dstat.sh[57532]: 03-07 06:44:56| 38   8  50   5   0|1480M 1322M  164M 4784M|5566B 1533B|   0    16M|   0  2529 |  13k   28k|2.32 1.32 0.65|2.0   0 2.0|   0     0 |   0     0 | 10   34    7   58    0
