Apr 09 10:34:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 09 10:34:01 ubuntu dstat.sh[66115]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 09 10:34:01 ubuntu dstat.sh[66115]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 09 10:34:24 ubuntu dstat.sh[66115]: 09-04 10:34:24| 18   4  78   1   0|1331M  886M  170M 5347M|8489B 5761B| 268k   16M|66.1   116 |2627  2765 |1.42 0.91 0.49|1.0   0 1.0|   0     0 |           | 11   25    0   22    0
Apr 09 10:34:25 ubuntu dstat.sh[66115]: 09-04 10:34:25| 20   5  75   0   0|1326M  891M  170M 5347M|8606B 5388B|   0     0 |   0     0 |2652  2142 |1.42 0.91 0.49|1.0   0  45|   0     0 |           | 11   28    0   23    0
Apr 09 10:34:26 ubuntu dstat.sh[66115]: 09-04 10:34:26| 18   2  78   0   0|1371M  847M  170M 5347M|8871B 5758B|   0     0 |   0     0 |1737  1278 |1.39 0.91 0.49|1.0   0   0|   0     0 |           | 11   29    0   23    0
Apr 09 10:34:27 ubuntu dstat.sh[66115]: 09-04 10:34:27| 24  10  65   0   0|1387M  830M  170M 5347M|7887B 4394B|   0  1312k|   0  19.0 |3481  2782 |1.39 0.91 0.49|2.0   0 157|   0     0 |           | 11   28    0   18    0
Apr 09 10:34:28 ubuntu dstat.sh[66115]: 09-04 10:34:28| 37   5  59   0   0|1470M  747M  170M 5347M|  12k 9575B|   0    76k|   0  4.00 |3048  2322 |1.39 0.91 0.49|2.0   0   0|   0     0 |           | 11   30    0   18    0
Apr 09 10:34:29 ubuntu dstat.sh[66115]: 09-04 10:34:29| 34   9  55   1   0|1370M  847M  170M 5347M|  16k   12k|   0    30M|   0   196 |7090  9052 |1.39 0.91 0.49|4.0   0 150|   0     0 |           | 11   28    0   19    0
Apr 09 10:34:30 ubuntu dstat.sh[66115]: 09-04 10:34:30| 73  25   2   0   0|1538M  679M  170M 5347M|4582B 1523B|   0  2299k|   0  24.0 |5440  4096 |1.39 0.91 0.49|6.0   0 428|   0     0 |           | 11   28    0   19    0
Apr 09 10:34:31 ubuntu dstat.sh[66115]: 09-04 10:34:31| 87  11   2   0   0|1723M  494M  170M 5347M|  26k   22k|   0     0 |   0     0 |6137  5074 |1.68 0.98 0.52|4.0   0   0|   0     0 |           | 11   33    0   19    0
Apr 09 10:34:32 ubuntu dstat.sh[66115]: 09-04 10:34:32| 74  13  12   0   0|1541M  676M  170M 5347M|  30k   25k|   0   693k|   0  66.1 |9270    14k|1.68 0.98 0.52|2.0   0 259|   0     0 |           | 11   28    0   25    0
Apr 09 10:34:33 ubuntu dstat.sh[66115]: 09-04 10:34:33| 24   5  71   0   0|1529M  688M  170M 5347M|3943B  727B|   0  3089k|   0  92.9 |2274  1633 |1.68 0.98 0.52|  0   0  51|   0     0 |           | 11   28    1   25    0
Apr 09 10:34:34 ubuntu dstat.sh[66115]: 09-04 10:34:34| 15   1  82   0   0|1506M  710M  170M 5347M|  12k 7817B|   0   607k|   0  23.0 |2646  3144 |1.68 0.98 0.52|2.0   0   0|   0     0 |           | 11   28    0   26    0
Apr 09 10:34:35 ubuntu dstat.sh[66115]: 09-04 10:34:35| 19   7  73   0   0|1484M  732M  170M 5347M|5132B 1462B|   0   152k|   0  8.02 |2494  1810 |1.68 0.98 0.52|1.0   0  69|   0     0 |           | 11   28    0   25    0
Apr 09 10:34:36 ubuntu dstat.sh[66115]: 09-04 10:34:36| 14   2  82   0   0|1471M  745M  170M 5347M|  12k 7711B|   0   124k|   0  8.98 |2425  2691 |1.54 0.96 0.51|1.0   0   0|   0     0 |           | 11   29    0   25    0
Apr 09 10:34:37 ubuntu dstat.sh[66115]: 09-04 10:34:37| 11  18  69   0   0|1384M  833M  170M 5347M|4426B  899B|   0   352k|   0  30.0 |5715  4848 |1.54 0.96 0.51|2.0   0 465|   0     0 |           | 11   28    0   26    0
Apr 09 10:34:38 ubuntu dstat.sh[66115]: 09-04 10:34:38| 62  26  12   0   0|1506M  710M  170M 5348M|4698B 1458B|   0   272k|   0  23.0 |5899  4633 |1.54 0.96 0.51|5.0   0 574|   0     0 |           | 11   28    0   26    0
Apr 09 10:34:39 ubuntu dstat.sh[66115]: 09-04 10:34:39| 75  10  14   0   0|1663M  553M  170M 5348M|  23k   19k|   0    79M|   0   406 |5939  4706 |1.54 0.96 0.51|6.0   0   0|   0     0 |           | 11   33    0   25    0
Apr 09 10:34:40 ubuntu dstat.sh[66115]: 09-04 10:34:40| 71   8  20   0   0|1609M  607M  170M 5348M|  37k   32k|   0  1900k|   0  72.0 |  11k   17k|1.54 0.96 0.51|6.0   0  66|   0     0 |           | 11   28    0   26    0
Apr 09 10:34:41 ubuntu dstat.sh[66115]: 09-04 10:34:41| 80  20   0   0   0|1563M  653M  170M 5348M|5012B 1622B|   0   232k|   0  13.0 |5253  3791 |1.90 1.05 0.54|7.0   0 244|   0     0 |           | 11   28    0   26    0
Apr 09 10:34:42 ubuntu dstat.sh[66115]: 09-04 10:34:42| 85  10   5   0   0|1732M  484M  170M 5348M|  27k   23k|   0   479k|   0  13.0 |5742  5038 |1.90 1.05 0.54|5.0   0   0|   0     0 |           | 11   33    1   26    0
Apr 09 10:34:43 ubuntu dstat.sh[66115]: 09-04 10:34:43| 75   9  15   0   0|1692M  524M  170M 5348M|  45k   41k|   0   244k|   0  23.0 |  11k   17k|1.90 1.05 0.54|4.0   0 129|   0     0 |           | 11   29    0   31    0
Apr 09 10:34:44 ubuntu dstat.sh[66115]: 09-04 10:34:44| 44  11  44   0   0|1450M  765M  170M 5348M|5736B 2223B|   0  7285k|   0  63.9 |3963  3410 |1.90 1.05 0.54|5.0   0 175|   0     0 |           | 11   28    0   31    0
Apr 09 10:34:45 ubuntu dstat.sh[66115]: 09-04 10:34:45| 32   3  64   0   0|1471M  745M  170M 5348M|  17k   14k|   0   452k|   0  16.0 |4167  4756 |1.90 1.05 0.54|2.0   0   0|   0     0 |           | 11   29    0   32    0
Apr 09 10:34:46 ubuntu dstat.sh[66115]: 09-04 10:34:46| 54  19  26   0   0|1501M  714M  170M 5348M|  11k 7188B|   0   248k|   0  16.0 |5809  5445 |1.99 1.08 0.56|3.0   0 378|   0     0 |           | 11   28    0   33    0
Apr 09 10:34:47 ubuntu dstat.sh[66115]: 09-04 10:34:47| 52   7  41   0   0|1561M  655M  170M 5349M|  19k   16k|   0   192k|   0  7.99 |4362  3631 |1.99 1.08 0.56|1.0   0 1.0|   0     0 |           | 11   31    0   33    0
Apr 09 10:34:48 ubuntu dstat.sh[66115]: 09-04 10:34:48| 56  16  28   0   0|1485M  730M  170M 5349M|  19k   15k|   0  2606k|   0   132 |7767  9768 |1.99 1.08 0.56|4.0   0 259|   0     0 |           | 11   28    0   34    0
Apr 09 10:34:49 ubuntu dstat.sh[66115]: 09-04 10:34:49| 73  11  15   0   0|1590M  625M  170M 5349M|  12k   10k|   0  5444k|   0   363 |5265  7069 |1.99 1.08 0.56|2.0   0  36|   0     0 |           | 11   32    0   35    0
Apr 09 10:34:50 ubuntu dstat.sh[66115]: 09-04 10:34:50| 66   7  26   0   0|1557M  658M  170M 5349M|  37k   32k|   0  1086k|   0  80.9 |9785    15k|1.99 1.08 0.56|5.0   0  45|   0     0 |           | 11   28    0   38    0
Apr 09 10:34:51 ubuntu dstat.sh[66115]: 09-04 10:34:51| 63  17  20   0   0|1520M  695M  170M 5349M|5208B 1504B|   0   245k|   0  16.0 |4140  2639 |2.07 1.11 0.57|3.0   0 280|   0     0 |           | 11   28    0   36    0
Apr 09 10:34:52 ubuntu dstat.sh[66115]: 09-04 10:34:52| 45   6  48   0   0|1552M  663M  170M 5349M|  24k   21k|   0   164k|   0  10.0 |5367  6013 |2.07 1.11 0.57|1.0   0   0|   0     0 |           | 11   31    0   36    0
Apr 09 10:34:53 ubuntu dstat.sh[66115]: 09-04 10:34:53| 56  16  27   0   0|1473M  741M  170M 5349M|  15k   10k|   0   375k|   0  35.9 |6928  7767 |2.07 1.11 0.57|4.0   0 298|   0     0 |           | 11   28    0   38    0
Apr 09 10:34:54 ubuntu dstat.sh[66115]: 09-04 10:34:54| 53   7  40   0   0|1547M  668M  170M 5349M|  17k   13k|   0  1497k|   0   126 |4152  2737 |2.07 1.11 0.57|3.0   0   0|   0     0 |           | 11   31    0   38    0
Apr 09 10:34:55 ubuntu dstat.sh[66115]: 09-04 10:34:55| 54  14  32   0   0|1440M  774M  170M 5350M|  22k   17k|   0  3932k|   0   185 |7753    10k|2.07 1.11 0.57|4.0   0 246|   0     0 |           | 11   28    0   41    0
Apr 09 10:34:56 ubuntu dstat.sh[66115]: 09-04 10:34:56| 57   9  33   0   0|1526M  688M  170M 5350M|9955B 7654B|   0  4085B|   0  1.00 |3519  1560 |1.98 1.11 0.57|  0   0  41|   0     0 |           | 11   31    0   37    0
Apr 09 10:34:57 ubuntu dstat.sh[66115]: 09-04 10:34:57| 52   6  42   0   0|1419M  795M  170M 5350M|  26k   21k|   0   341k|   0  36.1 |7759  9819 |1.98 1.11 0.57|3.0   0  21|   0     0 |           | 11   28    0   39    0
Apr 09 10:34:58 ubuntu dstat.sh[66115]: 09-04 10:34:58| 63  13  24   0   0|1483M  731M  170M 5350M|5460B 1620B|   0   156k|   0  10.0 |4109  1973 |1.98 1.11 0.57|3.0   0  92|   0     0 |           | 11   28    0   39    0
Apr 09 10:34:59 ubuntu dstat.sh[66115]: 09-04 10:34:59| 43   5  51   0   0|1501M  713M  170M 5350M|  29k   25k|   0   252k|   0  23.0 |6414  8389 |1.98 1.11 0.57|3.0   0   0|   0     0 |           | 11   30    0   40    0
Apr 09 10:35:00 ubuntu dstat.sh[66115]: 09-04 10:35:00| 65  26   9   0   0|1501M  713M  170M 5350M|6878B 2902B|   0   368k|   0  40.0 |6123  5822 |1.98 1.11 0.57|8.0   0 578|   0     0 |           | 11   28    0   38    0
Apr 09 10:35:01 ubuntu dstat.sh[66115]: 09-04 10:35:01| 82  17   0   0   0|1679M  535M  170M 5350M|  10k 6453B|   0     0 |   0     0 |5684  4773 |2.39 1.21 0.61|7.0   0 385|   0     0 |           | 11   30    0   38    0
Apr 09 10:35:02 ubuntu dstat.sh[66115]: 09-04 10:35:02| 77  20   3   0   0|1738M  475M  170M 5350M|  42k   39k|   0  1232k|   0  78.0 |8509    11k|2.39 1.21 0.61|6.0   0 453|   0     0 |           | 11   32    0   38    0
Apr 09 10:35:03 ubuntu dstat.sh[66115]: 09-04 10:35:03| 78  20   1   0   0|1634M  579M  170M 5350M|  27k   21k|   0   544k|   0  46.0 |7415  8347 |2.39 1.21 0.61|5.0   0 411|   0     0 |           | 11   28    0   39    0
Apr 09 10:35:04 ubuntu dstat.sh[66115]: 09-04 10:35:04| 86  12   2   0   0|1660M  553M  170M 5350M|  15k   12k|   0   124k|   0  6.00 |5890  4041 |2.39 1.21 0.61|3.0   0  30|   0     0 |           | 11   31    1   39    0
Apr 09 10:35:05 ubuntu dstat.sh[66115]: 09-04 10:35:05| 69  10  20   0   0|1616M  597M  170M 5351M|  44k   39k|   0   180k|   0  3.00 |8044    14k|2.39 1.21 0.61|3.0   0 136|   0     0 |           | 11   31    0   41    0
Apr 09 10:35:06 ubuntu dstat.sh[66115]: 09-04 10:35:06| 30  24  44   0   0|1439M  774M  170M 5351M|  12k 7916B|   0    32k|   0  8.00 |7782  8121 |2.43 1.24 0.62|3.0   0 768|   0     0 |           | 11   28    0   44    0
Apr 09 10:35:07 ubuntu dstat.sh[66115]: 09-04 10:35:07| 66  29   5   0   0|1517M  696M  170M 5351M|5291B 1458B|   0    36k|   0  9.00 |5746  4743 |2.43 1.24 0.62|4.0   0 699|   0     0 |           | 11   28    0   44    0
Apr 09 10:35:08 ubuntu dstat.sh[66115]: 09-04 10:35:08| 64   6  29   0   0|1600M  613M  170M 5351M|  28k   24k|   0   348k|   0  23.0 |5127  6218 |2.43 1.24 0.62|3.0   0   0|   0     0 |           | 11   32    0   42    0
Apr 09 10:35:09 ubuntu dstat.sh[66115]: 09-04 10:35:09| 69  16  15   0   0|1503M  709M  170M 5351M|  16k   10k|   0   532k|   0  54.0 |6789  8052 |2.43 1.24 0.62|5.0   0 268|   0     0 |           | 11   28    0   46    0
Apr 09 10:35:10 ubuntu dstat.sh[66115]: 09-04 10:35:10| 74   9  16   0   0|1593M  619M  170M 5351M|  19k   15k|   0   196k|   0  9.98 |4695  3384 |2.43 1.24 0.62|3.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 09 10:35:11 ubuntu dstat.sh[66115]: 09-04 10:35:11| 55   6  39   0   0|1594M  619M  170M 5351M|  43k   38k|   0   140k|   0  7.01 |  11k   19k|2.40 1.25 0.63|2.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 09 10:35:12 ubuntu dstat.sh[66115]: 09-04 10:35:12| 67   9  23   0   0|1498M  714M  170M 5351M|  29k   23k|   0   536k|   0  58.1 |9303    14k|2.40 1.25 0.63|4.0   0  90|   0     0 |           | 11   28    0   46    0
Apr 09 10:35:13 ubuntu dstat.sh[66115]: 09-04 10:35:13| 79  12   9   0   0|1572M  640M  170M 5351M|  11k 8325B|   0   148k|   0  8.99 |4723  2532 |2.40 1.25 0.63|3.0   0  30|   0     0 |           | 11   31    0   46    0
Apr 09 10:35:14 ubuntu dstat.sh[66115]: 09-04 10:35:14| 54   6  37   0   0|1583M  629M  170M 5352M|  42k   39k|   0   144k|   0  8.00 |  10k   17k|2.40 1.25 0.63|2.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 09 10:35:15 ubuntu dstat.sh[66115]: 09-04 10:35:15| 62  11  27   0   0|1490M  722M  170M 5352M|  39k   32k|   0  1410k|   0  11.0 |  11k   16k|2.40 1.25 0.63|4.0   0 156|   0     0 |           | 11   28    0   50    0
Apr 09 10:35:16 ubuntu dstat.sh[66115]: 09-04 10:35:16| 79  14   8   0   0|1573M  639M  170M 5352M|  11k 7494B|   0   120k|   0  8.00 |4712  2504 |2.45 1.28 0.64|3.0   0 104|   0     0 |           | 11   30    0   50    0
Apr 09 10:35:17 ubuntu dstat.sh[66115]: 09-04 10:35:17| 58   6  35   0   0|1606M  606M  170M 5352M|  39k   33k|   0   112k|   0  7.99 |9268    14k|2.45 1.28 0.64|6.0   0 1.0|   0     0 |           | 11   31    0   51    0
Apr 09 10:35:18 ubuntu dstat.sh[66115]: 09-04 10:35:18| 75  14  11   0   0|1519M  692M  170M 5352M|  20k   15k|   0   345k|   0  34.1 |6950  8809 |2.45 1.28 0.64|4.0   0 128|   0     0 |           | 11   28    0   52    0
Apr 09 10:35:19 ubuntu dstat.sh[66115]: 09-04 10:35:19| 70   8  21   0   0|1605M  606M  170M 5352M|  20k   17k|   0   351k|   0  31.9 |4720  4228 |2.45 1.28 0.64|3.0   0   0|   0     0 |           | 11   31    0   53    0
Apr 09 10:35:20 ubuntu dstat.sh[66115]: 09-04 10:35:20| 69  11  19   0   0|1617M  594M  170M 5352M|  26k   20k|   0   637k|   0  64.1 |7004    11k|2.45 1.28 0.64|6.0   0 120|   0     0 |           | 11   30    0   53    0
Apr 09 10:35:21 ubuntu dstat.sh[66115]: 09-04 10:35:21| 65  11  24   0   0|1570M  640M  170M 5353M|  30k   25k|   0   184k|   0  9.00 |5725  9202 |2.57 1.32 0.66|4.0   0 119|   0     0 |           | 11   30    0   55    0
Apr 09 10:35:22 ubuntu dstat.sh[66115]: 09-04 10:35:22| 74  12  14   0   0|1528M  683M  170M 5353M|  18k   15k|   0   312k|   0  46.0 |5785  7655 |2.57 1.32 0.66|4.0   0 108|   0     0 |           | 11   29    0   57    0
Apr 09 10:35:23 ubuntu dstat.sh[66115]: 09-04 10:35:23| 71  10  18   0   0|1551M  660M  170M 5353M|  24k   19k|   0   120k|   0  7.00 |5473  6050 |2.57 1.32 0.66|3.0   0  34|   0     0 |           | 11   30    0   59    0
Apr 09 10:35:24 ubuntu dstat.sh[66115]: 09-04 10:35:24| 70   9  21   0   0|1622M  589M  170M 5353M|  22k   18k|   0   323k|   0  35.9 |5915  7687 |2.57 1.32 0.66|4.0   0  35|   0     0 |           | 11   32    0   58    0
Apr 09 10:35:25 ubuntu dstat.sh[66115]: 09-04 10:35:25| 56  13  28   0   0|1529M  681M  170M 5353M|  16k   12k|   0  4622k|   0   189 |6127  6081 |2.57 1.32 0.66|3.0   0 199|   0     0 |           | 11   32    0   61    0
Apr 09 10:35:26 ubuntu dstat.sh[66115]: 09-04 10:35:26| 54  10  36   0   0|1603M  607M  170M 5353M|  13k   10k|   0   240k|   0  17.0 |4386  3825 |2.53 1.34 0.67|3.0   0  60|   0     0 |           | 11   34    0   61    0
Apr 09 10:35:27 ubuntu dstat.sh[66115]: 09-04 10:35:27| 53   9  38   0   0|1568M  642M  170M 5353M|  23k   19k|   0   192k|   0  11.0 |6099  7215 |2.53 1.34 0.67|3.0   0  97|   0     0 |           | 11   33    0   63    0
Apr 09 10:35:28 ubuntu dstat.sh[66115]: 09-04 10:35:28| 58  11  32   0   0|1523M  687M  170M 5353M|  14k   11k|   0   152k|   0  9.00 |4669  3981 |2.53 1.34 0.67|3.0   0  88|   0     0 |           | 11   33    0   62    0
Apr 09 10:35:29 ubuntu dstat.sh[66115]: 09-04 10:35:29| 46   8  44   0   0|1497M  713M  170M 5353M|  21k   18k|   0   232k|   0  18.0 |5509  6779 |2.53 1.34 0.67|2.0   0  86|   0     0 |           | 11   34    0   63    0
Apr 09 10:35:30 ubuntu dstat.sh[66115]: 09-04 10:35:30| 32   8  60   0   0|1393M  817M  170M 5354M|  16k   12k|   0  1145k|   0  39.0 |5696  7539 |2.53 1.34 0.67|2.0   0  77|   0     0 |           | 11   32    0   65    0
Apr 09 10:35:31 ubuntu dstat.sh[66115]: 09-04 10:35:31| 39   7  53   0   0|1458M  751M  170M 5354M|7652B 3911B|   0   164k|   0  8.99 |3066  2084 |2.40 1.33 0.67|3.0   0  58|   0     0 |           | 11   33    0   65    0
Apr 09 10:35:32 ubuntu dstat.sh[66115]: 09-04 10:35:32| 32   5  61   0   0|1467M  743M  170M 5354M|  19k   15k|   0   224k|   0  16.0 |4337  5523 |2.40 1.33 0.67|1.0   0  34|   0     0 |           | 11   33    0   59    0
Apr 09 10:35:33 ubuntu dstat.sh[66115]: 09-04 10:35:33| 38  10  52   0   0|1467M  743M  170M 5354M|8857B 4431B|   0   364k|   0  42.0 |3706  2616 |2.40 1.33 0.67|1.0   0 104|   0     0 |           | 11   33    0   60    0
Apr 09 10:35:34 ubuntu dstat.sh[66115]: 09-04 10:35:34| 35   6  58   0   0|1472M  737M  170M 5354M|  15k   11k|   0   317k|   0  30.1 |4123  3945 |2.40 1.33 0.67|1.0   0  60|   0     0 |           | 11   33    0   61    0
Apr 09 10:35:35 ubuntu dstat.sh[66115]: 09-04 10:35:35| 37   5  56   0   0|1485M  725M  170M 5354M|  13k 8662B|   0   267k|   0  19.0 |4436  4477 |2.40 1.33 0.67|2.0   0 5.0|   0     0 |           | 11   33    0   62    0
Apr 09 10:35:36 ubuntu dstat.sh[66115]: 09-04 10:35:36| 34   5  61   0   0|1528M  681M  170M 5354M|  18k   15k|   0   229k|   0  13.0 |4232  5176 |2.21 1.31 0.66|1.0   0   0|   0     0 |           | 11   33    0   62    1
Apr 09 10:35:37 ubuntu dstat.sh[66115]: 09-04 10:35:37| 38   6  54   0   0|1493M  717M  170M 5354M|  14k 7089B|   0   296k|   0  24.0 |4542  4463 |2.21 1.31 0.66|4.0   0  44|   0     0 |           | 11   32    0   63    0
Apr 09 10:35:38 ubuntu dstat.sh[66115]: 09-04 10:35:38| 39   6  55   0   0|1503M  706M  170M 5354M|  12k 8258B|   0   184k|   0  12.0 |3201  2850 |2.21 1.31 0.66|3.0   0 5.0|   0     0 |           | 11   33    0   63    0
Apr 09 10:35:39 ubuntu dstat.sh[66115]: 09-04 10:35:39| 28  10  61   0   0|1476M  733M  170M 5354M|  19k   15k|   0   256k|   0  22.0 |5590  6625 |2.21 1.31 0.66|1.0   0 250|   0     0 |           | 11   33    0   64    0
Apr 09 10:35:40 ubuntu dstat.sh[66115]: 09-04 10:35:40| 20   5  75   0   0|1447M  762M  170M 5354M|6350B 2689B|   0   279k|   0  21.0 |2555  2477 |2.21 1.31 0.66|2.0   0  32|   0     0 |           | 11   32    0   65    0
Apr 09 10:35:41 ubuntu dstat.sh[66115]: 09-04 10:35:41| 17   2  79   0   0|1460M  749M  170M 5354M|  10k 6739B|   0   272k|   0  11.0 |1940  1765 |2.11 1.30 0.67|1.0   0   0|   0     0 |           | 11   33    0   63    0
Apr 09 10:35:42 ubuntu dstat.sh[66115]: 09-04 10:35:42| 14   8  76   0   0|1428M  781M  170M 5354M|  10k 6738B|   0   870k|   0  64.2 |4654  5251 |2.11 1.30 0.67|1.0   0 178|   0     0 |           | 11   32    0   64    0
