Mar 24 05:54:54 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 24 05:54:54 ubuntu dstat.sh[66536]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 24 05:54:54 ubuntu dstat.sh[66536]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 24 05:55:04 ubuntu dstat.sh[66536]: 24-03 05:55:04| 41  10  47   1   0|1222M 1003M  170M 5340M|4715B 1513B|   0  4122k|   0   290 |4004  2957 |1.80 1.09 0.56|2.0   0  81|   0     0 |           | 11    6    0   19    2
Mar 24 05:55:05 ubuntu dstat.sh[66536]: 24-03 05:55:05| 41   5  53   0   0|1249M  990M  170M 5325M|  11k 4327B|   0  3129k|   0   164 |2977  1989 |1.80 1.09 0.56|4.0   0 2.0|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:06 ubuntu dstat.sh[66536]: 24-03 05:55:06| 40   6  52   0   0|1234M 1004M  170M 5326M|9988B 3793B|   0  7019k|   0   399 |3664  3302 |1.80 1.09 0.56|4.0   0  43|   0     0 |           | 11    5    0   19    0
Mar 24 05:55:07 ubuntu dstat.sh[66536]: 24-03 05:55:07| 45   6  49   1   0|1237M  996M  170M 5331M|4886B 1666B|   0  1294k|   0  71.3 |3051  1596 |1.80 1.09 0.56|2.0   0  19|   0     0 |           | 11    4    1   19    0
Mar 24 05:55:08 ubuntu dstat.sh[66536]: 24-03 05:55:08| 32  26  39   0   0|1189M 1038M  170M 5336M|  10k 3715B|   0  2067k|   0   161 |  14k   21k|1.80 1.09 0.56|7.0   0 715|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:09 ubuntu dstat.sh[66536]: 24-03 05:55:09| 31  27  40   0   0|1202M 1024M  170M 5337M|4472B 1561B|   0   120k|   0  9.97 |  16k   25k|1.81 1.10 0.57|3.0   0 421|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:10 ubuntu dstat.sh[66536]: 24-03 05:55:10| 51  18  31   0   0|1186M 1051M  170M 5326M|4710B 1630B|   0  3675k|   0   311 |5290  4924 |1.81 1.10 0.57|5.0   0 205|   0     0 |           | 11    5    0   19    0
Mar 24 05:55:11 ubuntu dstat.sh[66536]: 24-03 05:55:11| 66  10  24   0   0|1253M  984M  170M 5326M|3376B  848B|   0   362k|   0  28.9 |4222  2208 |1.81 1.10 0.57|3.0   0 156|   0     0 |           | 11    5    0   19    0
Mar 24 05:55:12 ubuntu dstat.sh[66536]: 24-03 05:55:12| 42   8  49   0   0|1294M  943M  170M 5327M|4289B 1189B|   0   104k|   0  10.0 |2724  1596 |1.81 1.10 0.57|5.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 24 05:55:13 ubuntu dstat.sh[66536]: 24-03 05:55:13| 24  11  63   0   0|1320M  915M  170M 5329M|4434B 1618B|   0    22M|   0   457 |4412  5556 |1.81 1.10 0.57|2.0   0 140|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:14 ubuntu dstat.sh[66536]: 24-03 05:55:14| 22   3  73   0   0|1385M  850M  170M 5329M|4274B 1457B|   0    36k|   0  4.00 |1787  1322 |1.75 1.10 0.57|3.0   0   0|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:15 ubuntu dstat.sh[66536]: 24-03 05:55:15| 24   2  73   0   0|1398M  837M  170M 5329M|6095B 1629B|   0  3383k|   0   113 |2228  2037 |1.75 1.10 0.57|1.0   0 1.0|   0     0 |           | 11   10    0   19    0
Mar 24 05:55:16 ubuntu dstat.sh[66536]: 24-03 05:55:16| 20   5  73   0   0|1316M  919M  171M 5329M|5882B 1454B|   0  1025k|   0   160 |3518  4066 |1.75 1.10 0.57|2.0   0  42|   0     0 |           | 11    4    0   19    0
Mar 24 05:55:17 ubuntu dstat.sh[66536]: 24-03 05:55:17| 19   2  78   0   0|1350M  884M  171M 5329M|8316B 4005B| 144k    0 |7.00     0 |1665  1164 |1.75 1.10 0.57|3.0   0   0|   0     0 |           | 11   11    0   19    0
Mar 24 05:55:18 ubuntu dstat.sh[66536]: 24-03 05:55:18| 20   3  76   1   0|1354M  880M  171M 5330M|  11k 7437B| 268k 4258k|66.0   172 |2964  3275 |1.75 1.10 0.57|3.0   0 3.0|   0     0 |           | 11   28    0   19    1
Mar 24 05:55:19 ubuntu dstat.sh[66536]: 24-03 05:55:19| 21   6  72   0   0|1402M  832M  171M 5330M|5637B 1682B|   0    10M|   0   107 |2651  2087 |1.69 1.10 0.58|2.0   0  44|   0     0 |           | 11   28    0   20    0
Mar 24 05:55:20 ubuntu dstat.sh[66536]: 24-03 05:55:20| 22   5  73   1   0|1400M  834M  171M 5330M|  12k 8473B|   0   612k|   0  13.0 |3013    10k|1.69 1.10 0.58|2.0   0  36|   0     0 |           | 11   28    0   17    0
Mar 24 05:55:21 ubuntu dstat.sh[66536]: 24-03 05:55:21| 34  11  54   0   0|1467M  767M  171M 5330M|5062B 1627B|   0    12k|   0  3.01 |3640  2377 |1.69 1.10 0.58|2.0   0 157|   0     0 |           | 11   28    0   17    0
Mar 24 05:55:22 ubuntu dstat.sh[66536]: 24-03 05:55:22| 31   4  63   0   0|1489M  745M  171M 5330M|  16k   12k|   0    84k|   0  4.00 |3426  3105 |1.69 1.10 0.58|2.0   0   0|   0     0 |           | 11   30    0   17    0
Mar 24 05:55:23 ubuntu dstat.sh[66536]: 24-03 05:55:23| 42  19  37   0   0|1415M  818M  171M 5330M|  13k 9828B|   0  2643k|   0  52.1 |7177  9344 |1.69 1.10 0.58|5.0   0 454|   0     0 |           | 11   28    0   18    0
Mar 24 05:55:24 ubuntu dstat.sh[66536]: 24-03 05:55:24| 84  17   0   0   0|1612M  621M  171M 5330M|5281B 1620B|   0    29M|   0   159 |5432  3435 |2.03 1.18 0.61|6.0   0 125|   0     0 |           | 11   28    0   18    0
Mar 24 05:55:25 ubuntu dstat.sh[66536]: 24-03 05:55:25| 78  10  11   0   0|1713M  520M  171M 5330M|  32k   30k|   0  1023k|   0  21.9 |7062  7933 |2.03 1.18 0.61|3.0   0   0|   0     0 |           | 11   34    0   18    0
Mar 24 05:55:26 ubuntu dstat.sh[66536]: 24-03 05:55:26| 59  14  26   0   0|1535M  698M  171M 5330M|  20k   16k|   0   755k|   0  67.9 |8116    11k|2.03 1.18 0.61|3.0   0 309|   0     0 |           | 11   28    0   24    0
Mar 24 05:55:27 ubuntu dstat.sh[66536]: 24-03 05:55:27| 18   3  79   0   0|1519M  714M  171M 5330M|8559B 5035B|   0   148k|   0  10.0 |1955  1795 |2.03 1.18 0.61|4.0   0   0|   0     0 |           | 11   29    0   24    0
Mar 24 05:55:28 ubuntu dstat.sh[66536]: 24-03 05:55:28| 16   5  77   0   0|1466M  767M  171M 5330M|7436B 4548B|   0   232k|   0  20.0 |3199  3361 |2.03 1.18 0.61|2.0   0  68|   0     0 |           | 11   28    0   23    0
Mar 24 05:55:29 ubuntu dstat.sh[66536]: 24-03 05:55:29| 20   4  76   0   0|1480M  754M  171M 5330M|6363B 3594B|   0   345k|   0  8.02 |1853  1315 |1.87 1.16 0.60|1.0   0 1.0|   0     0 |           | 11   29    0   23    0
Mar 24 05:55:30 ubuntu dstat.sh[66536]: 24-03 05:55:30| 17   3  79   0   0|1440M  793M  171M 5330M|  11k 6576B|   0  1198k|   0  79.1 |2891  3454 |1.87 1.16 0.60|4.0   0 5.0|   0     0 |           | 11   28    0   24    0
Mar 24 05:55:31 ubuntu dstat.sh[66536]: 24-03 05:55:31| 10  27  62   0   0|1422M  811M  171M 5330M|5873B 1618B|   0  1834k|   0   102 |6921  5981 |1.87 1.16 0.60|3.0   0 752|   0     0 |           | 11   28    0   24    0
Mar 24 05:55:32 ubuntu dstat.sh[66536]: 24-03 05:55:32| 78  21   1   0   0|1544M  689M  171M 5330M|6229B 1461B|   0   148k|   0  12.0 |5016  3227 |1.87 1.16 0.60|5.0   0 281|   0     0 |           | 11   28    0   24    0
Mar 24 05:55:33 ubuntu dstat.sh[66536]: 24-03 05:55:33| 74   8  18   0   0|1633M  600M  171M 5331M|  33k   30k|   0    28k|   0  4.00 |6279  8131 |1.87 1.16 0.60|5.0   0   0|   0     0 |           | 11   33    0   24    0
Mar 24 05:55:34 ubuntu dstat.sh[66536]: 24-03 05:55:34| 69  16  15   0   0|1550M  682M  171M 5331M|  27k   21k|   0    77M|   0   452 |  10k   14k|2.20 1.24 0.63|7.0   0 249|   0     0 |           | 11   28    0   25    0
Mar 24 05:55:35 ubuntu dstat.sh[66536]: 24-03 05:55:35| 85  14   0   0   0|1634M  598M  171M 5331M|7434B 4560B|   0   156k|   0  10.0 |5025  2866 |2.20 1.24 0.63|5.0   0  61|   0     0 |           | 11   30    0   25    0
Mar 24 05:55:36 ubuntu dstat.sh[66536]: 24-03 05:55:36| 80  10   9   0   0|1726M  506M  171M 5331M|  37k   32k|   0  1981k|   0  45.9 |7566  8637 |2.20 1.24 0.63|3.0   0   0|   0     0 |           | 11   34    0   25    0
Mar 24 05:55:37 ubuntu dstat.sh[66536]: 24-03 05:55:37| 70  14  16   0   0|1554M  678M  171M 5331M|  35k   29k|   0  2038k|   0   152 |  10k   16k|2.20 1.24 0.63|2.0   0 268|   0     0 |           | 11   28    0   30    0
Mar 24 05:55:38 ubuntu dstat.sh[66536]: 24-03 05:55:38| 38   8  54   0   0|1547M  686M  171M 5331M|9185B 5531B|   0   672k|   0  8.00 |3014  1990 |2.20 1.24 0.63|2.0   0  30|   0     0 |           | 11   29    0   30    0
Mar 24 05:55:39 ubuntu dstat.sh[66536]: 24-03 05:55:39| 32  12  56   0   0|1543M  689M  171M 5331M|  16k   13k|   0   328k|   0  28.0 |5555  6807 |2.43 1.30 0.66|4.0   0 292|   0     0 |           | 11   29    0   31    0
Mar 24 05:55:40 ubuntu dstat.sh[66536]: 24-03 05:55:40| 69  12  18   0   0|1533M  699M  171M 5331M|8926B 5859B|   0  9007k|   0  60.0 |4469  3001 |2.43 1.30 0.66|4.0   0  87|   0     0 |           | 11   29    0   32    0
Mar 24 05:55:41 ubuntu dstat.sh[66536]: 24-03 05:55:41| 42   6  52   0   0|1543M  689M  171M 5331M|  28k   25k|   0   220k|   0  19.0 |6268  8404 |2.43 1.30 0.66|2.0   0   0|   0     0 |           | 11   30    0   33    0
Mar 24 05:55:42 ubuntu dstat.sh[66536]: 24-03 05:55:42| 70  21   8   0   0|1461M  771M  171M 5331M|7573B 3739B|   0   356k|   0  38.0 |6090  4906 |2.43 1.30 0.66|4.0   0 258|   0     0 |           | 11   28    0   33    0
Mar 24 05:55:43 ubuntu dstat.sh[66536]: 24-03 05:55:43| 67   8  25   0   0|1560M  672M  171M 5332M|  21k   19k|   0   108k|   0  6.00 |5571  4659 |2.43 1.30 0.66|2.0   0   0|   0     0 |           | 11   32    0   33    0
Mar 24 05:55:44 ubuntu dstat.sh[66536]: 24-03 05:55:44| 59  17  23   0   0|1450M  782M  171M 5332M|  28k   23k|   0   615k|   0  50.9 |9404    13k|2.47 1.33 0.67|4.0   0 323|   0     0 |           | 11   28    0   36    0
Mar 24 05:55:45 ubuntu dstat.sh[66536]: 24-03 05:55:45| 55   7  37   0   0|1547M  684M  171M 5332M|  11k 8287B|   0  5147k|   0   339 |3715  2138 |2.47 1.33 0.67|3.0   0   0|   0     0 |           | 11   31    0   31    0
Mar 24 05:55:46 ubuntu dstat.sh[66536]: 24-03 05:55:46| 48  11  40   0   0|1527M  704M  171M 5332M|  28k   23k|   0   477k|   0  39.1 |8059    11k|2.47 1.33 0.67|4.0   0 152|   0     0 |           | 11   28    0   33    0
Mar 24 05:55:47 ubuntu dstat.sh[66536]: 24-03 05:55:47| 65  15  19   0   0|1528M  703M  171M 5332M|4809B 1617B|   0   220k|   0  9.98 |4109  2261 |2.47 1.33 0.67|4.0   0 147|   0     0 |           | 11   28    0   33    0
Mar 24 05:55:48 ubuntu dstat.sh[66536]: 24-03 05:55:48| 43   6  50   0   0|1542M  690M  171M 5332M|  27k   24k|   0  1084k|   0  66.0 |6448  7912 |2.47 1.33 0.67|6.0   0   0|   0     0 |           | 11   30    0   33    1
Mar 24 05:55:49 ubuntu dstat.sh[66536]: 24-03 05:55:49| 60  18  21   0   0|1470M  761M  171M 5332M|9631B 6614B|   0   112k|   0  16.0 |5680  5260 |2.52 1.36 0.68|4.0   0 287|   0     0 |           | 11   28    0   35    0
Mar 24 05:55:50 ubuntu dstat.sh[66536]: 24-03 05:55:50| 52   6  42   0   0|1538M  693M  171M 5333M|  19k   17k|   0   362k|   0  2.98 |4370  3814 |2.52 1.36 0.68|2.0   0   0|   0     0 |           | 11   31    0   35    0
Mar 24 05:55:51 ubuntu dstat.sh[66536]: 24-03 05:55:51| 49  14  35   0   0|1490M  741M  171M 5333M|  16k   11k|   0  1034k|   0  68.7 |6753  7708 |2.52 1.36 0.68|6.0   0 113|   0     0 |           | 11   28    0   37    0
Mar 24 05:55:52 ubuntu dstat.sh[66536]: 24-03 05:55:52| 52   7  40   0   0|1556M  675M  171M 5333M|  16k   13k|   0  4204k|   0   196 |4236  3276 |2.52 1.36 0.68|4.0   0   0|   0     0 |           | 11   31    0   37    0
Mar 24 05:55:53 ubuntu dstat.sh[66536]: 24-03 05:55:53| 50  13  36   0   0|1452M  779M  171M 5333M|  19k   15k|   0   434k|   0  40.2 |6430  8262 |2.52 1.36 0.68|5.0   0 212|   0     0 |           | 11   28    0   37    0
Mar 24 05:55:54 ubuntu dstat.sh[66536]: 24-03 05:55:54| 73  25   2   0   0|1536M  695M  171M 5333M|5023B 1565B|   0    56k|   0  14.0 |5525  4541 |2.95 1.47 0.72|8.0   0 493|   0     0 |           | 11   28    0   37    0
Mar 24 05:55:55 ubuntu dstat.sh[66536]: 24-03 05:55:55| 81  19   0   0   0|1707M  524M  171M 5333M|  20k   17k|   0   897k|   0  40.0 |6348  6180 |2.95 1.47 0.72|8.0   0 347|   0     0 |           | 11   32    0   37    0
Mar 24 05:55:56 ubuntu dstat.sh[66536]: 24-03 05:55:56| 73  22   5   0   0|1725M  505M  171M 5333M|  42k   38k|   0   654k|   0  46.9 |8727    11k|2.95 1.47 0.72|5.0   0 466|   0     0 |           | 11   30    0   38    0
Mar 24 05:55:57 ubuntu dstat.sh[66536]: 24-03 05:55:57| 75  23   1   0   0|1608M  623M  171M 5333M|  16k   12k|   0   325k|   0  27.1 |6014  5169 |2.95 1.47 0.72|4.0   0 337|   0     0 |           | 11   28    1   38    0
Mar 24 05:55:58 ubuntu dstat.sh[66536]: 24-03 05:55:58| 80  11   9   0   0|1680M  551M  171M 5333M|  27k   25k|   0     0 |   0     0 |6233  6301 |2.95 1.47 0.72|4.0   0   0|   0     0 |           | 11   33    0   38    0
Mar 24 05:55:59 ubuntu dstat.sh[66536]: 24-03 05:55:59| 60  16  23   0   0|1543M  687M  171M 5333M|  38k   32k|   0   716k|   0  4.00 |9171    14k|2.72 1.44 0.72|6.0   0 321|   0     0 |           | 11   29    0   41    1
Mar 24 05:56:00 ubuntu dstat.sh[66536]: 24-03 05:56:00| 17  21  60   0   0|1453M  777M  171M 5333M|6623B 2935B|   0    12k|   0  2.99 |5527  3918 |2.72 1.44 0.72|3.0   0 368|   0     0 |           | 11   28    0   43    0
Mar 24 05:56:01 ubuntu dstat.sh[66536]: 24-03 05:56:01| 35  38  27   0   0|1469M  761M  171M 5333M|4542B 1515B|   0   104k|   0  16.0 |6094  5362 |2.72 1.44 0.72|7.0   0 801|   0     0 |           | 11   28    0   41    0
Mar 24 05:56:02 ubuntu dstat.sh[66536]: 24-03 05:56:02| 72  13  16   0   0|1566M  664M  171M 5334M|  15k   12k|   0   312k|   0  14.0 |4855  3710 |2.72 1.44 0.72|4.0   0 114|   0     0 |           | 11   31    0   41    0
Mar 24 05:56:03 ubuntu dstat.sh[66536]: 24-03 05:56:03| 58  10  31   0   0|1520M  710M  171M 5334M|  26k   22k|   0   660k|   0  67.0 |8253    11k|2.72 1.44 0.72|3.0   0  92|   0     0 |           | 11   29    0   44    0
Mar 24 05:56:04 ubuntu dstat.sh[66536]: 24-03 05:56:04| 74  19   8   0   0|1515M  714M  171M 5334M|  10k 6275B|   0   368k|   0  31.0 |5591  4157 |2.82 1.49 0.73|4.0   0 182|   0     0 |           | 11   29    0   45    0
Mar 24 05:56:05 ubuntu dstat.sh[66536]: 24-03 05:56:05| 60   7  31   0   0|1574M  655M  171M 5334M|  28k   26k|   0   215k|   0  11.0 |7076  8563 |2.82 1.49 0.73|4.0   0   0|   0     0 |           | 11   32    0   45    0
Mar 24 05:56:06 ubuntu dstat.sh[66536]: 24-03 05:56:06| 51   8  41   0   0|1566M  664M  171M 5334M|  44k   38k|   0   293k|   0  25.1 |  15k   22k|2.82 1.49 0.73|2.0   0  30|   0     0 |           | 11   31    0   45    0
Mar 24 05:56:07 ubuntu dstat.sh[66536]: 24-03 05:56:07| 75  14  10   0   0|1501M  729M  171M 5334M|  15k   10k|   0   537k|   0  57.1 |7305  7536 |2.82 1.49 0.73|4.0   0  90|   0     0 |           | 11   29    0   45    0
Mar 24 05:56:08 ubuntu dstat.sh[66536]: 24-03 05:56:08| 66   7  26   0   0|1582M  647M  171M 5334M|  24k   20k|   0  2771k|   0   117 |5277  5270 |2.82 1.49 0.73|5.0   0   0|   0     0 |           | 11   32    0   45    0
Mar 24 05:56:09 ubuntu dstat.sh[66536]: 24-03 05:56:09| 52   6  41   0   0|1581M  647M  171M 5335M|  41k   36k|   0   180k|   0  11.0 |  12k   19k|2.76 1.50 0.74|4.0   0 1.0|   0     0 |           | 11   31    0   46    0
Mar 24 05:56:10 ubuntu dstat.sh[66536]: 24-03 05:56:10| 65  16  18   0   0|1487M  742M  171M 5335M|  25k   21k|   0   168k|   0  7.00 |8592    11k|2.76 1.50 0.74|5.0   0 260|   0     0 |           | 11   28    0   49    0
Mar 24 05:56:11 ubuntu dstat.sh[66536]: 24-03 05:56:11| 72  11  17   0   0|1582M  646M  171M 5335M|  15k   13k|   0   143k|   0  8.95 |4859  3210 |2.76 1.50 0.74|3.0   0   0|   0     0 |           | 11   31    0   49    0
Mar 24 05:56:12 ubuntu dstat.sh[66536]: 24-03 05:56:12| 59   8  33   0   0|1551M  677M  171M 5335M|  37k   32k|   0   157k|   0  11.1 |8736    14k|2.76 1.50 0.74|5.0   0  30|   0     0 |           | 11   30    0   51    0
Mar 24 05:56:13 ubuntu dstat.sh[66536]: 24-03 05:56:13| 74  15  11   0   0|1517M  711M  171M 5335M|  15k   11k|   0   364k|   0  35.0 |5881  6650 |2.76 1.50 0.74|3.0   0  98|   0     0 |           | 11   28    1   51    0
Mar 24 05:56:14 ubuntu dstat.sh[66536]: 24-03 05:56:14| 65   8  25   0   0|1584M  644M  171M 5335M|  20k   17k|   0   364k|   0  36.0 |4799  4291 |2.78 1.52 0.75|3.0   0 2.0|   0     0 |           | 11   30    0   53    0
Mar 24 05:56:15 ubuntu dstat.sh[66536]: 24-03 05:56:15| 69  12  19   0   0|1644M  584M  171M 5335M|  19k   15k|   0   287k|   0  15.0 |6170  7599 |2.78 1.52 0.75|3.0   0 118|   0     0 |           | 11   30    0   53    0
Mar 24 05:56:16 ubuntu dstat.sh[66536]: 24-03 05:56:16| 56   8  36   0   0|1590M  638M  171M 5335M|  35k   29k|   0   156k|   0  10.0 |7385    11k|2.78 1.52 0.75|3.0   0  59|   0     0 |           | 11   31    0   54    0
Mar 24 05:56:17 ubuntu dstat.sh[66536]: 24-03 05:56:17| 69  16  14   0   0|1533M  695M  171M 5335M|  18k   12k|   0   148k|   0  12.0 |6751  7497 |2.78 1.52 0.75|4.0   0 170|   0     0 |           | 11   28    0   55    0
Mar 24 05:56:18 ubuntu dstat.sh[66536]: 24-03 05:56:18| 65   8  26   0   0|1571M  657M  171M 5336M|  22k   18k|   0   260k|   0  27.0 |5445  5610 |2.78 1.52 0.75|6.0   0 2.0|   0     0 |           | 11   35    0   56    0
Mar 24 05:56:19 ubuntu dstat.sh[66536]: 24-03 05:56:19| 64  12  24   0   0|1516M  712M  171M 5336M|  24k   19k|   0  1348k|   0  27.0 |6606  9285 |2.87 1.56 0.77|4.0   0  82|   0     0 |           | 11   33    0   58    0
Mar 24 05:56:20 ubuntu dstat.sh[66536]: 24-03 05:56:20| 63  15  20   0   0|1522M  705M  171M 5336M|  13k 9976B|   0   485k|   0  61.7 |5450    11k|2.87 1.56 0.77|3.0   0 162|   0     0 |           | 11   34    0   60    0
Mar 24 05:56:21 ubuntu dstat.sh[66536]: 24-03 05:56:21| 49  11  39   0   0|1488M  740M  171M 5336M|  17k   13k|   0   399k|   0  41.3 |5348  5802 |2.87 1.56 0.77|4.0   0 121|   0     0 |           | 11   33    0   59    0
Mar 24 05:56:22 ubuntu dstat.sh[66536]: 24-03 05:56:22| 53  12  34   0   0|1499M  729M  171M 5336M|  13k 9849B|   0   196k|   0  11.0 |4760  3619 |2.87 1.56 0.77|3.0   0  96|   0     0 |           | 11   34    0   60    0
Mar 24 05:56:23 ubuntu dstat.sh[66536]: 24-03 05:56:23| 45   8  46   0   0|1535M  693M  171M 5336M|  23k   19k|   0  3294k|   0   168 |5751  7430 |2.87 1.56 0.77|5.0   0  43|   0     0 |           | 11   34    0   61    0
Mar 24 05:56:24 ubuntu dstat.sh[66536]: 24-03 05:56:24| 54  13  33   0   0|1495M  732M  171M 5336M|  11k 7416B|   0   276k|   0  17.0 |5310  5347 |2.88 1.59 0.78|4.0   0 116|   0     0 |           | 11   32    0   63    0
Mar 24 05:56:25 ubuntu dstat.sh[66536]: 24-03 05:56:25| 30   4  65   0   0|1517M  710M  171M 5336M|  17k   14k|   0   204k|   0  11.0 |3743  3791 |2.88 1.59 0.78|3.0   0  13|   0     0 |           | 11   34    0   63    0
Mar 24 05:56:26 ubuntu dstat.sh[66536]: 24-03 05:56:26| 28   8  63   0   0|1474M  753M  171M 5336M|  16k   12k|   0   560k|   0  38.0 |5878  7213 |2.88 1.59 0.78|7.0   0 101|   0     0 |           | 11   32    0   63    0
Mar 24 05:56:27 ubuntu dstat.sh[66536]: 24-03 05:56:27| 40   7  53   0   0|1497M  730M  171M 5336M|6001B 3434B|   0   151k|   0  9.95 |2836  1535 |2.88 1.59 0.78|2.0   0  34|   0     0 |           | 11   33    0   63    0
Mar 24 05:56:28 ubuntu dstat.sh[66536]: 24-03 05:56:28| 30   3  65   0   0|1498M  729M  171M 5336M|  19k   15k|   0   455k|   0  25.0 |4799  6093 |2.88 1.59 0.78|2.0 1.0   0|   0     0 |           | 11   33    0   64    0
Mar 24 05:56:29 ubuntu dstat.sh[66536]: 24-03 05:56:29| 38  14  48   0   0|1438M  789M  171M 5337M|6347B 2591B|   0   447k|   0  44.3 |4411  3545 |2.97 1.63 0.80|3.0   0 140|   0     0 |           | 11   32    0   65    0
Mar 24 05:56:30 ubuntu dstat.sh[66536]: 24-03 05:56:30| 32   3  64   0   0|1469M  758M  171M 5337M|  16k   13k|   0   219k|   0  20.9 |3339  3073 |2.97 1.63 0.80|3.0   0   0|   0     0 |           | 11   33    0   60    0
Mar 24 05:56:31 ubuntu dstat.sh[66536]: 24-03 05:56:31| 37   8  56   0   0|1418M  809M  171M 5337M|  11k 7171B|   0   252k|   0  21.0 |4237  4491 |2.97 1.63 0.80|4.0   0  60|   0     0 |           | 11   32    0   61    0
Mar 24 05:56:32 ubuntu dstat.sh[66536]: 24-03 05:56:32| 36   6  57   0   0|1415M  812M  171M 5337M|  13k 8466B|   0   112k|   0  7.01 |2976  2803 |2.97 1.63 0.80|3.0   0 5.0|   0     0 |           | 11   33    0   61    0
Mar 24 05:56:33 ubuntu dstat.sh[66536]: 24-03 05:56:33| 34   5  59   0   0|1411M  816M  171M 5337M|  16k   12k|   0   116k|   0  7.00 |4365  4776 |2.97 1.63 0.80|3.0   0  43|   0     0 |           | 11   33    0   62    0
Mar 24 05:56:34 ubuntu dstat.sh[66536]: 24-03 05:56:34| 34   6  59   0   0|1446M  781M  171M 5337M|  13k 9490B|   0   276k|   0  28.0 |3444  3284 |2.90 1.63 0.81|3.0   0 5.0|   0     0 |           | 11   33    0   62    0
Mar 24 05:56:35 ubuntu dstat.sh[66536]: 24-03 05:56:35| 32   5  62   0   0|1487M  739M  171M 5337M|  17k   13k|   0   648k|   0  23.0 |4105  4704 |2.90 1.63 0.81|3.0   0   0|   0     0 |           | 11   33    0   62    1
