Mar 26 13:19:43 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 26 13:19:43 ubuntu dstat.sh[64913]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 26 13:19:43 ubuntu dstat.sh[64913]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 13:19:58 ubuntu dstat.sh[64913]: 26-03 13:19:58| 28  27  43   1   0|1134M 1113M  173M 5316M|4679B 1620B|   0  2399k|   0  95.0 |  12k   17k|1.44 0.98 0.54|2.0   0 463|   0     0 |           | 11    4    0   19    0
Mar 26 13:19:59 ubuntu dstat.sh[64913]: 26-03 13:19:59| 35  21  42   0   0|1135M 1112M  173M 5316M|4908B 1616B|   0   962k|   0   117 |5672  4791 |1.44 0.98 0.54|2.0   0 317|   0     0 |           | 11    4    0   19    0
Mar 26 13:20:00 ubuntu dstat.sh[64913]: 26-03 13:20:00| 39  17  43   0   0|1151M 1096M  173M 5316M|4679B 1452B|   0    20k|   0  4.98 |4964  4556 |1.44 0.98 0.54|2.0   0 236|   0     0 |           | 11    5    0   19    0
Mar 26 13:20:01 ubuntu dstat.sh[64913]: 26-03 13:20:01| 46   5  48   0   0|1206M 1041M  173M 5317M|4892B 1625B|   0   181k|   0  1.00 |2635  1165 |1.44 0.98 0.54|2.0   0   0|   0     0 |           | 11    5    0   19    0
Mar 26 13:20:02 ubuntu dstat.sh[64913]: 26-03 13:20:02| 44  10  46   0   0|1237M 1008M  173M 5319M|4770B 1462B|   0    22M|   0   363 |3678  4457 |1.44 0.98 0.54|2.0   0 1.0|   0     0 |           | 11    5    0   13    0
Mar 26 13:20:03 ubuntu dstat.sh[64913]: 26-03 13:20:03| 16  12  71   0   0|1266M  979M  173M 5319M|4991B 1665B|   0   637k|   0  28.0 |3656  3679 |1.49 1.00 0.55|2.0   0 140|   0     0 |           | 11    4    0   13    0
Mar 26 13:20:04 ubuntu dstat.sh[64913]: 26-03 13:20:04| 21   4  74   0   0|1328M  916M  173M 5319M|4818B 1508B|   0     0 |   0     0 |1805  1264 |1.49 1.00 0.55|1.0   0   0|   0     0 |           | 11    4    0   13    0
Mar 26 13:20:05 ubuntu dstat.sh[64913]: 26-03 13:20:05| 24   3  72   0   0|1349M  895M  173M 5319M|4970B 1660B|   0  1660k|   0  8.00 |1976  1209 |1.49 1.00 0.55|1.0   0 6.0|   0     0 |           | 11    6    0   13    0
Mar 26 13:20:06 ubuntu dstat.sh[64913]: 26-03 13:20:06| 20   6  71   1   0|1279M  965M  173M 5319M|5312B 1625B|   0  3943k|   0   329 |4230  5562 |1.49 1.00 0.55|2.0   0  43|   0     0 |           | 11    4    0   15    0
Mar 26 13:20:07 ubuntu dstat.sh[64913]: 26-03 13:20:07| 22   3  75   0   0|1311M  933M  173M 5320M|6349B 3415B| 144k   11M|6.98  56.8 |1890  1444 |1.49 1.00 0.55|1.0   0   0|   0     0 |           | 11    5    0   15    0
Mar 26 13:20:08 ubuntu dstat.sh[64913]: 26-03 13:20:08| 19   3  76   1   0|1316M  927M  173M 5320M|7987B 4381B| 268k 2047k|66.0  33.0 |2601  2742 |1.45 1.00 0.55|1.0   0 3.0|   0     0 |           | 11   29    0   15    0
Mar 26 13:20:09 ubuntu dstat.sh[64913]: 26-03 13:20:09| 19   5  75   0   0|1337M  906M  173M 5320M|7033B 4616B|   0   328k|   0  65.0 |2553  1949 |1.45 1.00 0.55|1.0   0  44|   0     0 |           | 11   30    0   16    0
Mar 26 13:20:10 ubuntu dstat.sh[64913]: 26-03 13:20:10| 19   2  78   0   0|1362M  881M  173M 5320M|8424B 6272B|   0     0 |   0     0 |1927  1519 |1.45 1.00 0.55|  0   0   0|   0     0 |           | 11   31    0   16    0
Mar 26 13:20:11 ubuntu dstat.sh[64913]: 26-03 13:20:11| 27  13  60   0   0|1382M  861M  173M 5320M|6706B 3281B|   0  2273k|   0  17.0 |3790  2605 |1.45 1.00 0.55|2.0   0 156|   0     0 |           | 11   30    0   17    0
Mar 26 13:20:12 ubuntu dstat.sh[64913]: 26-03 13:20:12| 36   6  58   0   0|1415M  828M  173M 5320M|  12k 9482B|   0  4096B|   0  1.00 |3186  2316 |1.45 1.00 0.55|2.0   0 1.0|   0     0 |           | 11   32    0   17    0
Mar 26 13:20:13 ubuntu dstat.sh[64913]: 26-03 13:20:13| 32  12  54   0   0|1356M  886M  173M 5320M|  16k   12k|   0    29M|   0   219 |7223  9360 |1.41 1.00 0.56|4.0   0 189|   0     0 |           | 11   30    0   18    0
Mar 26 13:20:14 ubuntu dstat.sh[64913]: 26-03 13:20:14| 74  24   2   0   0|1526M  716M  173M 5320M|4808B 1623B|   0   108k|   0  13.0 |5438  4021 |1.41 1.00 0.56|6.0   0 390|   0     0 |           | 11   30    0   18    0
Mar 26 13:20:15 ubuntu dstat.sh[64913]: 26-03 13:20:15| 87  11   1   0   0|1696M  547M  173M 5320M|  26k   24k|   0  2548k|   0  62.0 |6688  6424 |1.41 1.00 0.56|3.0   0   0|   0     0 |           | 11   35    0   16    0
Mar 26 13:20:16 ubuntu dstat.sh[64913]: 26-03 13:20:16| 65  14  20   0   0|1623M  620M  173M 5321M|  28k   22k|   0  1244k|   0  62.0 |8389    12k|1.41 1.00 0.56|3.0   0 248|   0     0 |           | 11   31    0   21    0
Mar 26 13:20:17 ubuntu dstat.sh[64913]: 26-03 13:20:17| 18   7  73   0   0|1525M  718M  173M 5321M|5898B 2345B|   0   211k|   0  16.9 |2701  2155 |1.41 1.00 0.56|1.0   0  62|   0     0 |           | 11   30    0   22    0
Mar 26 13:20:18 ubuntu dstat.sh[64913]: 26-03 13:20:18| 18   2  78   0   0|1495M  747M  173M 5321M|8984B 6431B|   0   348k|   0  10.0 |2272  2234 |1.38 1.00 0.56|1.0   0   0|   0     0 |           | 11   31    0   22    0
Mar 26 13:20:19 ubuntu dstat.sh[64913]: 26-03 13:20:19| 16   8  75   0   0|1444M  799M  173M 5321M|5408B 1210B|   0   200k|   0  18.0 |3046  2813 |1.38 1.00 0.56|1.0   0  68|   0     0 |           | 11   30    0   23    0
Mar 26 13:20:20 ubuntu dstat.sh[64913]: 26-03 13:20:20| 18   3  78   0   0|1457M  785M  173M 5321M|8333B 4275B|   0  1272k|   0   127 |1962  1617 |1.38 1.00 0.56|1.0   0   0|   0     0 |           | 11   31    0   23    0
Mar 26 13:20:21 ubuntu dstat.sh[64913]: 26-03 13:20:21| 18   5  76   0   0|1409M  833M  173M 5321M|8609B 4648B|   0  1144k|   0  83.3 |3194  3368 |1.38 1.00 0.56|1.0   0  42|   0     0 |           | 11   30    0   24    0
Mar 26 13:20:22 ubuntu dstat.sh[64913]: 26-03 13:20:22|  8  23  68   0   0|1387M  855M  173M 5321M|5229B 1455B|   0     0 |   0     0 |5457  3600 |1.38 1.00 0.56|4.0   0 370|   0     0 |           | 11   30    0   24    0
Mar 26 13:20:23 ubuntu dstat.sh[64913]: 26-03 13:20:23| 38  34  27   0   0|1427M  815M  173M 5321M|5345B 1621B|   0    85M|   0   486 |6595  5700 |1.43 1.01 0.57|5.0   0 627|   0     0 |           | 11   30    0   24    0
Mar 26 13:20:24 ubuntu dstat.sh[64913]: 26-03 13:20:24| 83  11   5   0   0|1632M  610M  173M 5321M|  15k   12k|   0  4084B|   0  1.00 |5094  3076 |1.43 1.01 0.57|4.0   0   0|   0     0 |           | 11   34    0   24    0
Mar 26 13:20:25 ubuntu dstat.sh[64913]: 26-03 13:20:25| 67   8  23   0   0|1626M  616M  173M 5321M|  40k   35k|   0   347k|   0  51.8 |9369    14k|1.43 1.01 0.57|6.0   0 2.0|   0     0 |           | 11   32    0   25    0
Mar 26 13:20:26 ubuntu dstat.sh[64913]: 26-03 13:20:26| 75  23   1   0   0|1542M  699M  173M 5321M|8956B 5290B|   0   442k|   0  33.1 |6346  6130 |1.43 1.01 0.57|6.0   0 309|   0     0 |           | 11   30    0   25    0
Mar 26 13:20:27 ubuntu dstat.sh[64913]: 26-03 13:20:27| 87  11   2   0   0|1699M  542M  173M 5321M|  18k   15k|   0   137k|   0  10.0 |5302  3208 |1.43 1.01 0.57|3.0   0   0|   0     0 |           | 11   35    0   25    0
Mar 26 13:20:28 ubuntu dstat.sh[64913]: 26-03 13:20:28| 66   8  24   0   0|1705M  536M  173M 5321M|  43k   39k|   0   728k|   0  43.0 |9016    14k|1.80 1.10 0.60|2.0 1.0   0|   0     0 |           | 11   35    0   26    0
Mar 26 13:20:29 ubuntu dstat.sh[64913]: 26-03 13:20:29| 61  17  21   0   0|1540M  702M  173M 5322M|  17k   13k|   0   387k|   0  34.9 |7234  8553 |1.80 1.10 0.60|2.0   0 298|   0     0 |           | 11   30    0   30    0
Mar 26 13:20:30 ubuntu dstat.sh[64913]: 26-03 13:20:30| 36   5  59   0   0|1532M  709M  173M 5322M|  12k 9533B|   0   120k|   0  8.02 |3025  2294 |1.80 1.10 0.60|2.0   0   0|   0     0 |           | 11   32    0   30    0
Mar 26 13:20:31 ubuntu dstat.sh[64913]: 26-03 13:20:31| 33  18  48   0   0|1419M  822M  173M 5322M|  16k   12k|   0  1259k|   0  54.9 |6478  7739 |1.80 1.10 0.60|4.0   0 354|   0     0 |           | 11   30    0   32    0
Mar 26 13:20:32 ubuntu dstat.sh[64913]: 26-03 13:20:32| 59  10  30   0   0|1493M  748M  173M 5322M|9137B 5711B|   0     0 |   0     0 |3654  1709 |1.80 1.10 0.60|2.0   0  24|   0     0 |           | 11   32    0   32    0
Mar 26 13:20:33 ubuntu dstat.sh[64913]: 26-03 13:20:33| 46   6  47   1   0|1506M  735M  173M 5322M|  29k   24k|   0  5930k|   0   393 |7038  9664 |1.89 1.13 0.61|4.0   0 1.0|   0     0 |           | 11   31    0   33    0
Mar 26 13:20:34 ubuntu dstat.sh[64913]: 26-03 13:20:34| 71  21   8   0   0|1503M  738M  173M 5322M|6462B 2073B|   0  3616k|   0   221 |5876  4886 |1.89 1.13 0.61|4.0   0 258|   0     0 |           | 11   30    0   33    0
Mar 26 13:20:35 ubuntu dstat.sh[64913]: 26-03 13:20:35| 66   8  25   0   0|1571M  670M  173M 5322M|  28k   22k|   0   291k|   0  17.0 |5500  5683 |1.89 1.13 0.61|4.0   0   0|   0     0 |           | 11   34    0   28    0
Mar 26 13:20:36 ubuntu dstat.sh[64913]: 26-03 13:20:36| 55  19  27   0   0|1482M  759M  173M 5322M|  27k   20k|   0  2812k|   0   130 |8883    12k|1.89 1.13 0.61|3.0   0 324|   0     0 |           | 11   30    0   31    0
Mar 26 13:20:37 ubuntu dstat.sh[64913]: 26-03 13:20:37| 56   7  36   0   0|1528M  712M  173M 5322M|  14k 9765B|   0   255k|   0  12.0 |3849  2113 |1.89 1.13 0.61|2.0   0   0|   0     0 |           | 11   33    0   31    0
Mar 26 13:20:38 ubuntu dstat.sh[64913]: 26-03 13:20:38| 51   7  41   0   0|1425M  816M  173M 5322M|  26k   22k|   0  1920k|   0   101 |7278    10k|1.90 1.14 0.62|5.0   0  38|   0     0 |           | 11   30    0   33    0
Mar 26 13:20:39 ubuntu dstat.sh[64913]: 26-03 13:20:39| 56  20  23   0   0|1440M  800M  173M 5322M|4930B 1456B|   0    16k|   0  3.99 |4571  2754 |1.90 1.14 0.62|3.0   0 261|   0     0 |           | 11   30    0   30    0
Mar 26 13:20:40 ubuntu dstat.sh[64913]: 26-03 13:20:40| 48   7  45   0   0|1490M  750M  173M 5322M|  22k   19k|   0     0 |   0     0 |5330  5604 |1.90 1.14 0.62|2.0   0   0|   0     0 |           | 11   33    0   30    0
Mar 26 13:20:41 ubuntu dstat.sh[64913]: 26-03 13:20:41| 53  17  29   0   0|1455M  785M  173M 5323M|  14k   10k|   0   400k|   0  31.0 |6802  7543 |1.90 1.14 0.62|3.0   0 287|   0     0 |           | 11   30    0   33    0
Mar 26 13:20:42 ubuntu dstat.sh[64913]: 26-03 13:20:42| 54   7  38   0   0|1538M  702M  173M 5323M|  14k   12k|   0   140k|   0  2.00 |3877  2853 |1.90 1.14 0.62|4.0   0   0|   0     0 |           | 11   33    0   33    0
Mar 26 13:20:43 ubuntu dstat.sh[64913]: 26-03 13:20:43| 49  12  38   0   0|1416M  824M  173M 5323M|  18k   14k|   0  1297k|   0  91.1 |7124  9073 |1.83 1.14 0.62|4.0   0 113|   0     0 |           | 11   30    0   35    0
Mar 26 13:20:44 ubuntu dstat.sh[64913]: 26-03 13:20:44| 61  10  29   0   0|1533M  707M  173M 5323M|6784B 5002B|   0     0 |   0     0 |3475  1468 |1.83 1.14 0.62|1.0   0   0|   0     0 |           | 11   32    0   35    0
Mar 26 13:20:45 ubuntu dstat.sh[64913]: 26-03 13:20:45| 48   6  46   0   0|1530M  710M  173M 5323M|  27k   23k|   0   285k|   0  35.1 |6833  9019 |1.83 1.14 0.62|3.0   0   0|   0     0 |           | 11   30    0   37    0
Mar 26 13:20:46 ubuntu dstat.sh[64913]: 26-03 13:20:46| 60  28  11   0   0|1516M  723M  173M 5323M|4541B 1509B|   0   236k|   0  22.0 |5816  4683 |1.83 1.14 0.62|6.0   0 535|   0     0 |           | 11   30    0   37    0
Mar 26 13:20:47 ubuntu dstat.sh[64913]: 26-03 13:20:47| 78  21   0   0   0|1668M  571M  173M 5323M|  14k   11k|   0   280k|   0  10.0 |5964  5207 |1.83 1.14 0.62|7.0   0 342|   0     0 |           | 11   33    0   37    0
Mar 26 13:20:48 ubuntu dstat.sh[64913]: 26-03 13:20:48| 76  19   3   0   0|1716M  524M  173M 5323M|  44k   40k|   0   513k|   0  32.1 |8936    11k|2.40 1.27 0.66|8.0   0 407|   0     0 |           | 11   33    0   38    0
Mar 26 13:20:49 ubuntu dstat.sh[64913]: 26-03 13:20:49| 73  26   1   0   0|1550M  690M  173M 5323M|  17k   14k|   0   648k|   0  50.0 |7094  7919 |2.40 1.27 0.66|6.0   0 502|   0     0 |           | 11   30    0   38    0
Mar 26 13:20:50 ubuntu dstat.sh[64913]: 26-03 13:20:50| 78  14   8   0   0|1666M  573M  173M 5323M|  18k   15k|   0   144k|   0  7.98 |5263  3828 |2.40 1.27 0.66|4.0   0  68|   0     0 |           | 11   34    0   38    0
Mar 26 13:20:51 ubuntu dstat.sh[64913]: 26-03 13:20:51| 71   8  20   0   0|1662M  577M  173M 5324M|  42k   37k|   0   469k|   0  33.1 |9776    15k|2.40 1.27 0.66|5.0   0 7.0|   0     0 |           | 11   32    0   39    0
Mar 26 13:20:52 ubuntu dstat.sh[64913]: 26-03 13:20:52| 28  30  40   0   0|1401M  837M  173M 5324M|  12k 8384B|   0    20k|   0  4.99 |6932  7254 |2.40 1.27 0.66|3.0   0 669|   0     0 |           | 11   30    0   41    0
Mar 26 13:20:53 ubuntu dstat.sh[64913]: 26-03 13:20:53| 31  36  32   0   0|1410M  829M  173M 5324M|4310B 1616B|   0    64k|   0  13.0 |6097  5361 |2.29 1.27 0.67|8.0 1.0 771|   0     0 |           | 11   30    0   41    0
Mar 26 13:20:54 ubuntu dstat.sh[64913]: 26-03 13:20:54| 76  18   6   0   0|1562M  676M  173M 5324M|  11k 9343B|   0  2793k|   0   130 |5494    12k|2.29 1.27 0.67|2.0   0 191|   0     0 |           | 11   33    0   42    0
Mar 26 13:20:55 ubuntu dstat.sh[64913]: 26-03 13:20:55| 57  10  32   0   0|1559M  679M  173M 5324M|  29k   25k|   0   508k|   0  57.0 |7766    11k|2.29 1.27 0.67|3.0   0  67|   0     0 |           | 11   31    0   45    0
Mar 26 13:20:56 ubuntu dstat.sh[64913]: 26-03 13:20:56| 78  18   4   0   0|1538M  700M  173M 5324M|7042B 3345B|   0   348k|   0  29.0 |5241  3563 |2.29 1.27 0.67|4.0   0 201|   0     0 |           | 11   31    0   45    0
Mar 26 13:20:57 ubuntu dstat.sh[64913]: 26-03 13:20:57| 64   8  28   0   0|1551M  688M  173M 5324M|  28k   24k|   0   171k|   0  8.97 |5795  6336 |2.29 1.27 0.67|4.0   0   0|   0     0 |           | 11   34    0   45    0
Mar 26 13:20:58 ubuntu dstat.sh[64913]: 26-03 13:20:58| 51   6  41   0   0|1551M  687M  173M 5324M|  43k   38k|   0   685k|   0  24.0 |  12k   19k|2.35 1.30 0.68|3.0   0   0|   0     0 |           | 11   33    0   45    0
Mar 26 13:20:59 ubuntu dstat.sh[64913]: 26-03 13:20:59| 73  14  12   0   0|1458M  780M  173M 5324M|  19k   14k|   0   509k|   0  54.1 |7769  9914 |2.35 1.30 0.68|4.0   0 120|   0     0 |           | 11   30    0   45    0
Mar 26 13:21:00 ubuntu dstat.sh[64913]: 26-03 13:21:00| 69   9  22   0   0|1568M  670M  173M 5324M|  22k   19k|   0   192k|   0  13.0 |5587  4455 |2.35 1.30 0.68|4.0   0   0|   0     0 |           | 11   34    0   45    0
Mar 26 13:21:01 ubuntu dstat.sh[64913]: 26-03 13:21:01| 56   7  37   0   0|1568M  670M  173M 5325M|  41k   37k|   0   172k|   0  9.97 |  12k   18k|2.35 1.30 0.68|3.0   0   0|   0     0 |           | 11   34    0   45    0
Mar 26 13:21:02 ubuntu dstat.sh[64913]: 26-03 13:21:02| 62  16  21   0   0|1460M  778M  173M 5325M|  29k   24k|   0   144k|   0  10.0 |9700    13k|2.35 1.30 0.68|4.0   0 261|   0     0 |           | 11   30    0   49    0
Mar 26 13:21:03 ubuntu dstat.sh[64913]: 26-03 13:21:03| 78  12  10   0   0|1575M  663M  173M 5325M|  12k 9745B|   0   144k|   0  9.00 |4840  2418 |2.48 1.34 0.70|1.0   0 1.0|   0     0 |           | 11   33    1   49    0
Mar 26 13:21:04 ubuntu dstat.sh[64913]: 26-03 13:21:04| 58   6  34   0   0|1575M  662M  173M 5325M|  36k   32k|   0   994k|   0  82.8 |9554    14k|2.48 1.34 0.70|5.0   0 1.0|   0     0 |           | 11   32    0   51    0
Mar 26 13:21:05 ubuntu dstat.sh[64913]: 26-03 13:21:05| 73  15  11   0   0|1583M  654M  173M 5325M|  19k   14k|   0   241k|   0  29.1 |7306  9204 |2.48 1.34 0.70|4.0   0 106|   0     0 |           | 11   30    0   51    0
Mar 26 13:21:06 ubuntu dstat.sh[64913]: 26-03 13:21:06| 67  10  22   0   0|1547M  690M  173M 5325M|  17k   16k|   0  2959k|   0   141 |5514  5031 |2.48 1.34 0.70|3.0 1.0  30|   0     0 |           | 11   31    0   53    0
Mar 26 13:21:07 ubuntu dstat.sh[64913]: 26-03 13:21:07| 70  14  16   0   0|1616M  621M  173M 5325M|  23k   17k|   0   176k|   0  11.0 |6638  7599 |2.48 1.34 0.70|5.0   0 120|   0     0 |           | 11   32    0   53    0
Mar 26 13:21:08 ubuntu dstat.sh[64913]: 26-03 13:21:08| 62   9  28   0   0|1649M  588M  173M 5326M|  34k   30k|   0   184k|   0  20.0 |7577    12k|2.52 1.37 0.71|4.0   0  61|   0     0 |           | 11   37    0   52    0
Mar 26 13:21:09 ubuntu dstat.sh[64913]: 26-03 13:21:09| 70  17  14   0   0|1496M  741M  173M 5326M|  17k   13k|   0   200k|   0  15.0 |6813  7405 |2.52 1.37 0.71|3.0   0 168|   0     0 |           | 11   35    0   55    0
Mar 26 13:21:10 ubuntu dstat.sh[64913]: 26-03 13:21:10| 72  10  18   0   0|1561M  676M  173M 5326M|  21k   17k|   0   124k|   0  8.00 |5459  4860 |2.52 1.37 0.71|3.0   0  29|   0     0 |           | 11   37    0   56    0
Mar 26 13:21:11 ubuntu dstat.sh[64913]: 26-03 13:21:11| 67  11  21   0   0|1561M  676M  173M 5326M|  24k   20k|   0   252k|   0  24.0 |6151  9370 |2.52 1.37 0.71|3.0   0  39|   0     0 |           | 11   35    0   58    0
Mar 26 13:21:12 ubuntu dstat.sh[64913]: 26-03 13:21:12| 58  12  28   0   0|1523M  714M  173M 5326M|  17k   13k|   0   419k|   0  33.9 |5380  5156 |2.52 1.37 0.71|3.0   0 138|   0     0 |           | 11   35    0   58    0
Mar 26 13:21:13 ubuntu dstat.sh[64913]: 26-03 13:21:13| 50  13  36   0   0|1534M  702M  173M 5326M|  13k 9902B|   0  1132k|   0  30.0 |4762  4551 |2.48 1.38 0.72|3.0   0 121|   0     0 |           | 11   35    0   59    0
Mar 26 13:21:14 ubuntu dstat.sh[64913]: 26-03 13:21:14| 54  12  34   0   0|1527M  710M  173M 5326M|  16k   13k|   0   220k|   0  15.0 |4617  4634 |2.48 1.38 0.72|2.0   0  96|   0     0 |           | 11   36    0   60    0
Mar 26 13:21:15 ubuntu dstat.sh[64913]: 26-03 13:21:15| 51   9  38   0   0|1482M  754M  173M 5326M|  22k   18k|   0   108k|   0  7.02 |5380  6818 |2.48 1.38 0.72|2.0   0  43|   0     0 |           | 11   36    0   61    0
Mar 26 13:21:16 ubuntu dstat.sh[64913]: 26-03 13:21:16| 52  12  35   0   0|1458M  778M  173M 5327M|  15k   10k|   0   215k|   0  17.9 |5363  5061 |2.48 1.38 0.72|2.0   0 129|   0     0 |           | 11   35    0   59    0
Mar 26 13:21:17 ubuntu dstat.sh[64913]: 26-03 13:21:17| 33   4  62   0   0|1419M  817M  173M 5327M|  19k   15k|   0   280k|   0  24.0 |4421  5790 |2.48 1.38 0.72|2.0   0  15|   0     0 |           | 11   35    0   60    0
Mar 26 13:21:18 ubuntu dstat.sh[64913]: 26-03 13:21:18| 36  10  53   0   0|1403M  833M  173M 5327M|  10k 6575B|   0   256k|   0  26.0 |5135  4985 |2.44 1.39 0.72|2.0   0 120|   0     0 |           | 11   34    0   61    0
Mar 26 13:21:19 ubuntu dstat.sh[64913]: 26-03 13:21:19| 35   5  58   0   0|1472M  764M  173M 5327M|  15k   12k|   0   255k|   0  12.0 |4020  3825 |2.44 1.39 0.72|1.0   0   0|   0     0 |           | 11   35    0   62    0
Mar 26 13:21:20 ubuntu dstat.sh[64913]: 26-03 13:21:20| 38   7  55   0   0|1430M  806M  173M 5327M|  13k 8491B|   0   168k|   0  14.0 |3831  4181 |2.44 1.39 0.72|2.0   0  34|   0     0 |           | 11   34    0   59    0
Mar 26 13:21:21 ubuntu dstat.sh[64913]: 26-03 13:21:21| 35   9  56   0   0|1465M  771M  173M 5327M|  11k 7908B|   0   269k|   0  26.1 |3609  3153 |2.44 1.39 0.72|1.0   0 104|   0     0 |           | 11   35    0   59    0
Mar 26 13:21:22 ubuntu dstat.sh[64913]: 26-03 13:21:22| 37   7  54   0   0|1431M  805M  173M 5327M|  13k 9311B|   0   176k|   0  13.0 |3860  3496 |2.44 1.39 0.72|4.0   0  60|   0     0 |           | 11   35    0   60    0
Mar 26 13:21:23 ubuntu dstat.sh[64913]: 26-03 13:21:23| 35   5  59   0   0|1392M  844M  173M 5327M|  14k   11k|   0   620k|   0  21.0 |3627  4064 |2.41 1.40 0.73|2.0   0 6.0|   0     0 |           | 11   35    0   61    0
Mar 26 13:21:24 ubuntu dstat.sh[64913]: 26-03 13:21:24| 37   6  56   0   0|1436M  799M  173M 5327M|  15k   11k|   0  2267k|   0   140 |3880  4419 |2.41 1.40 0.73|2.0   0  43|   0     0 |           | 11   35    0   61    0
