Feb 26 17:51:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 26 17:51:18 ubuntu dstat.sh[59076]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 26 17:51:18 ubuntu dstat.sh[59076]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 26 17:51:29 ubuntu dstat.sh[59076]: 26-02 17:51:29| 39   6  54   0   0|1253M 1264M  165M 5068M|  12k 4394B|   0  2026k|   0   186 |2805  1725 |1.29 0.86 0.48|3.0   0  18|   0     0 |           | 11    5    0   19    0
Feb 26 17:51:30 ubuntu dstat.sh[59076]: 26-02 17:51:30| 45   9  45   1   0|1157M 1354M  165M 5071M|6434B 1803B|   0  9805k|   0   480 |  10k   18k|1.29 0.86 0.48|4.0   0  22|   0     0 |           | 11    4    0   19    0
Feb 26 17:51:31 ubuntu dstat.sh[59076]: 26-02 17:51:31| 41  11  45   0   0|1192M 1320M  165M 5071M|7007B 1710B|   0   491k|   0  13.0 |  11k   18k|1.29 0.86 0.48|3.0   0  19|   0     0 |           | 11    4    0   19    0
Feb 26 17:51:32 ubuntu dstat.sh[59076]: 26-02 17:51:32| 44   7  49   0   0|1206M 1317M  165M 5060M|5226B 1622B|   0   296k|   0  24.0 |3083  1646 |1.29 0.86 0.48|3.0   0  26|   0     0 |           | 11    4    0   19    0
Feb 26 17:51:33 ubuntu dstat.sh[59076]: 26-02 17:51:33| 21  18  60   0   0|1166M 1358M  165M 5060M|5694B 1619B|   0    64k|   0  7.00 |5514  4217 |1.35 0.88 0.49|3.0   0 405|   0     0 |           | 11    4    0   19    0
Feb 26 17:51:34 ubuntu dstat.sh[59076]: 26-02 17:51:34| 11  20  68   0   0|1147M 1377M  165M 5061M|5613B 1459B|   0    40k|   0  10.0 |6271  6099 |1.35 0.88 0.49|9.0   0 415|   0     0 |           | 11    4    0   19    0
Feb 26 17:51:35 ubuntu dstat.sh[59076]: 26-02 17:51:35| 28  15  55   0   0|1164M 1352M  165M 5069M|5377B 1613B|7671k    0 |77.7     0 |5134  5820 |1.35 0.88 0.49|3.0   0 204|   0     0 |           | 11    5    0   19    0
Feb 26 17:51:36 ubuntu dstat.sh[59076]: 26-02 17:51:36| 45   5  49   0   0|1209M 1307M  165M 5069M|5101B 1620B|  20k   48k|4.00  2.00 |2721  1159 |1.35 0.88 0.49|4.0   0   0|   0     0 |           | 11    5    0   19    0
Feb 26 17:51:37 ubuntu dstat.sh[59076]: 26-02 17:51:37| 43   8  48   0   0|1236M 1279M  165M 5070M|4091B 1456B| 491k   17M|23.0   340 |2976  1722 |1.35 0.88 0.49|4.0   0   0|   0     0 |           | 11    5    0   19    0
Feb 26 17:51:38 ubuntu dstat.sh[59076]: 26-02 17:51:38| 25  11  62   1   0|1264M 1248M  165M 5072M|4670B 1632B|   0  2333k|   0  90.6 |4732  5573 |1.40 0.90 0.50|3.0   0 124|   0     0 |           | 10    4    0   20    0
Feb 26 17:51:39 ubuntu dstat.sh[59076]: 26-02 17:51:39| 22   4  73   0   0|1321M 1192M  165M 5072M|4320B 1452B|   0     0 |   0     0 |1957  1467 |1.40 0.90 0.50|2.0   0  17|   0     0 |           | 11    4    0   20    0
Feb 26 17:51:40 ubuntu dstat.sh[59076]: 26-02 17:51:40| 24   2  74   0   0|1351M 1162M  165M 5072M|3911B 1189B|   0     0 |   0     0 |1683  1014 |1.40 0.90 0.50|2.0   0   0|   0     0 |           | 11    4    0   20    0
Feb 26 17:51:41 ubuntu dstat.sh[59076]: 26-02 17:51:41| 21   5  72   2   0|1249M 1263M  165M 5072M|3976B  922B|   0  4118k|   0   396 |4275  5768 |1.40 0.90 0.50|2.0   0  43|   0     0 |           | 11    4    0   22    0
Feb 26 17:51:42 ubuntu dstat.sh[59076]: 26-02 17:51:42| 23   4  73   0   0|1301M 1211M  166M 5073M|4389B 1504B| 366k   20M|12.9   424 |2054  1516 |1.40 0.90 0.50|2.0   0   0|   0     0 |           | 11    4    0   16    0
Feb 26 17:51:43 ubuntu dstat.sh[59076]: 26-02 17:51:43| 17   3  78   1   0|1314M 1198M  166M 5073M|9303B 6365B| 272k 1721k|67.0  37.0 |2494  2798 |1.37 0.90 0.50|2.0   0 1.0|   0     0 |           | 11   25    0   16    0
Feb 26 17:51:44 ubuntu dstat.sh[59076]: 26-02 17:51:44| 19   5  75   0   0|1340M 1171M  166M 5073M|8545B 5194B|   0     0 |   0     0 |2661  2180 |1.37 0.90 0.50|2.0   0  45|   0     0 |           | 11   28    0   17    0
Feb 26 17:51:45 ubuntu dstat.sh[59076]: 26-02 17:51:45| 19   2  78   0   0|1377M 1134M  166M 5073M|8544B 5746B|   0     0 |   0     0 |1828  1388 |1.37 0.90 0.50|2.0   0 1.0|   0     0 |           | 11   29    0   17    0
Feb 26 17:51:46 ubuntu dstat.sh[59076]: 26-02 17:51:46| 24  10  65   0   0|1386M 1125M  166M 5073M|7391B 4553B|   0    12k|   0  3.02 |3486  2637 |1.37 0.90 0.50|3.0   0 157|   0     0 |           | 11   28    0   18    0
Feb 26 17:51:47 ubuntu dstat.sh[59076]: 26-02 17:51:47| 37   5  56   0   0|1440M 1071M  166M 5073M|  11k 9338B|   0    30M|   0   215 |3440  2812 |1.37 0.90 0.50|2.0   0   0|   0     0 |           | 11   30    0   18    0
Feb 26 17:51:48 ubuntu dstat.sh[59076]: 26-02 17:51:48| 35   6  58   0   0|1408M 1103M  166M 5073M|  17k   12k|   0  4039k|   0   120 |6427  8097 |1.34 0.90 0.50|3.0   0  89|   0     0 |           | 11   28    0   19    0
Feb 26 17:51:49 ubuntu dstat.sh[59076]: 26-02 17:51:49| 71  27   2   0   0|1541M  970M  166M 5073M|4114B 1359B|   0   128k|   0  15.0 |5616  4535 |1.34 0.90 0.50|6.0   0 495|   0     0 |           | 11   28    0   19    0
Feb 26 17:51:50 ubuntu dstat.sh[59076]: 26-02 17:51:50| 85  11   4   0   0|1729M  782M  166M 5073M|  23k   22k|   0     0 |   0     0 |5960  5392 |1.34 0.90 0.50|5.0   0   0|   0     0 |           | 11   34    0   19    0
Feb 26 17:51:51 ubuntu dstat.sh[59076]: 26-02 17:51:51| 75  14  11   0   0|1539M  972M  166M 5073M|  29k   24k|   0  1447k|   0  80.2 |9150    14k|1.34 0.90 0.50|5.0   0 277|   0     0 |           | 11   28    0   24    0
Feb 26 17:51:52 ubuntu dstat.sh[59076]: 26-02 17:51:52| 21   5  74   0   0|1540M  971M  166M 5073M|6037B 3452B|   0  5255k|   0  42.8 |2058  1628 |1.34 0.90 0.50|1.0   0  34|   0     0 |           | 11   29    0   24    0
Feb 26 17:51:53 ubuntu dstat.sh[59076]: 26-02 17:51:53| 15   3  80   0   0|1492M 1019M  166M 5073M|9986B 6661B|   0  1088k|   0  66.0 |3060  3601 |1.39 0.92 0.51|2.0   0  14|   0     0 |           | 11   28    0   25    0
Feb 26 17:51:54 ubuntu dstat.sh[59076]: 26-02 17:51:54| 21   5  73   0   0|1498M 1013M  166M 5073M|4993B 1457B|   0  4092B|   0  1.00 |2303  1604 |1.39 0.92 0.51|2.0   0  54|   0     0 |           | 11   28    0   25    0
Feb 26 17:51:55 ubuntu dstat.sh[59076]: 26-02 17:51:55| 15   2  81   0   0|1477M 1034M  166M 5074M|  12k 8613B|   0   213k|   0  26.1 |2931  3462 |1.39 0.92 0.51|2.0   0 1.0|   0     0 |           | 11   28    0   25    0
Feb 26 17:51:56 ubuntu dstat.sh[59076]: 26-02 17:51:56|  9  22  69   0   0|1371M 1140M  166M 5074M|4514B 1254B|   0   200k|   0  9.00 |5944  4563 |1.39 0.92 0.51|2.0   0 517|   0     0 |           | 11   28    0   25    0
Feb 26 17:51:57 ubuntu dstat.sh[59076]: 26-02 17:51:57| 65  26   8   0   0|1510M 1001M  166M 5074M|4789B 1567B|   0    79M|   0   394 |6221  5268 |1.39 0.92 0.51|6.0   0 521|   0     0 |           | 11   28    0   25    0
Feb 26 17:51:58 ubuntu dstat.sh[59076]: 26-02 17:51:58| 79   9  12   0   0|1651M  859M  166M 5074M|  28k   25k|   0  1823k|   0  40.9 |5965  5916 |1.60 0.97 0.53|4.0   0   0|   0     0 |           | 11   33    0   25    0
Feb 26 17:51:59 ubuntu dstat.sh[59076]: 26-02 17:51:59| 71  13  16   0   0|1505M 1005M  166M 5074M|  30k   26k|   0  3947k|   0   260 |  11k   17k|1.60 0.97 0.53|7.0   0 237|   0     0 |           | 11   28    0   26    0
Feb 26 17:52:00 ubuntu dstat.sh[59076]: 26-02 17:52:00| 84  16   0   0   0|1617M  893M  166M 5074M|8645B 5531B|   0   260k|   0  15.0 |5157  3397 |1.60 0.97 0.53|6.0   0  73|   0     0 |           | 11   29    0   26    0
Feb 26 17:52:01 ubuntu dstat.sh[59076]: 26-02 17:52:01| 82  10   8   0   0|1719M  791M  166M 5074M|  38k   35k|   0  1445k|   0  69.6 |6958  9696 |1.60 0.97 0.53|6.0   0   0|   0     0 |           | 11   33    0   27    0
Feb 26 17:52:02 ubuntu dstat.sh[59076]: 26-02 17:52:02| 61  15  23   1   0|1475M 1035M  166M 5074M|  31k   25k|   0   325k|   0  30.0 |9230    14k|1.60 0.97 0.53|3.0   0 298|   0     0 |           | 11   28    0   31    0
Feb 26 17:52:03 ubuntu dstat.sh[59076]: 26-02 17:52:03| 36   5  59   0   0|1475M 1035M  166M 5074M|9653B 6281B|   0  2726k|   0   120 |2704  1850 |1.63 0.99 0.54|4.0   0   0|   0     0 |           | 11   30    0   31    0
Feb 26 17:52:04 ubuntu dstat.sh[59076]: 26-02 17:52:04| 35   9  55   0   0|1408M 1101M  166M 5074M|  19k   15k|   0   958k|   0  51.1 |6183  7704 |1.63 0.99 0.54|4.0   0 193|   0     0 |           | 11   28    0   33    0
Feb 26 17:52:05 ubuntu dstat.sh[59076]: 26-02 17:52:05| 61  15  25   0   0|1530M  980M  166M 5075M|6081B 3478B|   0   120k|   0  11.0 |4221  2535 |1.63 0.99 0.54|3.0   0 186|   0     0 |           | 11   29    0   33    0
Feb 26 17:52:06 ubuntu dstat.sh[59076]: 26-02 17:52:06| 43   4  50   0   0|1546M  963M  166M 5075M|  30k   26k|   0   172k|   0  23.0 |6943  9776 |1.63 0.99 0.54|3.0   0   0|   0     0 |           | 11   29    0   34    0
Feb 26 17:52:07 ubuntu dstat.sh[59076]: 26-02 17:52:07| 74  19   6   0   0|1494M 1015M  166M 5075M|6310B 2578B|   0   288k|   0  26.0 |5705  4136 |1.63 0.99 0.54|4.0   0 258|   0     0 |           | 11   28    0   33    0
Feb 26 17:52:08 ubuntu dstat.sh[59076]: 26-02 17:52:08| 62   7  30   0   0|1573M  937M  166M 5075M|  27k   25k|   0   148k|   0  6.98 |6297  7085 |1.58 0.99 0.54|3.0   0   0|   0     0 |           | 11   32    0   33    0
Feb 26 17:52:09 ubuntu dstat.sh[59076]: 26-02 17:52:09| 61  17  21   0   0|1492M 1017M  166M 5075M|  21k   16k|   0  2157k|   0   177 |8098    10k|1.58 0.99 0.54|5.0   0 325|   0     0 |           | 11   28    0   36    0
Feb 26 17:52:10 ubuntu dstat.sh[59076]: 26-02 17:52:10| 54   6  40   0   0|1545M  964M  166M 5075M|  17k   14k|   0   139k|   0  6.97 |4028  2762 |1.58 0.99 0.54|3.0   0   0|   0     0 |           | 11   31    0   36    0
Feb 26 17:52:11 ubuntu dstat.sh[59076]: 26-02 17:52:11| 50  16  33   0   0|1466M 1043M  166M 5075M|  21k   17k|   0   426k|   0  37.2 |8204    11k|1.58 0.99 0.54|6.0   0 290|   0     0 |           | 11   28    0   34    0
Feb 26 17:52:12 ubuntu dstat.sh[59076]: 26-02 17:52:12| 53   7  39   0   0|1550M  959M  166M 5075M|  12k 8643B|   0   196k|   0  9.98 |3451  1923 |1.58 0.99 0.54|3.0   0  10|   0     0 |           | 11   31    0   34    0
Feb 26 17:52:13 ubuntu dstat.sh[59076]: 26-02 17:52:13| 51   9  39   0   0|1459M 1049M  166M 5076M|  26k   22k|   0  5750k|   0   365 |7936    10k|1.69 1.02 0.55|5.0   0 145|   0     0 |           | 11   28    0   37    0
Feb 26 17:52:14 ubuntu dstat.sh[59076]: 26-02 17:52:14| 62  14  24   0   0|1533M  975M  166M 5076M|7394B 3522B|   0  4084B|   0  1.00 |3947  2135 |1.69 1.02 0.55|3.0   0 142|   0     0 |           | 11   29    0   37    0
Feb 26 17:52:15 ubuntu dstat.sh[59076]: 26-02 17:52:15| 44   5  49   0   0|1533M  975M  166M 5076M|  29k   24k|   0   276k|   0  30.0 |7025  9546 |1.69 1.02 0.55|4.0   0 1.0|   0     0 |           | 11   28    0   36    0
Feb 26 17:52:16 ubuntu dstat.sh[59076]: 26-02 17:52:16| 65  15  20   0   0|1500M 1008M  166M 5078M|4877B 1458B|   0   128k|   0  8.00 |4656  7167 |1.69 1.02 0.55|5.0   0 148|   0     0 |           | 11   28    0   36    0
Feb 26 17:52:17 ubuntu dstat.sh[59076]: 26-02 17:52:17| 45   5  48   0   0|1524M  985M  166M 5076M|  26k   23k|   0   208k|   0  21.0 |6114    10k|1.69 1.02 0.55|2.0   0   0|   0     0 |           | 11   30    0   37    1
Feb 26 17:52:18 ubuntu dstat.sh[59076]: 26-02 17:52:18| 64  24  12   0   0|1476M 1032M  166M 5076M|9868B 5215B|   0   492k|   0  43.0 |6233  6674 |1.80 1.06 0.57|8.0   0 560|   0     0 |           | 11   28    0   39    0
Feb 26 17:52:19 ubuntu dstat.sh[59076]: 26-02 17:52:19| 81  20   0   0   0|1658M  851M  166M 5076M|5901B 3436B|   0   510k|   0  11.0 |5443  4380 |1.80 1.06 0.57|7.0   0 389|   0     0 |           | 11   29    0   38    0
Feb 26 17:52:20 ubuntu dstat.sh[59076]: 26-02 17:52:20| 75  19   5   0   0|1725M  783M  166M 5076M|  46k   42k|   0  1082k|   0  66.6 |8080  9969 |1.80 1.06 0.57|7.0   0 470|   0     0 |           | 11   33    0   38    0
Feb 26 17:52:21 ubuntu dstat.sh[59076]: 26-02 17:52:21| 80  19   1   0   0|1560M  947M  166M 5076M|  25k   21k|   0   700k|   0  54.3 |8249  9223 |1.80 1.06 0.57|5.0   0 411|   0     0 |           | 11   28    0   39    0
Feb 26 17:52:22 ubuntu dstat.sh[59076]: 26-02 17:52:22| 82  13   4   0   0|1633M  875M  166M 5076M|  16k   13k|   0     0 |   0     0 |5371  3607 |1.80 1.06 0.57|7.0   0  24|   0     0 |           | 11   31    0   39    0
Feb 26 17:52:23 ubuntu dstat.sh[59076]: 26-02 17:52:23| 68  11  20   0   0|1621M  886M  166M 5077M|  37k   33k|   0   128k|   0  3.00 |8383    12k|1.74 1.05 0.57|7.0   0  96|   0     0 |           | 11   31    0   41    0
Feb 26 17:52:24 ubuntu dstat.sh[59076]: 26-02 17:52:24| 35  23  41   0   0|1376M 1132M  166M 5077M|  15k   13k|   0   317k|   0  6.02 |6747  8564 |1.74 1.05 0.57|2.0   0 540|   0     0 |           | 11   28    0   44    0
Feb 26 17:52:25 ubuntu dstat.sh[59076]: 26-02 17:52:25| 31  35  33   0   0|1426M 1081M  166M 5077M|2914B  541B|   0    48k|   0  12.0 |6160  5278 |1.74 1.05 0.57|7.0   0 754|   0     0 |           | 11   28    0   44    0
Feb 26 17:52:26 ubuntu dstat.sh[59076]: 26-02 17:52:26| 72  18  11   0   0|1559M  949M  166M 5077M|  11k 8924B|   0   308k|   0  14.0 |4869  3529 |1.74 1.05 0.57|5.0   0 216|   0     0 |           | 11   30    0   44    0
Feb 26 17:52:27 ubuntu dstat.sh[59076]: 26-02 17:52:27| 59  11  29   0   0|1561M  947M  166M 5077M|  25k   22k|   0   500k|   0  54.0 |6859  9709 |1.74 1.05 0.57|4.0   0 109|   0     0 |           | 11   30    0   46    0
Feb 26 17:52:28 ubuntu dstat.sh[59076]: 26-02 17:52:28| 73  17  10   0   0|1558M  950M  166M 5077M|  12k 7822B|   0   319k|   0  23.9 |5447  4581 |1.92 1.10 0.59|7.0   0 159|   0     0 |           | 11   29    0   46    0
Feb 26 17:52:29 ubuntu dstat.sh[59076]: 26-02 17:52:29| 63   8  29   0   0|1590M  917M  166M 5077M|  32k   27k|   0   203k|   0  9.96 |5911  8974 |1.92 1.10 0.59|5.0   0   0|   0     0 |           | 11   32    0   46    0
Feb 26 17:52:30 ubuntu dstat.sh[59076]: 26-02 17:52:30| 57   8  33   0   0|1570M  937M  166M 5077M|  42k   35k|   0   378k|   0  39.2 |  12k   20k|1.92 1.10 0.59|5.0   0  30|   0     0 |           | 11   30    0   46    0
Feb 26 17:52:31 ubuntu dstat.sh[59076]: 26-02 17:52:31| 74  13  12   0   0|1510M  997M  166M 5077M|  17k   12k|   0   403k|   0  41.9 |6579  7272 |1.92 1.10 0.59|6.0   0  90|   0     0 |           | 11   29    0   46    0
Feb 26 17:52:32 ubuntu dstat.sh[59076]: 26-02 17:52:32| 65   8  27   0   0|1601M  906M  166M 5078M|  29k   26k|   0   172k|   0  11.0 |6847  9085 |1.92 1.10 0.59|4.0   0   0|   0     0 |           | 11   32    0   46    0
Feb 26 17:52:33 ubuntu dstat.sh[59076]: 26-02 17:52:33| 57   9  33   0   0|1551M  955M  166M 5078M|  46k   41k|   0   208k|   0  10.0 |  13k   20k|1.92 1.12 0.60|3.0   0  71|   0     0 |           | 11   30    0   48    0
Feb 26 17:52:34 ubuntu dstat.sh[59076]: 26-02 17:52:34| 70  17  12   0   0|1518M  988M  166M 5078M|  18k   12k|   0   717k|   0  9.01 |6323  6300 |1.92 1.12 0.60|5.0   0 189|   0     0 |           | 11   29    0   50    0
Feb 26 17:52:35 ubuntu dstat.sh[59076]: 26-02 17:52:35| 69   8  22   0   0|1607M  899M  166M 5078M|  26k   23k|   0   143k|   0  9.95 |6081  7238 |1.92 1.12 0.60|3.0   0 1.0|   0     0 |           | 11   32    0   50    0
Feb 26 17:52:36 ubuntu dstat.sh[59076]: 26-02 17:52:36| 62  11  27   0   0|1489M 1017M  166M 5078M|  35k   28k|   0   237k|   0  22.1 |  11k   15k|1.92 1.12 0.60|5.0   0  89|   0     0 |           | 11   29    0   52    0
Feb 26 17:52:37 ubuntu dstat.sh[59076]: 26-02 17:52:37| 78  12   9   0   0|1576M  930M  166M 5078M|8317B 6523B|   0   212k|   0  20.0 |5080  3010 |1.92 1.12 0.60|3.0   0  39|   0     0 |           | 11   30    0   52    0
Feb 26 17:52:38 ubuntu dstat.sh[59076]: 26-02 17:52:38| 64   8  27   0   0|1560M  946M  166M 5078M|  29k   24k|   0   392k|   0  40.0 |6615  9104 |2.09 1.17 0.61|6.0   0  72|   0     0 |           | 11   30    0   54    0
Feb 26 17:52:39 ubuntu dstat.sh[59076]: 26-02 17:52:39| 69  13  17   0   0|1602M  904M  166M 5079M|  26k   22k|   0  4153k|   0   145 |7193    10k|2.09 1.17 0.61|4.0   0 107|   0     0 |           | 11   30    0   55    0
Feb 26 17:52:40 ubuntu dstat.sh[59076]: 26-02 17:52:40| 70  10  20   0   0|1638M  868M  166M 5079M|  25k   22k|   0   152k|   0  8.01 |5867  8040 |2.09 1.17 0.61|3.0   0  82|   0     0 |           | 11   30    0   56    0
Feb 26 17:52:41 ubuntu dstat.sh[59076]: 26-02 17:52:41| 71  12  16   0   0|1611M  895M  166M 5079M|  19k   15k|   0   124k|   0  7.99 |6133  5847 |2.09 1.17 0.61|5.0   0  86|   0     0 |           | 11   29    0   58    0
Feb 26 17:52:42 ubuntu dstat.sh[59076]: 26-02 17:52:42| 71  11  17   0   0|1574M  931M  166M 5079M|  20k   16k|   0   128k|   0  8.98 |5723  6142 |2.09 1.17 0.61|5.0   0  68|   0     0 |           | 11   30    0   59    0
Feb 26 17:52:43 ubuntu dstat.sh[59076]: 26-02 17:52:43| 59  13  28   0   0|1524M  981M  166M 5079M|  26k   22k|   0   553k|   0  62.1 |7192  9240 |2.08 1.18 0.62|3.0   0 139|   0     0 |           | 11   31    0   62    0
Feb 26 17:52:44 ubuntu dstat.sh[59076]: 26-02 17:52:44| 56  13  30   0   0|1512M  993M  166M 5079M|8285B 5487B|   0   882k|   0  47.9 |4944  3799 |2.08 1.18 0.62|3.0   0 123|   0     0 |           | 11   33    0   61    0
Feb 26 17:52:45 ubuntu dstat.sh[59076]: 26-02 17:52:45| 50   5  44   0   0|1562M  943M  166M 5079M|  23k   19k|   0   227k|   0  15.9 |4927  6039 |2.08 1.18 0.62|5.0   0 1.0|   0     0 |           | 11   34    0   62    0
Feb 26 17:52:46 ubuntu dstat.sh[59076]: 26-02 17:52:46| 55  13  31   0   0|1561M  943M  166M 5079M|  16k   12k|   0   197k|   0  11.0 |5669  6240 |2.08 1.18 0.62|5.0   0 140|   0     0 |           | 11   32    0   64    0
Feb 26 17:52:47 ubuntu dstat.sh[59076]: 26-02 17:52:47| 53  10  38   0   0|1528M  977M  166M 5079M|  15k   12k|   0   148k|   0  10.0 |4045  3588 |2.08 1.18 0.62|3.0   0  43|   0     0 |           | 11   34    0   64    0
Feb 26 17:52:48 ubuntu dstat.sh[59076]: 26-02 17:52:48| 41   7  50   0   0|1501M 1003M  166M 5079M|  22k   18k|   0  2122k|   0   136 |6132  8579 |2.08 1.19 0.63|2.0   0  86|   0     0 |           | 11   33    0   64    0
Feb 26 17:52:49 ubuntu dstat.sh[59076]: 26-02 17:52:49| 34  14  52   0   0|1438M 1067M  166M 5079M|8794B 5523B|   0   228k|   0  16.0 |4604  4204 |2.08 1.19 0.63|3.0   0 141|   0     0 |           | 11   32    0   65    0
Feb 26 17:52:50 ubuntu dstat.sh[59076]: 26-02 17:52:50| 35   5  60   0   0|1499M 1006M  166M 5079M|  13k   11k|   0    12k|   0  1.00 |3315  3004 |2.08 1.19 0.63|1.0   0   0|   0     0 |           | 11   34    0   65    0
Feb 26 17:52:51 ubuntu dstat.sh[59076]: 26-02 17:52:51| 37   7  55   0   0|1473M 1031M  166M 5080M|  13k 9571B|   0   220k|   0  13.0 |4753  4798 |2.08 1.19 0.63|4.0   0  44|   0     0 |           | 11   32    0   67    0
Feb 26 17:52:52 ubuntu dstat.sh[59076]: 26-02 17:52:52| 35   9  55   0   0|1509M  996M  166M 5080M|9013B 6741B|   0  8153B|   0  1.99 |3433  2339 |2.08 1.19 0.63|2.0   0  94|   0     0 |           | 11   33    0   60    0
Feb 26 17:52:53 ubuntu dstat.sh[59076]: 26-02 17:52:53| 34   8  57   0   0|1441M 1064M  166M 5080M|  13k   10k|   0   396k|   0  34.0 |4836  5258 |2.15 1.22 0.64|5.0   0  60|   0     0 |           | 11   33    0   61    0
Feb 26 17:52:54 ubuntu dstat.sh[59076]: 26-02 17:52:54| 36   6  57   0   0|1484M 1020M  166M 5080M|  12k 8817B|   0   308k|   0  24.0 |3437  2834 |2.15 1.22 0.64|3.0   0 5.0|   0     0 |           | 11   33    0   62    0
Feb 26 17:52:55 ubuntu dstat.sh[59076]: 26-02 17:52:55| 36   7  57   0   0|1487M 1017M  166M 5080M|  16k   13k|   0   519k|   0  10.1 |4561  4903 |2.15 1.22 0.64|3.0   0  44|   0     0 |           | 11   33    0   63    0
Feb 26 17:52:56 ubuntu dstat.sh[59076]: 26-02 17:52:56| 35   5  59   0   0|1466M 1038M  166M 5080M|  13k 9550B|   0   274k|   0  26.8 |4155  4297 |2.15 1.22 0.64|3.0   0 5.0|   0     0 |           | 11   33    0   62    0
Feb 26 17:52:57 ubuntu dstat.sh[59076]: 26-02 17:52:57| 36   6  57   0   0|1488M 1016M  166M 5080M|  14k   11k|   0   145k|   0  8.05 |3761  4376 |2.15 1.22 0.64|3.0   0   0|   0     0 |           | 11   34    0   62    0
Feb 26 17:52:58 ubuntu dstat.sh[59076]: 26-02 17:52:58| 23  14  61   0   0|1444M 1060M  166M 5080M|  15k   11k|   0   284k|   0  23.0 |5555  5916 |2.30 1.27 0.66|3.0   0 277|   0     0 |           | 11   33    0   63    0
Feb 26 17:52:59 ubuntu dstat.sh[59076]: 26-02 17:52:59| 21   4  73   0   0|1449M 1055M  166M 5080M|5577B 2434B|   0   344k|   0  20.0 |2333  2066 |2.30 1.27 0.66|3.0   0 5.0|   0     0 |           | 11   32    0   64    0
