Jul 08 18:29:51 jammy-provider-cloud-0000007313 systemd[1]: Started Devstack devstack@dstat.service.
Jul 08 18:29:51 jammy-provider-cloud-0000007313 dstat.sh[57760]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 08 18:29:51 jammy-provider-cloud-0000007313 dstat.sh[57760]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 08 18:30:01 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:01| 33   5  61   0   0|1094M 1760M  160M 4738M|5383B 1316B|   0  6669k|   0   373 |1854  3122 |1.31 0.84 0.50|1.0   0  60|   0     0 |   0     0 | 10    4    4   19    0
Jul 08 18:30:02 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:02| 24   3  73   0   0|1050M 1805M  160M 4738M|4870B 1716B|   0   168k|   0  13.0 |1053  1352 |1.31 0.84 0.50|1.0   0  31|   0     0 |   0     0 | 10    4    4   19    0
Jul 08 18:30:03 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:03| 11  17  71   0   0|1051M 1803M  160M 4738M|6952B 1532B|   0    16k|   0  4.00 |2739  4254 |1.36 0.86 0.51|1.0   0 362|   0     0 |   0     0 | 10    4    4   19    0
Jul 08 18:30:04 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:04| 12  18  68   0   0|1062M 1792M  160M 4738M|4680B 1695B|   0    96k|   0  12.0 |3441  6043 |1.36 0.86 0.51|1.0   0 360|   0     0 |   0     0 | 10    4    4   19    0
Jul 08 18:30:05 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:05| 35  12  53   0   0|1139M 1715M  160M 4739M|3548B 1532B| 100k    0 |1.00     0 |3567  6948 |1.36 0.86 0.51|2.0   0 165|   0     0 |   0     0 | 10    5    4   19    0
Jul 08 18:30:06 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:06| 48   3  49   0   0|1212M 1641M  160M 4740M|  41k 1531B| 588k  376k|20.0  40.0 |1237  1196 |1.36 0.86 0.51|3.0   0   0|   0     0 |   0     0 | 10    5    4   19    0
Jul 08 18:30:07 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:07| 38   9  52   0   0|1244M 1607M  160M 4742M|3950B 1456B|4092B 8179k|1.00  70.9 |3195  6723 |1.36 0.86 0.51|2.0   0 112|   0     0 |   0     0 | 10    4    4   20    0
Jul 08 18:30:08 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:08|  0   0  98   0   0|1244M 1607M  160M 4742M|4314B 1457B|   0   432k|   0  12.0 | 661  1155 |1.25 0.85 0.51|1.0   0 6.0|   0     0 |   0     0 | 10    4    4   20    0
Jul 08 18:30:09 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:09| 20   5  75   0   0|1314M 1536M  160M 4742M|7172B 1460B|   0   457k|   0  26.0 |1408  1726 |1.25 0.85 0.51|2.0   0  25|   0     0 |   0     0 | 10    4    4   14    0
Jul 08 18:30:10 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:10| 24   2  74   0   0|1344M 1506M  160M 4742M|6230B 1695B|   0   280k|   0  18.0 |1080  1580 |1.25 0.85 0.51|1.0   0 1.0|   0     0 |   0     0 | 10   10    4   14    0
Jul 08 18:30:11 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:11| 21   4  72   1   0|1286M 1563M  160M 4742M|6367B 1618B|  36k 3320k|3.00   308 |2673  5052 |1.25 0.85 0.51|1.0   0  42|   0     0 |   0     0 | 10    4    4   16    0
Jul 08 18:30:12 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:12| 24   2  72   0   0|1320M 1529M  160M 4743M|7304B 1457B| 236k   31M|59.0  71.0 |1711  2830 |1.25 0.85 0.51|2.0   0 3.0|   0     0 |   0     0 | 10   28    4   17    0
Jul 08 18:30:13 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:13| 22   4  73   0   0|1322M 1527M  160M 4743M|6552B 1622B|   0   320k|   0  6.01 |1233  1792 |1.23 0.85 0.51|1.0   0  43|   0     0 |   0     0 | 10   28    4   17    0
Jul 08 18:30:14 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:14| 33   8  59   0   0|1345M 1504M  160M 4743M|6952B 1693B|   0    20k|   0  5.00 |1837  2676 |1.23 0.85 0.51|2.0   0 156|   0     0 |   0     0 | 10   28    4   18    0
Jul 08 18:30:15 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:15| 43  10  47   0   0|1282M 1567M  160M 4743M|4662B 1461B|   0   208k|   0  20.0 |3666  9656 |1.23 0.85 0.51|3.0   0 167|   0     0 |   0     0 | 10   28    4   19    0
Jul 08 18:30:16 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:16| 79  17   4   0   0|1507M 1341M  160M 4743M|6345B 1620B|   0   124k|   0  15.0 |2815  4872 |1.23 0.85 0.51|6.0   0 377|   0     0 |   0     0 | 10   28    4   19    0
Jul 08 18:30:17 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:17| 83  14   4   0   0|1388M 1461M  160M 4743M|5978B 1458B|   0    33M|   0   622 |7328    14k|1.23 0.85 0.51|4.0   0 189|   0     0 |   0     0 | 10   28    4   19    0
Jul 08 18:30:18 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:18| 36   7  56   0   0|1313M 1535M  160M 4744M|5281B 1528B|   0   479k|   0  27.9 |3208  6061 |1.37 0.89 0.52|1.0   0 155|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:19 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:19| 22   5  73   0   0|1287M 1562M  160M 4744M|9170B 1501B|   0  4231k|   0   124 |1901  3474 |1.37 0.89 0.52|3.0   0  32|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:20 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:20| 22   4  73   0   0|1348M 1501M  160M 4744M|9499B 1618B|   0   160k|   0  11.0 |1284  1930 |1.37 0.89 0.52|2.0   0  38|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:21 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:21| 16  14  70   0   0|1290M 1558M  160M 4744M|  10k 1461B|   0   301k|   0  26.1 |3117  5123 |1.37 0.89 0.52|1.0   0 380|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:22 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:22| 51  24  26   0   0|1443M 1405M  160M 4744M|6118B  366B|   0  4259k|   0  31.0 |2913  5072 |1.37 0.89 0.52|5.0   0 660|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:23 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:23| 84   9   7   0   0|1579M 1269M  160M 4744M|5455B 1176B|   0  3444k|   0  92.0 |4951    11k|1.66 0.96 0.55|8.0   0   0|   0     0 |   0     0 | 10   30    4   24    0
Jul 08 18:30:24 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:24| 84  12   3   0   0|1441M 1407M  160M 4744M|6665B 1620B|   0   636k|   0  50.0 |4706    10k|1.66 0.96 0.55|5.0   0 166|   0     0 |   0     0 | 10   28    4   23    0
Jul 08 18:30:25 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:25| 84  11   4   0   0|1591M 1256M  160M 4745M|2979B 1132B|   0   244k|   0  13.0 |4663    11k|1.66 0.96 0.55|8.0   0 144|   0     0 |   0     0 | 10   31    4   23    0
Jul 08 18:30:26 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:26| 79  11  12   0   0|1411M 1436M  160M 4745M|8833B  324B|   0  2363k|   0   176 |3931    15k|1.66 0.96 0.55|2.0   0 202|   0     0 |   0     0 | 10   30    4   22    0
Jul 08 18:30:27 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:27| 43  10  47   0   0|1401M 1446M  160M 4745M|6231B 1618B|   0    63M|   0   195 |2622  4212 |1.66 0.96 0.55|2.0   0  98|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:28 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:28| 48  15  38   0   0|1354M 1493M  160M 4745M|5498B 1697B|   0  1358k|   0  30.1 |4278  9771 |1.77 0.99 0.56|3.0   0 379|   0     0 |   0     0 | 10   28    4   22    0
Jul 08 18:30:29 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:29| 63   7  29   0   0|1462M 1384M  160M 4746M|5620B 1458B|   0   428k|   0  19.0 |2976  7235 |1.77 0.99 0.56|2.0   0 2.0|   0     0 |   0     0 | 10   31    4   23    0
Jul 08 18:30:30 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:30| 77  14   9   0   0|1489M 1357M  160M 4747M|5074B 1527B|   0  1021k|   0  44.8 |3850  8163 |1.77 0.99 0.56|5.0   0 289|   0     0 |   0     0 | 10   28    4   26    0
Jul 08 18:30:31 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:31| 69   9  22   0   0|1472M 1373M  160M 4746M|4893B 1852B|   0  1028k|   0  57.2 |6235    17k|1.77 0.99 0.56|5.0   0  59|   0     0 |   0     0 | 10   30    5   29    0
Jul 08 18:30:32 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:32| 67  14  17   0   0|1463M 1382M  160M 4746M|7346B 1208B|   0   536k|   0  18.0 |2270  4391 |1.77 0.99 0.56|5.0   0 267|   0     0 |   0     0 | 10   30    5   30    0
Jul 08 18:30:33 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:33| 60  12  27   0   0|1358M 1487M  160M 4747M|4225B  863B|   0   519k|   0  46.9 |6939    14k|1.87 1.02 0.58|3.0   0 299|   0     0 |   0     0 | 10   28    5   34    0
Jul 08 18:30:34 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:34| 64   7  30   0   0|1473M 1372M  160M 4747M|4490B 1685B|   0   224k|   0  18.0 |4078  7856 |1.87 1.02 0.58|2.0   0   0|   0     0 |   0     0 | 10   31    5   36    0
Jul 08 18:30:35 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:35| 64  14  21   0   0|1433M 1411M  160M 4747M|5267B 1586B|   0   324k|   0  23.0 |3779  7329 |1.87 1.02 0.58|3.0   0 287|   0     0 |   0     0 | 10   28    5   38    0
Jul 08 18:30:36 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:36| 61   9  29   0   0|1341M 1503M  160M 4747M|  44k 1542B|   0   428k|   0  39.0 |4647  9222 |1.87 1.02 0.58|3.0   0 112|   0     0 |   0     0 | 10   28    5   40    0
Jul 08 18:30:37 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:37| 68   6  25   0   0|1468M 1377M  160M 4747M|7189B 1566B|   0  2936k|   0   184 |2872  5894 |1.87 1.02 0.58|5.0   0   0|   0     0 |   0     0 | 10   30    5   42    0
Jul 08 18:30:38 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:38| 74  18   8   0   0|1473M 1371M  160M 4747M|8654B 1586B|   0   516k|   0  38.0 |3333  6573 |2.04 1.07 0.59|5.0   0 417|   0     0 |   0     0 | 10   28    5   43    0
Jul 08 18:30:39 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:39| 84  13   2   0   0|1503M 1341M  160M 4748M|7287B 1458B|   0  4560k|   0   160 |4966    10k|2.04 1.07 0.59| 10   0 248|   0     0 |   0     0 | 10   28    5   45    0
Jul 08 18:30:40 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:40| 82  16   3   0   0|1558M 1285M  160M 4748M|4158B 1662B|   0   376k|   0  25.0 |3012  5972 |2.04 1.07 0.59|8.0   0 291|   0     0 |   0     0 | 10   29    5   44    0
Jul 08 18:30:41 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:41| 73  17   8   0   0|1522M 1321M  160M 4748M|6283B 1617B|   0   399k|   0  21.0 |7018    16k|2.04 1.07 0.59|7.0   0 407|   0     0 |   0     0 | 10   29    5   46    0
Jul 08 18:30:42 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:42| 56  24  19   0   0|1351M 1492M  160M 4748M|4663B 1623B|   0   240k|   0  11.0 |4893    11k|2.04 1.07 0.59|3.0   0 779|   0     0 |   0     0 | 10   28    5   44    0
Jul 08 18:30:43 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:43| 23  12  63   0   0|1295M 1548M  160M 4749M|5036B 1497B|   0   607k|   0  12.0 |4296  8691 |2.12 1.11 0.61|1.0   0 318|   0     0 |   0     0 | 10   28    5   44    0
Jul 08 18:30:44 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:44| 40  29  31   0   0|1396M 1446M  160M 4749M|4726B 1623B|   0   241k|   0  21.0 |3362  6734 |2.12 1.11 0.61|5.0   0 931|   0     0 |   0     0 | 10   28    4   44    0
Jul 08 18:30:45 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:45| 80  12   9   0   0|1409M 1433M  160M 4749M|5568B 1458B|   0   344k|   0  30.0 |4699    11k|2.12 1.11 0.61|4.0   0 151|   0     0 |   0     0 | 10   29    4   45    0
Jul 08 18:30:46 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:46| 81  12   5   0   0|1481M 1361M  160M 4749M|5805B 1532B|   0   492k|   0  47.0 |3843  7148 |2.12 1.11 0.61|4.0   0 189|   0     0 |   0     0 | 10   28    4   45    0
Jul 08 18:30:47 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:47| 63   7  28   0   0|1524M 1318M  160M 4750M|6304B 1617B|   0   240k|   0  17.0 |8513    19k|2.12 1.11 0.61|2.0   0   0|   0     0 |   0     0 | 10   32    4   48    0
Jul 08 18:30:48 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:48| 74  11  14   0   0|1400M 1442M  160M 4750M|4523B 1461B|   0  2529k|   0   102 |6203    14k|2.19 1.14 0.62|4.0   0 120|   0     0 |   0     0 | 10   28    4   47    0
Jul 08 18:30:49 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:49| 78   9  13   0   0|1527M 1314M  160M 4750M|4856B 1132B|   0   184k|   0  9.98 |6945    14k|2.19 1.14 0.62|3.0   0 2.0|   0     0 |   0     0 | 10   32    4   49    0
Jul 08 18:30:50 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:50| 55  10  34   0   0|1493M 1347M  160M 4751M|4223B 1299B|   0  4490k|   0   142 |  11k   23k|2.19 1.14 0.62|5.0   0  71|   0     0 |   0     0 | 10   30    4   54    0
Jul 08 18:30:51 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:51| 84  11   5   0   0|1477M 1363M  160M 4752M|  10k 1566B|   0     0 |   0     0 |4088  9017 |2.19 1.14 0.62|5.0   0 196|   0     0 |   0     0 | 10   29    4   54    0
Jul 08 18:30:52 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:52| 77   8  17   0   0|1437M 1401M  160M 4752M|8529B 1458B|   0   116k|   0  12.0 |5191    14k|2.19 1.14 0.62|4.0   0  64|   0     0 |   0     0 | 10   28    4   55    0
Jul 08 18:30:53 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:53| 83  12   5   0   0|1527M 1311M  160M 4753M|  12k 1512B|   0   320k|   0  26.0 |3024  4674 |2.41 1.20 0.64|4.0   0  68|   0     0 |   0     0 | 10   30    4   55    0
Jul 08 18:30:54 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:54| 79  13   8   0   0|1480M 1357M  160M 4754M|8395B 1566B|   0  2577k|   0  36.0 |5895    13k|2.41 1.20 0.64|4.0   0 184|   0     0 |   0     0 | 10   28    4   56    0
Jul 08 18:30:55 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:55| 77  11  11   0   0|1477M 1359M  160M 4755M|4261B 1618B|   0   200k|   0  9.99 |4244    12k|2.41 1.20 0.64|4.0   0 106|   0     0 |   0     0 | 10   29    4   59    0
Jul 08 18:30:56 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:56| 84  12   5   0   0|1500M 1337M  160M 4755M|7083B 1513B|   0   188k|   0  12.0 |3196  5542 |2.41 1.20 0.64|4.0   0 120|   0     0 |   0     0 | 10   28    4   57    0
Jul 08 18:30:57 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:57| 65  15  19   0   0|1357M 1479M  160M 4755M|5555B 1620B|   0   636k|   0  67.0 |6320    13k|2.41 1.20 0.64|3.0   0 261|   0     0 |   0     0 | 10   28    4   61    0
Jul 08 18:30:58 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:58| 69   6  26   0   0|1443M 1393M  160M 4755M|4047B 1640B|   0   332k|   0  22.0 |2592  5743 |2.46 1.23 0.66|9.0   0   0|   0     0 |   0     0 | 10   30    4   62    0
Jul 08 18:30:59 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:30:59| 63  12  25   0   0|1453M 1383M  160M 4755M|4370B 1586B|   0   228k|   0  13.0 |2669  4953 |2.46 1.23 0.66|5.0   0 183|   0     0 |   0     0 | 10   29    4   62    0
Jul 08 18:31:00 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:00| 64   9  26   0   0|1358M 1478M  160M 4756M|3932B 1565B|   0   408k|   0  42.0 |4954  9941 |2.46 1.23 0.66|6.0   0 132|   0     0 |   0     0 | 10   28    4   66    0
Jul 08 18:31:01 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:01| 65   8  27   0   0|1473M 1363M  160M 4756M|3951B 1586B|   0   548k|   0  25.0 |4499  7732 |2.46 1.23 0.66|6.0   0   0|   0     0 |   0     0 | 10   30    4   67    0
Jul 08 18:31:02 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:02| 65   9  25   0   0|1450M 1385M  160M 4756M|4483B 1736B|   0   320k|   0  28.0 |2694  4809 |2.46 1.23 0.66|3.0   0  82|   0     0 |   0     0 | 10   28    4   68    0
Jul 08 18:31:03 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:03| 64  10  25   0   0|1377M 1458M  160M 4756M|4040B 1551B|   0   479k|   0  45.9 |3184  8510 |2.58 1.28 0.68|4.0   0 137|   0     0 |   0     0 | 10   28    4   73    0
Jul 08 18:31:04 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:04| 64   8  28   0   0|1419M 1416M  160M 4756M|4445B 1569B|   0   381k|   0  30.1 |3861  8702 |2.58 1.28 0.68|3.0   0 5.0|   0     0 |   0     0 | 10   30    4   75    0
Jul 08 18:31:05 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:05| 60  16  24   0   0|1452M 1383M  160M 4757M|4538B 1512B|   0   280k|   0  18.0 |2730  5371 |2.58 1.28 0.68|3.0   0 418|   0     0 |   0     0 | 10   28    4   75    0
Jul 08 18:31:06 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:06| 54  11  35   0   0|1310M 1524M  160M 4757M|  40k 1532B|   0   336k|   0  30.0 |5072    12k|2.58 1.28 0.68|3.0   0 260|   0     0 |   0     0 | 10   28    4   77    0
Jul 08 18:31:07 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:07| 25   6  68   0   0|1359M 1475M  160M 4757M|4765B 1509B|   0   259k|   0  12.0 |2004  3362 |2.58 1.28 0.68|1.0   0 149|   0     0 |   0     0 | 10   29    4   77    0
Jul 08 18:31:08 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:08| 18  11  71   0   0|1305M 1529M  160M 4757M|4890B 1514B|   0   469k|   0  29.0 |3987  7649 |2.46 1.27 0.68|1.0   0 232|   0     0 |   0     0 | 10   28    4   77    0
Jul 08 18:31:09 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:09| 28  15  56   0   0|1392M 1442M  160M 4757M|7094B 1531B|   0   412k|   0  24.0 |2775  4245 |2.46 1.27 0.68|2.0   0 365|   0     0 |   0     0 | 10   28    4   78    0
Jul 08 18:31:10 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:10| 43   7  48   3   0|1490M 1339M  161M 4761M|4126B 1514B| 316k 8451k|18.0   736 |3758  7761 |2.46 1.27 0.68|8.0 1.0  50|   0     0 |   0     0 | 10   32    4   78    0
Jul 08 18:31:11 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:11| 42   6  42  10   0|1442M 1381M  162M 4766M|6082B 1616B|   0    44M|   0  3746 |  11k   27k|2.46 1.27 0.68|6.0   0  94|   0     0 |   0     0 | 10   32    4   78    0
Jul 08 18:31:12 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:12| 45   5  47   3   0|1469M 1355M  162M 4765M|5339B 1566B|   0  9366k|   0   811 |3346  6966 |2.46 1.27 0.68|3.0   0  10|   0     0 |   0     0 | 10   28    4   78    0
Jul 08 18:31:13 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:13| 41   7  52   1   0|1449M 1374M  162M 4766M|5592B 1460B|   0  9351k|   0  1491 |8326    17k|2.42 1.29 0.68|4.0   0 2.0|   0     0 |   0     0 | 10   30    4   75    0
Jul 08 18:31:14 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:14| 33   8  53   3   0|1427M 1395M  163M 4766M|5712B 1578B|   0    11M|   0  1377 |7124    15k|2.42 1.29 0.68|2.0   0  99|   0     0 |   0     0 | 10   28    4   75    0
Jul 08 18:31:15 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:15| 23   4  73   1   0|1397M 1425M  163M 4766M|5455B 1463B|   0  8973k|   0   318 |1386  1900 |2.42 1.29 0.68|1.0   0 3.0|   0     0 |   0     0 | 10   28    4   74    0
Jul 08 18:31:16 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:16| 24   2  73   0   0|1345M 1477M  163M 4766M|4964B 1567B|   0  4014k|   0   208 |1121  1936 |2.42 1.29 0.68|1.0   0 1.0|   0     0 |   0     0 | 10   28    4   74    0
Jul 08 18:31:17 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:17| 22   3  74   0   0|1419M 1403M  163M 4766M|4848B 1457B|   0     0 |   0     0 | 906  1189 |2.42 1.29 0.68|1.0   0 2.0|   0     0 |   0     0 | 10   28    4   72    0
Jul 08 18:31:18 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:18| 23   3  73   0   0|1378M 1444M  163M 4766M|4531B 1459B|   0  2022k|   0   227 |1023  1312 |2.31 1.28 0.69|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   72    0
Jul 08 18:31:19 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:19| 23   2  74   0   0|1429M 1393M  163M 4766M|4525B 1458B|   0     0 |   0     0 | 923  1221 |2.31 1.28 0.69|2.0   0 4.0|   0     0 |   0     0 | 10   32    4   69    0
Jul 08 18:31:20 jammy-provider-cloud-0000007313 dstat.sh[57760]: 08-07 18:31:20| 22   3  74   0   0|1384M 1438M  163M 4766M|7582B 1456B|   0  4092B|   0  1.00 | 899  1137 |2.31 1.28 0.69|1.0   0 1.0|   0     0 |   0     0 | 10   32    4   69    0
