Mar 26 22:35:09 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 26 22:35:09 ubuntu dstat.sh[64964]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 26 22:35:09 ubuntu dstat.sh[64964]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 22:35:34 ubuntu dstat.sh[64964]: 26-03 22:35:34| 20   6  73   0   0|1344M  902M  169M 5320M|5433B 1079B|   0     0 |   0     0 |2142  1512 |1.46 0.93 0.51|1.0   0  42|   0     0 |           | 11   28    0   16    0
Mar 26 22:35:35 ubuntu dstat.sh[64964]: 26-03 22:35:35| 17   3  80   0   0|1354M  893M  169M 5320M|  13k 7948B|   0  3322k|   0  51.1 |2252  1843 |1.42 0.93 0.51|1.0   0  22|   0     0 |           | 11   28    0   17    0
Mar 26 22:35:36 ubuntu dstat.sh[64964]: 26-03 22:35:36| 39  12  49   0   0|1441M  806M  169M 5320M|5993B  973B|   0    30M|   0   273 |3990  2645 |1.42 0.93 0.51|2.0   0 134|   0     0 |           | 11   28    0   17    0
Mar 26 22:35:37 ubuntu dstat.sh[64964]: 26-03 22:35:37| 31   4  64   0   0|1480M  766M  169M 5320M|  20k   15k|   0   700k|   0  6.00 |4958  5787 |1.42 0.93 0.51|3.0   0   0|   0     0 |           | 11   30    0   17    0
Mar 26 22:35:38 ubuntu dstat.sh[64964]: 26-03 22:35:38| 51  23  27   0   0|1454M  792M  170M 5320M|  11k 5643B|   0  2570k|   0  52.0 |6911  7574 |1.42 0.93 0.51|8.0   0 561|   0     0 |           | 11   28    0   18    0
Mar 26 22:35:39 ubuntu dstat.sh[64964]: 26-03 22:35:39| 85  14   1   0   0|1650M  597M  170M 5320M|  11k 7725B|   0     0 |   0     0 |5146  2812 |1.42 0.93 0.51|5.0   0  18|   0     0 |           | 11   31    0   18    0
Mar 26 22:35:40 ubuntu dstat.sh[64964]: 26-03 22:35:40| 80   9   9   0   0|1720M  526M  170M 5321M|  36k   32k|   0   221k|   0  19.0 |8402    12k|1.71 1.00 0.54|4.0   0 1.0|   0     0 |           | 11   33    0   19    0
Mar 26 22:35:41 ubuntu dstat.sh[64964]: 26-03 22:35:41| 49  13  37   0   0|1418M  828M  170M 5321M|  12k 7992B|   0   802k|   0  56.9 |5966  6902 |1.71 1.00 0.54|2.0   0 309|   0     0 |           | 11   28    0   24    0
Mar 26 22:35:42 ubuntu dstat.sh[64964]: 26-03 22:35:42| 19   3  78   0   0|1457M  789M  170M 5321M|6240B 4751B|   0   156k|   0  10.0 |1879  1723 |1.71 1.00 0.54|1.0   0   0|   0     0 |           | 11   29    0   23    0
Mar 26 22:35:43 ubuntu dstat.sh[64964]: 26-03 22:35:43| 16   6  77   0   0|1432M  814M  170M 5321M|8810B 4244B|   0   240k|   0  20.0 |3325  3389 |1.71 1.00 0.54|1.0   0  68|   0     0 |           | 11   28    0   24    0
Mar 26 22:35:44 ubuntu dstat.sh[64964]: 26-03 22:35:44| 20   3  76   0   0|1481M  765M  170M 5321M|5577B 2936B|   0   156k|   0  11.0 |1754  1257 |1.71 1.00 0.54|  0   0   0|   0     0 |           | 11   29    0   24    0
Mar 26 22:35:45 ubuntu dstat.sh[64964]: 26-03 22:35:45| 16   5  78   0   0|1445M  801M  170M 5321M|9511B 6095B|   0   257k|   0  28.1 |3334  3642 |1.65 1.00 0.54|1.0   0  63|   0     0 |           | 11   28    0   25    0
Mar 26 22:35:46 ubuntu dstat.sh[64964]: 26-03 22:35:46| 16  30  53   0   0|1420M  826M  170M 5321M|3900B 1081B|   0    78M|   0   454 |7172  6825 |1.65 1.00 0.54|5.0   0 839|   0     0 |           | 11   28    0   24    0
Mar 26 22:35:47 ubuntu dstat.sh[64964]: 26-03 22:35:47| 82  18   0   0   0|1587M  659M  170M 5321M|5369B 3046B|   0  1448k|   0  14.0 |4923  2615 |1.65 1.00 0.54|4.0   0 137|   0     0 |           | 11   29    0   24    0
Mar 26 22:35:48 ubuntu dstat.sh[64964]: 26-03 22:35:48| 72   9  18   0   0|1652M  593M  170M 5321M|  39k   36k|   0   928k|   0  51.0 |7527    11k|1.65 1.00 0.54|2.0   0   0|   0     0 |           | 11   33    0   24    0
Mar 26 22:35:49 ubuntu dstat.sh[64964]: 26-03 22:35:49| 74  18   8   0   0|1491M  754M  170M 5321M|  17k   13k|   0   516k|   0  65.0 |7942    11k|1.65 1.00 0.54|6.0   0 310|   0     0 |           | 11   28    0   25    0
Mar 26 22:35:50 ubuntu dstat.sh[64964]: 26-03 22:35:50| 86  13   1   0   0|1666M  580M  170M 5321M|  10k 7814B|   0  5420k|   0   245 |5539  4442 |2.00 1.08 0.57|4.0   0 1.0|   0     0 |           | 11   31    0   25    0
Mar 26 22:35:51 ubuntu dstat.sh[64964]: 26-03 22:35:51| 81  10   8   0   0|1704M  541M  170M 5321M|  44k   41k|   0  8694k|   0   111 |7817    13k|2.00 1.08 0.57|6.0   0 6.0|   0     0 |           | 11   32    0   27    0
Mar 26 22:35:52 ubuntu dstat.sh[64964]: 26-03 22:35:52| 64  16  19   0   0|1622M  623M  170M 5322M|  21k   16k|   0   749k|   0  37.1 |7585    22k|2.00 1.08 0.57|3.0   0 278|   0     0 |           | 11   28    0   31    0
Mar 26 22:35:53 ubuntu dstat.sh[64964]: 26-03 22:35:53| 37   7  55   0   0|1532M  713M  170M 5322M|  11k 8901B|   0   216k|   0  8.00 |3356  2613 |2.00 1.08 0.57|2.0   0  50|   0     0 |           | 11   30    0   31    0
Mar 26 22:35:54 ubuntu dstat.sh[64964]: 26-03 22:35:54| 35  14  50   0   0|1442M  802M  170M 5322M|  14k   11k|   0   292k|   0  27.0 |6109  7265 |2.00 1.08 0.57|4.0   0 290|   0     0 |           | 11   28    0   32    0
Mar 26 22:35:55 ubuntu dstat.sh[64964]: 26-03 22:35:55| 62  13  24   0   0|1525M  720M  170M 5322M|6124B 3285B|   0   296k|   0  16.0 |3753  1816 |2.08 1.12 0.58|1.0   0  88|   0     0 |           | 11   29    1   32    0
Mar 26 22:35:56 ubuntu dstat.sh[64964]: 26-03 22:35:56| 45   4  49   0   0|1530M  715M  170M 5322M|  30k   25k|   0  1860k|   0   142 |6755  9150 |2.08 1.12 0.58|2.0   0   0|   0     0 |           | 11   30    0   33    0
Mar 26 22:35:57 ubuntu dstat.sh[64964]: 26-03 22:35:57| 70  21   9   0   0|1506M  738M  170M 5322M|5632B 2016B|   0  1384k|   0  35.1 |5786  4284 |2.08 1.12 0.58|5.0   0 259|   0     0 |           | 11   28    0   33    0
Mar 26 22:35:58 ubuntu dstat.sh[64964]: 26-03 22:35:58| 68   8  24   0   0|1589M  655M  170M 5322M|  23k   21k|   0   188k|   0  8.00 |5240  5495 |2.08 1.12 0.58|3.0   0   0|   0     0 |           | 11   32    0   32    0
Mar 26 22:35:59 ubuntu dstat.sh[64964]: 26-03 22:35:59| 52  19  26   0   0|1488M  756M  170M 5322M|  23k   19k|   0  2283k|   0   221 |8878    12k|2.08 1.12 0.58|5.0   0 326|   0     0 |           | 11   28    0   35    0
Mar 26 22:36:00 ubuntu dstat.sh[64964]: 26-03 22:36:00| 57   8  36   0   0|1553M  691M  170M 5322M|  10k 8080B|   0   184k|   0  7.99 |3634  1992 |2.15 1.15 0.60|2.0   0 1.0|   0     0 |           | 11   31    0   35    0
Mar 26 22:36:01 ubuntu dstat.sh[64964]: 26-03 22:36:01| 49   8  42   0   0|1450M  794M  170M 5322M|  26k   21k|   0   349k|   0  35.1 |7374    10k|2.15 1.15 0.60|7.0   0  64|   0     0 |           | 11   28    1   37    0
Mar 26 22:36:02 ubuntu dstat.sh[64964]: 26-03 22:36:02| 60  16  23   0   0|1515M  729M  170M 5322M|4008B 1081B|   0   636k|   0  18.0 |4379  2708 |2.15 1.15 0.60|3.0   0 235|   0     0 |           | 11   28    0   37    0
Mar 26 22:36:03 ubuntu dstat.sh[64964]: 26-03 22:36:03| 46   5  48   0   0|1544M  700M  170M 5322M|  24k   21k|   0   240k|   0  22.0 |5797  7147 |2.15 1.15 0.60|3.0   0   0|   0     0 |           | 11   30    0   34    0
Mar 26 22:36:04 ubuntu dstat.sh[64964]: 26-03 22:36:04| 60  19  20   0   0|1494M  750M  170M 5323M|  12k 8127B|   0   724k|   0  42.0 |6010  5791 |2.15 1.15 0.60|4.0   0 287|   0     0 |           | 11   28    0   36    0
Mar 26 22:36:05 ubuntu dstat.sh[64964]: 26-03 22:36:05| 52   6  41   0   0|1537M  707M  170M 5323M|  18k   16k|   0   104k|   0  7.01 |4210  3982 |2.14 1.16 0.61|2.0   0   0|   0     0 |           | 11   31    0   36    0
Mar 26 22:36:06 ubuntu dstat.sh[64964]: 26-03 22:36:06| 54  12  34   0   0|1476M  767M  170M 5323M|  16k   11k|   0   208k|   0  27.0 |6227  7248 |2.14 1.16 0.61|3.0   0 118|   0     0 |           | 11   28    0   38    0
Mar 26 22:36:07 ubuntu dstat.sh[64964]: 26-03 22:36:07| 53   7  39   0   0|1574M  670M  170M 5323M|  14k   12k|   0  4838k|   0   299 |3823  2734 |2.14 1.16 0.61|2.0   0   0|   0     0 |           | 11   31    0   35    0
Mar 26 22:36:08 ubuntu dstat.sh[64964]: 26-03 22:36:08| 50  19  30   0   0|1477M  766M  170M 5323M|  20k   15k|   0   469k|   0  44.1 |7640    10k|2.14 1.16 0.61|6.0   0 398|   0     0 |           | 11   28    0   37    0
Mar 26 22:36:09 ubuntu dstat.sh[64964]: 26-03 22:36:09| 79  21   0   0   0|1589M  654M  170M 5323M|4029B 1080B|   0   208k|   0  16.0 |5488  4352 |2.14 1.16 0.61|8.0   0 353|   0     0 |           | 11   28    0   37    0
Mar 26 22:36:10 ubuntu dstat.sh[64964]: 26-03 22:36:10| 78  19   2   0   0|1723M  520M  170M 5323M|  31k   30k|   0     0 |   0     0 |6611  6520 |2.45 1.24 0.63|3.0   0 384|   0     0 |           | 11   34    0   37    0
Mar 26 22:36:11 ubuntu dstat.sh[64964]: 26-03 22:36:11| 75  23   3   0   0|1703M  540M  170M 5324M|  38k   33k|   0  1501k|   0   100 |9361    12k|2.45 1.24 0.63|8.0   0 443|   0     0 |           | 11   29    1   38    0
Mar 26 22:36:12 ubuntu dstat.sh[64964]: 26-03 22:36:12| 82  18   0   0   0|1590M  652M  170M 5324M|4795B 2701B|   0   260k|   0  22.0 |5465  3992 |2.45 1.24 0.63|4.0   0 278|   0     0 |           | 11   29    0   38    0
Mar 26 22:36:13 ubuntu dstat.sh[64964]: 26-03 22:36:13| 73   9  17   0   0|1653M  589M  170M 5324M|  36k   33k|   0     0 |   0     0 |7312  9799 |2.45 1.24 0.63|4.0   0   0|   0     0 |           | 11   32    0   39    0
Mar 26 22:36:14 ubuntu dstat.sh[64964]: 26-03 22:36:14| 52  21  25   0   0|1483M  759M  170M 5324M|  27k   22k|   0    20k|   0  4.99 |8108    12k|2.45 1.24 0.63|3.0   0 500|   0     0 |           | 11   28    0   43    0
Mar 26 22:36:15 ubuntu dstat.sh[64964]: 26-03 22:36:15| 12  28  58   0   0|1395M  847M  170M 5324M|4241B 1030B|   0    68k|   0  8.03 |5781  4248 |2.41 1.26 0.64|3.0   0 501|   0     0 |           | 11   28    0   41    0
Mar 26 22:36:16 ubuntu dstat.sh[64964]: 26-03 22:36:16| 62  29   8   0   0|1495M  747M  170M 5324M|6692B 3429B|   0    24k|   0  6.00 |5313  4324 |2.41 1.26 0.64|5.0   0 602|   0     0 |           | 11   29    0   41    0
Mar 26 22:36:17 ubuntu dstat.sh[64964]: 26-03 22:36:17| 64   8  27   0   0|1561M  681M  170M 5324M|  25k   22k|   0  2976k|   0   128 |5104  6907 |2.41 1.26 0.64|4.0   0  38|   0     0 |           | 11   31    0   42    0
Mar 26 22:36:18 ubuntu dstat.sh[64964]: 26-03 22:36:18| 70  17  13   0   0|1532M  710M  170M 5324M|  13k 9894B|   0   541k|   0  65.1 |6162  7548 |2.41 1.26 0.64|4.0   0 230|   0     0 |           | 11   28    0   45    0
Mar 26 22:36:19 ubuntu dstat.sh[64964]: 26-03 22:36:19| 69   9  21   0   0|1626M  616M  170M 5324M|  22k   20k|   0   184k|   0  8.99 |5271  5503 |2.41 1.26 0.64|3.0   0   0|   0     0 |           | 11   32    0   45    0
Mar 26 22:36:20 ubuntu dstat.sh[64964]: 26-03 22:36:20| 55   6  38   0   0|1625M  616M  170M 5324M|  42k   36k|   0   288k|   0  23.0 |  13k   20k|2.54 1.30 0.66|3.0   0 1.0|   0     0 |           | 11   31    0   45    0
Mar 26 22:36:21 ubuntu dstat.sh[64964]: 26-03 22:36:21| 70  13  17   0   0|1547M  694M  170M 5325M|  24k   19k|   0   520k|   0  56.0 |7721    12k|2.54 1.30 0.66|5.0   0  90|   0     0 |           | 11   28    0   45    0
Mar 26 22:36:22 ubuntu dstat.sh[64964]: 26-03 22:36:22| 71  11  17   0   0|1578M  664M  170M 5325M|  19k   15k|   0   176k|   0  12.0 |5216  4538 |2.54 1.30 0.66|4.0   0  30|   0     0 |           | 11   31    0   45    0
Mar 26 22:36:23 ubuntu dstat.sh[64964]: 26-03 22:36:23| 55   7  37   0   0|1587M  655M  170M 5325M|  44k   39k|   0   188k|   0  11.0 |  13k   19k|2.54 1.30 0.66|3.0   0   0|   0     0 |           | 11   31    0   46    0
Mar 26 22:36:24 ubuntu dstat.sh[64964]: 26-03 22:36:24| 66  15  19   0   0|1547M  694M  170M 5325M|  28k   24k|   0   156k|   0  9.01 |8795    12k|2.54 1.30 0.66|4.0   0 205|   0     0 |           | 11   28    0   49    0
Mar 26 22:36:25 ubuntu dstat.sh[64964]: 26-03 22:36:25| 73  12  16   0   0|1592M  649M  170M 5325M|  16k   14k|   0   152k|   0  8.00 |5009  4024 |2.58 1.33 0.67|3.0   0  55|   0     0 |           | 11   31    0   49    0
Mar 26 22:36:26 ubuntu dstat.sh[64964]: 26-03 22:36:26| 59   8  32   0   0|1577M  664M  170M 5325M|  38k   33k|   0   244k|   0  20.0 |8630    14k|2.58 1.33 0.67|3.0   0  34|   0     0 |           | 11   29    1   51    0
Mar 26 22:36:27 ubuntu dstat.sh[64964]: 26-03 22:36:27| 78  14   6   0   0|1568M  673M  170M 5326M|  11k 6977B|   0   312k|   0  26.0 |6263  5934 |2.58 1.33 0.67|5.0   0  94|   0     0 |           | 11   28    0   51    0
Mar 26 22:36:28 ubuntu dstat.sh[64964]: 26-03 22:36:28| 66  10  24   0   0|1565M  676M  170M 5326M|  20k   18k|   0  1667k|   0  37.0 |5245  5237 |2.58 1.33 0.67|6.0   0  36|   0     0 |           | 11   30    0   53    0
Mar 26 22:36:29 ubuntu dstat.sh[64964]: 26-03 22:36:29| 68  13  19   0   0|1641M  600M  170M 5326M|  26k   21k|   0   184k|   0  11.0 |6711  9220 |2.58 1.33 0.67|4.0   0  84|   0     0 |           | 11   30    0   53    0
Mar 26 22:36:30 ubuntu dstat.sh[64964]: 26-03 22:36:30| 62  12  25   0   0|1602M  638M  170M 5326M|  32k   29k|   0   144k|   0  7.00 |6780    11k|2.61 1.36 0.69|2.0   0 101|   0     0 |           | 11   30    0   55    0
Mar 26 22:36:31 ubuntu dstat.sh[64964]: 26-03 22:36:31| 76  14  10   0   0|1564M  676M  170M 5326M|  16k   11k|   0   156k|   0  9.99 |5521  4804 |2.61 1.36 0.69|4.0   0 127|   0     0 |           | 11   29    0   55    0
Mar 26 22:36:32 ubuntu dstat.sh[64964]: 26-03 22:36:32| 66  10  23   0   0|1559M  681M  170M 5326M|  25k   21k|   0  3405k|   0   144 |6729  7748 |2.61 1.36 0.69|3.0   0  34|   0     0 |           | 11   30    0   57    0
Mar 26 22:36:33 ubuntu dstat.sh[64964]: 26-03 22:36:33| 66  13  20   0   0|1545M  695M  170M 5326M|  21k   17k|   0   569k|   0  55.1 |6620  8757 |2.61 1.36 0.69|4.0   0 108|   0     0 |           | 11   33    0   59    0
Mar 26 22:36:34 ubuntu dstat.sh[64964]: 26-03 22:36:34| 50  11  37   0   0|1525M  715M  170M 5326M|  14k   11k|   0   407k|   0  35.9 |4691  4378 |2.61 1.36 0.69|2.0   0 128|   0     0 |           | 11   33    0   61    0
Mar 26 22:36:35 ubuntu dstat.sh[64964]: 26-03 22:36:35| 54  10  36   0   0|1531M  709M  170M 5326M|  16k   12k|   0   216k|   0  16.0 |4799  4709 |2.64 1.38 0.70|5.0   0  60|   0     0 |           | 11   33    0   61    0
Mar 26 22:36:36 ubuntu dstat.sh[64964]: 26-03 22:36:36| 54  11  35   0   0|1477M  762M  170M 5326M|  19k   13k|   0   192k|   0  10.0 |4746  6143 |2.64 1.38 0.70|3.0   0 114|   0     0 |           | 11   33    0   62    0
Mar 26 22:36:37 ubuntu dstat.sh[64964]: 26-03 22:36:37| 52  11  37   0   0|1537M  703M  170M 5327M|  19k   13k|   0   499k|   0  57.9 |4667  5931 |2.64 1.38 0.70|4.0   0  68|   0     0 |           | 11   33    0   63    0
Mar 26 22:36:38 ubuntu dstat.sh[64964]: 26-03 22:36:38| 41   8  49   0   0|1504M  735M  170M 5327M|  18k   14k|   0   156k|   0  12.0 |4757  4700 |2.64 1.38 0.70|2.0   0  86|   0     0 |           | 11   34    0   64    0
Mar 26 22:36:39 ubuntu dstat.sh[64964]: 26-03 22:36:39| 31   9  59   1   0|1467M  772M  170M 5327M|  15k   12k|   0   429k|   0  36.1 |6060  7415 |2.64 1.38 0.70|2.0   0 103|   0     0 |           | 11   32    0   64    0
Mar 26 22:36:40 ubuntu dstat.sh[64964]: 26-03 22:36:40| 40   6  53   0   0|1503M  736M  170M 5327M|6650B 3415B|   0   159k|   0  9.95 |2989  1731 |2.59 1.39 0.71|2.0   0  33|   0     0 |           | 11   33    0   64    0
Mar 26 22:36:41 ubuntu dstat.sh[64964]: 26-03 22:36:41| 33   6  60   0   0|1455M  785M  170M 5327M|  18k   14k|   0   221k|   0  16.1 |3841  5087 |2.59 1.39 0.71|1.0   0  34|   0     0 |           | 11   33    0   65    0
Mar 26 22:36:42 ubuntu dstat.sh[64964]: 26-03 22:36:42| 38  10  52   0   0|1469M  770M  170M 5327M|6544B 4287B|   0   180k|   0  14.0 |3725  2763 |2.59 1.39 0.71|1.0   0 104|   0     0 |           | 11   33    0   66    0
Mar 26 22:36:43 ubuntu dstat.sh[64964]: 26-03 22:36:43| 34   7  58   0   0|1450M  789M  170M 5327M|  13k   10k|   0   333k|   0  30.1 |3845  3783 |2.59 1.39 0.71|2.0   0  60|   0     0 |           | 11   33    0   60    0
Mar 26 22:36:44 ubuntu dstat.sh[64964]: 26-03 22:36:44| 36   6  57   0   0|1432M  807M  170M 5327M|  11k 8198B|   0   263k|   0  21.9 |3267  3412 |2.59 1.39 0.71|1.0   0 5.0|   0     0 |           | 11   33    0   61    0
Mar 26 22:36:45 ubuntu dstat.sh[64964]: 26-03 22:36:45| 35   5  59   0   0|1470M  769M  170M 5327M|  15k   12k|   0   148k|   0  9.00 |3636  4042 |2.54 1.41 0.71|1.0   0   0|   0     0 |           | 11   33    0   62    0
Mar 26 22:36:46 ubuntu dstat.sh[64964]: 26-03 22:36:46| 38   7  55   0   0|1485M  754M  170M 5327M|  13k 9683B|   0   313k|   0  33.1 |4749  4895 |2.54 1.41 0.71|2.0   0  43|   0     0 |           | 11   32    0   63    0
Mar 26 22:36:47 ubuntu dstat.sh[64964]: 26-03 22:36:47| 37   6  56   0   0|1454M  784M  170M 5327M|  12k 8932B|   0  2128k|   0   133 |3979  4049 |2.54 1.41 0.71|2.0   0 5.0|   0     0 |           | 11   33    0   63    0
Mar 26 22:36:48 ubuntu dstat.sh[64964]: 26-03 22:36:48| 26  12  61   0   0|1394M  845M  170M 5327M|  16k   13k|   0   276k|   0  21.0 |6368  7551 |2.54 1.41 0.71|2.0   0 274|   0     0 |           | 11   33    0   63    0
Mar 26 22:36:49 ubuntu dstat.sh[64964]: 26-03 22:36:49| 20   3  75   0   0|1361M  878M  170M 5327M|5291B 1598B|   0   251k|   0  20.9 |2425  2242 |2.54 1.41 0.71|1.0   0 8.0|   0     0 |           | 11   32    0   64    0
Mar 26 22:36:50 ubuntu dstat.sh[64964]: 26-03 22:36:50| 18   3  79   0   0|1379M  860M  170M 5327M|  11k 7454B|   0   124k|   0  9.00 |2357  2332 |2.34 1.38 0.71|1.0   0 1.0|   0     0 |           | 11   33    0   64    0
