Mar 09 15:58:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 09 15:58:42 ubuntu dstat.sh[59014]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 09 15:58:42 ubuntu dstat.sh[59014]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 09 15:59:02 ubuntu dstat.sh[59014]: 09-03 15:59:02| 44   5  49   1   0|1458M 1046M  163M 5085M|4174B 1561B|   0  2916k|   0   226 |3238  2107 |1.64 1.06 0.56|2.0   0   0|   0     0 |           | 11    6    0   21    2
Mar 09 15:59:03 ubuntu dstat.sh[59014]: 09-03 15:59:03| 45   5  48   2   0|1473M 1001M  164M 5111M|3175B  378B|   0  6709k|   0   664 |4954  5562 |1.64 1.06 0.56|2.0   0 1.0|   0     0 |           | 11   12    0   21    2
Mar 09 15:59:04 ubuntu dstat.sh[59014]: 09-03 15:59:04| 43   6  50   1   1|1414M 1045M  165M 5122M|8981B 2478B|   0    19M|   0   331 |3797  3269 |1.64 1.06 0.56|1.0   0  43|   0     0 |           | 11    7    0   23    2
Mar 09 15:59:05 ubuntu dstat.sh[59014]: 09-03 15:59:05| 38   5  56   0   0|1397M 1079M  165M 5105M|7951B 4610B| 144k 1001k|7.00  24.0 |2901  1763 |1.64 1.06 0.56|2.0   0  19|   0     0 |           | 11   11    0   21    0
Mar 09 15:59:06 ubuntu dstat.sh[59014]: 09-03 15:59:06| 37   4  56   0   0|1400M 1070M  165M 5111M|  15k 9592B| 267k 3226k|65.8  50.8 |3734  3260 |1.67 1.07 0.57|2.0   0  20|   0     0 |           | 11   28    0   22    0
Mar 09 15:59:07 ubuntu dstat.sh[59014]: 09-03 15:59:07| 38   8  53   0   0|1455M 1013M  165M 5112M|  11k 4573B|   0   504k|   0  6.00 |3133  1775 |1.67 1.07 0.57|2.0   0  61|   0     0 |           | 11   29    0   22    0
Mar 09 15:59:08 ubuntu dstat.sh[59014]: 09-03 15:59:08| 39   7  53   0   0|1445M 1017M  166M 5117M|  11k 8544B|   0   868k|   0  13.0 |  11k   18k|1.67 1.07 0.57|3.0   0  16|   0     0 |           | 11   28    0   23    0
Mar 09 15:59:09 ubuntu dstat.sh[59014]: 09-03 15:59:09| 55  19  24   0   0|1504M  958M  166M 5117M|4803B 1621B|   0  9570k|   0   680 |  12k   18k|1.67 1.07 0.57|3.0   0 174|   0     0 |           | 11   28    0   19    0
Mar 09 15:59:10 ubuntu dstat.sh[59014]: 09-03 15:59:10| 50   8  42   0   0|1442M 1032M  166M 5106M|  18k   16k|   0  2559k|   0  18.0 |4688  5391 |1.67 1.07 0.57|3.0   0  10|   0     0 |           | 11   30    0   19    0
Mar 09 15:59:11 ubuntu dstat.sh[59014]: 09-03 15:59:11| 58  26  16   0   0|1423M 1052M  166M 5106M|9466B 5728B|   0  2626k|   0  50.0 |6499  7341 |2.02 1.16 0.60|6.0   0 566|   0     0 |           | 11   28    0   20    0
Mar 09 15:59:12 ubuntu dstat.sh[59014]: 09-03 15:59:12| 84  16   0   0   0|1639M  836M  166M 5106M|9760B 7159B|   0   136k|   0  5.00 |5105  3291 |2.02 1.16 0.60|5.0   0  78|   0     0 |           | 11   30    0   20    0
Mar 09 15:59:13 ubuntu dstat.sh[59014]: 09-03 15:59:13| 80  10   9   0   0|1716M  759M  166M 5106M|  31k   28k|   0  3075k|   0   133 |7668  9995 |2.02 1.16 0.60|5.0   0   0|   0     0 |           | 11   32    0   22    0
Mar 09 15:59:14 ubuntu dstat.sh[59014]: 09-03 15:59:14| 44  13  42   0   0|1516M  959M  166M 5106M|  18k   14k|   0   468k|   0  38.0 |6721  8333 |2.02 1.16 0.60|2.0   0 261|   0     0 |           | 11   28    0   26    0
Mar 09 15:59:15 ubuntu dstat.sh[59014]: 09-03 15:59:15| 22  10  66   0   0|1504M  970M  166M 5109M|4332B 1189B|   0   120k|   0  8.01 |3128  5797 |2.02 1.16 0.60|3.0   0  84|   0     0 |           | 11   28    0   26    0
Mar 09 15:59:16 ubuntu dstat.sh[59014]: 09-03 15:59:16| 16   3  80   0   0|1479M  995M  166M 5106M|  11k 7725B|   0   116k|   0  5.98 |2956  7905 |1.86 1.14 0.59|1.0   0 2.0|   0     0 |           | 11   29    0   27    0
Mar 09 15:59:17 ubuntu dstat.sh[59014]: 09-03 15:59:17| 18   7  72   0   0|1453M 1022M  166M 5106M|5919B 2000B|   0   200k|   0  20.0 |2932  2405 |1.86 1.14 0.59|1.0   0  68|   0     0 |           | 11   28    0   25    0
Mar 09 15:59:18 ubuntu dstat.sh[59014]: 09-03 15:59:18| 17   3  79   0   0|1470M 1004M  166M 5106M|  10k 6063B|   0   120k|   0  9.00 |2123  1972 |1.86 1.14 0.59|1.0   0   0|   0     0 |           | 11   29    0   25    0
Mar 09 15:59:19 ubuntu dstat.sh[59014]: 09-03 15:59:19| 11  15  73   0   0|1408M 1066M  166M 5106M|7774B 3953B|   0    12M|   0   133 |4755  4489 |1.86 1.14 0.59|1.0   0 201|   0     0 |           | 11   28    0   26    0
Mar 09 15:59:20 ubuntu dstat.sh[59014]: 09-03 15:59:20|  9  25  64   0   0|1399M 1075M  166M 5106M|5558B 1564B|   0    20k|   0  4.99 |5762  4068 |1.86 1.14 0.59|3.0   0 459|   0     0 |           | 11   28    0   26    0
Mar 09 15:59:21 ubuntu dstat.sh[59014]: 09-03 15:59:21| 71  25   3   0   0|1525M  949M  166M 5106M|4899B 1514B|   0   705k|   0  17.0 |5177  3652 |2.11 1.20 0.62|5.0   0 379|   0     0 |           | 11   28    0   26    0
Mar 09 15:59:22 ubuntu dstat.sh[59014]: 09-03 15:59:22| 75  10  14   0   0|1650M  824M  166M 5106M|  32k   29k|   0   291k|   0  2.00 |6063  6840 |2.11 1.20 0.62|6.0   0   0|   0     0 |           | 11   33    0   26    0
Mar 09 15:59:23 ubuntu dstat.sh[59014]: 09-03 15:59:23| 77  13  10   0   0|1586M  887M  166M 5107M|  27k   23k|   0   565k|   0  73.2 |8866    13k|2.11 1.20 0.62|5.0   0 151|   0     0 |           | 11   28    0   27    0
Mar 09 15:59:24 ubuntu dstat.sh[59014]: 09-03 15:59:24| 82  18   0   0   0|1620M  853M  166M 5107M|8884B 5531B|   0    29M|   0   159 |5493  4065 |2.11 1.20 0.62|6.0   0 160|   0     0 |           | 11   29    0   27    0
Mar 09 15:59:25 ubuntu dstat.sh[59014]: 09-03 15:59:25| 83  11   6   0   0|1716M  757M  166M 5107M|  33k   30k|   0   812k|   0  13.0 |6825  8321 |2.11 1.20 0.62|5.0   0 5.0|   0     0 |           | 11   33    0   28    0
Mar 09 15:59:26 ubuntu dstat.sh[59014]: 09-03 15:59:26| 66  14  19   1   0|1596M  877M  166M 5107M|  36k   31k|   0  3844k|   0   232 |  11k   16k|2.18 1.23 0.63|3.0   0 201|   0     0 |           | 11   28    0   32    0
Mar 09 15:59:27 ubuntu dstat.sh[59014]: 09-03 15:59:27| 42   9  47   0   0|1557M  916M  166M 5107M|4755B 2120B|   0   355k|   0  15.0 |3249  2027 |2.18 1.23 0.63|1.0   0  92|   0     0 |           | 11   29    0   32    0
Mar 09 15:59:28 ubuntu dstat.sh[59014]: 09-03 15:59:28| 29   4  66   0   0|1540M  932M  166M 5107M|  22k   18k|   0  3978k|   0   105 |4504  5802 |2.18 1.23 0.63|2.0   0   0|   0     0 |           | 11   29    0   33    0
Mar 09 15:59:29 ubuntu dstat.sh[59014]: 09-03 15:59:29| 53  21  26   0   0|1482M  991M  166M 5107M|5441B 2694B|   0   463k|   0  21.0 |5236  4044 |2.18 1.23 0.63|3.0   0 378|   0     0 |           | 11   28    0   34    0
Mar 09 15:59:30 ubuntu dstat.sh[59014]: 09-03 15:59:30| 51   6  43   0   0|1527M  946M  166M 5107M|  20k   17k|   0   537k|   0  16.0 |4641  4408 |2.18 1.23 0.63|2.0   0   0|   0     0 |           | 11   31    0   34    0
Mar 09 15:59:31 ubuntu dstat.sh[59014]: 09-03 15:59:31| 55  17  27   0   0|1446M 1026M  166M 5108M|  17k   13k|   0  2002k|   0   127 |7455  9387 |2.33 1.28 0.65|4.0   0 258|   0     0 |           | 11   28    0   35    0
Mar 09 15:59:32 ubuntu dstat.sh[59014]: 09-03 15:59:32| 72   9  19   0   0|1584M  889M  166M 5108M|  19k   15k|   0   380k|   0  2.00 |5012  3049 |2.33 1.28 0.65|5.0   0   0|   0     0 |           | 11   32    0   35    0
Mar 09 15:59:33 ubuntu dstat.sh[59014]: 09-03 15:59:33| 62  11  26   0   0|1465M 1007M  166M 5108M|  32k   27k|   0  1769k|   0   165 |9525    13k|2.33 1.28 0.65|6.0   0 195|   0     0 |           | 11   28    0   38    0
Mar 09 15:59:34 ubuntu dstat.sh[59014]: 09-03 15:59:34| 66  14  21   0   0|1535M  938M  166M 5108M|5801B 1593B|   0   232k|   0  12.0 |4104  2129 |2.33 1.28 0.65|3.0   0 130|   0     0 |           | 11   28    1   35    0
Mar 09 15:59:35 ubuntu dstat.sh[59014]: 09-03 15:59:35| 40   7  50   0   0|1545M  928M  166M 5108M|  30k   26k|   0    84M|   0   444 |8279    11k|2.33 1.28 0.65|3.0   0   0|   0     0 |           | 11   30    0   36    0
Mar 09 15:59:36 ubuntu dstat.sh[59014]: 09-03 15:59:36| 57  20  23   0   0|1510M  962M  166M 5108M|8927B 4377B|   0   304k|   0  26.0 |5266  4467 |2.38 1.31 0.66|4.0   0 299|   0     0 |           | 11   28    0   37    0
Mar 09 15:59:37 ubuntu dstat.sh[59014]: 09-03 15:59:37| 52   6  41   0   0|1543M  929M  166M 5108M|  18k   14k|   0   172k|   0  8.98 |4114  3448 |2.38 1.31 0.66|4.0   0   0|   0     0 |           | 11   31    0   37    0
Mar 09 15:59:38 ubuntu dstat.sh[59014]: 09-03 15:59:38| 52  18  30   0   0|1429M 1042M  166M 5108M|  20k   16k|   0   884k|   0  65.0 |7425  9435 |2.38 1.31 0.66|4.0   0 287|   0     0 |           | 11   28    0   40    0
Mar 09 15:59:39 ubuntu dstat.sh[59014]: 09-03 15:59:39| 54   7  38   0   0|1516M  956M  166M 5108M|  15k   12k|   0     0 |   0     0 |3828  2501 |2.38 1.31 0.66|3.0   0   0|   0     0 |           | 11   31    0   40    0
Mar 09 15:59:40 ubuntu dstat.sh[59014]: 09-03 15:59:40| 52   9  37   1   0|1445M 1026M  166M 5109M|  21k   17k|   0  3655k|   0   100 |7154  8930 |2.38 1.31 0.66|3.0   0 112|   0     0 |           | 11   28    0   42    0
Mar 09 15:59:41 ubuntu dstat.sh[59014]: 09-03 15:59:41| 61   8  31   0   0|1564M  907M  166M 5109M|8630B 6244B|   0   156k|   0  9.98 |3519  1554 |2.35 1.32 0.67|1.0   0   0|   0     0 |           | 11   31    0   42    0
Mar 09 15:59:42 ubuntu dstat.sh[59014]: 09-03 15:59:42| 48   5  46   0   0|1547M  925M  166M 5109M|  27k   21k|   0   217k|   0  30.1 |7209  9356 |2.35 1.32 0.67|4.0   0 7.0|   0     0 |           | 11   28    0   40    0
Mar 09 15:59:43 ubuntu dstat.sh[59014]: 09-03 15:59:43| 65  30   5   0   0|1515M  956M  166M 5109M|4685B 1567B|   0  2061k|   0   139 |5857  5074 |2.35 1.32 0.67|7.0   0 605|   0     0 |           | 11   28    0   40    0
Mar 09 15:59:44 ubuntu dstat.sh[59014]: 09-03 15:59:44| 79  20   1   0   0|1674M  798M  166M 5109M|  15k   12k|   0   188k|   0  8.00 |5952  4919 |2.35 1.32 0.67|7.0   0 304|   0     0 |           | 11   31    0   40    0
Mar 09 15:59:45 ubuntu dstat.sh[59014]: 09-03 15:59:45| 77  18   4   0   0|1721M  750M  166M 5109M|  43k   40k|   0  1168k|   0  70.0 |8719    11k|2.35 1.32 0.67|6.0   0 353|   0     0 |           | 11   31    0   41    0
Mar 09 15:59:46 ubuntu dstat.sh[59014]: 09-03 15:59:46| 72  26   2   0   0|1592M  879M  166M 5109M|  19k   15k|   0   579k|   0  45.9 |7211  7808 |2.64 1.40 0.70|9.0   0 527|   0     0 |           | 11   28    0   39    0
Mar 09 15:59:47 ubuntu dstat.sh[59014]: 09-03 15:59:47| 83  15   2   0   0|1675M  796M  166M 5109M|  14k   11k|   0   148k|   0  8.01 |5335  3274 |2.64 1.40 0.70|6.0   0  64|   0     0 |           | 11   31    1   39    0
Mar 09 15:59:48 ubuntu dstat.sh[59014]: 09-03 15:59:48| 67  11  20   0   0|1633M  838M  166M 5109M|  42k   38k|   0  8171B|   0  1.99 |8243    13k|2.64 1.40 0.70|4.0   0 147|   0     0 |           | 11   31    0   41    0
Mar 09 15:59:49 ubuntu dstat.sh[59014]: 09-03 15:59:49| 28  24  46   0   0|1459M 1011M  166M 5110M|  14k   11k|   0    16k|   0  4.00 |6882  7228 |2.64 1.40 0.70|2.0   0 541|   0     0 |           | 11   28    0   44    0
Mar 09 15:59:50 ubuntu dstat.sh[59014]: 09-03 15:59:50| 36  36  28   0   0|1458M 1013M  166M 5110M|4913B 1568B|   0    48k|   0  12.0 |6066  5275 |2.64 1.40 0.70|5.0   0 767|   0     0 |           | 11   28    0   42    0
Mar 09 15:59:51 ubuntu dstat.sh[59014]: 09-03 15:59:51| 70  14  16   0   0|1565M  906M  166M 5110M|  15k   13k|   0   308k|   0  17.0 |4666  3710 |2.67 1.42 0.71|2.0   0 149|   0     0 |           | 11   31    0   42    0
Mar 09 15:59:52 ubuntu dstat.sh[59014]: 09-03 15:59:52| 61  13  25   0   0|1556M  915M  166M 5110M|  25k   20k|   0   800k|   0  63.0 |6424    10k|2.67 1.42 0.71|3.0   0 134|   0     0 |           | 11   29    0   45    0
Mar 09 15:59:53 ubuntu dstat.sh[59014]: 09-03 15:59:53| 74  17   9   0   0|1529M  941M  166M 5110M|  11k 7316B|   0   959k|   0  23.0 |5155  3862 |2.67 1.42 0.71|4.0   0 134|   0     0 |           | 11   29    0   46    0
Mar 09 15:59:54 ubuntu dstat.sh[59014]: 09-03 15:59:54| 60   7  31   0   0|1569M  901M  166M 5110M|  34k   29k|   0   164k|   0  9.00 |7226    10k|2.67 1.42 0.71|3.0   0 1.0|   0     0 |           | 11   32    0   46    0
Mar 09 15:59:55 ubuntu dstat.sh[59014]: 09-03 15:59:55| 54   9  37   0   0|1562M  908M  166M 5110M|  43k   36k|   0   344k|   0  28.0 |  11k   18k|2.67 1.42 0.71|3.0   0  30|   0     0 |           | 11   30    1   46    0
Mar 09 15:59:56 ubuntu dstat.sh[59014]: 09-03 15:59:56| 76  14  10   0   0|1509M  961M  166M 5110M|  14k 9001B|   0   348k|   0  36.0 |6077  5652 |2.70 1.45 0.72|3.0   0  90|   0     0 |           | 11   29    0   46    0
Mar 09 15:59:57 ubuntu dstat.sh[59014]: 09-03 15:59:57| 64   8  27   0   0|1588M  881M  166M 5110M|  29k   25k|   0   143k|   0  9.96 |6080  7354 |2.70 1.45 0.72|5.0   0   0|   0     0 |           | 11   32    0   46    0
Mar 09 15:59:58 ubuntu dstat.sh[59014]: 09-03 15:59:58| 52   7  40   0   0|1549M  921M  166M 5111M|  44k   38k|   0   108k|   0  8.02 |  13k   19k|2.70 1.45 0.72|4.0   0  20|   0     0 |           | 11   31    0   47    0
Mar 09 15:59:59 ubuntu dstat.sh[59014]: 09-03 15:59:59| 71  19  10   0   0|1488M  982M  166M 5111M|  17k   14k|   0  3057k|   0   124 |6573  8256 |2.70 1.45 0.72|4.0   0 240|   0     0 |           | 11   28    0   50    0
Mar 09 16:00:00 ubuntu dstat.sh[59014]: 09-03 16:00:00| 68   8  23   0   0|1580M  889M  166M 5111M|  23k   20k|   0   332k|   0  14.0 |6035  5502 |2.70 1.45 0.72|3.0   0   0|   0     0 |           | 11   32    0   50    0
Mar 09 16:00:01 ubuntu dstat.sh[59014]: 09-03 16:00:01| 61  11  28   0   0|1565M  904M  166M 5111M|  33k   28k|   0   271k|   0  20.9 |9712    15k|2.80 1.49 0.74|5.0   0  68|   0     0 |           | 11   29    0   52    0
Mar 09 16:00:02 ubuntu dstat.sh[59014]: 09-03 16:00:02| 74  13  13   0   0|1556M  913M  166M 5111M|  17k   13k|   0  1571k|   0   172 |5691  5531 |2.80 1.49 0.74|3.0   0  63|   0     0 |           | 11   30    0   51    0
Mar 09 16:00:03 ubuntu dstat.sh[59014]: 09-03 16:00:03| 69  11  20   0   0|1536M  933M  166M 5111M|  19k   15k|   0   373k|   0  39.1 |5692  5983 |2.80 1.49 0.74|2.0   0 120|   0     0 |           | 11   30    0   53    0
Mar 09 16:00:04 ubuntu dstat.sh[59014]: 09-03 16:00:04| 66   9  24   0   0|1588M  881M  166M 5111M|  28k   23k|   0   184k|   0  10.0 |5664  9319 |2.80 1.49 0.74|3.0   0 1.0|   0     0 |           | 11   32    0   53    0
Mar 09 16:00:05 ubuntu dstat.sh[59014]: 09-03 16:00:05| 64   9  25   0   0|1566M  902M  166M 5112M|  36k   29k|   0   224k|   0  12.0 |9050    13k|2.80 1.49 0.74|5.0   0  72|   0     0 |           | 11   29    0   56    0
Mar 09 16:00:06 ubuntu dstat.sh[59014]: 09-03 16:00:06| 77  17   6   0   0|1549M  920M  166M 5112M|9589B 6457B|   0   240k|   0  19.0 |4921  3257 |2.90 1.53 0.76|4.0   0 156|   0     0 |           | 11   31    0   55    0
Mar 09 16:00:07 ubuntu dstat.sh[59014]: 09-03 16:00:07| 61   9  29   0   0|1566M  902M  166M 5112M|  29k   26k|   0   172k|   0  16.0 |6381  8785 |2.90 1.53 0.76|1.0   0  35|   0     0 |           | 11   35    0   56    0
Mar 09 16:00:08 ubuntu dstat.sh[59014]: 09-03 16:00:08| 64  15  20   0   0|1474M  995M  166M 5112M|  19k   14k|   0   468k|   0  41.0 |6504  7011 |2.90 1.53 0.76|4.0   0 174|   0     0 |           | 11   33    0   59    0
Mar 09 16:00:09 ubuntu dstat.sh[59014]: 09-03 16:00:09| 51   9  39   0   0|1541M  928M  166M 5112M|  15k   13k|   0   232k|   0  23.0 |4491  3686 |2.90 1.53 0.76|3.0   0  62|   0     0 |           | 11   34    0   60    0
Mar 09 16:00:10 ubuntu dstat.sh[59014]: 09-03 16:00:10| 52  13  34   0   0|1491M  977M  166M 5112M|  12k 8692B|   0   463k|   0  63.8 |5300  5566 |2.90 1.53 0.76|2.0   0 156|   0     0 |           | 11   33    0   60    0
Mar 09 16:00:11 ubuntu dstat.sh[59014]: 09-03 16:00:11| 53   7  40   0   0|1530M  938M  166M 5112M|  20k   17k|   0   193k|   0  10.0 |4287  4611 |2.75 1.53 0.76|2.0   0   0|   0     0 |           | 11   34    0   61    0
Mar 09 16:00:12 ubuntu dstat.sh[59014]: 09-03 16:00:12| 52  11  36   0   0|1475M  993M  166M 5112M|  18k   14k|   0    84k|   0  8.97 |6247  7664 |2.75 1.53 0.76|3.0   0  86|   0     0 |           | 11   32    0   63    0
Mar 09 16:00:13 ubuntu dstat.sh[59014]: 09-03 16:00:13| 39   9  52   0   0|1485M  983M  166M 5112M|  12k   10k|   0  1544k|   0  53.1 |4029  3541 |2.75 1.53 0.76|  0   0  87|   0     0 |           | 11   34    0   63    0
Mar 09 16:00:14 ubuntu dstat.sh[59014]: 09-03 16:00:14| 29   8  61   0   0|1459M 1008M  166M 5112M|  19k   14k|   0   288k|   0  23.0 |5514  6783 |2.75 1.53 0.76|5.0   0  68|   0     0 |           | 11   33    0   64    0
Mar 09 16:00:15 ubuntu dstat.sh[59014]: 09-03 16:00:15| 38   8  53   0   0|1447M 1021M  166M 5112M|8711B 4876B|   0   236k|   0  21.0 |3556  2578 |2.75 1.53 0.76|3.0   0  68|   0     0 |           | 11   33    0   58    0
Mar 09 16:00:16 ubuntu dstat.sh[59014]: 09-03 16:00:16| 39   8  52   0   0|1424M 1044M  166M 5112M|  16k   12k|   0   244k|   0  11.0 |5093    17k|2.69 1.53 0.77|3.0   0  60|   0     0 |           | 11   33    0   60    0
Mar 09 16:00:17 ubuntu dstat.sh[59014]: 09-03 16:00:17| 38  10  51   0   0|1429M 1038M  166M 5113M|8591B 4491B|   0   220k|   0  18.0 |4590  4401 |2.69 1.53 0.77|3.0   0 114|   0     0 |           | 11   32    0   61    0
Mar 09 16:00:18 ubuntu dstat.sh[59014]: 09-03 16:00:18| 34   6  59   0   0|1452M 1016M  166M 5113M|  13k 9704B|   0   415k|   0  32.9 |3275  3034 |2.69 1.53 0.77|2.0   0  19|   0     0 |           | 11   33    0   62    0
Mar 09 16:00:19 ubuntu dstat.sh[59014]: 09-03 16:00:19| 35   8  57   0   0|1510M  957M  166M 5113M|  13k 9484B|   0   221k|   0  19.1 |3751  4031 |2.69 1.53 0.77|2.0   0  41|   0     0 |           | 11   32    0   61    0
Mar 09 16:00:20 ubuntu dstat.sh[59014]: 09-03 16:00:20| 36   6  57   0   0|1479M  989M  166M 5113M|  14k   11k|   0  2887k|   0   143 |3371  3374 |2.69 1.53 0.77|2.0   0 5.0|   0     0 |           | 11   33    0   61    0
Mar 09 16:00:21 ubuntu dstat.sh[59014]: 09-03 16:00:21| 36   8  56   0   0|1413M 1054M  166M 5113M|  13k   10k|   0   293k|   0  13.0 |3969  4068 |2.79 1.57 0.78|2.0   0  43|   0     0 |           | 11   33    0   62    0
Mar 09 16:00:22 ubuntu dstat.sh[59014]: 09-03 16:00:22| 35   6  58   0   0|1418M 1049M  166M 5113M|  13k   10k|   0  2105k|   0   141 |3826  4274 |2.79 1.57 0.78|3.0   0 5.0|   0     0 |           | 11   33    0   63    0
Mar 09 16:00:23 ubuntu dstat.sh[59014]: 09-03 16:00:23| 33   5  61   0   0|1457M 1010M  166M 5113M|  17k   13k|   0   215k|   0  18.9 |3794  4548 |2.79 1.57 0.78|2.0   0   0|   0     0 |           | 11   33    0   63    0
