Jul 10 16:44:04 jammy-provider-cloud-0000007326 systemd[1]: Started Devstack devstack@dstat.service.
Jul 10 16:44:04 jammy-provider-cloud-0000007326 dstat.sh[57632]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 10 16:44:04 jammy-provider-cloud-0000007326 dstat.sh[57632]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 10 16:45:04 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:04| 82  11   7   0   0|1464M 1363M  160M 4764M|7169B 1770B|   0  7368k|   0   139 |4301    10k|2.65 1.26 0.62|4.0   0 196|   0     0 |   0     0 | 10   29    4   51    0
Jul 10 16:45:05 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:05| 79  11  11   0   0|1396M 1431M  160M 4764M|4349B 1508B|   0   219k|   0  20.0 |6419    14k|2.76 1.30 0.64|6.0   0  82|   0     0 |   0     0 | 10   29    4   51    0
Jul 10 16:45:06 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:06| 86  10   4   0   0|1538M 1289M  160M 4764M|4358B 1772B|   0   293k|   0  10.0 |2675  5016 |2.76 1.30 0.64|4.0   0  50|   0     0 |   0     0 | 10   30    4   51    0
Jul 10 16:45:07 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:07| 78  12   8   0   0|1435M 1390M  160M 4766M|5730B 1714B|   0   544k|   0  52.0 |5403    13k|2.76 1.30 0.64|4.0   0 247|   0     0 |   0     0 | 10   28    4   51    0
Jul 10 16:45:08 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:08| 80   9  10   0   0|1432M 1392M  160M 4766M|5356B 1620B|   0   188k|   0  11.0 |5548    13k|2.76 1.30 0.64|4.0   0  60|   0     0 |   0     0 | 10   29    4   52    0
Jul 10 16:45:09 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:09| 84  11   5   0   0|1514M 1310M  160M 4766M|5087B 1620B|   0   156k|   0  10.0 |3397  5641 |2.76 1.30 0.64|5.0   0 103|   0     0 |   0     0 | 10   28    4   50    0
Jul 10 16:45:10 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:10| 70  13  17   0   0|1361M 1463M  160M 4767M|5347B 1694B|   0   652k|   0  63.0 |6145    14k|2.86 1.35 0.66|3.0   0 261|   0     0 |   0     0 | 10   28    4   52    0
Jul 10 16:45:11 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:11| 65   8  26   0   0|1486M 1338M  160M 4767M|5415B 1640B|   0  1540k|   0  51.0 |3600  6837 |2.86 1.35 0.66|3.0   0   0|   0     0 |   0     0 | 10   30    4   57    0
Jul 10 16:45:12 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:12| 64  12  24   0   0|1449M 1375M  160M 4767M|6929B 1509B|   0   224k|   0  12.0 |2690  5544 |2.86 1.35 0.66|3.0   0 183|   0     0 |   0     0 | 10   28    4   59    0
Jul 10 16:45:13 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:13| 63  12  24   0   0|1383M 1441M  160M 4770M|5207B 1624B|   0   397k|   0  41.1 |4044    13k|2.86 1.35 0.66|7.0   0 161|   0     0 |   0     0 | 10   28    4   60    0
Jul 10 16:45:14 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:14| 64  10  25   0   0|1487M 1336M  160M 4767M|  44k 1616B|   0   255k|   0  24.9 |2940  7959 |2.86 1.35 0.66|4.0   0 5.0|   0     0 |   0     0 | 10   30    4   63    0
Jul 10 16:45:15 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:15| 66   9  26   0   0|1444M 1380M  160M 4767M|4581B 1621B|   0   224k|   0  15.0 |2294  5175 |2.87 1.38 0.67|3.0   0  82|   0     0 |   0     0 | 10   29    4   64    0
Jul 10 16:45:16 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:16| 64  10  26   0   0|1345M 1478M  160M 4768M|6876B 1622B|   0   641k|   0  53.1 |4597  9878 |2.87 1.38 0.67|3.0   0  89|   0     0 |   0     0 | 10   28    4   66    0
Jul 10 16:45:17 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:17| 65   9  26   0   0|1483M 1339M  160M 4768M|6904B 1616B|   0   307k|   0  20.0 |3677  6219 |2.87 1.38 0.67|3.0   0  48|   0     0 |   0     0 | 10   28    4   66    0
Jul 10 16:45:18 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:18| 56  18  25   0   0|1407M 1416M  160M 4768M|6211B 1699B|   0   417k|   0  25.1 |5012  9339 |2.87 1.38 0.67|3.0   0 424|   0     0 |   0     0 | 10   28    4   68    0
Jul 10 16:45:19 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:19| 63  10  27   0   0|1431M 1391M  160M 4768M|  10k 1528B|   0   235k|   0  18.0 |5240    11k|2.87 1.38 0.67|3.0   0  46|   0     0 |   0     0 | 10   30    4   70    0
Jul 10 16:45:20 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:20| 35  15  48   0   0|1368M 1453M  160M 4769M|5313B 1620B|   0   376k|   0  25.0 |2768  4435 |2.80 1.39 0.68|1.0   0 363|   0     0 |   0     0 | 10   28    4   70    0
Jul 10 16:45:21 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:21| 23   7  70   0   0|1313M 1509M  160M 4769M|8625B 1623B|   0   269k|   0  23.0 |2933  6459 |2.80 1.39 0.68|1.0   0  60|   0     0 |   0     0 | 10   28    4   70    0
Jul 10 16:45:22 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:22|  9  21  69   0   0|1310M 1512M  160M 4769M|5005B 1619B|   0   296k|   0  12.0 |2443  3342 |2.80 1.39 0.68|1.0   0 305|   0     0 |   0     0 | 10   28    4   70    0
Jul 10 16:45:23 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:23| 32  14  53   0   0|1395M 1426M  160M 4769M|6377B 1622B|   0  3263k|   0  63.1 |2307  3390 |2.80 1.39 0.68|2.0   0 232|   0     0 |   0     0 | 10   28    4   72    0
Jul 10 16:45:24 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:24| 41   9  47   5   0|1494M 1324M  160M 4772M|5648B 1621B|   0    16M|   0  1192 |4919    11k|2.80 1.39 0.68|2.0 1.0  59|   0     0 |   0     0 | 10   32    4   72    0
Jul 10 16:45:25 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:25| 39   6  42  10   0|1425M 1386M  161M 4777M|3937B 1618B|   0    45M|   0  3601 |  11k   26k|2.90 1.43 0.70|2.0   0  85|   0     0 |   0     0 | 10   32    4   70    0
Jul 10 16:45:26 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:26| 44   6  48   2   0|1464M 1347M  162M 4777M|3927B 1456B|   0  4982k|   0   557 |3625  6910 |2.90 1.43 0.70|7.0   0  10|   0     0 |   0     0 | 10   28    4   70    0
Jul 10 16:45:27 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:27| 41   7  46   4   0|1443M 1368M  162M 4777M|5476B 1698B|   0    10M|   0  1277 |6930    14k|2.90 1.43 0.70|2.0   0 2.0|   0     0 |   0     0 | 10   30    4   69    0
Jul 10 16:45:28 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:28| 38   9  47   5   0|1425M 1385M  162M 4777M|7522B 1616B|   0    13M|   0  1652 |9293    19k|2.90 1.43 0.70|1.0 1.0 100|   0     0 |   0     0 | 10   28    4   69    0
Jul 10 16:45:29 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:29| 22   4  73   0   0|1393M 1417M  162M 4777M|7080B 1624B|   0  2362k|   0   148 |1266  1810 |2.90 1.43 0.70|1.0   0 1.0|   0     0 |   0     0 | 10   28    4   67    0
Jul 10 16:45:30 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:30| 22   3  74   0   0|1326M 1484M  162M 4777M|7443B 1620B|   0   940k|   0  54.0 |1108  1432 |2.75 1.42 0.70|2.0   0 3.0|   0     0 |   0     0 | 10   28    4   67    0
Jul 10 16:45:31 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:31| 23   3  73   0   0|1403M 1407M  162M 4777M|7678B 1621B|   0  5717k|   0   298 |1590  2556 |2.75 1.42 0.70|2.0   0 2.0|   0     0 |   0     0 | 10   32    4   65    0
Jul 10 16:45:32 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:32| 23   2  74   0   0|1351M 1459M  162M 4777M|8454B 1657B|   0   108k|   0  1.00 | 949  1212 |2.75 1.42 0.70|1.0   0 3.0|   0     0 |   0     0 | 10   32    4   65    0
Jul 10 16:45:33 jammy-provider-cloud-0000007326 dstat.sh[57632]: 10-07 16:45:33| 24   2  73   0   0|1421M 1389M  162M 4777M|7406B 1512B|   0     0 |   0     0 | 906  1101 |2.75 1.42 0.70|1.0   0 2.0|   0     0 |   0     0 | 10   32    4   64    0
