Apr 21 11:47:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 21 11:47:09 ubuntu dstat.sh[65411]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 21 11:47:09 ubuntu dstat.sh[65411]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 21 11:47:36 ubuntu dstat.sh[65411]: 21-04 11:47:36| 19   4  76   0   0|1367M  849M  169M 5348M|9333B 5701B|   0    31M|   0   234 |2292  1878 |1.57 1.00 0.57|1.0   0   0|   0     0 |           | 11   29    0   17    0
Apr 21 11:47:37 ubuntu dstat.sh[65411]: 21-04 11:47:37| 24  11  63   0   0|1355M  861M  169M 5348M|8522B 4420B|   0  2273k|   0  17.0 |3660  2731 |1.57 1.00 0.57|2.0   0 156|   0     0 |           | 11   28    0   18    0
Apr 21 11:47:38 ubuntu dstat.sh[65411]: 21-04 11:47:38| 37   6  57   0   0|1412M  804M  169M 5348M|  13k 9250B|   0  8188B|   0  1.00 |3204  2311 |1.60 1.02 0.58|1.0   0   0|   0     0 |           | 11   30    0   18    0
Apr 21 11:47:39 ubuntu dstat.sh[65411]: 21-04 11:47:39| 37   7  54   1   0|1407M  809M  169M 5348M|  18k   12k|   0  1212k|   0  72.2 |6715  8190 |1.60 1.02 0.58|2.0   0  38|   0     0 |           | 11   28    0   19    0
Apr 21 11:47:40 ubuntu dstat.sh[65411]: 21-04 11:47:40| 65  29   5   0   0|1495M  721M  169M 5348M|5169B 1455B|   0    48k|   0  12.0 |5670  4536 |1.60 1.02 0.58|6.0   0 545|   0     0 |           | 11   28    0   19    0
Apr 21 11:47:41 ubuntu dstat.sh[65411]: 21-04 11:47:41| 86  13   1   0   0|1700M  516M  170M 5348M|  20k   16k|   0  1722k|   0   127 |5850  4293 |1.60 1.02 0.58|6.0   0 1.0|   0     0 |           | 11   32    0   17    0
Apr 21 11:47:42 ubuntu dstat.sh[65411]: 21-04 11:47:42| 79  10  10   0   0|1726M  489M  170M 5349M|  33k   29k|   0   613k|   0  67.1 |9498    13k|1.60 1.02 0.58|6.0   0  50|   0     0 |           | 11   29    0   22    0
Apr 21 11:47:43 ubuntu dstat.sh[65411]: 21-04 11:47:43| 24  13  61   0   0|1527M  688M  170M 5349M|7993B 4742B|   0   328k|   0  31.0 |4442  4590 |1.55 1.02 0.58|1.0   0 260|   0     0 |           | 11   28    0   23    0
Apr 21 11:47:44 ubuntu dstat.sh[65411]: 21-04 11:47:44| 19   2  78   0   0|1530M  686M  170M 5349M|6524B 3848B|   0   148k|   0  9.99 |1680  1182 |1.55 1.02 0.58|  0   0   0|   0     0 |           | 11   29    0   23    0
Apr 21 11:47:45 ubuntu dstat.sh[65411]: 21-04 11:47:45| 17   4  77   1   0|1468M  748M  170M 5349M|  10k 6368B|   0   942k|   0  74.2 |3398  3770 |1.55 1.02 0.58|1.0   0  27|   0     0 |           | 11   28    0   24    0
Apr 21 11:47:46 ubuntu dstat.sh[65411]: 21-04 11:47:46| 20   6  73   0   0|1487M  728M  170M 5349M|5093B 1563B|   0     0 |   0     0 |2199  1541 |1.55 1.02 0.58|1.0   0  41|   0     0 |           | 11   28    0   24    0
Apr 21 11:47:47 ubuntu dstat.sh[65411]: 21-04 11:47:47| 14   4  80   0   0|1468M  748M  170M 5349M|  11k 7661B|   0    51M|   0   671 |3061  2862 |1.55 1.02 0.58|2.0   0   0|   0     0 |           | 11   29    0   24    0
Apr 21 11:47:48 ubuntu dstat.sh[65411]: 21-04 11:47:48| 12  17  69   0   0|1412M  804M  170M 5349M|5253B 2423B|   0  1064k|   0  29.0 |4820  3772 |1.51 1.02 0.58|1.0   0 227|   0     0 |           | 11   28    0   25    0
Apr 21 11:47:49 ubuntu dstat.sh[65411]: 21-04 11:47:49|  8  26  65   0   0|1388M  828M  170M 5349M|4123B 1558B|   0   197k|   0  12.0 |5457  3641 |1.51 1.02 0.58|2.0   0 378|   0     0 |           | 11   28    0   25    0
Apr 21 11:47:50 ubuntu dstat.sh[65411]: 21-04 11:47:50| 65  28   7   0   0|1484M  731M  170M 5349M|4562B 1621B|   0   576k|   0  43.0 |5569  4098 |1.51 1.02 0.58|5.0   0 434|   0     0 |           | 11   28    0   25    0
Apr 21 11:47:51 ubuntu dstat.sh[65411]: 21-04 11:47:51| 80  11   9   0   0|1639M  576M  170M 5349M|  26k   23k|   0   100k|   0  6.99 |5888  5247 |1.51 1.02 0.58|5.0   0 1.0|   0     0 |           | 11   33    0   25    0
Apr 21 11:47:52 ubuntu dstat.sh[65411]: 21-04 11:47:52| 76  12  11   0   0|1572M  643M  170M 5349M|  33k   29k|   0    44M|   0   525 |9726    16k|1.51 1.02 0.58|5.0   0  69|   0     0 |           | 11   28    0   26    0
Apr 21 11:47:53 ubuntu dstat.sh[65411]: 21-04 11:47:53| 77  22   1   0   0|1566M  649M  170M 5349M|6932B 5410B|   0   272k|   0  17.0 |5417  3880 |2.11 1.15 0.63|5.0   0 241|   0     0 |           | 11   29    0   26    0
Apr 21 11:47:54 ubuntu dstat.sh[65411]: 21-04 11:47:54| 86  11   1   0   0|1726M  489M  170M 5349M|  24k   20k|   0   187k|   0  7.95 |7377  6835 |2.11 1.15 0.63|5.0   0   0|   0     0 |           | 11   32    0   27    0
Apr 21 11:47:55 ubuntu dstat.sh[65411]: 21-04 11:47:55| 71  11  17   0   0|1730M  484M  170M 5350M|  40k   35k|   0   389k|   0  23.1 |9179    14k|2.11 1.15 0.63|4.0   0 100|   0     0 |           | 11   30    0   30    0
Apr 21 11:47:56 ubuntu dstat.sh[65411]: 21-04 11:47:56| 46  14  39   0   0|1537M  678M  170M 5350M|  10k 6157B|   0  2556k|   0   102 |5278  5171 |2.11 1.15 0.63|2.0   0 198|   0     0 |           | 11   28    0   31    0
Apr 21 11:47:57 ubuntu dstat.sh[65411]: 21-04 11:47:57| 35   5  59   0   0|1548M  667M  170M 5350M|  14k   11k|   0   301k|   0  11.1 |2984  2467 |2.11 1.15 0.63|1.0   0   0|   0     0 |           | 11   30    0   31    0
Apr 21 11:47:58 ubuntu dstat.sh[65411]: 21-04 11:47:58| 39  21  39   0   0|1428M  787M  170M 5350M|  15k   10k|   0   307k|   0  26.9 |6101  6878 |2.02 1.15 0.63|3.0   0 377|   0     0 |           | 11   28    0   33    0
Apr 21 11:47:59 ubuntu dstat.sh[65411]: 21-04 11:47:59| 57   8  35   0   0|1510M  704M  170M 5350M|  12k 9724B|   0   188k|   0  8.00 |3687  1849 |2.02 1.15 0.63|2.0   0   0|   0     0 |           | 11   31    0   33    0
Apr 21 11:48:00 ubuntu dstat.sh[65411]: 21-04 11:48:00| 51   8  40   0   0|1453M  761M  170M 5350M|  26k   21k|   0  1104k|   0  83.3 |7617    11k|2.02 1.15 0.63|3.0   0  51|   0     0 |           | 11   28    0   34    0
Apr 21 11:48:01 ubuntu dstat.sh[65411]: 21-04 11:48:01| 76  21   3   0   0|1534M  680M  170M 5350M|5423B 1686B|   0    12k|   0  3.00 |5092  2691 |2.02 1.15 0.63|4.0   0 208|   0     0 |           | 11   28    0   29    0
Apr 21 11:48:02 ubuntu dstat.sh[65411]: 21-04 11:48:02| 63   7  30   0   0|1578M  636M  170M 5350M|  34k   31k|   0   476k|   0  23.0 |6648  9279 |2.02 1.15 0.63|3.0   0   0|   0     0 |           | 11   32    0   29    0
Apr 21 11:48:03 ubuntu dstat.sh[65411]: 21-04 11:48:03| 58  22  19   0   0|1458M  756M  170M 5350M|  17k   12k|   0  2053k|   0   161 |7834    17k|2.50 1.26 0.67|3.0   0 362|   0     0 |           | 11   28    0   33    0
Apr 21 11:48:04 ubuntu dstat.sh[65411]: 21-04 11:48:04| 56   8  36   0   0|1522M  692M  170M 5350M|  13k 9752B|   0   933k|   0  14.0 |3738  2022 |2.50 1.26 0.67|2.0   0   0|   0     0 |           | 11   31    0   33    0
Apr 21 11:48:05 ubuntu dstat.sh[65411]: 21-04 11:48:05| 51   9  38   0   0|1464M  750M  170M 5350M|  26k   22k|   0  1063k|   0  74.2 |7844    11k|2.50 1.26 0.67|5.0   0  91|   0     0 |           | 11   28    0   31    0
Apr 21 11:48:06 ubuntu dstat.sh[65411]: 21-04 11:48:06| 63  17  19   0   0|1522M  692M  170M 5350M|5522B 1615B|   0  8169B|   0  1.99 |4078  2294 |2.50 1.26 0.67|3.0   0 207|   0     0 |           | 11   28    0   31    0
Apr 21 11:48:07 ubuntu dstat.sh[65411]: 21-04 11:48:07| 45   6  48   0   0|1549M  664M  170M 5351M|  28k   24k|   0   185k|   0  2.01 |5936  7399 |2.50 1.26 0.67|3.0   0   0|   0     0 |           | 11   31    0   31    0
Apr 21 11:48:08 ubuntu dstat.sh[65411]: 21-04 11:48:08| 55  18  27   0   0|1433M  781M  170M 5351M|7968B 4896B|   0   316k|   0  24.0 |5814  5275 |2.78 1.34 0.70|3.0   0 287|   0     0 |           | 11   28    0   34    0
Apr 21 11:48:09 ubuntu dstat.sh[65411]: 21-04 11:48:09| 54   7  38   0   0|1542M  671M  170M 5351M|  16k   13k|   0   128k|   0  7.00 |4169  2849 |2.78 1.34 0.70|3.0   0   0|   0     0 |           | 11   31    0   34    0
Apr 21 11:48:10 ubuntu dstat.sh[65411]: 21-04 11:48:10| 51  11  37   0   0|1489M  724M  170M 5351M|  17k   14k|   0   379k|   0  38.9 |6923  8680 |2.78 1.34 0.70|3.0   0 112|   0     0 |           | 11   28    0   36    0
Apr 21 11:48:11 ubuntu dstat.sh[65411]: 21-04 11:48:11| 60   8  31   0   0|1548M  665M  170M 5351M|9771B 7394B|   0   152k|   0  7.00 |3640  1489 |2.78 1.34 0.70|  0   0 1.0|   0     0 |           | 11   31    0   36    0
Apr 21 11:48:12 ubuntu dstat.sh[65411]: 21-04 11:48:12| 50   7  42   0   0|1522M  691M  170M 5351M|  25k   21k|   0  1224k|   0  91.3 |7327  9822 |2.78 1.34 0.70|4.0   0  43|   0     0 |           | 11   28    0   38    0
Apr 21 11:48:13 ubuntu dstat.sh[65411]: 21-04 11:48:13| 68  29   2   0   0|1527M  686M  170M 5351M|5231B 1752B|   0    64k|   0  16.0 |5727  4774 |2.96 1.40 0.72|7.0   0 585|   0     0 |           | 11   28    0   38    0
Apr 21 11:48:14 ubuntu dstat.sh[65411]: 21-04 11:48:14| 80  19   1   0   0|1693M  520M  170M 5351M|  12k   10k|   0     0 |   0     0 |5636  4482 |2.96 1.40 0.72|4.0   0 403|   0     0 |           | 11   32    0   38    0
Apr 21 11:48:15 ubuntu dstat.sh[65411]: 21-04 11:48:15| 75  20   4   0   0|1740M  473M  170M 5351M|  45k   41k|   0   653k|   0  52.1 |7919  9742 |2.96 1.40 0.72|8.0   0 415|   0     0 |           | 11   32    0   38    0
Apr 21 11:48:16 ubuntu dstat.sh[65411]: 21-04 11:48:16| 77  22   1   0   0|1524M  688M  170M 5352M|  20k   16k|   0   448k|   0  36.0 |6944  7287 |2.96 1.40 0.72|6.0   0 381|   0     0 |           | 11   28    0   39    0
Apr 21 11:48:17 ubuntu dstat.sh[65411]: 21-04 11:48:17| 80  13   7   0   0|1613M  599M  170M 5352M|  10k 8465B|   0  2439k|   0   114 |4818  2329 |2.96 1.40 0.72|3.0   0  26|   0     0 |           | 11   31    0   39    0
Apr 21 11:48:18 ubuntu dstat.sh[65411]: 21-04 11:48:18| 73   9  17   0   0|1656M  556M  170M 5352M|  46k   41k|   0   284k|   0  17.0 |  10k   15k|2.88 1.41 0.73|5.0   0   0|   0     0 |           | 11   31    0   39    0
Apr 21 11:48:19 ubuntu dstat.sh[65411]: 21-04 11:48:19| 38  25  35   0   0|1482M  730M  170M 5352M|  15k   11k|   0    60k|   0  6.00 |7183  7697 |2.88 1.41 0.73|1.0   0 539|   0     0 |           | 11   28    0   42    0
Apr 21 11:48:20 ubuntu dstat.sh[65411]: 21-04 11:48:20| 14  29  55   0   0|1456M  756M  170M 5352M|4908B 1616B|   0    24k|   0  5.98 |6000  4635 |2.88 1.41 0.73|3.0   0 553|   0     0 |           | 11   28    0   42    0
Apr 21 11:48:21 ubuntu dstat.sh[65411]: 21-04 11:48:21| 69  27   4   0   0|1516M  696M  170M 5352M|5500B 2950B|   0   213k|   0  18.1 |5172  3972 |2.88 1.41 0.73|3.0   0 512|   0     0 |           | 11   29    0   42    0
Apr 21 11:48:22 ubuntu dstat.sh[65411]: 21-04 11:48:22| 63   7  28   0   0|1597M  615M  170M 5352M|  28k   24k|   0  2246k|   0  81.9 |6017  8009 |2.88 1.41 0.73|3.0   0   0|   0     0 |           | 11   31    0   43    0
Apr 21 11:48:23 ubuntu dstat.sh[65411]: 21-04 11:48:23| 68  20  11   0   0|1469M  743M  170M 5352M|  14k 9350B|   0   523k|   0  50.9 |6568  7030 |2.97 1.46 0.75|5.0   0 268|   0     0 |           | 11   28    0   46    0
Apr 21 11:48:24 ubuntu dstat.sh[65411]: 21-04 11:48:24| 74  10  17   0   0|1578M  633M  170M 5352M|  19k   15k|   0   156k|   0  9.03 |5099  3385 |2.97 1.46 0.75|4.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 21 11:48:25 ubuntu dstat.sh[65411]: 21-04 11:48:25| 52   6  40   0   0|1586M  625M  170M 5352M|  40k   36k|   0   144k|   0  7.00 |  12k   18k|2.97 1.46 0.75|3.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 21 11:48:26 ubuntu dstat.sh[65411]: 21-04 11:48:26| 58  12  29   0   0|1515M  697M  170M 5353M|  30k   25k|   0   539k|   0  56.9 |  10k   15k|2.97 1.46 0.75|3.0   0  90|   0     0 |           | 11   29    0   46    0
Apr 21 11:48:27 ubuntu dstat.sh[65411]: 21-04 11:48:27| 81  12   7   0   0|1565M  646M  170M 5353M|  10k 7629B|   0   228k|   0  16.0 |4855  2676 |2.97 1.46 0.75|3.0   0  30|   0     0 |           | 11   30    0   46    0
Apr 21 11:48:28 ubuntu dstat.sh[65411]: 21-04 11:48:28| 62   6  30   0   0|1573M  638M  170M 5353M|  35k   33k|   0   152k|   0  7.00 |8508    12k|3.05 1.50 0.77|3.0   0   0|   0     0 |           | 11   32    0   46    0
Apr 21 11:48:29 ubuntu dstat.sh[65411]: 21-04 11:48:29| 54   8  36   0   0|1556M  655M  170M 5353M|  42k   36k|   0   156k|   0  10.0 |  12k   19k|3.05 1.50 0.77|3.0   0  71|   0     0 |           | 11   29    0   49    0
Apr 21 11:48:30 ubuntu dstat.sh[65411]: 21-04 11:48:30| 77  19   5   0   0|1491M  719M  170M 5353M|9383B 6110B|   0   128k|   0  8.00 |5427  3842 |3.05 1.50 0.77|3.0   0 189|   0     0 |           | 11   29    0   49    0
Apr 21 11:48:31 ubuntu dstat.sh[65411]: 21-04 11:48:31| 68   9  22   0   0|1586M  625M  170M 5353M|  27k   23k|   0   112k|   0  7.99 |5993  6220 |3.05 1.50 0.77|4.0   0 1.0|   0     0 |           | 11   32    0   49    0
Apr 21 11:48:32 ubuntu dstat.sh[65411]: 21-04 11:48:32| 64  11  24   0   0|1477M  733M  170M 5353M|  32k   27k|   0   272k|   0  25.0 |9350    15k|3.05 1.50 0.77|5.0   0  81|   0     0 |           | 11   29    0   51    0
Apr 21 11:48:33 ubuntu dstat.sh[65411]: 21-04 11:48:33| 75  14  10   0   0|1550M  661M  170M 5354M|  14k   11k|   0  3476k|   0   176 |5310  4254 |3.13 1.54 0.78|3.0   0  49|   0     0 |           | 11   30    0   51    0
Apr 21 11:48:34 ubuntu dstat.sh[65411]: 21-04 11:48:34| 66  13  21   0   0|1592M  619M  170M 5354M|  21k   18k|   0   436k|   0  48.0 |5698  6312 |3.13 1.54 0.78|3.0   0 121|   0     0 |           | 11   32    0   51    0
Apr 21 11:48:35 ubuntu dstat.sh[65411]: 21-04 11:48:35| 70  10  19   0   0|1593M  617M  170M 5354M|  28k   25k|   0  1548k|   0  19.0 |7050    10k|3.13 1.54 0.78|3.0   0 1.0|   0     0 |           | 11   34    0   52    0
Apr 21 11:48:36 ubuntu dstat.sh[65411]: 21-04 11:48:36| 65  13  21   0   0|1590M  620M  170M 5354M|  29k   24k|   0   156k|   0  7.99 |7140    10k|3.13 1.54 0.78|6.0   0 141|   0     0 |           | 11   33    0   54    0
Apr 21 11:48:37 ubuntu dstat.sh[65411]: 21-04 11:48:37| 78  14   8   0   0|1554M  656M  170M 5354M|  12k 9081B|   0   144k|   0  9.02 |4780  3150 |3.13 1.54 0.78|4.0   0  86|   0     0 |           | 11   34    0   55    0
Apr 21 11:48:38 ubuntu dstat.sh[65411]: 21-04 11:48:38| 68  10  21   0   0|1571M  639M  170M 5354M|  27k   22k|   0    16k|   0  1.00 |6299  7563 |3.12 1.57 0.80|4.0   0  34|   0     0 |           | 11   34    0   55    0
Apr 21 11:48:39 ubuntu dstat.sh[65411]: 21-04 11:48:39| 68  14  18   0   0|1525M  685M  170M 5354M|  22k   17k|   0   385k|   0  37.1 |6229  7825 |3.12 1.57 0.80|5.0   0 134|   0     0 |           | 11   33    0   57    0
Apr 21 11:48:40 ubuntu dstat.sh[65411]: 21-04 11:48:40| 55  10  34   0   0|1531M  679M  170M 5354M|  14k 9935B|   0   352k|   0  31.0 |4718  4138 |3.12 1.57 0.80|1.0   0 104|   0     0 |           | 11   34    0   58    0
Apr 21 11:48:41 ubuntu dstat.sh[65411]: 21-04 11:48:41| 55  10  34   0   0|1518M  691M  170M 5354M|  15k   12k|   0   223k|   0  17.0 |4428  4635 |3.12 1.57 0.80|2.0   0  61|   0     0 |           | 11   34    0   59    0
Apr 21 11:48:42 ubuntu dstat.sh[65411]: 21-04 11:48:42| 53   9  36   0   0|1524M  685M  170M 5354M|  21k   16k|   0   188k|   0  11.0 |4797  5366 |3.12 1.57 0.80|3.0   0  96|   0     0 |           | 11   33    0   56    0
Apr 21 11:48:43 ubuntu dstat.sh[65411]: 21-04 11:48:43| 54  12  34   0   0|1492M  717M  170M 5354M|  15k   12k|   0   193k|   0  11.0 |5586  5557 |3.11 1.59 0.81|2.0   0  86|   0     0 |           | 11   33    0   57    0
Apr 21 11:48:44 ubuntu dstat.sh[65411]: 21-04 11:48:44| 49   9  41   0   0|1521M  688M  170M 5355M|  16k   13k|   0   283k|   0  18.9 |4531  4895 |3.11 1.59 0.81|  0   0  86|   0     0 |           | 11   34    0   58    0
Apr 21 11:48:45 ubuntu dstat.sh[65411]: 21-04 11:48:45| 32   7  60   0   0|1506M  703M  170M 5355M|  18k   15k|   0   269k|   0  23.1 |5521  6968 |3.11 1.59 0.81|1.0   0  67|   0     0 |           | 11   33    0   59    0
Apr 21 11:48:46 ubuntu dstat.sh[65411]: 21-04 11:48:46| 38  11  49   0   0|1468M  741M  170M 5355M|6782B 2895B|   0   239k|   0  21.9 |3662  2674 |3.11 1.59 0.81|2.0   0  68|   0     0 |           | 11   32    0   57    0
Apr 21 11:48:47 ubuntu dstat.sh[65411]: 21-04 11:48:47| 34   4  61   0   0|1493M  716M  170M 5355M|  18k   15k|   0   148k|   0  9.99 |3721  3954 |3.11 1.59 0.81|2.0   0   0|   0     0 |           | 11   33    0   58    0
Apr 21 11:48:48 ubuntu dstat.sh[65411]: 21-04 11:48:48| 35  11  53   0   0|1460M  749M  170M 5355M|8944B 5996B|   0   217k|   0  16.0 |3973  4073 |3.02 1.60 0.82|2.0   0  92|   0     0 |           | 11   32    0   59    0
Apr 21 11:48:49 ubuntu dstat.sh[65411]: 21-04 11:48:49| 35   8  56   0   0|1478M  731M  170M 5355M|  11k 8048B|   0   327k|   0  24.9 |3335  3206 |3.02 1.60 0.82|2.0   0  46|   0     0 |           | 11   32    0   60    0
Apr 21 11:48:50 ubuntu dstat.sh[65411]: 21-04 11:48:50| 35   9  55   0   0|1457M  752M  170M 5355M|  15k   11k|   0   180k|   0  13.0 |4459  4193 |3.02 1.60 0.82|1.0   0  60|   0     0 |           | 11   33    0   60    0
