Jun 14 20:39:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 14 20:39:18 ubuntu dstat.sh[64944]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 14 20:39:18 ubuntu dstat.sh[64944]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 14 20:39:36 ubuntu dstat.sh[64944]: 14-06 20:39:36| 44  12  43   0   0|1184M 1021M  170M 5358M|5263B 1628B|   0   269k|   0  12.1 |3795  2456 |1.89 1.14 0.61|4.0   0 130|   0     0 |           | 11    5    0   19    0
Jun 14 20:39:37 ubuntu dstat.sh[64944]: 14-06 20:39:37| 46   5  47   0   0|1230M  974M  170M 5358M|6027B 1458B|   0    24M|   0   484 |3007  1458 |1.89 1.14 0.61|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 14 20:39:38 ubuntu dstat.sh[64944]: 14-06 20:39:38| 42  10  47   0   0|1257M  946M  170M 5360M|5226B 1622B|   0  2407k|   0   136 |4454  5420 |1.89 1.14 0.61|1.0   0  29|   0     0 |           | 11    4    0   14    0
Jun 14 20:39:39 ubuntu dstat.sh[64944]: 14-06 20:39:39| 15  11  72   0   0|1289M  913M  170M 5360M|5050B 1456B|   0     0 |   0     0 |3255  2392 |1.89 1.14 0.61|1.0   0 112|   0     0 |           | 11    4    0   14    0
Jun 14 20:39:40 ubuntu dstat.sh[64944]: 14-06 20:39:40| 23   3  73   0   0|1336M  866M  170M 5360M|4936B 1457B|   0     0 |   0     0 |1811  1296 |1.89 1.14 0.61|1.0   0   0|   0     0 |           | 11    4    0   14    0
Jun 14 20:39:41 ubuntu dstat.sh[64944]: 14-06 20:39:41| 24   2  73   1   0|1342M  860M  170M 5361M|5069B 1621B|   0  1256k|   0  71.0 |2427  2432 |1.82 1.14 0.62|1.0   0 1.0|   0     0 |           | 11   10    0   14    0
Jun 14 20:39:42 ubuntu dstat.sh[64944]: 14-06 20:39:42| 20   7  70   1   0|1260M  942M  170M 5361M|4575B 1457B|   0    16M|   0   331 |4035  4721 |1.82 1.14 0.62|1.0   0  42|   0     0 |           | 11    4    0   16    0
Jun 14 20:39:43 ubuntu dstat.sh[64944]: 14-06 20:39:43| 23   3  74   0   0|1309M  893M  170M 5361M|4862B 1621B|   0   856k|   0  10.0 |1912  1373 |1.82 1.14 0.62|1.0   0 1.0|   0     0 |           | 11    4    0   16    0
Jun 14 20:39:44 ubuntu dstat.sh[64944]: 14-06 20:39:44| 18   3  77   0   0|1327M  875M  170M 5361M|9367B 5602B|   0   924k|   0  25.0 |2499  2502 |1.82 1.14 0.62|1.0   0 1.0|   0     0 |           | 11   17    0   16    0
Jun 14 20:39:45 ubuntu dstat.sh[64944]: 14-06 20:39:45| 20   3  76   1   0|1325M  876M  170M 5361M|9307B 5951B| 269k 3565k|66.2  58.1 |2394  1984 |1.82 1.14 0.62|1.0   0 9.0|   0     0 |           | 11   28    0   17    0
Jun 14 20:39:46 ubuntu dstat.sh[64944]: 14-06 20:39:46| 21   5  73   0   0|1330M  871M  170M 5361M|4985B 1616B|   0     0 |   0     0 |2097  1487 |1.76 1.13 0.62|1.0   0  36|   0     0 |           | 11   28    0   16    0
Jun 14 20:39:47 ubuntu dstat.sh[64944]: 14-06 20:39:47| 16   4  80   0   0|1331M  870M  170M 5361M|  12k 8483B|   0    33M|   0   193 |2409  2132 |1.76 1.13 0.62|1.0   0   0|   0     0 |           | 11   28    0   17    0
Jun 14 20:39:48 ubuntu dstat.sh[64944]: 14-06 20:39:48| 31  11  57   0   0|1360M  842M  170M 5361M|4313B 1618B|   0    16k|   0  3.99 |3610  2359 |1.76 1.13 0.62|2.0   0 156|   0     0 |           | 11   28    0   17    0
Jun 14 20:39:49 ubuntu dstat.sh[64944]: 14-06 20:39:49| 36   4  59   0   0|1435M  766M  170M 5361M|  12k 9614B|   0   730k|   0  7.02 |3217  2378 |1.76 1.13 0.62|2.0   0   0|   0     0 |           | 11   30    0   17    0
Jun 14 20:39:50 ubuntu dstat.sh[64944]: 14-06 20:39:50| 35   7  58   0   0|1334M  867M  170M 5361M|  15k   12k|   0   276k|   0  28.0 |5945  7310 |1.76 1.13 0.62|4.0   0  57|   0     0 |           | 11   28    0   17    0
Jun 14 20:39:51 ubuntu dstat.sh[64944]: 14-06 20:39:51| 69  26   5   0   0|1514M  687M  170M 5362M|4997B 1620B|   0    48k|   0  12.0 |5653  4544 |2.10 1.21 0.65|6.0   0 521|   0     0 |           | 11   28    0   17    0
Jun 14 20:39:52 ubuntu dstat.sh[64944]: 14-06 20:39:52| 88  12   1   0   0|1733M  468M  170M 5362M|  16k   13k|   0    15M|   0  81.0 |5456  3280 |2.10 1.21 0.65|4.0   0   0|   0     0 |           | 11   32    0   17    0
Jun 14 20:39:53 ubuntu dstat.sh[64944]: 14-06 20:39:53| 80   8  11   0   0|1773M  427M  170M 5362M|  35k   31k|   0   675k|   0  28.0 |8680    12k|2.10 1.21 0.65|4.0   0 1.0|   0     0 |           | 11   31    0   20    0
Jun 14 20:39:54 ubuntu dstat.sh[64944]: 14-06 20:39:54| 41  14  44   0   0|1508M  692M  170M 5362M|8831B 4531B|   0   519k|   0  50.9 |4884  5667 |2.10 1.21 0.65|1.0   0 310|   0     0 |           | 11   28    0   23    0
Jun 14 20:39:55 ubuntu dstat.sh[64944]: 14-06 20:39:55| 19   3  77   0   0|1519M  681M  170M 5362M|9312B 5530B|   0   184k|   0  10.0 |1935  1721 |2.10 1.21 0.65|1.0   0   0|   0     0 |           | 11   29    0   23    0
Jun 14 20:39:56 ubuntu dstat.sh[64944]: 14-06 20:39:56| 17   5  76   0   0|1466M  735M  170M 5362M|8862B 4498B|   0   629k|   0  48.1 |3253  3311 |2.09 1.23 0.65|1.0   0  68|   0     0 |           | 11   28    0   24    0
Jun 14 20:39:57 ubuntu dstat.sh[64944]: 14-06 20:39:57| 22   6  71   0   0|1478M  723M  170M 5362M|6167B 1617B|   0    77M|   0   479 |2800  2355 |2.09 1.23 0.65|1.0   0   0|   0     0 |           | 11   28    0   24    0
Jun 14 20:39:58 ubuntu dstat.sh[64944]: 14-06 20:39:58| 15   2  83   0   0|1462M  739M  170M 5362M|  12k 7574B|   0     0 |   0     0 |2375  2558 |2.09 1.23 0.65|2.0   0   0|   0     0 |           | 11   29    0   24    0
Jun 14 20:39:59 ubuntu dstat.sh[64944]: 14-06 20:39:59| 11  18  69   0   0|1407M  794M  170M 5362M|5514B 2480B|   0  1534k|   0  26.0 |4924  3718 |2.09 1.23 0.65|1.0   0 268|   0     0 |           | 11   28    0   25    0
Jun 14 20:40:00 ubuntu dstat.sh[64944]: 14-06 20:40:00| 12  28  59   0   0|1405M  795M  170M 5362M|4639B 1458B|   0   208k|   0  17.0 |5812  4261 |2.09 1.23 0.65|4.0   0 499|   0     0 |           | 11   28    0   25    0
Jun 14 20:40:01 ubuntu dstat.sh[64944]: 14-06 20:40:01| 77  22   1   0   0|1528M  672M  170M 5362M|4817B 1620B|   0  2808k|   0   211 |5362  3687 |2.32 1.29 0.68|5.0   0 271|   0     0 |           | 11   28    0   25    0
Jun 14 20:40:02 ubuntu dstat.sh[64944]: 14-06 20:40:02| 78  10  12   0   0|1678M  522M  170M 5362M|  26k   23k|   0  5224k|   0   270 |5876  5656 |2.32 1.29 0.68|4.0   0 2.0|   0     0 |           | 11   33    0   25    0
Jun 14 20:40:03 ubuntu dstat.sh[64944]: 14-06 20:40:03| 69   8  21   1   0|1673M  527M  170M 5362M|  34k   29k|   0   756k|   0  75.0 |  11k   17k|2.32 1.29 0.68|5.0   0  61|   0     0 |           | 11   28    0   26    0
Jun 14 20:40:04 ubuntu dstat.sh[64944]: 14-06 20:40:04| 78  22   0   0   0|1551M  649M  170M 5362M|5119B 1458B|   0   520k|   0  30.0 |5345  3818 |2.32 1.29 0.68|6.0   0 250|   0     0 |           | 11   28    0   26    0
Jun 14 20:40:05 ubuntu dstat.sh[64944]: 14-06 20:40:05| 86  14   0   0   0|1738M  462M  170M 5362M|  16k   13k|   0   172k|   0  11.0 |5468    17k|2.32 1.29 0.68|4.0   0  38|   0     0 |           | 11   32    0   27    0
Jun 14 20:40:06 ubuntu dstat.sh[64944]: 14-06 20:40:06| 81   9  10   0   0|1761M  439M  170M 5363M|  49k   43k|   0   425k|   0  21.0 |8535    16k|2.46 1.34 0.70|6.0   0   0|   0     0 |           | 11   32    0   29    0
Jun 14 20:40:07 ubuntu dstat.sh[64944]: 14-06 20:40:07| 55  16  28   0   0|1515M  684M  170M 5363M|  14k 9814B|   0   520k|   0  39.0 |5871  6807 |2.46 1.34 0.70|2.0   0 298|   0     0 |           | 11   28    0   30    0
Jun 14 20:40:08 ubuntu dstat.sh[64944]: 14-06 20:40:08| 39   5  54   0   0|1516M  684M  170M 5363M|7345B 4648B|   0   188k|   0  7.98 |2675  1401 |2.46 1.34 0.70|1.0   0   0|   0     0 |           | 11   30    0   30    0
Jun 14 20:40:09 ubuntu dstat.sh[64944]: 14-06 20:40:09| 33   4  62   0   0|1520M  679M  170M 5363M|  19k   15k|   0   329k|   0  29.1 |4803  6260 |2.46 1.34 0.70|2.0   0   0|   0     0 |           | 11   29    0   31    0
Jun 14 20:40:10 ubuntu dstat.sh[64944]: 14-06 20:40:10| 45  22  32   0   0|1418M  781M  170M 5363M|5308B 2641B|   0   184k|   0  16.0 |5170  3840 |2.46 1.34 0.70|3.0   0 378|   0     0 |           | 11   28    0   32    0
Jun 14 20:40:11 ubuntu dstat.sh[64944]: 14-06 20:40:11| 54   6  39   0   0|1539M  660M  170M 5363M|  14k   11k|   0   424k|   0  8.00 |3932  2606 |2.34 1.33 0.70|4.0   0   0|   0     0 |           | 11   31    0   28    0
Jun 14 20:40:12 ubuntu dstat.sh[64944]: 14-06 20:40:12| 54   6  39   0   0|1516M  683M  170M 5363M|  23k   19k|   0  6484k|   0   429 |7873    10k|2.34 1.33 0.70|3.0   0  41|   0     0 |           | 11   28    0   29    0
Jun 14 20:40:13 ubuntu dstat.sh[64944]: 14-06 20:40:13| 77  22   2   0   0|1517M  682M  170M 5363M|4745B 1664B|   0   288k|   0  23.0 |5252  3170 |2.34 1.33 0.70|4.0   0 218|   0     0 |           | 11   28    0   29    0
Jun 14 20:40:14 ubuntu dstat.sh[64944]: 14-06 20:40:14| 64   7  28   0   0|1598M  601M  170M 5363M|  26k   23k|   0   863k|   0  11.0 |5343  5529 |2.34 1.33 0.70|3.0   0   0|   0     0 |           | 11   32    0   29    0
Jun 14 20:40:15 ubuntu dstat.sh[64944]: 14-06 20:40:15| 63  17  20   0   0|1473M  726M  170M 5363M|  24k   19k|   0   396k|   0  38.0 |9145    12k|2.34 1.33 0.70|3.0   0 324|   0     0 |           | 11   28    0   29    0
Jun 14 20:40:16 ubuntu dstat.sh[64944]: 14-06 20:40:16| 63   9  27   0   0|1556M  643M  170M 5363M|6811B 4643B|   0   227k|   0  9.97 |3607  1474 |2.39 1.36 0.71|1.0   0   0|   0     0 |           | 11   30    0   29    0
Jun 14 20:40:17 ubuntu dstat.sh[64944]: 14-06 20:40:17| 48   5  47   0   0|1556M  643M  170M 5363M|  29k   25k|   0   240k|   0  21.0 |7382  9692 |2.39 1.36 0.71|2.0   0   0|   0     0 |           | 11   30    0   30    0
Jun 14 20:40:18 ubuntu dstat.sh[64944]: 14-06 20:40:18| 61  21  19   0   0|1485M  713M  170M 5364M|7027B 3424B|   0   540k|   0  29.0 |4985  4062 |2.39 1.36 0.71|4.0   0 305|   0     0 |           | 11   28    0   31    0
Jun 14 20:40:19 ubuntu dstat.sh[64944]: 14-06 20:40:19| 54   7  38   0   0|1582M  617M  170M 5364M|  17k   14k|   0   184k|   0  8.00 |4143  2827 |2.39 1.36 0.71|3.0   0   0|   0     0 |           | 11   31    0   31    0
Jun 14 20:40:20 ubuntu dstat.sh[64944]: 14-06 20:40:20| 51  17  31   0   1|1469M  729M  170M 5364M|  21k   17k|   0  1024k|   0  74.0 |7979    10k|2.39 1.36 0.71|4.0   0 287|   0     0 |           | 11   28    0   34    0
Jun 14 20:40:21 ubuntu dstat.sh[64944]: 14-06 20:40:21| 65   9  26   0   0|1580M  618M  170M 5364M|6576B 3477B|   0     0 |   0     0 |3511  1338 |2.44 1.38 0.72|2.0   0   0|   0     0 |           | 11   29    0   34    0
Jun 14 20:40:22 ubuntu dstat.sh[64944]: 14-06 20:40:22| 44   5  49   0   0|1573M  625M  170M 5364M|  27k   24k|   0   264k|   0  28.0 |6713  8700 |2.44 1.38 0.72|2.0   0   0|   0     0 |           | 11   29    0   35    0
Jun 14 20:40:23 ubuntu dstat.sh[64944]: 14-06 20:40:23| 61  14  25   0   0|1497M  701M  170M 5364M|6383B 2493B|   0   192k|   0  11.0 |4553  2925 |2.44 1.38 0.72|3.0   0 113|   0     0 |           | 11   28    0   36    0
Jun 14 20:40:24 ubuntu dstat.sh[64944]: 14-06 20:40:24| 53   7  39   0   0|1565M  633M  170M 5364M|  19k   16k|   0   124k|   0  8.99 |4133  3472 |2.44 1.38 0.72|3.0   0   0|   0     0 |           | 11   31    0   36    0
Jun 14 20:40:25 ubuntu dstat.sh[64944]: 14-06 20:40:25| 52  19  29   0   0|1444M  754M  170M 5364M|  16k   13k|   0  1033k|   0  87.1 |7705  9387 |2.44 1.38 0.72|6.0   0 386|   0     0 |           | 11   28    0   38    0
Jun 14 20:40:26 ubuntu dstat.sh[64944]: 14-06 20:40:26| 77  23   0   0   0|1561M  637M  170M 5364M|4997B 1620B|   0    24k|   0  6.00 |5531  4207 |2.89 1.49 0.76|7.0   0 336|   0     0 |           | 11   28    0   38    0
Jun 14 20:40:27 ubuntu dstat.sh[64944]: 14-06 20:40:27| 80  19   0   0   0|1733M  464M  170M 5364M|  18k   15k|   0     0 |   0     0 |6194  5358 |2.89 1.49 0.76|6.0   0 357|   0     0 |           | 11   32    0   36    0
Jun 14 20:40:28 ubuntu dstat.sh[64944]: 14-06 20:40:28| 76  20   3   0   0|1762M  435M  170M 5365M|  44k   40k|   0   675k|   0  51.0 |8222    11k|2.89 1.49 0.76|6.0   0 406|   0     0 |           | 11   30    0   37    0
Jun 14 20:40:29 ubuntu dstat.sh[64944]: 14-06 20:40:29| 82  18   0   0   0|1604M  594M  170M 5365M|  15k   12k|   0   372k|   0  33.0 |6095  5695 |2.89 1.49 0.76|6.0   0 250|   0     0 |           | 11   28    0   37    0
Jun 14 20:40:30 ubuntu dstat.sh[64944]: 14-06 20:40:30| 81  15   5   0   0|1673M  524M  170M 5365M|  12k 9386B|   0   164k|   0  10.0 |5121  3537 |2.89 1.49 0.76|5.0   0 119|   0     0 |           | 11   30    0   37    0
Jun 14 20:40:31 ubuntu dstat.sh[64944]: 14-06 20:40:31| 72   8  19   0   0|1703M  494M  170M 5365M|  36k   32k|   0     0 |   0     0 |8032    11k|2.90 1.52 0.78|4.0   0   0|   0     0 |           | 11   31    0   39    0
Jun 14 20:40:32 ubuntu dstat.sh[64944]: 14-06 20:40:32| 54  20  26   0   0|1505M  692M  170M 5365M|  23k   18k|   0  3624k|   0   180 |7575    10k|2.90 1.52 0.78|2.0   0 422|   0     0 |           | 11   28    0   42    0
Jun 14 20:40:33 ubuntu dstat.sh[64944]: 14-06 20:40:33| 12  27  59   0   0|1436M  761M  170M 5365M|4215B 1457B|   0    36k|   0  6.00 |5960  4446 |2.90 1.52 0.78|2.0   0 507|   0     0 |           | 11   28    0   42    0
Jun 14 20:40:34 ubuntu dstat.sh[64944]: 14-06 20:40:34| 64  32   5   0   0|1482M  715M  170M 5365M|4508B 1623B|   0    32k|   0  8.01 |5690  4675 |2.90 1.52 0.78|4.0   0 675|   0     0 |           | 11   28    0   42    0
Jun 14 20:40:35 ubuntu dstat.sh[64944]: 14-06 20:40:35| 68   8  23   0   0|1606M  591M  170M 5365M|  21k   18k|   0   699k|   0  45.9 |4859  4883 |2.90 1.52 0.78|2.0   0   0|   0     0 |           | 11   32    0   42    0
Jun 14 20:40:36 ubuntu dstat.sh[64944]: 14-06 20:40:36| 63  14  23   0   0|1555M  641M  170M 5365M|  21k   16k|   0   593k|   0  69.1 |7652    10k|3.14 1.59 0.80|4.0   0 201|   0     0 |           | 11   28    0   46    0
Jun 14 20:40:37 ubuntu dstat.sh[64944]: 14-06 20:40:37| 81  14   5   0   0|1563M  634M  170M 5365M|9621B 5654B|   0   180k|   0  9.00 |4817  2457 |3.14 1.59 0.80|3.0   0  67|   0     0 |           | 11   29    1   46    0
Jun 14 20:40:38 ubuntu dstat.sh[64944]: 14-06 20:40:38| 61   7  31   0   0|1596M  600M  170M 5365M|  31k   27k|   0   284k|   0  8.99 |7331  9699 |3.14 1.59 0.80|3.0   0   0|   0     0 |           | 11   32    0   46    0
Jun 14 20:40:39 ubuntu dstat.sh[64944]: 14-06 20:40:39| 51   5  42   0   0|1598M  598M  170M 5366M|  38k   33k|   0   268k|   0  20.0 |  12k   19k|3.14 1.59 0.80|4.0   0   0|   0     0 |           | 11   31    0   46    0
Jun 14 20:40:40 ubuntu dstat.sh[64944]: 14-06 20:40:40| 77  15   8   0   0|1474M  723M  170M 5366M|  16k   12k|   0   432k|   0  49.1 |7644  8565 |3.14 1.59 0.80|4.0   0 122|   0     0 |           | 11   28    0   45    0
Jun 14 20:40:41 ubuntu dstat.sh[64944]: 14-06 20:40:41| 71  10  18   0   0|1611M  585M  170M 5366M|  18k   17k|   0   152k|   0  7.99 |5282  3911 |3.13 1.62 0.82|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 14 20:40:42 ubuntu dstat.sh[64944]: 14-06 20:40:42| 56   7  35   0   0|1611M  585M  170M 5366M|  41k   35k|   0  2451k|   0   139 |  11k   17k|3.13 1.62 0.82|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 14 20:40:43 ubuntu dstat.sh[64944]: 14-06 20:40:43| 66  10  23   0   0|1580M  615M  170M 5366M|  33k   28k|   0   393k|   0  39.1 |  10k   15k|3.13 1.62 0.82|4.0   0 135|   0     0 |           | 11   28    0   49    0
Jun 14 20:40:44 ubuntu dstat.sh[64944]: 14-06 20:40:44| 80  15   4   0   0|1561M  635M  170M 5366M|6973B 3956B|   0   143k|   0  7.97 |4778  2338 |3.13 1.62 0.82|5.0   0 126|   0     0 |           | 11   29    0   47    0
Jun 14 20:40:45 ubuntu dstat.sh[64944]: 14-06 20:40:45| 65   8  27   0   0|1616M  580M  170M 5366M|  31k   27k|   0  1437k|   0  25.1 |6837  8505 |3.13 1.62 0.82|2.0   0 2.0|   0     0 |           | 11   36    0   47    0
Jun 14 20:40:46 ubuntu dstat.sh[64944]: 14-06 20:40:46| 68  11  20   0   0|1606M  589M  170M 5367M|  28k   23k|   0   248k|   0  20.0 |9370    13k|3.12 1.64 0.83|4.0   0  68|   0     0 |           | 11   33    0   49    0
Jun 14 20:40:47 ubuntu dstat.sh[64944]: 14-06 20:40:47| 75  13  11   0   0|1572M  623M  170M 5367M|  13k 9937B|   0   183k|   0  19.9 |4956  3611 |3.12 1.64 0.83|5.0   0  60|   0     0 |           | 11   34    0   49    0
Jun 14 20:40:48 ubuntu dstat.sh[64944]: 14-06 20:40:48| 67  12  20   0   0|1519M  676M  170M 5367M|  19k   15k|   0   434k|   0  43.2 |5722  5849 |3.12 1.64 0.83|6.0   0 114|   0     0 |           | 11   34    0   49    0
Jun 14 20:40:49 ubuntu dstat.sh[64944]: 14-06 20:40:49| 70  12  18   0   0|1599M  596M  170M 5367M|  25k   21k|   0   164k|   0  9.00 |6830  9593 |3.12 1.64 0.83|3.0   0 6.0|   0     0 |           | 11   34    0   49    0
Jun 14 20:40:50 ubuntu dstat.sh[64944]: 14-06 20:40:50| 61  12  26   0   0|1625M  570M  170M 5367M|  30k   26k|   0   156k|   0  8.00 |7643    11k|3.12 1.64 0.83|3.0   0 141|   0     0 |           | 11   34    0   51    0
Jun 14 20:40:51 ubuntu dstat.sh[64944]: 14-06 20:40:51| 79  13   7   0   0|1522M  673M  170M 5367M|  13k 9214B|   0   112k|   0  7.99 |5189  4397 |3.19 1.68 0.85|3.0   0  86|   0     0 |           | 11   33    0   53    0
Jun 14 20:40:52 ubuntu dstat.sh[64944]: 14-06 20:40:52| 70   9  20   0   0|1621M  574M  170M 5367M|  22k   18k|   0   120k|   0  7.98 |4944  5393 |3.19 1.68 0.85|4.0   0   0|   0     0 |           | 11   35    0   53    0
Jun 14 20:40:53 ubuntu dstat.sh[64944]: 14-06 20:40:53| 68  12  21   0   0|1579M  616M  170M 5367M|  23k   17k|   0   293k|   0  28.1 |6049  8292 |3.19 1.68 0.85|4.0   0  69|   0     0 |           | 11   33    0   55    0
Jun 14 20:40:54 ubuntu dstat.sh[64944]: 14-06 20:40:54| 62  13  25   0   0|1495M  700M  170M 5367M|  17k   13k|   0   272k|   0  25.0 |4746  4125 |3.19 1.68 0.85|2.0   0 138|   0     0 |           | 11   34    0   56    0
Jun 14 20:40:55 ubuntu dstat.sh[64944]: 14-06 20:40:55| 53  13  33   0   0|1409M  786M  170M 5367M|  14k 8974B|   0   400k|   0  38.0 |4822  4243 |3.19 1.68 0.85|3.0   0 120|   0     0 |           | 11   33    0   58    0
Jun 14 20:40:56 ubuntu dstat.sh[64944]: 14-06 20:40:56| 56  12  32   0   0|1505M  690M  170M 5367M|  13k 8119B|   0  1929k|   0   115 |5215  5079 |3.18 1.70 0.86|4.0   0  90|   0     0 |           | 11   33    0   53    0
Jun 14 20:40:57 ubuntu dstat.sh[64944]: 14-06 20:40:57| 52   8  38   0   0|1566M  628M  170M 5368M|  24k   19k|   0  2808k|   0   116 |5571  6592 |3.18 1.70 0.86|3.0   0 6.0|   0     0 |           | 11   33    0   54    0
Jun 14 20:40:58 ubuntu dstat.sh[64944]: 14-06 20:40:58| 54  13  33   0   0|1602M  592M  170M 5368M|  15k   10k|   0   144k|   0  7.02 |5291  5100 |3.18 1.70 0.86|3.0   0  86|   0     0 |           | 11   33    0   55    0
Jun 14 20:40:59 ubuntu dstat.sh[64944]: 14-06 20:40:59| 44   8  46   0   0|1541M  653M  170M 5368M|  16k   13k|   0   144k|   0  9.99 |4037  3375 |3.18 1.70 0.86|2.0   0  86|   0     0 |           | 11   34    0   56    0
