Jun 24 08:10:48 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 24 08:10:48 ubuntu dstat.sh[65096]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 24 08:10:48 ubuntu dstat.sh[65096]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 24 08:10:58 ubuntu dstat.sh[65096]: 24-06 08:10:58| 41  10  48   1   0|1218M 1008M  171M 5336M|5959B 2049B|   0  3453k|   0   280 |3814  2565 |1.62 1.07 0.59|3.0   0  77|   0     0 |           | 11    4    0   19    0
Jun 24 08:10:59 ubuntu dstat.sh[65096]: 24-06 08:10:59| 40   7  51   1   0|1254M  972M  171M 5336M|  12k 4441B|   0  7595k|   0   473 |3551  3113 |1.62 1.07 0.59|2.0   0  33|   0     0 |           | 11    5    0   19    0
Jun 24 08:11:00 ubuntu dstat.sh[65096]: 24-06 08:11:00| 44   6  48   1   0|1218M 1002M  171M 5342M|5942B 1633B|   0  2433k|   0   238 |3320  1909 |1.62 1.07 0.59|2.0   0  14|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:01 ubuntu dstat.sh[65096]: 24-06 08:11:01| 43  11  46   0   0|1275M  943M  171M 5343M|5830B 1568B|   0   168k|   0  6.01 |  11k   19k|1.73 1.10 0.61|2.0   0  13|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:02 ubuntu dstat.sh[65096]: 24-06 08:11:02| 41  12  46   0   0|1245M  972M  171M 5343M|4985B 1622B|   0   176k|   0  2.00 |  13k   20k|1.73 1.10 0.61|2.0   0  77|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:03 ubuntu dstat.sh[65096]: 24-06 08:11:03| 30  24  45   1   0|1179M 1046M  171M 5336M|4978B 1619B|   0  3434k|   0   351 |6252  4674 |1.73 1.10 0.61|2.0   0 402|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:04 ubuntu dstat.sh[65096]: 24-06 08:11:04| 22  21  54   0   0|1130M 1096M  171M 5336M|5184B 1510B|   0    32k|   0  7.99 |6163  6147 |1.73 1.10 0.61|1.0   0 355|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:05 ubuntu dstat.sh[65096]: 24-06 08:11:05| 34  18  47   0   0|1164M 1062M  171M 5336M|5168B 1619B|   0  4095B|   0  1.00 |5050  4517 |1.73 1.10 0.61|2.0   0 193|   0     0 |           | 11    5    0   19    0
Jun 24 08:11:06 ubuntu dstat.sh[65096]: 24-06 08:11:06| 47   4  49   0   0|1217M 1008M  171M 5336M|5365B 1623B|   0     0 |   0     0 |2696  1200 |1.75 1.12 0.61|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 24 08:11:07 ubuntu dstat.sh[65096]: 24-06 08:11:07| 43   8  47   0   0|1247M  977M  171M 5337M|4914B 1618B|   0  1582k|   0  63.9 |3023  1954 |1.75 1.12 0.61|2.0   0 7.0|   0     0 |           | 11    5    0   19    0
Jun 24 08:11:08 ubuntu dstat.sh[65096]: 24-06 08:11:08| 24  12  64   0   0|1262M  960M  171M 5339M|4874B 1621B|   0    17M|   0   199 |3980  4886 |1.75 1.12 0.61|  0   0 118|   0     0 |           | 11    4    0   19    0
Jun 24 08:11:09 ubuntu dstat.sh[65096]: 24-06 08:11:09| 10   3  86   0   0|1283M  939M  171M 5339M|4874B 1621B|   0  8199B|   0  1.00 |1486  1437 |1.75 1.12 0.61|1.0   0  23|   0     0 |           | 11    4    0   13    0
Jun 24 08:11:10 ubuntu dstat.sh[65096]: 24-06 08:11:10| 21   4  73   0   0|1337M  886M  171M 5339M|4717B 1605B|   0  2240k|   0  54.9 |1762  1296 |1.75 1.12 0.61|1.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 24 08:11:11 ubuntu dstat.sh[65096]: 24-06 08:11:11| 24   2  74   0   0|1363M  859M  171M 5339M|4557B 1515B|   0  8207B|   0  2.00 |1682  1073 |1.69 1.12 0.62|3.0   0   0|   0     0 |           | 11    6    0   13    0
Jun 24 08:11:12 ubuntu dstat.sh[65096]: 24-06 08:11:12| 23   3  71   2   0|1370M  852M  171M 5339M|2986B  486B|   0  5612k|   0   496 |4007  5699 |1.69 1.12 0.62|3.0   0 2.0|   0     0 |           | 11    4    0   15    0
Jun 24 08:11:13 ubuntu dstat.sh[65096]: 24-06 08:11:13| 19   8  72   0   0|1342M  880M  171M 5339M|4275B 1240B|   0    23M|   0   123 |2610  1971 |1.69 1.12 0.62|1.0   0  42|   0     0 |           | 11    4    0   15    0
Jun 24 08:11:14 ubuntu dstat.sh[65096]: 24-06 08:11:14| 20   2  77   0   0|1365M  857M  171M 5340M|7448B 3776B|   0  2395k|   0   143 |1885  1482 |1.69 1.12 0.62|2.0   0   0|   0     0 |           | 11   11    0   15    0
Jun 24 08:11:15 ubuntu dstat.sh[65096]: 24-06 08:11:15| 22   3  73   1   0|1372M  850M  171M 5340M|7464B 3909B| 268k 1571k|66.0  51.0 |2649  2651 |1.69 1.12 0.62|2.0   0 2.0|   0     0 |           | 11   27    0   15    0
Jun 24 08:11:16 ubuntu dstat.sh[65096]: 24-06 08:11:16| 20   6  74   0   0|1361M  861M  171M 5340M|9009B 5279B|   0     0 |   0     0 |2663  2039 |1.64 1.11 0.62|2.0   0  44|   0     0 |           | 11   28    0   16    0
Jun 24 08:11:17 ubuntu dstat.sh[65096]: 24-06 08:11:17| 20   3  77   0   0|1411M  811M  171M 5340M|7010B 3587B|   0  2264k|   0  15.0 |1791  1234 |1.64 1.11 0.62|1.0   0 1.0|   0     0 |           | 11   29    0   16    0
Jun 24 08:11:18 ubuntu dstat.sh[65096]: 24-06 08:11:18| 18   7  74   0   0|1380M  841M  171M 5340M|  12k 6352B|   0    19M|   0   145 |3133  2519 |1.64 1.11 0.62|1.0   0  64|   0     0 |           | 11   28    0   16    0
Jun 24 08:11:19 ubuntu dstat.sh[65096]: 24-06 08:11:19| 39  11  49   0   0|1452M  769M  171M 5340M|7621B 1662B|   0  8193B|   0  2.00 |3348  1914 |1.64 1.11 0.62|2.0   0  92|   0     0 |           | 11   28    0   16    0
Jun 24 08:11:20 ubuntu dstat.sh[65096]: 24-06 08:11:20| 33   4  62   0   0|1481M  740M  171M 5340M|  18k   13k|   0   602k|   0  22.9 |4394  4819 |1.64 1.11 0.62|3.0   0   0|   0     0 |           | 11   30    0   16    0
Jun 24 08:11:21 ubuntu dstat.sh[65096]: 24-06 08:11:21| 41  21  37   1   0|1456M  765M  171M 5340M|  12k 8281B|   0   370k|   0  48.2 |6760  7532 |1.66 1.13 0.63|5.0   0 408|   0     0 |           | 11   28    0   17    0
Jun 24 08:11:22 ubuntu dstat.sh[65096]: 24-06 08:11:22| 81  19   0   0   0|1619M  602M  171M 5340M|4963B 1863B|   0    12k|   0  3.00 |5226  3338 |1.66 1.13 0.63|5.0   0 172|   0     0 |           | 11   28    1   16    0
Jun 24 08:11:23 ubuntu dstat.sh[65096]: 24-06 08:11:23| 85  12   2   0   0|1780M  441M  171M 5340M|  26k   24k|   0    12M|   0   446 |7076  6118 |1.66 1.13 0.63|4.0   0   0|   0     0 |           | 11   33    0   16    0
Jun 24 08:11:24 ubuntu dstat.sh[65096]: 24-06 08:11:24| 77  13  10   0   0|1720M  501M  171M 5340M|  29k   24k|   0  3821k|   0   238 |9130    14k|1.66 1.13 0.63|5.0   0 193|   0     0 |           | 11   28    0   22    0
Jun 24 08:11:25 ubuntu dstat.sh[65096]: 24-06 08:11:25| 24   9  65   0   0|1533M  688M  171M 5340M|4665B 1566B|   0  2063k|   0  99.0 |2887  2146 |1.66 1.13 0.63|1.0   0 117|   0     0 |           | 11   28    0   22    0
Jun 24 08:11:26 ubuntu dstat.sh[65096]: 24-06 08:11:26| 18   2  78   0   0|1534M  687M  171M 5340M|9385B 6115B|   0   552k|   0  26.0 |2221  2395 |1.61 1.13 0.63|1.0   0   0|   0     0 |           | 11   29    0   22    0
Jun 24 08:11:27 ubuntu dstat.sh[65096]: 24-06 08:11:27| 16   7  76   0   0|1446M  775M  171M 5340M|7385B 4086B|   0   384k|   0  24.0 |3324  3255 |1.61 1.13 0.63|1.0   0  69|   0     0 |           | 11   28    0   23    0
Jun 24 08:11:28 ubuntu dstat.sh[65096]: 24-06 08:11:28| 27   7  65   0   0|1436M  785M  171M 5340M|6352B 3586B|   0    88M|   0   594 |3477    11k|1.61 1.13 0.63|1.0   0  36|   0     0 |           | 11   29    0   24    0
Jun 24 08:11:29 ubuntu dstat.sh[65096]: 24-06 08:11:29| 18   2  79   0   0|1430M  790M  171M 5340M|  11k 6678B|   0  2293k|   0   129 |3116  3789 |1.61 1.13 0.63|1.0   0   0|   0     0 |           | 11   28    0   25    0
Jun 24 08:11:30 ubuntu dstat.sh[65096]: 24-06 08:11:30|  9  21  68   0   0|1380M  841M  171M 5340M|4935B 1625B|   0    52k|   0  7.02 |5582  3907 |1.61 1.13 0.63|1.0   0 401|   0     0 |           | 11   28    0   24    0
Jun 24 08:11:31 ubuntu dstat.sh[65096]: 24-06 08:11:31| 35  32  33   0   0|1402M  819M  171M 5341M|5538B 1620B|   0   196k|   0  20.0 |5915  4716 |1.56 1.12 0.63|5.0   0 638|   0     0 |           | 11   28    0   24    0
Jun 24 08:11:32 ubuntu dstat.sh[65096]: 24-06 08:11:32| 85  14   0   0   0|1669M  552M  171M 5341M|8860B 5771B|   0    32k|   0  4.00 |4916  2323 |1.56 1.12 0.63|6.0   0   0|   0     0 |           | 11   30    0   24    0
Jun 24 08:11:33 ubuntu dstat.sh[65096]: 24-06 08:11:33| 73   9  17   0   0|1716M  505M  171M 5341M|  41k   37k|   0   224k|   0  11.0 |8542    12k|1.56 1.12 0.63|7.0   0   0|   0     0 |           | 11   32    0   24    0
Jun 24 08:11:34 ubuntu dstat.sh[65096]: 24-06 08:11:34| 79  15   5   0   0|1555M  665M  171M 5341M|  15k   10k|   0   633k|   0  70.1 |7786  9057 |1.56 1.12 0.63|6.0   0 214|   0     0 |           | 11   28    0   25    0
Jun 24 08:11:35 ubuntu dstat.sh[65096]: 24-06 08:11:35| 83  17   1   0   0|1666M  554M  171M 5341M|9110B 6257B| 188k 1568k|2.00   150 |5413  3493 |1.56 1.12 0.63|6.0   0 101|   0     0 |           | 11   30    0   25    0
Jun 24 08:11:36 ubuntu dstat.sh[65096]: 24-06 08:11:36| 83  12   5   0   0|1784M  436M  171M 5341M|  35k   30k|   0   744k|   0  41.0 |7729  9858 |1.84 1.19 0.66|4.0   0   0|   0     0 |           | 11   34    0   25    0
Jun 24 08:11:37 ubuntu dstat.sh[65096]: 24-06 08:11:37| 74  13  12   0   0|1646M  573M  171M 5342M|  34k   29k|   0   204k|   0  21.0 |9592    14k|1.84 1.19 0.66|3.0   0 177|   0     0 |           | 11   28    0   30    0
Jun 24 08:11:38 ubuntu dstat.sh[65096]: 24-06 08:11:38| 41  12  47   0   0|1514M  705M  171M 5342M|4495B 1401B|   0   192k|   0  12.0 |3612  2355 |1.84 1.19 0.66|3.0   0 122|   0     0 |           | 11   28    0   29    0
Jun 24 08:11:39 ubuntu dstat.sh[65096]: 24-06 08:11:39| 36   5  58   0   0|1543M  677M  171M 5342M|  14k   10k|   0   305k|   0  9.02 |3346  2636 |1.84 1.19 0.66|1.0   0   0|   0     0 |           | 11   30    0   29    0
Jun 24 08:11:40 ubuntu dstat.sh[65096]: 24-06 08:11:40| 33  18  47   0   0|1424M  795M  171M 5342M|  15k   11k|   0  1904k|   0   171 |6949  7744 |1.84 1.19 0.66|3.0   0 376|   0     0 |           | 11   28    0   31    0
Jun 24 08:11:41 ubuntu dstat.sh[65096]: 24-06 08:11:41| 64  11  25   0   0|1547M  672M  171M 5342M|5895B 2311B|   0   594k|   0  11.0 |3592  1454 |1.93 1.22 0.67|4.0   0 2.0|   0     0 |           | 11   29    0   31    0
Jun 24 08:11:42 ubuntu dstat.sh[65096]: 24-06 08:11:42| 45   6  48   0   0|1569M  651M  171M 5342M|  28k   25k|   0   433k|   0  19.0 |6204  8422 |1.93 1.22 0.67|3.0   0   0|   0     0 |           | 11   31    0   27    0
Jun 24 08:11:43 ubuntu dstat.sh[65096]: 24-06 08:11:43| 68  21  12   0   0|1497M  722M  171M 5342M|8326B 4450B|   0   501k|   0  53.1 |5897  5253 |1.93 1.22 0.67|4.0   0 258|   0     0 |           | 11   28    0   28    0
Jun 24 08:11:44 ubuntu dstat.sh[65096]: 24-06 08:11:44| 71   9  19   0   0|1607M  612M  171M 5342M|  20k   17k|   0  1116k|   0  25.0 |5375  4045 |1.93 1.22 0.67|4.0   0   0|   0     0 |           | 11   32    0   28    0
Jun 24 08:11:45 ubuntu dstat.sh[65096]: 24-06 08:11:45| 65   9  24   0   0|1564M  655M  171M 5342M|  31k   26k|   0   372k|   0  34.0 |9678    13k|1.93 1.22 0.67|6.0   0  92|   0     0 |           | 11   28    0   31    0
Jun 24 08:11:46 ubuntu dstat.sh[65096]: 24-06 08:11:46| 62  19  20   0   0|1524M  695M  171M 5342M|5307B 1729B|   0   216k|   0  15.0 |4081  2401 |2.10 1.26 0.69|3.0   0 232|   0     0 |           | 11   28    0   28    0
Jun 24 08:11:47 ubuntu dstat.sh[65096]: 24-06 08:11:47| 51   6  41   0   0|1587M  632M  171M 5342M|  21k   19k|   0   775k|   0  46.0 |5158  5026 |2.10 1.26 0.69|1.0   0 1.0|   0     0 |           | 11   31    0   28    0
Jun 24 08:11:48 ubuntu dstat.sh[65096]: 24-06 08:11:48| 54  19  27   0   0|1466M  753M  171M 5342M|  18k   13k|   0   460k|   0  45.0 |7270  8700 |2.10 1.26 0.69|4.0   0 299|   0     0 |           | 11   28    0   30    0
Jun 24 08:11:49 ubuntu dstat.sh[65096]: 24-06 08:11:49| 62   8  29   0   0|1540M  679M  171M 5342M|8765B 7007B|   0   316k|   0  7.99 |3593  1465 |2.10 1.26 0.69|  0   0   0|   0     0 |           | 11   31    0   30    0
Jun 24 08:11:50 ubuntu dstat.sh[65096]: 24-06 08:11:50| 50   5  44   0   0|1540M  679M  171M 5343M|  29k   24k|   0   699k|   0  42.9 |7526    10k|2.10 1.26 0.69|3.0   0   0|   0     0 |           | 11   28    0   33    0
Jun 24 08:11:51 ubuntu dstat.sh[65096]: 24-06 08:11:51| 59  20  21   0   0|1497M  721M  171M 5343M|5371B 1624B|   0    16k|   0  4.01 |4270  2675 |2.33 1.33 0.71|3.0   0 288|   0     0 |           | 11   28    0   33    0
Jun 24 08:11:52 ubuntu dstat.sh[65096]: 24-06 08:11:52| 54   7  39   0   0|1582M  636M  171M 5343M|  19k   15k|   0   104k|   0  6.98 |4472  3652 |2.33 1.33 0.71|5.0   0   0|   0     0 |           | 11   31    0   33    0
Jun 24 08:11:53 ubuntu dstat.sh[65096]: 24-06 08:11:53| 54  12  33   0   0|1522M  696M  171M 5343M|  18k   13k|   0   361k|   0  37.1 |7082  8396 |2.33 1.33 0.71|3.0   0 112|   0     0 |           | 11   28    0   35    0
Jun 24 08:11:54 ubuntu dstat.sh[65096]: 24-06 08:11:54| 56   7  36   0   0|1569M  650M  171M 5343M|  11k 8209B|   0  2239k|   0  56.0 |3396  1454 |2.33 1.33 0.71|2.0   0   0|   0     0 |           | 11   31    0   33    0
Jun 24 08:11:55 ubuntu dstat.sh[65096]: 24-06 08:11:55| 55   6  39   0   0|1569M  649M  171M 5343M|  26k   20k|   0  1101k|   0  83.1 |7558  9742 |2.33 1.33 0.71|4.0   0   0|   0     0 |           | 11   28    0   35    0
Jun 24 08:11:56 ubuntu dstat.sh[65096]: 24-06 08:11:56| 64  30   5   0   0|1514M  704M  171M 5343M|6017B 1620B|   0  2196k|   0   110 |5855  4938 |2.46 1.37 0.73|9.0   0 597|   0     0 |           | 11   28    0   35    0
Jun 24 08:11:57 ubuntu dstat.sh[65096]: 24-06 08:11:57| 81  20   0   0   0|1702M  516M  171M 5343M|6848B 3425B|   0    88k|   0  4.00 |5494  4326 |2.46 1.37 0.73|7.0   0 355|   0     0 |           | 11   29    0   35    0
Jun 24 08:11:58 ubuntu dstat.sh[65096]: 24-06 08:11:58| 77  19   3   0   0|1786M  432M  172M 5343M|  39k   37k|   0   395k|   0  24.0 |7427  8118 |2.46 1.37 0.73|7.0   0 355|   0     0 |           | 11   33    0   35    0
Jun 24 08:11:59 ubuntu dstat.sh[65096]: 24-06 08:11:59| 79  20   2   0   0|1547M  671M  172M 5343M|  32k   26k|   0   685k|   0  54.1 |8357    10k|2.46 1.37 0.73|7.0   0 332|   0     0 |           | 11   29    0   36    0
Jun 24 08:12:00 ubuntu dstat.sh[65096]: 24-06 08:12:00| 80  19   0   0   0|1604M  614M  172M 5344M|6454B 2079B|   0   431k|   0  13.0 |5410  3679 |2.46 1.37 0.73|5.0   0 215|   0     0 |           | 11   28    0   36    0
Jun 24 08:12:01 ubuntu dstat.sh[65096]: 24-06 08:12:01| 80  11   9   0   0|1735M  482M  172M 5344M|  27k   23k|   0     0 |   0     0 |5911  5272 |2.67 1.43 0.75|5.0   0   0|   0     0 |           | 11   33    0   36    0
Jun 24 08:12:02 ubuntu dstat.sh[65096]: 24-06 08:12:02| 71  12  15   0   0|1537M  680M  172M 5344M|  41k   34k|   0  4089B|   0  1.00 |  10k   16k|2.67 1.43 0.75|5.0   0 174|   0     0 |           | 11   29    0   40    0
Jun 24 08:12:03 ubuntu dstat.sh[65096]: 24-06 08:12:03| 18  28  53   0   0|1454M  764M  172M 5344M|6809B 2813B|   0    16k|   0  4.01 |6188  4885 |2.67 1.43 0.75|2.0   0 560|   0     0 |           | 11   28    0   41    0
Jun 24 08:12:04 ubuntu dstat.sh[65096]: 24-06 08:12:04| 45  36  18   0   0|1486M  731M  172M 5344M|5360B 1458B|   0    64k|   0  13.0 |6110  5639 |2.67 1.43 0.75|6.0   0 842|   0     0 |           | 11   28    0   41    0
Jun 24 08:12:05 ubuntu dstat.sh[65096]: 24-06 08:12:05| 74  12  13   0   0|1638M  579M  172M 5344M|  17k   13k|   0   662k|   0  41.9 |5184  3803 |2.67 1.43 0.75|2.0   0  27|   0     0 |           | 11   31    0   41    0
Jun 24 08:12:06 ubuntu dstat.sh[65096]: 24-06 08:12:06| 61  12  26   0   0|1542M  675M  172M 5344M|  27k   21k|   0   549k|   0  54.1 |7966    11k|2.53 1.42 0.75|3.0   0 134|   0     0 |           | 11   29    0   44    0
Jun 24 08:12:07 ubuntu dstat.sh[65096]: 24-06 08:12:07| 78  17   4   0   0|1568M  649M  172M 5344M|8829B 4387B|   0   287k|   0  20.0 |5165  3322 |2.53 1.42 0.75|3.0   0 141|   0     0 |           | 11   29    0   45    0
Jun 24 08:12:08 ubuntu dstat.sh[65096]: 24-06 08:12:08| 66   8  27   0   0|1627M  590M  172M 5344M|  30k   26k|   0   144k|   0  8.00 |5795  7983 |2.53 1.42 0.75|3.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 24 08:12:09 ubuntu dstat.sh[65096]: 24-06 08:12:09| 53   6  39   0   0|1627M  589M  172M 5345M|  39k   34k|   0   308k|   0  25.0 |  12k   19k|2.53 1.42 0.75|2.0   0   0|   0     0 |           | 11   31    0   45    0
Jun 24 08:12:10 ubuntu dstat.sh[65096]: 24-06 08:12:10| 73  13  13   0   0|1575M  642M  172M 5345M|  21k   15k|   0   871k|   0  48.0 |8260    10k|2.53 1.42 0.75|4.0   0  90|   0     0 |           | 11   28    0   45    0
Jun 24 08:12:11 ubuntu dstat.sh[65096]: 24-06 08:12:11| 75  12  13   0   0|1615M  601M  172M 5345M|  15k   13k|   0   156k|   0  10.0 |4982  3792 |2.65 1.47 0.77|3.0   0  32|   0     0 |           | 11   31    0   45    0
Jun 24 08:12:12 ubuntu dstat.sh[65096]: 24-06 08:12:12| 57   7  35   0   0|1636M  581M  172M 5345M|  39k   34k|   0  2848k|   0   145 |  11k   15k|2.65 1.47 0.77|2.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 24 08:12:13 ubuntu dstat.sh[65096]: 24-06 08:12:13| 58  11  30   0   0|1549M  667M  172M 5345M|  36k   31k|   0   156k|   0  8.00 |  11k   16k|2.65 1.47 0.77|4.0   0 110|   0     0 |           | 11   29    0   48    0
Jun 24 08:12:14 ubuntu dstat.sh[65096]: 24-06 08:12:14| 79  16   5   0   0|1546M  670M  172M 5345M|  10k 6703B|   0   401k|   0  11.0 |5163  3232 |2.65 1.47 0.77|3.0   0 150|   0     0 |           | 11   29    0   49    0
Jun 24 08:12:15 ubuntu dstat.sh[65096]: 24-06 08:12:15| 68   9  23   0   0|1639M  576M  172M 5345M|  27k   23k|   0   207k|   0  17.9 |5573  6225 |2.65 1.47 0.77|4.0   0 1.0|   0     0 |           | 11   34    0   47    0
Jun 24 08:12:16 ubuntu dstat.sh[65096]: 24-06 08:12:16| 68   9  22   0   0|1557M  659M  172M 5345M|  33k   28k|   0   300k|   0  28.0 |  10k   15k|2.76 1.51 0.79|4.0   0  64|   0     0 |           | 11   33    0   49    0
Jun 24 08:12:17 ubuntu dstat.sh[65096]: 24-06 08:12:17| 82  15   3   0   0|1555M  661M  172M 5345M|9125B 5322B|   0   237k|   0  23.1 |5273  3288 |2.76 1.51 0.79|4.0   0  66|   0     0 |           | 11   33    0   49    0
Jun 24 08:12:18 ubuntu dstat.sh[65096]: 24-06 08:12:18| 64   9  27   1   0|1600M  616M  172M 5346M|  25k   21k|   0   376k|   0  40.0 |5478  6226 |2.76 1.51 0.79|5.0   0  30|   0     0 |           | 11   34    0   51    0
Jun 24 08:12:19 ubuntu dstat.sh[65096]: 24-06 08:12:19| 71  13  15   0   0|1624M  591M  172M 5346M|  27k   23k|   0  1908k|   0   122 |7568    12k|2.76 1.51 0.79|5.0   0  90|   0     0 |           | 11   34    0   49    0
Jun 24 08:12:20 ubuntu dstat.sh[65096]: 24-06 08:12:20| 69  14  17   0   0|1568M  647M  172M 5346M|  25k   19k|   0    72k|   0  7.02 |6302  7036 |2.76 1.51 0.79|3.0   0 141|   0     0 |           | 11   34    0   51    0
Jun 24 08:12:21 ubuntu dstat.sh[65096]: 24-06 08:12:21| 73  13  14   0   0|1575M  640M  172M 5346M|  20k   16k|   0     0 |   0     0 |5467  6597 |2.86 1.55 0.81|4.0   0  86|   0     0 |           | 11   33    0   53    0
Jun 24 08:12:22 ubuntu dstat.sh[65096]: 24-06 08:12:22| 72  12  15   0   0|1657M  558M  172M 5346M|  17k   15k|   0     0 |   0     0 |5766  5527 |2.86 1.55 0.81|2.0   0  34|   0     0 |           | 11   34    0   54    0
Jun 24 08:12:23 ubuntu dstat.sh[65096]: 24-06 08:12:23| 71  12  17   0   0|1648M  566M  172M 5346M|  22k   17k|   0  4097B|   0  1.00 |5976  6677 |2.86 1.55 0.81|5.0   0  34|   0     0 |           | 11   34    0   54    0
Jun 24 08:12:24 ubuntu dstat.sh[65096]: 24-06 08:12:24| 65  11  23   0   0|1569M  645M  172M 5346M|  20k   16k|   0   604k|   0  54.0 |5431  6091 |2.86 1.55 0.81|3.0   0 138|   0     0 |           | 11   33    0   57    0
Jun 24 08:12:25 ubuntu dstat.sh[65096]: 24-06 08:12:25| 54  13  31   0   0|1548M  667M  172M 5346M|  12k 7911B|   0  1167k|   0  59.9 |4928  3684 |2.86 1.55 0.81|3.0   0 120|   0     0 |           | 11   33    0   58    0
Jun 24 08:12:26 ubuntu dstat.sh[65096]: 24-06 08:12:26| 54   7  39   0   0|1543M  672M  172M 5346M|  17k   15k|   0   240k|   0  15.0 |5289  5562 |2.79 1.56 0.81|2.0   0  35|   0     0 |           | 11   34    0   59    0
Jun 24 08:12:27 ubuntu dstat.sh[65096]: 24-06 08:12:27| 55  10  34   0   0|1484M  730M  172M 5346M|  20k   14k|   0   164k|   0  9.00 |5226  6713 |2.79 1.56 0.81|3.0   0 105|   0     0 |           | 11   32    0   54    0
Jun 24 08:12:28 ubuntu dstat.sh[65096]: 24-06 08:12:28| 60  11  29   0   0|1515M  699M  172M 5349M|  10k 7023B|   0   152k|   0  13.0 |4350  5126 |2.79 1.56 0.81|6.0   0  77|   0     0 |           | 11   33    0   54    0
Jun 24 08:12:29 ubuntu dstat.sh[65096]: 24-06 08:12:29| 48  10  41   0   0|1500M  714M  172M 5347M|  23k   19k|   0   200k|   0  12.0 |6172  9100 |2.79 1.56 0.81|2.0   0  88|   0     0 |           | 11   34    0   56    0
