Jun 17 12:17:52 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 17 12:17:52 ubuntu dstat.sh[64838]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 17 12:17:52 ubuntu dstat.sh[64838]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 17 12:18:03 ubuntu dstat.sh[64838]: 17-06 12:18:03| 40  12  45   0   0|1266M  961M  172M 5334M|5656B 1457B|   0  1308k|   0  46.0 |9814    17k|1.32 0.92 0.53|2.0   0  82|   0     0 |           | 11    4    0   19    0
Jun 17 12:18:04 ubuntu dstat.sh[64838]: 17-06 12:18:04| 44   9  44   1   0|1308M  918M  172M 5334M|7437B 1617B|   0  9359k|   0   489 |  11k   19k|1.32 0.92 0.53|2.0   0  17|   0     0 |           | 11    4    0   19    0
Jun 17 12:18:05 ubuntu dstat.sh[64838]: 17-06 12:18:05| 42   8  48   0   0|1208M 1026M  172M 5327M|5118B 1458B|   0  1040k|   0  47.0 |3146  1589 |1.37 0.94 0.54|2.0   0  21|   0     0 |           | 11    4    0   19    0
Jun 17 12:18:06 ubuntu dstat.sh[64838]: 17-06 12:18:06| 44   7  49   0   0|1205M 1029M  172M 5327M|5406B 1567B|   0   256k|   0  23.0 |3006  1670 |1.37 0.94 0.54|2.0   0  25|   0     0 |           | 11    4    0   19    0
Jun 17 12:18:07 ubuntu dstat.sh[64838]: 17-06 12:18:07| 25   4  70   0   0|1184M 1050M  172M 5327M|4589B 1511B|   0   404k|   0  52.0 |2242  1447 |1.37 0.94 0.54|1.0   0  53|   0     0 |           | 11    4    0   19    0
Jun 17 12:18:08 ubuntu dstat.sh[64838]: 17-06 12:18:08|  8  21  69   0   0|1145M 1089M  172M 5327M|4736B 1462B|   0    12k|   0  3.01 |5340  3739 |1.37 0.94 0.54|2.0   0 313|   0     0 |           | 11    4    0   17    0
Jun 17 12:18:09 ubuntu dstat.sh[64838]: 17-06 12:18:09|  9  21  68   0   0|1140M 1094M  172M 5327M|4943B 1619B|   0    36k|   0  8.99 |5226  3483 |1.37 0.94 0.54|3.0   0 289|   0     0 |           | 11    4    0   17    0
Jun 17 12:18:10 ubuntu dstat.sh[64838]: 17-06 12:18:10| 18  17  64   0   0|1124M 1110M  172M 5327M|4674B 1560B|   0    15M|   0   109 |5978  7144 |1.34 0.94 0.54|3.0   0 196|   0     0 |           | 11    4    0   17    0
Jun 17 12:18:11 ubuntu dstat.sh[64838]: 17-06 12:18:11| 43  11  45   0   0|1193M 1041M  172M 5327M|4645B 1515B|   0  8206B|   0  2.00 |3876  2623 |1.34 0.94 0.54|2.0   0 131|   0     0 |           | 11    5    0   17    0
Jun 17 12:18:12 ubuntu dstat.sh[64838]: 17-06 12:18:12| 46   5  48   1   0|1250M  983M  172M 5328M|4698B 1623B|   0  1447k|   0  64.1 |2944  1738 |1.34 0.94 0.54|2.0   0   0|   0     0 |           | 11    5    0   13    0
Jun 17 12:18:13 ubuntu dstat.sh[64838]: 17-06 12:18:13| 40  11  48   0   0|1269M  962M  172M 5330M|4321B 1617B|   0  2111k|   0   132 |3830  5079 |1.34 0.94 0.54|2.0   0  45|   0     0 |           | 11    4    0   14    0
Jun 17 12:18:14 ubuntu dstat.sh[64838]: 17-06 12:18:14|  7   7  85   0   0|1286M  945M  172M 5330M|4571B 1624B|   0     0 |   0     0 |2276  1890 |1.34 0.94 0.54|1.0   0  95|   0     0 |           | 11    4    0   14    0
Jun 17 12:18:15 ubuntu dstat.sh[64838]: 17-06 12:18:15| 20   4  73   0   0|1344M  886M  172M 5330M|4437B 1619B|   0    18M|   0   364 |1954  1493 |1.31 0.94 0.55|3.0   0   0|   0     0 |           | 11    4    0   14    0
Jun 17 12:18:16 ubuntu dstat.sh[64838]: 17-06 12:18:16| 23   3  74   0   0|1362M  869M  172M 5330M|4579B 1621B|   0  1661k|   0  6.00 |1725  1115 |1.31 0.94 0.55|3.0   0   0|   0     0 |           | 11    4    0   14    0
Jun 17 12:18:17 ubuntu dstat.sh[64838]: 17-06 12:18:17| 24   2  71   2   0|1376M  855M  172M 5331M|4822B 1459B|   0  4539k|   0   339 |3834  5213 |1.31 0.94 0.55|1.0   0 1.0|   0     0 |           | 11   10    0   14    0
Jun 17 12:18:18 ubuntu dstat.sh[64838]: 17-06 12:18:18| 20   7  73   0   0|1352M  879M  172M 5331M|4994B 1457B|   0   152k|   0  9.99 |2435  1723 |1.31 0.94 0.55|2.0   0  43|   0     0 |           | 11    4    0   16    0
Jun 17 12:18:19 ubuntu dstat.sh[64838]: 17-06 12:18:19| 18   2  78   0   0|1384M  846M  172M 5331M|8113B 3837B|   0   946k|   0  5.99 |1591  1064 |1.31 0.94 0.55|1.0   0   0|   0     0 |           | 11    5    0   16    0
Jun 17 12:18:20 ubuntu dstat.sh[64838]: 17-06 12:18:20| 20   4  73   1   0|1382M  848M  172M 5331M|7335B 3868B| 268k   36M|66.0   275 |3211  3225 |1.37 0.96 0.55|1.0   0 2.0|   0     0 |           | 11   27    0   15    0
Jun 17 12:18:21 ubuntu dstat.sh[64838]: 17-06 12:18:21| 20   6  75   0   0|1377M  853M  172M 5331M|8231B 5038B|   0     0 |   0     0 |2545  1951 |1.37 0.96 0.55|2.0   0  44|   0     0 |           | 11   28    0   16    0
Jun 17 12:18:22 ubuntu dstat.sh[64838]: 17-06 12:18:22| 18   3  77   0   0|1429M  801M  172M 5331M|5894B 3260B|   0    64k|   0  4.00 |1586  1059 |1.37 0.96 0.55|1.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 17 12:18:23 ubuntu dstat.sh[64838]: 17-06 12:18:23| 18   5  75   0   0|1403M  827M  172M 5331M|9760B 6668B|   0     0 |   0     0 |2736  2046 |1.37 0.96 0.55|2.0   0  61|   0     0 |           | 11   28    0   17    0
Jun 17 12:18:24 ubuntu dstat.sh[64838]: 17-06 12:18:24| 37  12  49   0   0|1495M  734M  172M 5331M|4447B 1645B|   0   755k|   0   119 |3333  1939 |1.37 0.96 0.55|3.0   0  95|   0     0 |           | 11   28    0   16    0
Jun 17 12:18:25 ubuntu dstat.sh[64838]: 17-06 12:18:25| 33   5  61   0   0|1519M  710M  172M 5331M|  12k   11k|   0   332k|   0  2.00 |3649  3324 |1.42 0.98 0.56|1.0   0   0|   0     0 |           | 11   30    0   16    0
Jun 17 12:18:26 ubuntu dstat.sh[64838]: 17-06 12:18:26| 36  15  47   0   0|1423M  807M  172M 5331M|  14k 9911B|   0   249k|   0  24.1 |6410  7497 |1.42 0.98 0.56|5.0   0 254|   0     0 |           | 11   28    0   17    0
Jun 17 12:18:27 ubuntu dstat.sh[64838]: 17-06 12:18:27| 75  23   0   0   0|1573M  656M  172M 5331M|4452B 1566B|   0    28k|   0  7.00 |5211  3649 |1.42 0.98 0.56|6.0   0 325|   0     0 |           | 11   28    0   17    0
Jun 17 12:18:28 ubuntu dstat.sh[64838]: 17-06 12:18:28| 83  12   3   0   0|1760M  470M  172M 5331M|  23k   20k|   0  2664k|   0  62.0 |5678  4657 |1.42 0.98 0.56|6.0   0 1.0|   0     0 |           | 11   33    0   17    0
Jun 17 12:18:29 ubuntu dstat.sh[64838]: 17-06 12:18:29| 81  11   8   0   0|1699M  530M  172M 5332M|  29k   24k|   0   572k|   0  59.0 |8769    12k|1.42 0.98 0.56|4.0   0 100|   0     0 |           | 11   29    0   22    0
Jun 17 12:18:30 ubuntu dstat.sh[64838]: 17-06 12:18:30| 19  13  66   0   0|1552M  678M  172M 5332M|7997B 4663B|   0    92M|   0   516 |4584  4917 |1.39 0.98 0.56|1.0   0 209|   0     0 |           | 11   28    0   23    0
Jun 17 12:18:31 ubuntu dstat.sh[64838]: 17-06 12:18:31| 22   4  74   0   0|1554M  675M  172M 5332M|5024B 1808B|   0   104k|   0  8.00 |1751  1121 |1.39 0.98 0.56|1.0   0   0|   0     0 |           | 11   28    1   23    0
Jun 17 12:18:32 ubuntu dstat.sh[64838]: 17-06 12:18:32| 16   3  81   0   0|1539M  690M  172M 5332M|  11k 8321B|   0   620k|   0  47.0 |2822  3317 |1.39 0.98 0.56|1.0   0 1.0|   0     0 |           | 11   28    0   24    0
Jun 17 12:18:33 ubuntu dstat.sh[64838]: 17-06 12:18:33| 19   7  73   0   0|1484M  745M  172M 5332M|4622B 1621B|   0  1104k|   0   116 |2684  1798 |1.39 0.98 0.56|1.0   0  68|   0     0 |           | 11   28    0   24    0
Jun 17 12:18:34 ubuntu dstat.sh[64838]: 17-06 12:18:34| 19   3  78   0   0|1503M  726M  172M 5332M|8470B 6044B|   0     0 |   0     0 |1940  1600 |1.39 0.98 0.56|  0   0   0|   0     0 |           | 11   29    0   24    0
Jun 17 12:18:35 ubuntu dstat.sh[64838]: 17-06 12:18:35| 14   9  75   0   0|1458M  771M  172M 5332M|7044B 4020B|   0   396k|   0  35.0 |3852  3711 |1.35 0.98 0.57|2.0   0 130|   0     0 |           | 11   28    0   25    0
Jun 17 12:18:36 ubuntu dstat.sh[64838]: 17-06 12:18:36|  7  24  67   0   0|1437M  792M  172M 5332M|4278B 1133B|   0  1618k|   0  13.0 |5316  3399 |1.35 0.98 0.57|1.0   0 345|   0     0 |           | 11   28    0   25    0
Jun 17 12:18:37 ubuntu dstat.sh[64838]: 17-06 12:18:37| 49  31  19   0   0|1458M  771M  172M 5332M|4357B 1510B|   0   979k|   0  58.9 |5716  4441 |1.35 0.98 0.57|5.0   0 562|   0     0 |           | 11   28    0   25    0
Jun 17 12:18:38 ubuntu dstat.sh[64838]: 17-06 12:18:38| 84  13   4   0   0|1691M  538M  172M 5332M|  13k   10k|   0   120k|   0  13.0 |5084  2620 |1.35 0.98 0.57|4.0   0 1.0|   0     0 |           | 11   32    0   25    0
Jun 17 12:18:39 ubuntu dstat.sh[64838]: 17-06 12:18:39| 71   9  19   0   0|1706M  523M  172M 5332M|  41k   37k|   0   128k|   0  14.0 |9740    14k|1.35 0.98 0.57|3.0   0   0|   0     0 |           | 11   32    0   25    0
Jun 17 12:18:40 ubuntu dstat.sh[64838]: 17-06 12:18:40| 76  20   4   1   0|1542M  687M  172M 5332M|  10k 5901B|   0   593k|   0  69.2 |6664  7075 |1.73 1.06 0.60|6.0   0 311|   0     0 |           | 11   28    0   25    0
Jun 17 12:18:41 ubuntu dstat.sh[64838]: 17-06 12:18:41| 86  14   0   0   0|1684M  545M  172M 5332M|8212B 5422B|   0   164k|   0  11.0 |4999  2734 |1.73 1.06 0.60|6.0   0   0|   0     0 |           | 11   29    0   25    0
Jun 17 12:18:42 ubuntu dstat.sh[64838]: 17-06 12:18:42| 78  10  10   0   0|1780M  449M  172M 5332M|  34k   31k|   0   140k|   0  8.00 |7622  8549 |1.73 1.06 0.60|5.0   0   0|   0     0 |           | 11   33    0   26    0
Jun 17 12:18:43 ubuntu dstat.sh[64838]: 17-06 12:18:43| 70  13  16   0   0|1668M  560M  172M 5333M|  34k   30k|   0   420k|   0  32.0 |  10k   15k|1.73 1.06 0.60|6.0   0 178|   0     0 |           | 11   28    0   30    0
Jun 17 12:18:44 ubuntu dstat.sh[64838]: 17-06 12:18:44| 49  11  39   0   0|1550M  678M  172M 5333M|6112B 2324B|   0   881k|   0  17.0 |3746  2301 |1.73 1.06 0.60|3.0   0 120|   0     0 |           | 11   29    0   30    0
Jun 17 12:18:45 ubuntu dstat.sh[64838]: 17-06 12:18:45| 35   4  61   0   0|1559M  669M  172M 5333M|  16k   12k|   0   205k|   0  16.0 |3687  4128 |1.75 1.08 0.60|2.0   0   0|   0     0 |           | 11   29    0   27    0
Jun 17 12:18:46 ubuntu dstat.sh[64838]: 17-06 12:18:46| 50  22  26   0   0|1456M  773M  172M 5333M|  11k 8345B|   0   208k|   0  16.0 |5536  5543 |1.75 1.08 0.60|3.0   0 378|   0     0 |           | 11   28    0   28    0
Jun 17 12:18:47 ubuntu dstat.sh[64838]: 17-06 12:18:47| 56   8  36   0   0|1584M  645M  172M 5333M|  16k   13k|   0   108k|   0  5.98 |4008  2759 |1.75 1.08 0.60|3.0   0   0|   0     0 |           | 11   31    0   28    0
Jun 17 12:18:48 ubuntu dstat.sh[64838]: 17-06 12:18:48| 51  12  35   0   0|1412M  816M  172M 5333M|  21k   18k|   0   538k|   0  48.1 |7807    11k|1.75 1.08 0.60|5.0   0 227|   0     0 |           | 11   28    0   29    0
Jun 17 12:18:49 ubuntu dstat.sh[64838]: 17-06 12:18:49| 85  16   0   0   0|1556M  672M  172M 5333M|4680B 1620B|   0  2208k|   0  88.0 |4883  1964 |1.75 1.08 0.60|4.0   0  33|   0     0 |           | 11   28    0   26    0
Jun 17 12:18:50 ubuntu dstat.sh[64838]: 17-06 12:18:50| 56   7  35   0   0|1615M  613M  172M 5333M|  31k   28k|   0  1218k|   0  80.9 |6908  8837 |1.93 1.13 0.62|3.0   0   0|   0     0 |           | 11   31    0   26    1
Jun 17 12:18:51 ubuntu dstat.sh[64838]: 17-06 12:18:51| 66  18  15   0   0|1490M  738M  172M 5333M|  18k   14k|   0  8336k|   0   499 |8000  9814 |1.93 1.13 0.62|5.0   0 324|   0     0 |           | 11   28    0   29    0
Jun 17 12:18:52 ubuntu dstat.sh[64838]: 17-06 12:18:52| 54   7  38   0   0|1530M  698M  172M 5333M|  13k   11k|   0     0 |   0     0 |3935  2434 |1.93 1.13 0.62|2.0   0   0|   0     0 |           | 11   31    0   29    0
Jun 17 12:18:53 ubuntu dstat.sh[64838]: 17-06 12:18:53| 52   7  39   0   0|1509M  718M  172M 5333M|  25k   20k|   0  1319k|   0  88.9 |7868    10k|1.93 1.13 0.62|3.0   0  59|   0     0 |           | 11   28    0   31    0
Jun 17 12:18:54 ubuntu dstat.sh[64838]: 17-06 12:18:54| 61  20  20   0   0|1509M  718M  172M 5333M|4675B 1633B|   0    16k|   0  4.00 |4096  2354 |1.93 1.13 0.62|3.0   0 240|   0     0 |           | 11   28    0   31    0
Jun 17 12:18:55 ubuntu dstat.sh[64838]: 17-06 12:18:55| 49   6  44   0   0|1561M  667M  172M 5333M|  18k   15k|   0     0 |   0     0 |4420  3730 |1.77 1.11 0.62|3.0   0   0|   0     0 |           | 11   31    0   31    0
Jun 17 12:18:56 ubuntu dstat.sh[64838]: 17-06 12:18:56| 51  18  31   0   0|1402M  826M  172M 5334M|  19k   15k|   0   480k|   0  34.0 |7701  9287 |1.77 1.11 0.62|3.0   0 293|   0     0 |           | 11   28    0   34    0
Jun 17 12:18:57 ubuntu dstat.sh[64838]: 17-06 12:18:57| 60   8  30   0   0|1546M  681M  172M 5334M|8719B 6902B|   0   140k|   0  6.98 |3524  1332 |1.77 1.11 0.62|  0   0   0|   0     0 |           | 11   31    0   34    0
Jun 17 12:18:58 ubuntu dstat.sh[64838]: 17-06 12:18:58| 48   5  45   0   0|1546M  681M  172M 5334M|  25k   21k|   0   973k|   0  70.1 |7285  9563 |1.77 1.11 0.62|3.0   0 1.0|   0     0 |           | 11   28    0   36    0
Jun 17 12:18:59 ubuntu dstat.sh[64838]: 17-06 12:18:59| 60  16  24   0   0|1517M  710M  172M 5334M|4302B 1527B|   0   144k|   0  11.0 |4283  2435 |1.77 1.11 0.62|3.0   0 112|   0     0 |           | 11   28    0   36    0
Jun 17 12:19:00 ubuntu dstat.sh[64838]: 17-06 12:19:00| 56   8  36   0   0|1584M  642M  172M 5334M|  17k   14k|   0   108k|   0  6.99 |4276    13k|1.87 1.14 0.63|3.0   0  36|   0     0 |           | 11   31    0   37    0
Jun 17 12:19:01 ubuntu dstat.sh[64838]: 17-06 12:19:01| 52  17  30   0   0|1523M  704M  172M 5334M|  18k   14k|   0   416k|   0  42.0 |7083  8835 |1.87 1.14 0.63|5.0   0 315|   0     0 |           | 11   28    0   36    0
Jun 17 12:19:02 ubuntu dstat.sh[64838]: 17-06 12:19:02| 76  24   0   0   0|1581M  646M  172M 5334M|5121B 1509B|   0  2255k|   0   143 |5614  4464 |1.87 1.14 0.63|8.0   0 406|   0     0 |           | 11   28    0   36    0
Jun 17 12:19:03 ubuntu dstat.sh[64838]: 17-06 12:19:03| 78  21   1   0   0|1746M  480M  172M 5334M|  19k   14k|   0   665k|   0  37.1 |5986  5243 |1.87 1.14 0.63|7.0   0 365|   0     0 |           | 11   31    0   36    0
Jun 17 12:19:04 ubuntu dstat.sh[64838]: 17-06 12:19:04| 79  19   2   0   0|1784M  442M  172M 5334M|  39k   34k|   0   260k|   0  24.0 |8160  9682 |1.87 1.14 0.63|8.0   0 338|   0     0 |           | 11   31    0   37    0
Jun 17 12:19:05 ubuntu dstat.sh[64838]: 17-06 12:19:05| 74  24   2   0   0|1719M  508M  172M 5335M|  25k   19k|   0   504k|   0  47.0 |6979  7337 |2.12 1.20 0.66|5.0   0 372|   0     0 |           | 11   28    0   37    0
Jun 17 12:19:06 ubuntu dstat.sh[64838]: 17-06 12:19:06| 84  14   2   0   0|1647M  579M  172M 5335M|  14k   11k|   0   120k|   0  8.00 |5312  3287 |2.12 1.20 0.66|4.0   0  60|   0     0 |           | 11   31    0   37    0
Jun 17 12:19:07 ubuntu dstat.sh[64838]: 17-06 12:19:07| 76  11  13   0   0|1708M  518M  172M 5335M|  33k   29k|   0   112k|   0  8.00 |7658    11k|2.12 1.20 0.66|6.0   0  45|   0     0 |           | 11   31    0   39    0
Jun 17 12:19:08 ubuntu dstat.sh[64838]: 17-06 12:19:08| 50  17  31   0   0|1493M  733M  172M 5335M|  24k   20k|   0   164k|   0  11.0 |7737    10k|2.12 1.20 0.66|3.0   0 357|   0     0 |           | 11   28    0   42    0
Jun 17 12:19:09 ubuntu dstat.sh[64838]: 17-06 12:19:09| 16  24  58   0   0|1412M  814M  172M 5335M|4487B 1566B|   0    28k|   0  7.00 |6052  4543 |2.12 1.20 0.66|3.0   0 521|   0     0 |           | 11   28    0   42    0
Jun 17 12:19:10 ubuntu dstat.sh[64838]: 17-06 12:19:10| 61  33   6   0   0|1519M  707M  172M 5335M|3799B 1459B|   0    32k|   0  8.00 |5532  4603 |2.35 1.27 0.68|5.0   0 680|   0     0 |           | 11   28    0   42    0
Jun 17 12:19:11 ubuntu dstat.sh[64838]: 17-06 12:19:11| 70   8  21   0   0|1638M  588M  172M 5335M|  20k   18k|   0   380k|   0  18.0 |4845  4567 |2.35 1.27 0.68|3.0   0   0|   0     0 |           | 11   32    0   42    0
Jun 17 12:19:12 ubuntu dstat.sh[64838]: 17-06 12:19:12| 63  12  25   0   0|1447M  778M  172M 5335M|  20k   16k|   0   730k|   0  73.4 |7360    10k|2.35 1.27 0.68|9.0   0 144|   0     0 |           | 11   28    0   46    0
Jun 17 12:19:13 ubuntu dstat.sh[64838]: 17-06 12:19:13| 79  16   4   0   0|1577M  648M  172M 5335M|6422B 3897B|   0   194k|   0  8.07 |4797  2416 |2.35 1.27 0.68|4.0   0 126|   0     0 |           | 11   29    0   46    0
Jun 17 12:19:14 ubuntu dstat.sh[64838]: 17-06 12:19:14| 65   8  26   0   0|1643M  582M  172M 5335M|  30k   26k|   0   140k|   0  7.98 |6422  8747 |2.35 1.27 0.68|3.0   0   0|   0     0 |           | 11   32    0   46    0
Jun 17 12:19:15 ubuntu dstat.sh[64838]: 17-06 12:19:15| 51   6  42   0   0|1643M  582M  172M 5335M|  35k   30k|   0  3692k|   0   163 |  12k   17k|2.33 1.28 0.69|3.0   0   0|   0     0 |           | 11   31    0   46    0
Jun 17 12:19:16 ubuntu dstat.sh[64838]: 17-06 12:19:16| 72  13  15   0   0|1484M  741M  172M 5336M|  22k   17k|   0   429k|   0  46.1 |8444    11k|2.33 1.28 0.69|5.0   0 120|   0     0 |           | 11   28    0   46    0
Jun 17 12:19:17 ubuntu dstat.sh[64838]: 17-06 12:19:17| 79  11   9   0   0|1594M  631M  172M 5336M|  11k 9652B|   0   164k|   0  8.99 |4693  2210 |2.33 1.28 0.69|2.0   0   0|   0     0 |           | 11   31    0   45    0
Jun 17 12:19:18 ubuntu dstat.sh[64838]: 17-06 12:19:18| 59   8  33   0   0|1605M  620M  172M 5336M|  40k   34k|   0   208k|   0  11.0 |8965    15k|2.33 1.28 0.69|3.0   0 1.0|   0     0 |           | 11   32    0   45    0
Jun 17 12:19:19 ubuntu dstat.sh[64838]: 17-06 12:19:19| 59   9  31   0   0|1605M  619M  172M 5336M|  41k   34k|   0   116k|   0  8.02 |  12k   18k|2.33 1.28 0.69|5.0   0  71|   0     0 |           | 11   29    0   48    0
Jun 17 12:19:20 ubuntu dstat.sh[64838]: 17-06 12:19:20| 80  18   1   0   0|1530M  695M  172M 5336M|5770B 2883B|   0  2054k|   0   137 |5115  2844 |2.46 1.32 0.70|3.0   0 189|   0     0 |           | 11   28    1   49    0
Jun 17 12:19:21 ubuntu dstat.sh[64838]: 17-06 12:19:21| 68   8  23   0   0|1630M  595M  172M 5336M|  25k   22k|   0   272k|   0  28.0 |5521  5992 |2.46 1.32 0.70|3.0   0 2.0|   0     0 |           | 11   36    0   46    0
Jun 17 12:19:22 ubuntu dstat.sh[64838]: 17-06 12:19:22| 61  11  26   0   0|1618M  607M  172M 5336M|  33k   28k|   0   661k|   0  64.1 |  11k   16k|2.46 1.32 0.70|3.0   0  68|   0     0 |           | 11   33    0   48    0
Jun 17 12:19:23 ubuntu dstat.sh[64838]: 17-06 12:19:23| 79  14   7   0   0|1590M  634M  172M 5337M|  10k 7346B|   0   244k|   0  22.0 |5154  4306 |2.46 1.32 0.70|4.0   0  60|   0     0 |           | 11   33    0   48    0
Jun 17 12:19:24 ubuntu dstat.sh[64838]: 17-06 12:19:24| 69  10  21   0   0|1578M  646M  172M 5337M|  20k   17k|   0   379k|   0  41.9 |5324  5411 |2.46 1.32 0.70|5.0   0  60|   0     0 |           | 11   34    0   50    0
Jun 17 12:19:25 ubuntu dstat.sh[64838]: 17-06 12:19:25| 72  13  16   0   0|1585M  639M  172M 5337M|  26k   22k|   0   153k|   0  9.04 |6632  9949 |2.50 1.35 0.72|5.0   0  60|   0     0 |           | 11   34    0   50    0
Jun 17 12:19:26 ubuntu dstat.sh[64838]: 17-06 12:19:26| 67  10  22   0   0|1585M  638M  172M 5337M|  30k   26k|   0   152k|   0  8.98 |7624  9874 |2.50 1.35 0.72|3.0   0  59|   0     0 |           | 11   34    0   51    0
Jun 17 12:19:27 ubuntu dstat.sh[64838]: 17-06 12:19:27| 71  17  11   0   0|1574M  650M  172M 5337M|  17k   13k|   0   277k|   0  10.0 |6145  6146 |2.50 1.35 0.72|4.0   0 168|   0     0 |           | 11   33    0   53    0
Jun 17 12:19:28 ubuntu dstat.sh[64838]: 17-06 12:19:28| 76  11  12   0   0|1626M  598M  172M 5337M|  14k   12k|   0   112k|   0  6.98 |4789  3851 |2.50 1.35 0.72|3.0   0  35|   0     0 |           | 11   34    0   54    0
Jun 17 12:19:29 ubuntu dstat.sh[64838]: 17-06 12:19:29| 67  12  20   0   0|1632M  592M  172M 5337M|  26k   22k|   0   120k|   0  8.03 |6461  8543 |2.50 1.35 0.72|3.0   0  34|   0     0 |           | 11   34    0   55    0
Jun 17 12:19:30 ubuntu dstat.sh[64838]: 17-06 12:19:30| 65  11  24   0   0|1593M  630M  172M 5337M|  14k   12k|   0   483k|   0  50.9 |5065  4962 |2.54 1.38 0.73|3.0   0 138|   0     0 |           | 11   33    0   52    0
Jun 17 12:19:31 ubuntu dstat.sh[64838]: 17-06 12:19:31| 53  13  33   0   0|1535M  688M  172M 5337M|  14k   10k|   0   252k|   0  21.0 |4935  4041 |2.54 1.38 0.73|3.0   0 120|   0     0 |           | 11   33    0   53    0
Jun 17 12:19:32 ubuntu dstat.sh[64838]: 17-06 12:19:32| 55  11  33   0   0|1481M  742M  172M 5337M|  13k   10k|   0   249k|   0  17.0 |5146  4665 |2.54 1.38 0.73|3.0   0  58|   0     0 |           | 11   33    0   54    0
Jun 17 12:19:33 ubuntu dstat.sh[64838]: 17-06 12:19:33| 53  10  36   0   0|1511M  712M  172M 5337M|  19k   16k|   0   204k|   0  12.0 |6410  7213 |2.54 1.38 0.73|4.0   0  77|   0     0 |           | 11   33    0   55    0
