Jun 01 15:11:37 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 01 15:11:38 ubuntu dstat.sh[64930]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 01 15:11:38 ubuntu dstat.sh[64930]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 01 15:12:29 ubuntu dstat.sh[64930]: 01-06 15:12:29| 35   8  56   1   0|1513M  682M  170M 5368M|  19k   15k|   0   245k|   0  23.1 |5745  7058 |2.24 1.33 0.71|4.0   0  86|   0     0 |           | 11   28    1   32    0
Jun 01 15:12:30 ubuntu dstat.sh[64930]: 01-06 15:12:30| 59  20  21   0   0|1500M  695M  170M 5368M|4030B 1589B|   0  5795k|   0   417 |4422  2762 |2.24 1.33 0.71|3.0   0 291|   0     0 |           | 11   28    1   28    0
Jun 01 15:12:31 ubuntu dstat.sh[64930]: 01-06 15:12:31| 48   7  44   0   0|1539M  656M  170M 5368M|  23k   21k|   0   204k|   0  9.00 |5841  6462 |2.22 1.34 0.71|1.0   0 2.0|   0     0 |           | 11   31    1   28    0
Jun 01 15:12:32 ubuntu dstat.sh[64930]: 01-06 15:12:32| 60  19  20   0   0|1446M  749M  170M 5368M|  13k 9582B|   0  1074k|   0  87.2 |6775  7495 |2.22 1.34 0.71|4.0   0 259|   0     0 |           | 11   28    1   29    0
Jun 01 15:12:33 ubuntu dstat.sh[64930]: 01-06 15:12:33| 72  11  18   0   0|1599M  596M  170M 5368M|  17k   14k|   0  4688k|   0   238 |5648  4076 |2.22 1.34 0.71|4.0   0   0|   0     0 |           | 11   32    1   29    0
Jun 01 15:12:34 ubuntu dstat.sh[64930]: 01-06 15:12:34| 66   7  25   0   0|1500M  695M  170M 5369M|  33k   29k|   0  1259k|   0  44.0 |  10k   14k|2.22 1.34 0.71|5.0   0  18|   0     0 |           | 11   28    1   29    0
Jun 01 15:12:35 ubuntu dstat.sh[64930]: 01-06 15:12:35| 57  21  22   0   0|1544M  651M  170M 5369M|4570B 1455B|   0   719k|   0  19.0 |4391  2892 |2.22 1.34 0.71|3.0   0 305|   0     0 |           | 11   28    1   29    0
Jun 01 15:12:36 ubuntu dstat.sh[64930]: 01-06 15:12:36| 48   6  45   0   0|1583M  612M  170M 5369M|  23k   21k|   0   261k|   0  15.0 |5553  6007 |2.20 1.35 0.72|1.0   0   0|   0     0 |           | 11   31    1   29    0
Jun 01 15:12:37 ubuntu dstat.sh[64930]: 01-06 15:12:37| 54  19  26   0   0|1485M  709M  170M 5369M|  16k   10k|   0  1832k|   0   117 |7184  8421 |2.20 1.35 0.72|3.0   0 298|   0     0 |           | 11   28    1   31    0
Jun 01 15:12:38 ubuntu dstat.sh[64930]: 01-06 15:12:38| 55   7  38   0   0|1568M  626M  170M 5369M|  16k   13k|   0     0 |   0     0 |4076  2775 |2.20 1.35 0.72|3.0   0   0|   0     0 |           | 11   31    1   31    0
Jun 01 15:12:39 ubuntu dstat.sh[64930]: 01-06 15:12:39| 53  14  32   0   0|1455M  739M  170M 5369M|  21k   17k|   0   156k|   0  15.0 |7962    10k|2.20 1.35 0.72|4.0   0 237|   0     0 |           | 11   28    1   34    0
Jun 01 15:12:40 ubuntu dstat.sh[64930]: 01-06 15:12:40| 63  12  25   0   0|1530M  664M  170M 5369M|6665B 4744B|   0   203k|   0  9.97 |3756  1780 |2.20 1.35 0.72|  0   0  50|   0     0 |           | 11   31    1   34    0
Jun 01 15:12:41 ubuntu dstat.sh[64930]: 01-06 15:12:41| 48   5  46   0   0|1506M  688M  170M 5369M|  29k   23k|   0   359k|   0  37.9 |7679  9866 |2.19 1.37 0.73|3.0   0 7.0|   0     0 |           | 11   28    1   36    0
Jun 01 15:12:42 ubuntu dstat.sh[64930]: 01-06 15:12:42| 66  16  18   0   0|1532M  662M  170M 5369M|4606B 1627B|   0   189k|   0  7.03 |4705    13k|2.19 1.37 0.73|3.0   0 143|   0     0 |           | 11   28    1   36    0
Jun 01 15:12:43 ubuntu dstat.sh[64930]: 01-06 15:12:43| 49   6  43   0   0|1570M  624M  170M 5369M|  23k   20k|   0   244k|   0  20.0 |5519  5961 |2.19 1.37 0.73|3.0   0   0|   0     0 |           | 11   31    1   36    0
Jun 01 15:12:44 ubuntu dstat.sh[64930]: 01-06 15:12:44| 61  26  13   0   0|1486M  708M  170M 5369M|  12k 8904B|   0  1129k|   0  85.1 |7083  7873 |2.19 1.37 0.73|6.0   0 485|   0     0 |           | 11   28    1   38    0
Jun 01 15:12:45 ubuntu dstat.sh[64930]: 01-06 15:12:45| 77  22   0   0   0|1628M  565M  170M 5370M|7489B 4480B|   0    28k|   0  3.99 |5628  4336 |2.19 1.37 0.73|9.0   0 317|   0     0 |           | 11   30    1   38    0
Jun 01 15:12:46 ubuntu dstat.sh[64930]: 01-06 15:12:46| 79  20   1   0   0|1737M  457M  170M 5370M|  29k   26k|   0   297k|   0  24.0 |7000  7145 |2.57 1.46 0.76|7.0   0 309|   0     0 |           | 11   30    1   36    0
Jun 01 15:12:47 ubuntu dstat.sh[64930]: 01-06 15:12:47| 79  21   1   0   0|1743M  450M  170M 5370M|  33k   30k|   0   300k|   0  22.0 |8059  9971 |2.57 1.46 0.76|7.0   0 396|   0     0 |           | 11   30    1   37    0
Jun 01 15:12:48 ubuntu dstat.sh[64930]: 01-06 15:12:48| 76  23   1   0   0|1595M  598M  170M 5370M|  14k   11k|   0  2712k|   0   137 |6333  5469 |2.57 1.46 0.76|6.0   0 347|   0     0 |           | 11   30    1   37    0
Jun 01 15:12:49 ubuntu dstat.sh[64930]: 01-06 15:12:49| 79  10  10   0   0|1685M  508M  170M 5370M|  27k   25k|   0   654k|   0  8.97 |6827  8219 |2.57 1.46 0.76|3.0   0   0|   0     0 |           | 11   33    1   37    0
Jun 01 15:12:50 ubuntu dstat.sh[64930]: 01-06 15:12:50| 65  18  17   0   0|1593M  600M  170M 5370M|  33k   28k|   0    12k|   0  3.01 |9041    14k|2.57 1.46 0.76|3.0   0 337|   0     0 |           | 11   29    1   41    0
Jun 01 15:12:51 ubuntu dstat.sh[64930]: 01-06 15:12:51| 19  22  57   0   0|1467M  726M  170M 5370M|5570B 2695B|   0  8174B|   0  2.00 |5572  3951 |2.45 1.45 0.76|1.0   0 381|   0     0 |           | 11   28    1   42    0
Jun 01 15:12:52 ubuntu dstat.sh[64930]: 01-06 15:12:52| 39  37  25   0   0|1478M  715M  170M 5370M|4199B 1613B|   0    48k|   0  12.0 |5990  5230 |2.45 1.45 0.76|5.0   0 821|   0     0 |           | 11   28    1   42    0
Jun 01 15:12:53 ubuntu dstat.sh[64930]: 01-06 15:12:53| 77  11  12   0   0|1603M  590M  170M 5370M|  14k   12k|   0   383k|   0  26.9 |5048  3785 |2.45 1.45 0.76|2.0   0  67|   0     0 |           | 11   31    1   42    0
Jun 01 15:12:54 ubuntu dstat.sh[64930]: 01-06 15:12:54| 62  13  25   0   0|1568M  625M  170M 5371M|  26k   22k|   0   782k|   0  74.2 |6804    10k|2.45 1.45 0.76|4.0   0  99|   0     0 |           | 11   29    1   45    0
Jun 01 15:12:55 ubuntu dstat.sh[64930]: 01-06 15:12:55| 77  17   5   0   0|1554M  639M  170M 5371M|8743B 4867B|   0   280k|   0  23.0 |5217  3498 |2.45 1.45 0.76|3.0   0 169|   0     0 |           | 11   29    1   46    0
Jun 01 15:12:56 ubuntu dstat.sh[64930]: 01-06 15:12:56| 68   8  24   0   0|1634M  559M  170M 5371M|  31k   27k|   0   192k|   0  9.00 |6647  8761 |2.41 1.46 0.77|3.0   0   0|   0     0 |           | 11   32    1   46    0
Jun 01 15:12:57 ubuntu dstat.sh[64930]: 01-06 15:12:57| 56   6  36   0   0|1582M  610M  170M 5371M|  37k   32k|   0   248k|   0  23.0 |  12k   18k|2.41 1.46 0.77|3.0   0  30|   0     0 |           | 11   31    1   46    0
Jun 01 15:12:58 ubuntu dstat.sh[64930]: 01-06 15:12:58| 74  13  13   0   0|1541M  651M  170M 5371M|  20k   15k|   0   452k|   0  49.0 |8945    11k|2.41 1.46 0.77|4.0   0  90|   0     0 |           | 11   28    1   46    0
Jun 01 15:12:59 ubuntu dstat.sh[64930]: 01-06 15:12:59| 72  11  17   0   0|1611M  581M  170M 5371M|  19k   17k|   0   176k|   0  10.0 |5472  5101 |2.41 1.46 0.77|2.0   0   0|   0     0 |           | 11   31    1   45    0
Jun 01 15:13:00 ubuntu dstat.sh[64930]: 01-06 15:13:00| 59   7  31   0   0|1619M  573M  170M 5371M|  40k   34k|   0   172k|   0  14.0 |  10k   16k|2.41 1.46 0.77|4.0   0 2.0|   0     0 |           | 11   31    1   46    0
Jun 01 15:13:01 ubuntu dstat.sh[64930]: 01-06 15:13:01| 66  13  20   0   0|1589M  602M  170M 5372M|  33k   28k|   0   525k|   0  45.1 |9760    15k|2.54 1.50 0.79|5.0   0 135|   0     0 |           | 11   29    0   48    0
Jun 01 15:13:02 ubuntu dstat.sh[64930]: 01-06 15:13:02| 77  17   6   0   0|1532M  659M  170M 5372M|  11k 7570B|   0   176k|   0  8.00 |5233  3911 |2.54 1.50 0.79|5.0   0 130|   0     0 |           | 11   29    0   49    0
Jun 01 15:13:03 ubuntu dstat.sh[64930]: 01-06 15:13:03| 63   8  28   0   0|1601M  591M  170M 5372M|  34k   30k|   0   124k|   0  8.00 |7207    10k|2.54 1.50 0.79|2.0   0   0|   0     0 |           | 11   32    0   49    0
Jun 01 15:13:04 ubuntu dstat.sh[64930]: 01-06 15:13:04| 72  14  14   0   0|1593M  598M  170M 5372M|  22k   17k|   0   328k|   0  33.0 |8005    11k|2.54 1.50 0.79|4.0   0  98|   0     0 |           | 11   28    1   51    0
Jun 01 15:13:05 ubuntu dstat.sh[64930]: 01-06 15:13:05| 76  10  12   0   0|1583M  608M  170M 5372M|  17k   13k|   0   988k|   0  24.0 |5051  3512 |2.54 1.50 0.79|4.0   0  31|   0     0 |           | 11   33    0   51    0
Jun 01 15:13:06 ubuntu dstat.sh[64930]: 01-06 15:13:06| 65  12  21   0   0|1546M  645M  170M 5372M|  26k   21k|   0   487k|   0  41.9 |7712    10k|2.58 1.53 0.80|6.0   0 121|   0     0 |           | 11   34    0   53    0
Jun 01 15:13:07 ubuntu dstat.sh[64930]: 01-06 15:13:07| 70  12  18   0   0|1563M  628M  170M 5372M|  26k   21k|   0   152k|   0  10.0 |7684  9375 |2.58 1.53 0.80|4.0   0  59|   0     0 |           | 11   35    0   51    0
Jun 01 15:13:08 ubuntu dstat.sh[64930]: 01-06 15:13:08| 67  13  20   0   0|1637M  554M  170M 5372M|  26k   22k|   0   152k|   0  10.0 |7146  9226 |2.58 1.53 0.80|3.0   0  82|   0     0 |           | 11   34    0   53    0
Jun 01 15:13:09 ubuntu dstat.sh[64930]: 01-06 15:13:09| 75  16   9   0   0|1539M  652M  170M 5372M|  15k   11k|   0     0 |   0     0 |5529  4562 |2.58 1.53 0.80|5.0   0 120|   0     0 |           | 11   33    0   55    0
Jun 01 15:13:10 ubuntu dstat.sh[64930]: 01-06 15:13:10| 74  11  14   0   0|1590M  601M  170M 5372M|  18k   15k|   0     0 |   0     0 |5577  5190 |2.58 1.53 0.80|5.0   0  34|   0     0 |           | 11   34    0   56    0
Jun 01 15:13:11 ubuntu dstat.sh[64930]: 01-06 15:13:11| 67   9  23   0   0|1606M  584M  170M 5373M|  25k   21k|   0   331k|   0  37.9 |6837  8848 |2.61 1.55 0.81|3.0   0  73|   0     0 |           | 11   33    0   57    0
Jun 01 15:13:12 ubuntu dstat.sh[64930]: 01-06 15:13:12| 60  14  26   0   0|1508M  682M  170M 5373M|9753B 6400B|   0   325k|   0  25.1 |4985  3869 |2.61 1.55 0.81|3.0   0 187|   0     0 |           | 11   33    0   58    0
Jun 01 15:13:13 ubuntu dstat.sh[64930]: 01-06 15:13:13| 53   7  39   0   0|1542M  648M  170M 5373M|  21k   17k|   0   207k|   0  15.0 |5135  5766 |2.61 1.55 0.81|3.0   0   0|   0     0 |           | 11   33    0   59    0
Jun 01 15:13:14 ubuntu dstat.sh[64930]: 01-06 15:13:14| 54  13  32   0   0|1505M  685M  170M 5373M|  17k   14k|   0   156k|   0  11.0 |5714  6213 |2.61 1.55 0.81|3.0   0 145|   0     0 |           | 11   33    0   60    0
Jun 01 15:13:15 ubuntu dstat.sh[64930]: 01-06 15:13:15| 54   9  35   0   0|1507M  683M  170M 5373M|  16k   13k|   0   191k|   0  9.97 |4239  3688 |2.61 1.55 0.81|2.0   0  43|   0     0 |           | 11   34    0   55    0
Jun 01 15:13:16 ubuntu dstat.sh[64930]: 01-06 15:13:16| 47   9  43   0   0|1538M  652M  170M 5373M|  21k   16k|   0   412k|   0  32.0 |6070  8243 |2.56 1.56 0.82|2.0   0  86|   0     0 |           | 11   33    0   57    0
Jun 01 15:13:17 ubuntu dstat.sh[64930]: 01-06 15:13:17| 37   9  54   0   0|1514M  676M  170M 5373M|  12k 8503B|   0   241k|   0  22.1 |4673  5023 |2.56 1.56 0.82|2.0   0  67|   0     0 |           | 11   32    0   58    0
Jun 01 15:13:18 ubuntu dstat.sh[64930]: 01-06 15:13:18| 35  10  54   0   0|1534M  656M  170M 5373M|  11k 8215B|   0   148k|   0  10.0 |3719  2965 |2.56 1.56 0.82|5.0   0  68|   0     0 |           | 11   33    0   58    0
Jun 01 15:13:19 ubuntu dstat.sh[64930]: 01-06 15:13:19| 36   6  57   0   0|1515M  674M  170M 5373M|  12k 9049B|   0  4205k|   0   160 |3462  3051 |2.56 1.56 0.82|1.0   0  34|   0     0 |           | 11   33    0   57    0
