Apr 06 08:16:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 06 08:16:59 ubuntu dstat.sh[71936]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 06 08:16:59 ubuntu dstat.sh[71936]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 06 08:17:10 ubuntu dstat.sh[71936]: 06-04 08:17:10| 44   7  48   0   0|1236M  982M  174M 5342M|5111B 2294B|   0   911k|   0  56.2 |3077  1709 |1.46 1.00 0.57|2.0   0  19|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:11 ubuntu dstat.sh[71936]: 06-04 08:17:11| 42   5  51   1   0|1263M  949M  174M 5347M|  10k 3964B|   0  9107k|   0   505 |3626  3422 |1.46 1.00 0.57|2.0   0  18|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:12 ubuntu dstat.sh[71936]: 06-04 08:17:12| 39   7  54   0   0|1291M  920M  174M 5347M|  11k 4451B|   0   736k|   0  58.0 |2935  1914 |1.46 1.00 0.57|2.0   0  28|   0     0 |           | 11    5    0   19    0
Apr 06 08:17:13 ubuntu dstat.sh[71936]: 06-04 08:17:13| 44   8  46   0   0|1285M  920M  174M 5353M|4773B 1742B|   0  1165k|   0  67.1 |9203    17k|1.46 1.00 0.57|2.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:14 ubuntu dstat.sh[71936]: 06-04 08:17:14| 33  21  44   0   0|1219M  986M  174M 5353M|5317B 1556B|   0    92k|   0  3.00 |  13k   20k|1.50 1.02 0.58|3.0   0 329|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:15 ubuntu dstat.sh[71936]: 06-04 08:17:15| 29  25  44   1   0|1118M 1099M  174M 5342M|4107B 1026B|   0  3105k|   0   214 |5951  4429 |1.50 1.02 0.58|2.0   0 370|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:16 ubuntu dstat.sh[71936]: 06-04 08:17:16| 32  18  48   0   0|1105M 1112M  174M 5342M|4977B 1619B|   0    12k|   0  3.00 |5742  7370 |1.50 1.02 0.58|3.0   0 294|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:17 ubuntu dstat.sh[71936]: 06-04 08:17:17| 46   8  45   0   0|1208M 1008M  174M 5343M|4755B 1454B|   0  4085B|   0  1.00 |3349  1831 |1.50 1.02 0.58|3.0   0  73|   0     0 |           | 11    5    0   19    0
Apr 06 08:17:18 ubuntu dstat.sh[71936]: 06-04 08:17:18| 44   7  49   0   0|1236M  981M  175M 5343M|5410B 1707B|   0   208k|   0  3.01 |2758  1303 |1.50 1.02 0.58|3.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 06 08:17:19 ubuntu dstat.sh[71936]: 06-04 08:17:19| 32  12  53   1   0|1272M  941M  175M 5345M|4775B 1458B|   0    25M|   0   736 |5446  5375 |1.54 1.03 0.59|2.0   0 111|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:20 ubuntu dstat.sh[71936]: 06-04 08:17:20| 17   6  75   0   0|1320M  894M  175M 5345M|5390B 1617B|   0   655k|   0  4.99 |2216  1835 |1.54 1.03 0.59|1.0   0  29|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:21 ubuntu dstat.sh[71936]: 06-04 08:17:21| 22   3  74   0   0|1347M  866M  175M 5345M|4770B 1462B|   0     0 |   0     0 |1880  1388 |1.54 1.03 0.59|1.0   0 2.0|   0     0 |           | 11    4    0   17    0
Apr 06 08:17:22 ubuntu dstat.sh[71936]: 06-04 08:17:22| 23   2  72   1   0|1373M  841M  175M 5346M|5638B 1619B|   0  1327k|   0   177 |3532  4472 |1.54 1.03 0.59|1.0   0 1.0|   0     0 |           | 11   10    0   17    0
Apr 06 08:17:23 ubuntu dstat.sh[71936]: 06-04 08:17:23| 20   6  72   0   0|1368M  845M  175M 5346M|5157B 1619B|   0  2606k|   0   154 |2568  2212 |1.54 1.03 0.59|1.0   0  42|   0     0 |           | 11    4    0   19    0
Apr 06 08:17:24 ubuntu dstat.sh[71936]: 06-04 08:17:24| 19   2  77   0   0|1386M  826M  175M 5346M|8211B 4009B| 144k   13M|7.01   121 |2159  1833 |1.50 1.03 0.59|1.0   0   0|   0     0 |           | 11   11    0   19    0
Apr 06 08:17:25 ubuntu dstat.sh[71936]: 06-04 08:17:25| 20   3  75   0   0|1385M  828M  175M 5346M|  10k 7459B| 268k 2150k|66.0  29.0 |2898  2936 |1.50 1.03 0.59|  0   0 3.0|   0     0 |           | 11   29    0   15    0
Apr 06 08:17:26 ubuntu dstat.sh[71936]: 06-04 08:17:26| 21   6  73   0   0|1398M  814M  175M 5346M|5508B 1819B|   0     0 |   0     0 |2288  1623 |1.50 1.03 0.59|1.0   0  43|   0     0 |           | 11   28    0   16    0
Apr 06 08:17:27 ubuntu dstat.sh[71936]: 06-04 08:17:27| 17   3  78   0   0|1418M  795M  175M 5346M|  10k 7114B|   0   280k|   0  4.00 |1989  1555 |1.50 1.03 0.59|2.0   0 6.0|   0     0 |           | 11   29    0   16    0
Apr 06 08:17:28 ubuntu dstat.sh[71936]: 06-04 08:17:28| 26  14  59   0   0|1403M  810M  175M 5346M|4158B 1254B|   0  2272k|   0  17.0 |3687  2549 |1.50 1.03 0.59|3.0   0 156|   0     0 |           | 11   28    0   17    0
Apr 06 08:17:29 ubuntu dstat.sh[71936]: 06-04 08:17:29| 36   5  57   0   0|1446M  767M  175M 5346M|  13k 9276B|   0    26M|   0   181 |3422  2673 |1.54 1.05 0.60|3.0   0   0|   0     0 |           | 11   30    0   17    0
Apr 06 08:17:30 ubuntu dstat.sh[71936]: 06-04 08:17:30| 33  10  56   0   0|1388M  825M  175M 5346M|  16k   12k|   0   854k|   0  30.1 |6628  8233 |1.54 1.05 0.60|3.0   0 112|   0     0 |           | 11   28    0   18    0
Apr 06 08:17:31 ubuntu dstat.sh[71936]: 06-04 08:17:31| 68  28   4   0   0|1541M  672M  175M 5346M|4380B 1620B|   0   332k|   0  22.0 |5766  4819 |1.54 1.05 0.60|6.0   0 467|   0     0 |           | 11   28    0   18    0
Apr 06 08:17:32 ubuntu dstat.sh[71936]: 06-04 08:17:32| 87  11   1   0   0|1721M  492M  175M 5346M|  21k   18k|   0   779k|   0  3.00 |5575  4407 |1.54 1.05 0.60|5.0   0   0|   0     0 |           | 11   32    0   18    0
Apr 06 08:17:33 ubuntu dstat.sh[71936]: 06-04 08:17:33| 77  13  10   0   0|1738M  474M  175M 5347M|  31k   27k|   0  1102k|   0  79.8 |8819    22k|1.54 1.05 0.60|5.0   0 133|   0     0 |           | 11   30    0   20    0
Apr 06 08:17:34 ubuntu dstat.sh[71936]: 06-04 08:17:34| 24  14  61   0   0|1500M  712M  175M 5347M|7441B 3521B|   0   750k|   0  41.1 |4644  4487 |1.58 1.07 0.61|1.0   0 213|   0     0 |           | 11   28    0   22    0
Apr 06 08:17:35 ubuntu dstat.sh[71936]: 06-04 08:17:35| 19   3  78   0   0|1484M  728M  175M 5347M|9492B 5693B|   0   136k|   0  9.00 |1906  1567 |1.58 1.07 0.61|1.0   0   0|   0     0 |           | 11   29    0   22    0
Apr 06 08:17:36 ubuntu dstat.sh[71936]: 06-04 08:17:36| 15   6  76   0   0|1405M  807M  175M 5347M|8554B 4471B|   0   534k|   0  40.8 |3534  3533 |1.58 1.07 0.61|1.0   0  68|   0     0 |           | 11   28    0   23    0
Apr 06 08:17:37 ubuntu dstat.sh[71936]: 06-04 08:17:37| 19   3  78   0   0|1456M  755M  175M 5347M|7077B 3835B|   0     0 |   0     0 |1696  1205 |1.58 1.07 0.61|  0   0   0|   0     0 |           | 11   29    0   23    0
Apr 06 08:17:38 ubuntu dstat.sh[71936]: 06-04 08:17:38| 17   5  77   0   0|1442M  770M  175M 5347M|  11k 6518B|   0   168k|   0  19.0 |3428  3601 |1.58 1.07 0.61|2.0   0  44|   0     0 |           | 11   28    0   24    0
Apr 06 08:17:39 ubuntu dstat.sh[71936]: 06-04 08:17:39|  7  23  68   0   0|1425M  787M  175M 5347M|5954B 1619B|   0   180k|   0  8.00 |5651  3735 |1.69 1.10 0.62|2.0   0 405|   0     0 |           | 11   28    0   24    0
Apr 06 08:17:40 ubuntu dstat.sh[71936]: 06-04 08:17:40| 52  31  16   0   0|1496M  716M  175M 5347M|5417B 1458B|   0    88M|   0   639 |6587  5908 |1.69 1.10 0.62|5.0   0 589|   0     0 |           | 11   28    0   24    0
Apr 06 08:17:41 ubuntu dstat.sh[71936]: 06-04 08:17:41| 83  11   7   0   0|1676M  536M  175M 5347M|  21k   19k|   0   657k|   0  34.0 |5406  3756 |1.69 1.10 0.62|7.0   0 1.0|   0     0 |           | 11   33    0   24    0
Apr 06 08:17:42 ubuntu dstat.sh[71936]: 06-04 08:17:42| 70  10  18   1   0|1659M  553M  175M 5347M|  38k   33k|   0   609k|   0  79.1 |  11k   17k|1.69 1.10 0.62|5.0   0  54|   0     0 |           | 11   28    0   25    0
Apr 06 08:17:43 ubuntu dstat.sh[71936]: 06-04 08:17:43| 80  21   0   0   0|1576M  635M  175M 5347M|3426B  486B|   0   200k|   0  11.0 |5265  3666 |1.69 1.10 0.62|7.0   0 256|   0     0 |           | 11   28    0   25    0
Apr 06 08:17:44 ubuntu dstat.sh[71936]: 06-04 08:17:44| 84  11   5   0   0|1742M  469M  175M 5347M|  27k   25k|   0   156k|   0  9.97 |5976  5927 |1.96 1.16 0.64|3.0   0   0|   0     0 |           | 11   34    0   25    0
Apr 06 08:17:45 ubuntu dstat.sh[71936]: 06-04 08:17:45| 73  10  15   0   0|1735M  476M  175M 5348M|  43k   37k|   0  1915k|   0   128 |9718    15k|1.96 1.16 0.64|5.0   0 100|   0     0 |           | 11   30    0   29    0
Apr 06 08:17:46 ubuntu dstat.sh[71936]: 06-04 08:17:46| 46  14  40   0   0|1522M  689M  175M 5348M|6832B 3715B|   0   360k|   0  26.0 |4699  4040 |1.96 1.16 0.64|2.0   0 198|   0     0 |           | 11   28    0   30    0
Apr 06 08:17:47 ubuntu dstat.sh[71936]: 06-04 08:17:47| 36   4  58   0   0|1536M  675M  175M 5348M|  12k 9731B|   0   151k|   0  11.0 |2918  2089 |1.96 1.16 0.64|1.0   0   0|   0     0 |           | 11   30    0   30    0
Apr 06 08:17:48 ubuntu dstat.sh[71936]: 06-04 08:17:48| 32  19  48   0   0|1461M  750M  175M 5348M|  16k   11k|   0   859k|   0  52.2 |6725  7831 |1.96 1.16 0.64|3.0   0 379|   0     0 |           | 11   28    0   32    0
Apr 06 08:17:49 ubuntu dstat.sh[71936]: 06-04 08:17:49| 61  10  29   0   0|1565M  646M  175M 5348M|8825B 5620B|   0   128k|   0  11.0 |3610  1687 |2.04 1.19 0.66|1.0   0 2.0|   0     0 |           | 11   30    0   32    0
Apr 06 08:17:50 ubuntu dstat.sh[71936]: 06-04 08:17:50| 46   6  47   0   0|1560M  651M  175M 5348M|  28k   23k|   0   321k|   0  23.0 |7293    10k|2.04 1.19 0.66|3.0   0   0|   0     0 |           | 11   29    0   32    0
Apr 06 08:17:51 ubuntu dstat.sh[71936]: 06-04 08:17:51| 74  22   5   0   0|1516M  695M  175M 5348M|5676B 1762B|   0  3526k|   0   213 |5904  4631 |2.04 1.19 0.66|4.0   0 259|   0     0 |           | 11   28    0   32    0
Apr 06 08:17:52 ubuntu dstat.sh[71936]: 06-04 08:17:52| 64   7  28   0   0|1602M  609M  175M 5348M|  26k   23k|   0   240k|   0  19.0 |6277  6334 |2.04 1.19 0.66|2.0   0   0|   0     0 |           | 11   32    0   32    0
Apr 06 08:17:53 ubuntu dstat.sh[71936]: 06-04 08:17:53| 58  17  23   0   0|1504M  706M  175M 5348M|  24k   20k|   0  1944k|   0   126 |8801    12k|2.04 1.19 0.66|3.0   0 324|   0     0 |           | 11   28    0   35    0
Apr 06 08:17:54 ubuntu dstat.sh[71936]: 06-04 08:17:54| 53   7  39   0   0|1566M  645M  175M 5348M|  11k 9928B|   0     0 |   0     0 |3391  2022 |2.12 1.22 0.67|2.0   0   0|   0     0 |           | 11   31    0   31    0
Apr 06 08:17:55 ubuntu dstat.sh[71936]: 06-04 08:17:55| 52   9  38   0   0|1544M  667M  175M 5348M|  27k   22k|   0  6115k|   0   354 |7835    10k|2.12 1.22 0.67|4.0   0  81|   0     0 |           | 11   28    0   33    0
Apr 06 08:17:56 ubuntu dstat.sh[71936]: 06-04 08:17:56| 61  19  21   0   0|1557M  653M  175M 5348M|4441B 1620B|   0   200k|   0  17.0 |4195  2730 |2.12 1.22 0.67|4.0   0 218|   0     0 |           | 11   28    0   33    0
Apr 06 08:17:57 ubuntu dstat.sh[71936]: 06-04 08:17:57| 47   5  48   0   0|1593M  617M  175M 5348M|  27k   24k|   0   164k|   0  13.0 |6652  8038 |2.12 1.22 0.67|5.0   0   0|   0     0 |           | 11   31    0   33    0
Apr 06 08:17:58 ubuntu dstat.sh[71936]: 06-04 08:17:58| 56  19  24   0   0|1490M  720M  175M 5349M|  10k 6744B|   0   216k|   0  18.0 |5476  4891 |2.12 1.22 0.67|3.0   0 287|   0     0 |           | 11   28    0   33    0
Apr 06 08:17:59 ubuntu dstat.sh[71936]: 06-04 08:17:59| 54   6  39   0   0|1562M  648M  175M 5349M|  17k   14k|   0   152k|   0  6.99 |4258  3313 |2.19 1.25 0.68|3.0   0   0|   0     0 |           | 11   31    0   33    0
Apr 06 08:18:00 ubuntu dstat.sh[71936]: 06-04 08:18:00| 51  12  36   0   0|1504M  705M  175M 5349M|  18k   15k|   0  1250k|   0   100 |7574  9038 |2.19 1.25 0.68|3.0   0 112|   0     0 |           | 11   28    0   35    0
Apr 06 08:18:01 ubuntu dstat.sh[71936]: 06-04 08:18:01| 55   7  37   0   0|1583M  627M  175M 5349M|  14k   11k|   0  2173k|   0  85.2 |4077  2612 |2.19 1.25 0.68|4.0   0 1.0|   0     0 |           | 11   31    0   35    0
Apr 06 08:18:02 ubuntu dstat.sh[71936]: 06-04 08:18:02| 52  12  36   0   0|1525M  685M  175M 5349M|  21k   17k|   0   287k|   0  33.3 |7809  9350 |2.19 1.25 0.68|3.0   0 197|   0     0 |           | 11   28    0   37    0
Apr 06 08:18:03 ubuntu dstat.sh[71936]: 06-04 08:18:03| 71  27   2   0   0|1555M  655M  175M 5349M|4920B 1512B|   0   200k|   0  20.0 |5479  4464 |2.19 1.25 0.68|7.0   0 438|   0     0 |           | 11   28    0   37    0
Apr 06 08:18:04 ubuntu dstat.sh[71936]: 06-04 08:18:04| 79  19   1   0   0|1731M  478M  175M 5349M|  19k   14k|   0   148k|   0  6.00 |6070  5371 |2.65 1.37 0.72|9.0   0 395|   0     0 |           | 11   32    0   37    0
Apr 06 08:18:05 ubuntu dstat.sh[71936]: 06-04 08:18:05| 74  20   6   0   0|1756M  453M  175M 5349M|  45k   40k|   0  1465k|   0  65.9 |8618    11k|2.65 1.37 0.72|7.0   0 421|   0     0 |           | 11   30    0   38    0
Apr 06 08:18:06 ubuntu dstat.sh[71936]: 06-04 08:18:06| 76  24   0   0   0|1583M  626M  175M 5350M|  17k   13k|   0   309k|   0  22.0 |6795  6541 |2.65 1.37 0.72|5.0   0 405|   0     0 |           | 11   28    0   36    0
Apr 06 08:18:07 ubuntu dstat.sh[71936]: 06-04 08:18:07| 82  11   8   0   0|1660M  549M  175M 5350M|  19k   16k|   0    36k|   0  1.00 |5167  3576 |2.65 1.37 0.72|5.0   0   0|   0     0 |           | 11   32    0   36    0
Apr 06 08:18:08 ubuntu dstat.sh[71936]: 06-04 08:18:08| 69  12  17   0   0|1609M  600M  175M 5350M|  42k   38k|   0  8177B|   0  2.00 |9144    15k|2.65 1.37 0.72|5.0   0 164|   0     0 |           | 11   29    0   39    1
Apr 06 08:18:09 ubuntu dstat.sh[71936]: 06-04 08:18:09| 21  24  53   0   0|1498M  711M  175M 5350M|9280B 5730B|   0    12k|   0  3.00 |5840  5220 |2.92 1.44 0.75|1.0   0 496|   0     0 |           | 11   28    0   41    0
Apr 06 08:18:10 ubuntu dstat.sh[71936]: 06-04 08:18:10| 30  35  34   0   0|1479M  730M  175M 5350M|4159B 1458B|   0    64k|   0  13.0 |6075  5202 |2.92 1.44 0.75|7.0   0 769|   0     0 |           | 11   28    0   41    0
Apr 06 08:18:11 ubuntu dstat.sh[71936]: 06-04 08:18:11| 73  14  11   0   0|1595M  613M  175M 5350M|  14k   12k|   0   404k|   0  19.0 |5020  3532 |2.92 1.44 0.75|2.0   0 175|   0     0 |           | 11   31    0   41    0
Apr 06 08:18:12 ubuntu dstat.sh[71936]: 06-04 08:18:12| 61  10  27   0   0|1544M  664M  175M 5350M|  26k   22k|   0   980k|   0  86.0 |7367    11k|2.92 1.44 0.75|4.0   0  92|   0     0 |           | 11   29    0   44    0
Apr 06 08:18:13 ubuntu dstat.sh[71936]: 06-04 08:18:13| 75  17   9   0   0|1568M  641M  175M 5350M|8528B 5678B|   0   332k|   0  28.0 |5520  4039 |2.92 1.44 0.75|4.0   0 176|   0     0 |           | 11   29    0   45    0
Apr 06 08:18:14 ubuntu dstat.sh[71936]: 06-04 08:18:14| 63   7  29   0   0|1589M  619M  175M 5350M|  30k   27k|   0   176k|   0  9.99 |6700  9008 |3.01 1.49 0.77|3.0   0   0|   0     0 |           | 11   32    0   45    0
Apr 06 08:18:15 ubuntu dstat.sh[71936]: 06-04 08:18:15| 50   7  41   0   0|1575M  633M  175M 5351M|  44k   38k|   0   743k|   0  23.0 |  13k   20k|3.01 1.49 0.77|4.0   0  19|   0     0 |           | 11   31    0   45    0
Apr 06 08:18:16 ubuntu dstat.sh[71936]: 06-04 08:18:16| 76  15   8   0   0|1516M  692M  175M 5351M|  13k 9131B|   0  3196k|   0   165 |6542  6860 |3.01 1.49 0.77|4.0   0 101|   0     0 |           | 11   28    0   45    0
Apr 06 08:18:17 ubuntu dstat.sh[71936]: 06-04 08:18:17| 69   8  22   0   0|1607M  601M  175M 5351M|  25k   21k|   0   191k|   0  11.0 |5763  5841 |3.01 1.49 0.77|5.0   0   0|   0     0 |           | 11   32    0   45    0
Apr 06 08:18:18 ubuntu dstat.sh[71936]: 06-04 08:18:18| 54   6  37   0   0|1611M  596M  175M 5351M|  42k   37k|   0   172k|   0  10.0 |  11k   17k|3.01 1.49 0.77|4.0   0   0|   0     0 |           | 11   31    0   46    0
Apr 06 08:18:19 ubuntu dstat.sh[71936]: 06-04 08:18:19| 67  18  15   0   0|1525M  682M  175M 5351M|  26k   21k|   0   161k|   0  9.03 |8749    11k|3.09 1.53 0.78|4.0   0 261|   0     0 |           | 11   28    0   49    0
Apr 06 08:18:20 ubuntu dstat.sh[71936]: 06-04 08:18:20| 72  10  17   0   0|1605M  602M  175M 5351M|  16k   16k|   0   523k|   0  12.0 |5023  3735 |3.09 1.53 0.78|  0   0   0|   0     0 |           | 11   32    0   49    0
Apr 06 08:18:21 ubuntu dstat.sh[71936]: 06-04 08:18:21| 62   8  29   0   0|1555M  652M  175M 5351M|  38k   31k|   0   132k|   0  8.02 |9994    15k|3.09 1.53 0.78|3.0   0  48|   0     0 |           | 11   30    0   51    0
Apr 06 08:18:22 ubuntu dstat.sh[71936]: 06-04 08:18:22| 80  15   5   0   0|1540M  667M  175M 5352M|  13k 8663B|   0   328k|   0  33.0 |5965  5898 |3.09 1.53 0.78|4.0   0  81|   0     0 |           | 11   28    0   51    0
Apr 06 08:18:23 ubuntu dstat.sh[71936]: 06-04 08:18:23| 65   7  27   0   0|1626M  581M  175M 5352M|  22k   19k|   0   319k|   0  34.9 |5142  4914 |3.09 1.53 0.78|3.0   0   0|   0     0 |           | 11   30    0   53    0
Apr 06 08:18:24 ubuntu dstat.sh[71936]: 06-04 08:18:24| 64  15  19   0   0|1694M  513M  175M 5352M|  25k   20k|   0   160k|   0  10.0 |8006    11k|3.16 1.57 0.80|3.0   0 120|   0     0 |           | 11   30    0   53    0
Apr 06 08:18:25 ubuntu dstat.sh[71936]: 06-04 08:18:25| 63  12  24   0   0|1700M  506M  175M 5352M|  32k   26k|   0   316k|   0  31.0 |6471  9811 |3.16 1.57 0.80|7.0   0 135|   0     0 |           | 11   34    0   55    0
Apr 06 08:18:26 ubuntu dstat.sh[71936]: 06-04 08:18:26| 75  15  11   0   0|1572M  634M  175M 5352M|  17k   14k|   0   284k|   0  43.0 |5393  5607 |3.16 1.57 0.80|4.0   0  96|   0     0 |           | 11   33    0   57    0
Apr 06 08:18:27 ubuntu dstat.sh[71936]: 06-04 08:18:27| 68  11  21   0   0|1649M  557M  175M 5352M|  25k   21k|   0   120k|   0  8.01 |6395  7000 |3.16 1.57 0.80|4.0   0  40|   0     0 |           | 11   34    0   56    0
Apr 06 08:18:28 ubuntu dstat.sh[71936]: 06-04 08:18:28| 67  10  21   0   0|1610M  596M  175M 5352M|  21k   17k|   0   335k|   0  36.9 |7570  8909 |3.16 1.57 0.80|4.0   0  47|   0     0 |           | 11   33    0   58    0
Apr 06 08:18:29 ubuntu dstat.sh[71936]: 06-04 08:18:29| 53  14  33   0   0|1522M  684M  175M 5352M|  13k   10k|   0   285k|   0  24.1 |4644  4172 |3.31 1.63 0.82|2.0   0 186|   0     0 |           | 11   33    0   59    0
Apr 06 08:18:30 ubuntu dstat.sh[71936]: 06-04 08:18:30| 53  10  35   0   0|1550M  656M  175M 5352M|  14k   11k|   0   495k|   0  61.9 |4782  4161 |3.31 1.63 0.82|2.0   0  60|   0     0 |           | 11   34    0   60    0
Apr 06 08:18:31 ubuntu dstat.sh[71936]: 06-04 08:18:31| 52  10  37   0   0|1547M  659M  175M 5352M|  23k   17k|   0   677k|   0  14.0 |6982  7582 |3.31 1.63 0.82|3.0   0  97|   0     0 |           | 11   33    0   59    1
Apr 06 08:18:32 ubuntu dstat.sh[71936]: 06-04 08:18:32| 54  11  34   0   0|1484M  722M  175M 5353M|  16k   12k|   0  3197k|   0   143 |4810  5266 |3.31 1.63 0.82|3.0   0  86|   0     0 |           | 11   33    0   61    0
Apr 06 08:18:33 ubuntu dstat.sh[71936]: 06-04 08:18:33| 58  10  32   0   0|1558M  647M  175M 5353M|  16k   14k|   0   213k|   0  15.0 |5542    15k|3.31 1.63 0.82|1.0   0  57|   0     0 |           | 11   34    0   63    0
Apr 06 08:18:34 ubuntu dstat.sh[71936]: 06-04 08:18:34| 31  10  58   0   0|1547M  659M  175M 5353M|  19k   15k|   0   308k|   0  23.0 |6252  7632 |3.28 1.65 0.84|1.0   0 132|   0     0 |           | 11   33    0   64    0
Apr 06 08:18:35 ubuntu dstat.sh[71936]: 06-04 08:18:35| 40  11  49   0   0|1459M  746M  175M 5353M|7661B 2758B|   0   275k|   0  21.9 |3754  2633 |3.28 1.65 0.84|3.0   0  68|   0     0 |           | 11   32    0   58    0
Apr 06 08:18:36 ubuntu dstat.sh[71936]: 06-04 08:18:36| 35   5  59   0   0|1472M  733M  175M 5353M|  19k   15k|   0   315k|   0  13.0 |4168  4194 |3.28 1.65 0.84|2.0   0   0|   0     0 |           | 11   33    0   59    0
Apr 06 08:18:37 ubuntu dstat.sh[71936]: 06-04 08:18:37| 35  12  52   0   0|1467M  739M  175M 5353M|9909B 5806B|   0   221k|   0  19.1 |4982  4628 |3.28 1.65 0.84|2.0   0 139|   0     0 |           | 11   32    0   60    0
Apr 06 08:18:38 ubuntu dstat.sh[71936]: 06-04 08:18:38| 37   6  57   0   0|1495M  710M  175M 5353M|  11k 7063B|   0   219k|   0  17.0 |2793  2347 |3.28 1.65 0.84|2.0   0   0|   0     0 |           | 11   33    0   60    0
Apr 06 08:18:39 ubuntu dstat.sh[71936]: 06-04 08:18:39| 34   8  56   0   0|1458M  748M  175M 5353M|  16k   11k|   0   244k|   0  22.0 |4346  4735 |3.26 1.67 0.85|1.0   0  60|   0     0 |           | 11   33    0   59    0
Apr 06 08:18:40 ubuntu dstat.sh[71936]: 06-04 08:18:40| 38   6  55   0   0|1448M  757M  175M 5353M|  12k 7676B|   0   256k|   0  19.0 |3442  2783 |3.26 1.67 0.85|2.0   0 5.0|   0     0 |           | 11   33    0   60    0
