Jul 25 04:49:52 jammy-provider-cloud-0000007399 systemd[1]: Started Devstack devstack@dstat.service.
Jul 25 04:49:52 jammy-provider-cloud-0000007399 dstat.sh[58127]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 25 04:49:52 jammy-provider-cloud-0000007399 dstat.sh[58127]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 25 04:50:40 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:40| 86  13   1   0   0|1561M 1188M  164M 4832M|  44k 1618B|   0   444k|   0  30.0 |3126  5350 |2.06 1.08 0.54|6.0   0 150|   0     0 |   0     0 | 10   29    1   32    0
Jul 25 04:50:41 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:41| 84  15   2   0   0|1489M 1259M  164M 4833M|5365B 1459B|   0   761k|   0  41.0 |4161  8368 |2.06 1.08 0.54|6.0   0 297|   0     0 |   0     0 | 10   28    1   33    0
Jul 25 04:50:42 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:42| 81  14   4   0   0|1506M 1242M  164M 4833M|6085B 1620B|   0   604k|   0  35.0 |5245    10k|2.06 1.08 0.54|8.0   0 246|   0     0 |   0     0 | 10   30    1   29    0
Jul 25 04:50:43 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:43| 76  15   7   0   0|1478M 1270M  164M 4833M|5673B 1620B|   0   888k|   0  16.0 |7474    14k|2.30 1.15 0.57|6.0   0 373|   0     0 |   0     0 | 10   29    1   32    0
Jul 25 04:50:44 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:44| 40  25  35   0   0|1288M 1459M  164M 4834M|5876B 1620B|   0   236k|   0  12.0 |6919    15k|2.30 1.15 0.57|1.0   0 868|   0     0 |   0     0 | 10   28    1   32    0
Jul 25 04:50:45 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:45| 26  28  45   0   0|1348M 1400M  164M 4834M|8095B 1619B|   0   264k|   0  19.0 |3577  6700 |2.30 1.15 0.57|6.0   0 911|   0     0 |   0     0 | 10   28    1   32    0
Jul 25 04:50:46 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:46| 80  13   7   0   0|1523M 1224M  164M 4834M|5483B 1618B|   0  1837k|   0  67.9 |3631  7134 |2.30 1.15 0.57|6.0   0 229|   0     0 |   0     0 | 10   29    1   32    0
Jul 25 04:50:47 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:47| 79  14   7   0   0|1426M 1321M  164M 4834M|4721B 1698B|   0   505k|   0  56.1 |4504  9858 |2.30 1.15 0.57|4.0   0 269|   0     0 |   0     0 | 10   28    1   32    0
Jul 25 04:50:48 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:48| 77   6  15   0   0|1529M 1218M  164M 4835M|4460B 1691B|   0   519k|   0  13.0 |4324    13k|2.59 1.23 0.59|2.0   0   0|   0     0 |   0     0 | 10   32    1   33    0
Jul 25 04:50:49 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:49| 64  10  26   0   0|1391M 1355M  164M 4835M|5056B 1514B|   0   388k|   0  42.1 |7269    19k|2.59 1.23 0.59|4.0   0  66|   0     0 |   0     0 | 10   29    1   38    0
Jul 25 04:50:50 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:50| 85  10   4   0   0|1523M 1222M  164M 4835M|5672B 1636B|   0   235k|   0  19.0 |4215  8227 |2.59 1.23 0.59|6.0   0  54|   0     0 |   0     0 | 10   29    1   38    1
Jul 25 04:50:51 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:51| 65   9  26   0   0|1504M 1241M  164M 4836M|7332B 1623B|   0   144k|   0  9.02 |8290    20k|2.59 1.23 0.59|3.0   0  71|   0     0 |   0     0 | 10   31    1   39    0
Jul 25 04:50:52 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:52| 79  10  11   0   0|1435M 1309M  164M 4837M|5499B 1662B|   0  7548k|   0   135 |5696    13k|2.59 1.23 0.59|5.0   0 196|   0     0 |   0     0 | 10   29    1   41    0
Jul 25 04:50:53 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:53| 82  10   8   0   0|1492M 1251M  164M 4838M|5035B 1621B|   0  2658k|   0  72.0 |4450    12k|2.71 1.27 0.61|4.0   0  30|   0     0 |   0     0 | 10   29    1   41    0
Jul 25 04:50:54 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:54| 82  11   6   0   0|1510M 1233M  164M 4838M|6027B 1693B|   0   148k|   0  8.99 |2891  5317 |2.71 1.27 0.61|5.0   0 102|   0     0 |   0     0 | 10   29    1   41    0
Jul 25 04:50:55 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:55| 78  12  10   0   0|1382M 1359M  164M 4839M|4773B 1620B|   0   492k|   0  53.0 |5252    12k|2.71 1.27 0.61|4.0   0 249|   0     0 |   0     0 | 10   28    1   42    0
Jul 25 04:50:56 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:56| 79   9  11   0   0|1533M 1208M  164M 4840M|7484B 1512B|   0   144k|   0  8.00 |4232  8493 |2.71 1.27 0.61|3.0   0   0|   0     0 |   0     0 | 10   32    1   45    0
Jul 25 04:50:57 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:57| 82  13   4   0   0|1467M 1274M  164M 4840M|5437B 1620B|   0   148k|   0  8.00 |2863  5982 |2.71 1.27 0.61|4.0   0 163|   0     0 |   0     0 | 10   28    1   43    0
Jul 25 04:50:58 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:58| 77  12  11   0   0|1324M 1416M  164M 4840M|8556B 1566B|   0   596k|   0  66.0 |5605    13k|2.81 1.32 0.63|4.0   0 190|   0     0 |   0     0 | 10   28    1   45    0
Jul 25 04:50:59 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:50:59| 67   9  24   0   0|1479M 1261M  164M 4840M|6595B 1619B|   0   288k|   0  18.0 |3020  5390 |2.81 1.32 0.63|4.0   0  71|   0     0 |   0     0 | 10   30    1   45    0
Jul 25 04:51:00 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:00| 64  10  25   0   0|1410M 1330M  164M 4841M|5871B 1621B|   0   240k|   0  11.0 |3540  6553 |2.81 1.32 0.63|3.0   0 181|   0     0 |   0     0 | 10   28    1   46    0
Jul 25 04:51:01 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:01| 62  11  28   0   0|1323M 1417M  164M 4841M|4920B 1620B|   0   404k|   0  39.0 |4498  9390 |2.81 1.32 0.63|3.0   0 132|   0     0 |   0     0 | 10   28    1   49    0
Jul 25 04:51:02 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:02| 66   8  25   0   0|1478M 1262M  164M 4841M|  16k 1694B|   0   148k|   0  8.00 |2541  4317 |2.81 1.32 0.63|2.0   0   0|   0     0 |   0     0 | 10   31    1   49    0
Jul 25 04:51:03 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:03| 60  10  28   0   0|1415M 1324M  164M 4841M|5517B 1660B|   0   340k|   0  29.0 |3593  6998 |2.91 1.36 0.65|3.0   0  82|   0     0 |   0     0 | 10   28    1   50    0
Jul 25 04:51:04 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:04| 62  12  27   0   0|1326M 1414M  164M 4841M|6506B 1556B|   0   497k|   0  52.1 |5756    10k|2.91 1.36 0.65|3.0   0 137|   0     0 |   0     0 | 10   28    1   52    0
Jul 25 04:51:05 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:05| 67   7  26   0   0|1473M 1266M  164M 4841M|6806B 1617B|   0   184k|   0  12.0 |2838  4983 |2.91 1.36 0.65|5.0   0 2.0|   0     0 |   0     0 | 10   30    1   55    0
Jul 25 04:51:06 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:06| 60  17  23   0   0|1426M 1314M  164M 4845M|8022B 1569B|   0   445k|   0  39.1 |4707    12k|2.91 1.36 0.65|6.0   0 458|   0     0 |   0     0 | 10   28    1   57    0
Jul 25 04:51:07 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:07| 62  10  26   0   0|1367M 1372M  164M 4842M|9203B 1618B|   0   332k|   0  27.0 |4830    10k|2.91 1.36 0.65|5.0   0 159|   0     0 |   0     0 | 10   29    1   60    0
Jul 25 04:51:08 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:08| 25   9  66   0   0|1346M 1393M  164M 4842M|5056B 1621B|   0   264k|   0  14.0 |2748  4632 |2.75 1.36 0.65|1.0   0 250|   0     0 |   0     0 | 10   28    1   60    0
Jul 25 04:51:09 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:09| 24   2  72   0   0|1358M 1380M  164M 4842M|5624B 1616B|   0   243k|   0  21.0 |3396  6741 |2.75 1.36 0.65|2.0   0   0|   0     0 |   0     0 | 10   28    1   62    0
Jul 25 04:51:10 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:10| 14  20  66   0   0|1305M 1433M  164M 4842M|  45k 1624B|   0   437k|   0  29.1 |3500  5387 |2.75 1.36 0.65|2.0   0 578|   0     0 |   0     0 | 10   28    1   64    0
Jul 25 04:51:11 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:11| 45   5  49   0   0|1452M 1285M  164M 4843M|4560B 1512B|   0   704k|   0  9.00 |1235  1602 |2.75 1.36 0.65|3.0   0  21|   0     0 |   0     0 | 10   28    1   64    0
Jul 25 04:51:12 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:12| 40   6  46   8   0|1395M 1336M  165M 4848M|4433B 1620B|   0    33M|   0  2919 |  11k   24k|2.75 1.36 0.65|3.0   0 100|   0     0 |   0     0 | 10   32    1   64    0
Jul 25 04:51:13 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:13| 40   7  44   9   0|1434M 1295M  166M 4850M|6519B 1654B|   0    39M|   0  3235 |  11k   24k|2.77 1.39 0.66|2.0   0  47|   0     0 |   0     0 | 10   28    1   62    0
Jul 25 04:51:14 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:14| 45   6  49   0   0|1404M 1324M  166M 4850M|5832B 1573B|   0   760k|   0  41.2 |1337  1560 |2.77 1.39 0.66|3.0   0 6.0|   0     0 |   0     0 | 10   28    1   62    0
Jul 25 04:51:15 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:15| 38   7  45   9   0|1483M 1245M  166M 4851M|5377B 1621B|   0    17M|   0  2523 |  12k   27k|2.77 1.39 0.66|2.0   0 5.0|   0     0 |   0     0 | 10   30    1   62    0
Jul 25 04:51:16 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:16| 27   7  64   1   0|1361M 1367M  166M 4851M|4822B 1615B|   0  5887k|   0   331 |1897  3345 |2.77 1.39 0.66|1.0   0  99|   0     0 |   0     0 | 10   28    1   62    0
Jul 25 04:51:17 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:17| 24   3  73   0   0|1419M 1308M  166M 4851M|5342B 1619B|   0  2567k|   0  48.0 |1096  1421 |2.77 1.39 0.66|1.0   0 2.0|   0     0 |   0     0 | 10   28    1   60    0
Jul 25 04:51:18 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:18| 22   4  73   1   0|1388M 1340M  166M 4851M|6928B 1588B|   0  3456k|   0   207 |1155  1953 |2.63 1.38 0.67|1.0   0 1.0|   0     0 |   0     0 | 10   28    1   60    0
Jul 25 04:51:19 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:19| 23   3  73   0   0|1324M 1404M  166M 4851M|8039B 1619B|   0   392k|   0  17.0 |1038  1394 |2.63 1.38 0.67|1.0   0 3.0|   0     0 |   0     0 | 10   32    1   60    0
Jul 25 04:51:20 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:20| 24   3  74   0   0|1405M 1322M  166M 4851M|6875B 1621B|   0     0 |   0     0 | 857  1161 |2.63 1.38 0.67|1.0   0 2.0|   0     0 |   0     0 | 10   32    1   60    0
Jul 25 04:51:21 jammy-provider-cloud-0000007399 dstat.sh[58127]: 25-07 04:51:21| 24   2  74   0   0|1355M 1372M  166M 4851M|7851B 1624B|   0     0 |   0     0 | 869  1041 |2.63 1.38 0.67|1.0   0 1.0|   0     0 |   0     0 | 10   32    1   60    0
